VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,35.0,27.0,4.0,FIRST CALL,50-59,WHITE,MALE,,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,WOULDNOTVOTE,OMITS,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,5.065
STATE ONLY,35.0,27.0,5.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,BUSH,MEDICARE/RX,DOLE,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,5.166
STATE ONLY,35.0,33.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.853
STATE ONLY,35.0,33.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,EDUCATION,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,2.347
STATE ONLY,35.0,33.0,3.0,FIRST CALL,45-49,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.99
STATE ONLY,35.0,33.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.035
STATE ONLY,35.0,33.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,EDUCATION,OTHER,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,2.187
STATE ONLY,35.0,33.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,HEALTHCARE,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,2.312
STATE ONLY,35.0,33.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,2.17
STATE ONLY,35.0,33.0,8.0,FIRST CALL,18-24,WHITE,MALE,BUSH,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,BUSH,TAXES,NOVOTE,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,2.1
STATE ONLY,35.0,33.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,2.183
STATE ONLY,35.0,33.0,10.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.6620000000000001
STATE ONLY,35.0,33.0,11.0,FIRST CALL,18-24,WHITE,MALE,BUSH,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,DOLE,SAME,APP/FAV,REPUBLCN,POSTGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,2.1
STATE ONLY,35.0,33.0,12.0,FIRST CALL,75+,,FEMALE,GORE,,HOEVEN,OMITS,FAVORABLE,POMEROY,GORE,OMITS,OMITS,OMITS,OMITS,DEMOCRAT,,CATHOLIC,,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.478
STATE ONLY,35.0,33.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,2.187
STATE ONLY,35.0,33.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.559
STATE ONLY,35.0,33.0,15.0,FIRST CALL,25-29,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,WORLDAFFAIRS,NOVOTE,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.7870000000000001
STATE ONLY,35.0,33.0,16.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.559
STATE ONLY,35.0,33.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,2.023
STATE ONLY,35.0,33.0,18.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,2.023
STATE ONLY,35.0,33.0,19.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,OMITS,OMITS,POMEROY,OMITS,SOCIALSECUR,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,EAST,60+,60+,,65+,,,,1.837
STATE ONLY,35.0,33.0,20.0,FIRST CALL,25-29,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.7870000000000001
STATE ONLY,35.0,33.0,21.0,SECOND CALL,25-29,WHITE,MALE,NADER,,HEITKAMP,APPROVE,FAVORABLE,,WOULDNOTVOTE,EDUCATION,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.006
STATE ONLY,35.0,33.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,2.17
STATE ONLY,35.0,33.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,MEDICARE/RX,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,2.183
STATE ONLY,35.0,33.0,24.0,SECOND CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.948
STATE ONLY,35.0,33.0,25.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,BUSH,ECON/JOBS,NOVOTE,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.96
STATE ONLY,35.0,33.0,26.0,SECOND CALL,25-29,OTHER,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,ELSE,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.7870000000000001
STATE ONLY,35.0,33.0,27.0,SECOND CALL,18-24,WHITE,MALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,2.105
STATE ONLY,35.0,33.0,28.0,SECOND CALL,75+,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.559
STATE ONLY,35.0,33.0,29.0,SECOND CALL,65-74,,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.559
STATE ONLY,35.0,33.0,30.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.948
STATE ONLY,35.0,33.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,BUSH,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,2.187
STATE ONLY,35.0,33.0,32.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.948
STATE ONLY,35.0,33.0,33.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,2.023
STATE ONLY,35.0,33.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,2.074
STATE ONLY,35.0,33.0,35.0,THIRD CALL,45-49,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,INDEPEND,NOHS,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.99
STATE ONLY,35.0,33.0,36.0,THIRD CALL,25-29,WHITE,MALE,GORE,SAND,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,NONE,,,1.565
STATE ONLY,35.0,33.0,37.0,THIRD CALL,75+,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.559
STATE ONLY,35.0,33.0,38.0,THIRD CALL,25-29,WHITE,MALE,GORE,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,GORE,EDUCATION,CLINTON,BETTER,DIS/UNFAV,ELSE,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.7870000000000001
STATE ONLY,35.0,33.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.6620000000000001
STATE ONLY,35.0,35.0,1.0,FIRST CALL,75+,WHITE,,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.851
STATE ONLY,35.0,35.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.0090000000000001
STATE ONLY,35.0,35.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.858
STATE ONLY,35.0,35.0,4.0,FIRST CALL,75+,WHITE,FEMALE,,CONRAD,HEITKAMP,DISAPPR,FAVORABLE,POMEROY,BUSH,SOCIALSECUR,CLINTON,SAME,DIS/FAV,DEMOCRAT,,PROTESTANT,,,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.77
STATE ONLY,35.0,35.0,5.0,FIRST CALL,75+,WHITE,FEMALE,,CONRAD,HEITKAMP,OMITS,OMITS,POMEROY,WOULDNOTVOTE,MEDICARE/RX,CLINTON,SAME,OMITS,INDEPEND,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.77
STATE ONLY,35.0,35.0,6.0,FIRST CALL,65-74,WHITE,,BUSH,SAND,HOEVEN,APPROVE,FAVORABLE,POMEROY,BUSH,SOCIALSECUR,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.798
STATE ONLY,35.0,35.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.79
STATE ONLY,35.0,35.0,8.0,FIRST CALL,40-44,WHITE,MALE,BUSH,SAND,HOEVEN,APPROVE,FAVORABLE,DORSO,BUSH,MEDICARE/RX,CLINTON,SAME,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.0090000000000001
STATE ONLY,35.0,35.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,PEROT,WORSE,DIS/UNFAV,ELSE,,OTHERCHRIST,,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.798
STATE ONLY,35.0,35.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUCHANAN,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.722
STATE ONLY,35.0,35.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,LESS15K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.721
STATE ONLY,35.0,35.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUSH,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,DORSO,BUSH,HEALTHCARE,OMITS,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.151
STATE ONLY,35.0,35.0,13.0,FIRST CALL,18-24,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,HEALTHCARE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.8290000000000001
STATE ONLY,35.0,35.0,14.0,FIRST CALL,50-59,WHITE,MALE,NADER,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,WORLDAFFAIRS,CLINTON,OMITS,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.516
STATE ONLY,35.0,35.0,15.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.858
STATE ONLY,35.0,35.0,16.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,WORSE,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.07
STATE ONLY,35.0,35.0,17.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,WOULDNOTVOTE,EDUCATION,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.47800000000000004
STATE ONLY,35.0,35.0,18.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,OMITS,OMITS,POMEROY,BUSH,OMITS,DOLE,OMITS,OMITS,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.01
STATE ONLY,35.0,35.0,19.0,FIRST CALL,40-44,BLACK,MALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,HEALTHCARE,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.754
STATE ONLY,35.0,35.0,20.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,OTHER,BUSH,EDUCATION,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,14.488
STATE ONLY,35.0,35.0,21.0,SECOND CALL,45-49,WHITE,FEMALE,,,HOEVEN,DISAPPR,UNFAVORABLE,,OMITS,SOCIALSECUR,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.923
STATE ONLY,35.0,35.0,22.0,SECOND CALL,65-74,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.844
STATE ONLY,35.0,35.0,23.0,SECOND CALL,45-49,WHITE,MALE,BUSH,SAND,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.0090000000000001
STATE ONLY,35.0,35.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,MEDICARE/RX,PEROT,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.014
STATE ONLY,35.0,35.0,25.0,SECOND CALL,45-49,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,OMITS,POMEROY,GORE,EDUCATION,CLINTON,BETTER,OMITS,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.923
STATE ONLY,35.0,35.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9390000000000001
STATE ONLY,35.0,35.0,27.0,SECOND CALL,25-29,WHITE,MALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,PEROT,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.973
