VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,MSCASE,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,48.0,10.0,53.0,THIRD CALL,40-44,WHITE,MALE,BUSH,GORTON,CARLSON,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,OTHER,PROGRWTH,NONE,WORSE,APP/UNFAV,YES,INDEPEND,RURAL,COLGRAD,JEWISH,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,40-49,IND/OTHER,40-49,JEWISH,BOTH,ONLYGORE,OMITS,,,0.911
STATE ONLY,48.0,10.0,54.0,THIRD CALL,30-39,WHITE,,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,PROENVIR,ME,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,ELSE,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,BOTH,ISSUES,,,0.641
STATE ONLY,48.0,10.0,55.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,HONEST,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.795
STATE ONLY,48.0,10.0,56.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GORTON,CARLSON,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,NO,DOLE,PROGRWTH,NONE,SAME,APP/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,BOTH,OMITS,PERSONALQUAL,,,0.911
STATE ONLY,48.0,10.0,57.0,THIRD CALL,18-24,WHITE,MALE,BUSH,CANTWELL,LOCKE,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,NOVOTE,PROGRWTH,NONE,SAME,APP/FAV,NO,INDEPEND,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,15-30K,NO,YES,MODERATE,18-64,REDUCNATDEBT,GREATDEAL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,NEITHER,ONLYBUSH,ISSUES,,,0.653
STATE ONLY,48.0,10.0,58.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,PROENVIR,ME,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.56
STATE ONLY,48.0,10.0,59.0,THIRD CALL,25-29,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,0.9590000000000001
STATE ONLY,48.0,10.0,60.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,STRONGLEADER,NO,CLINTON,PROENVIR,SOMEONEELSE,BETTER,APP/FAV,YES,INDEPEND,RURAL,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,BOTH,OMITS,ISSUES,,,0.589
STATE ONLY,48.0,10.0,61.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,HONEST,YES,CLINTON,PROGRWTH,ME,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.911
STATE ONLY,48.0,10.0,62.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,HONEST,YES,NOVOTE,PROGRWTH,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,CONSERV,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.836
STATE ONLY,48.0,10.0,63.0,THIRD CALL,25-29,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,OMITS,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ONLYBUSH,ONLYGORE,OMITS,,,0.9590000000000001
STATE ONLY,48.0,10.0,64.0,THIRD CALL,45-49,WHITE,MALE,GORE,CANTWELL,LOCKE,OMITS,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,OMITS,NO,CLINTON,OMITS,NONE,SAME,OMITS,YES,DEMOCRAT,RURAL,,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,OMITS,GREATDEAL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,OMITS,,,0.641
STATE ONLY,48.0,10.0,65.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,BOTH,ONLYBUSH,ISSUES,,,0.56
STATE ONLY,48.0,14.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,GORTON,LOCKE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,OMITS,NONE,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTMUCH,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,0.712
STATE ONLY,48.0,14.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,GORTON,LOCKE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,NEVER,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.893
STATE ONLY,48.0,14.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.762
STATE ONLY,48.0,14.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,ECON/JOBS,HONEST,NO,DOLE,PROGRWTH,ME,WORSE,DIS/UNFAV,YES,ELSE,SUBURBS,HSGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,NOTMUCH,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,30-39,IND/OTHER,30-39,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.762
STATE ONLY,48.0,14.0,5.0,FIRST CALL,30-39,WHITE,,BUSH,,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,PROENVIR,NONE,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,,YES,NO,MODERATE,18-64,OMITS,SOMEWHAT,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,30-39,IND/OTHER,30-39,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.682
STATE ONLY,48.0,14.0,6.0,FIRST CALL,45-49,WHITE,MALE,NADER,GORTON,CARLSON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,WORLDAFFAIRS,CARES,NO,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,NOTMUCH,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,0.421
STATE ONLY,48.0,14.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,OMITS,HONEST,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,NEITHER,ISSUES,,,0.8250000000000001
STATE ONLY,48.0,14.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,OMITS,CARES,YES,PEROT,PROENVIR,NONE,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,COLGRAD,ELSE,NEVER,75-100K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,40-49,REPUBLICAN,40-49,OTHER,BOTH,BOTH,PERSONALQUAL,,,0.31
STATE ONLY,48.0,14.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,NO,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,NONE,NEVER,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,40-49,DEMOCRAT,40-49,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,0.705
STATE ONLY,48.0,14.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,GOODJUDGMENT,YES,CLINTON,PROENVIR,SOMEONEELSE,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.521
STATE ONLY,48.0,14.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,OMITS,NONE,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.705
STATE ONLY,48.0,14.0,12.0,SECOND CALL,40-44,HISP,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,CARES,NO,PEROT,PROENVIR,NONE,SAME,DIS/UNFAV,YES,ELSE,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,40-49,IND/OTHER,40-49,CATHOLIC,ONLYBUSH,BOTH,ISSUES,,,0.678
STATE ONLY,48.0,14.0,13.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,CANTWELL,LOCKE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTMUCH,EXITPOLL,STATE,COMPLETE,PUGETSOUND,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,BOTH,BOTH,ISSUES,,,0.623
STATE ONLY,48.0,14.0,14.0,SECOND CALL,50-59,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.65
STATE ONLY,48.0,14.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,NO,PEROT,PROENVIR,NONE,SAME,APP/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTMUCH,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.705
STATE ONLY,48.0,14.0,16.0,SECOND CALL,50-59,OTHER,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,PROGRWTH,ME,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,GREATDEAL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.762
STATE ONLY,48.0,14.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NO,PEROT,PROENVIR,SOMEONEELSE,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,NONE,NEVER,30-50K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,BOTH,ISSUES,,,0.705
STATE ONLY,48.0,14.0,18.0,SECOND CALL,18-24,WHITE,MALE,BUSH,GORTON,LOCKE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,NO,NOVOTE,PROENVIR,NONE,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,18-29,18-24,IND/OTHER,18-24,NONE,BOTH,BOTH,PERSONALQUAL,,,0.79
STATE ONLY,48.0,14.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,NEVER,75-100K,YES,NO,MODERATE,65+,CUTFEDINCTAX,GREATDEAL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,60+,60+,REPUBLICAN,65+,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.043
STATE ONLY,48.0,14.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,CONSERV,65+,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.963
STATE ONLY,48.0,14.0,21.0,SECOND CALL,65-74,WHITE,MALE,GORE,CANTWELL,LOCKE,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,PEROT,PROENVIR,NONE,BETTER,DIS/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,65+,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.8230000000000001
STATE ONLY,48.0,14.0,22.0,SECOND CALL,45-49,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,STRONGLEADER,NO,PEROT,PROENVIR,NONE,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,,YES,NO,MODERATE,18-64,CUTFEDINCTAX,GREATDEAL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.762
STATE ONLY,48.0,14.0,23.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,LIKEABLE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,YES,YES,LIBERAL,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,0.782
STATE ONLY,48.0,14.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GORTON,LOCKE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,PEROT,PROENVIR,NONE,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,YES,NO,MODERATE,65+,REDUCNATDEBT,SOMEWHAT,EXITPOLL,STATE,COMPLETE,PUGETSOUND,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYBUSH,BOTH,ISSUES,,,0.975
STATE ONLY,48.0,14.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,0.762
STATE ONLY,48.0,14.0,26.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,EXPERIENCE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,ELSE,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,YES,LIBERAL,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,PUGETSOUND,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.782
STATE ONLY,48.0,14.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,GREATDEAL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.8250000000000001
STATE ONLY,48.0,14.0,28.0,SECOND CALL,40-44,WHITE,MALE,BUSH,OTHER,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,NO,OTHER,PROGRWTH,SOMEONEELSE,SAME,DIS/UNFAV,YES,ELSE,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.591
STATE ONLY,48.0,14.0,29.0,SECOND CALL,75+,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,NO,CLINTON,PROENVIR,NONE,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,POSTGRAD,NONE,AFEWAYEAR,30-50K,YES,YES,MODERATE,65+,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,60+,60+,DEMOCRAT,65+,NONE,BOTH,BOTH,ISSUES,,,0.8230000000000001
STATE ONLY,48.0,14.0,30.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,SUBURBS,MEDICARE/RX,OMITS,YES,NOVOTE,PROENVIR,NONE,WORSE,DIS/UNFAV,NO,ELSE,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,OMITS,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,NEITHER,BOTH,OMITS,,,1.493
STATE ONLY,48.0,14.0,31.0,SECOND CALL,30-39,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,OMITS,GORE,OMITS,SUBURBS,OMITS,EXPERIENCE,NO,CLINTON,PROENVIR,NONE,BETTER,OMITS,YES,ELSE,SUBURBS,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,PUGETSOUND,30-44,30-39,IND/OTHER,30-39,OTHER,ONLYGORE,BOTH,OMITS,,,0.65
