VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPNV,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,MIGRATNV,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,PRESKNOW,NUCLEAR,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,29.0,20.0,1.0,SECOND CALL,45-49,WHITE,MALE,GORE,ENSIGN,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,OMITS,EXPERIENCE,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,NEITHER,ISSUES,,,1.026
STATE ONLY,29.0,20.0,2.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,OMITS,EXPERIENCE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,NEVER,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,45-59,40-49,REPUBLICAN,40-49,,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,ONLYGORE,ISSUES,,,1.101
STATE ONLY,29.0,20.0,3.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,BUSH,NO,MORE,CITYOVER50K,WORLDAFFAIRS,CARES,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,NO,YES,INDEPEND,50-500K,NOHS,JEWISH,MORETHAN1AWK,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,30-39,IND/OTHER,30-39,NO,BLACK,JEWISH,ONLYGORE,VERYIMP,BOTH,ISSUES,,,0.901
STATE ONLY,29.0,20.0,4.0,SECOND CALL,60-64,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,ONLYBUSH,VERYIMP,BOTH,ISSUES,,,2.313
STATE ONLY,29.0,20.0,5.0,SECOND CALL,60-64,OTHER,FEMALE,GORE,ENSIGN,DISAPPR,FAVORABLE,GORE,YES,LESS,CITYOVER50K,MEDICARE/RX,HONEST,CLINTON,NONE,MOSTILL,SAME,DIS/FAV,NO,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,60+,60+,DEMOCRAT,50-64,NO,OTHER,PROT/CHRIST,BOTH,VERYIMP,ONLYBUSH,PERSONALQUAL,,,1.934
STATE ONLY,29.0,20.0,6.0,THIRD CALL,18-24,,FEMALE,,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,CITYOVER50K,MEDICARE/RX,HONEST,NOVOTE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,AFEWAMONTH,,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,,,PROT/CHRIST,BOTH,SOMEWHAT,ONLYGORE,ISSUES,,,1.545
STATE ONLY,29.0,20.0,7.0,THIRD CALL,45-49,,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,OMITS,OMITS,DOLE,ME,MOSTILL,OMITS,DIS/UNFAV,YES,NO,INDEPEND,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,45-59,40-49,IND/OTHER,40-49,,,PROT/CHRIST,ONLYBUSH,NOTATALL,ONLYGORE,PERSONALQUAL,,,1.593
STATE ONLY,29.0,20.0,8.0,THIRD CALL,18-24,OTHER,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,CITYOVER50K,EDUCATION,CARES,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,NO,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAMONTH,,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,18-29,18-24,DEMOCRAT,18-24,NO,OTHER,OTHER,ONLYGORE,VERYIMP,ONLYBUSH,PERSONALQUAL,,,1.514
STATE ONLY,29.0,20.0,9.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BERNSTEIN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,EDUCATION,COMPLEXISSUE,NOVOTE,NONE,ALWYSLGL,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,HSGRAD,ELSE,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,OTHER,ONLYGORE,VERYIMP,ONLYGORE,ISSUES,,,1.322
STATE ONLY,29.0,20.0,10.0,THIRD CALL,40-44,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,HSGRAD,ELSE,ONCEAWEEK,30-50K,,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,YES,ASIAN,OTHER,ONLYGORE,SOMEWHAT,ONLYGORE,ISSUES,,,0.901
STATE ONLY,29.0,20.0,11.0,THIRD CALL,40-44,WHITE,MALE,GORE,ENSIGN,APPROVE,UNFAVORABLE,GORE,YES,LESS,CITYOVER50K,ECON/JOBS,HONEST,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,YES,INDEPEND,50-500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,VERYIMP,BOTH,PERSONALQUAL,,,1.321
STATE ONLY,29.0,20.0,12.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,OMITS,STRONGLEADER,CLINTON,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,NO,ELSE,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,ONLYGORE,NOTATALL,ONLYGORE,PERSONALQUAL,,,1.33
STATE ONLY,29.0,20.0,13.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,EDUCATION,GOODJUDGMENT,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,ONLYBUSH,VERYIMP,BOTH,ISSUES,,,1.341
STATE ONLY,29.0,20.0,14.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,CLINTON,NONE,MOSTILL,BETTER,DIS/UNFAV,NO,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,OVER100K,NO,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,ONLYGORE,PERSONALQUAL,,,1.605
STATE ONLY,29.0,20.0,15.0,THIRD CALL,25-29,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,25-29,DEMOCRAT,25-29,YES,ASIAN,PROT/CHRIST,ONLYGORE,SOMEWHAT,ONLYGORE,ISSUES,,,1.2510000000000001
STATE ONLY,29.0,20.0,16.0,THIRD CALL,25-29,HISP,MALE,BUSH,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,SOMEONEELSE,ALWYSILL,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,NOHS,ELSE,MORETHAN1AWK,75-100K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,25-29,DEMOCRAT,25-29,YES,BLACK,OTHER,ONLYGORE,SOMEWHAT,ONLYGORE,ISSUES,,,1.495
STATE ONLY,29.0,20.0,17.0,THIRD CALL,50-59,WHITE,MALE,BUSH,ENSIGN,DISAPPR,FAVORABLE,BUSH,YES,LESS,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,OTHER,NONE,MOSTLGL,BETTER,DIS/FAV,YES,YES,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,BOTH,NOTTOOIMP,ONLYBUSH,ISSUES,,,1.593
STATE ONLY,29.0,20.0,18.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ENSIGN,APPROVE,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,ONLYGORE,SOMEWHAT,ONLYGORE,ISSUES,,,1.593
STATE ONLY,29.0,20.0,19.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ENSIGN,APPROVE,UNFAVORABLE,GORE,NO,LESS,CITYOVER50K,HEALTHCARE,GOODJUDGMENT,PEROT,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,NO,ELSE,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,CLARKCNTY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,ONLYGORE,SOMEWHAT,BOTH,ISSUES,,,1.236
STATE ONLY,29.0,20.0,20.0,THIRD CALL,60-64,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,INDEPEND,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,15-30K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,ONLYBUSH,NOTTOOIMP,ONLYGORE,PERSONALQUAL,,,2.313
STATE ONLY,29.0,20.0,21.0,THIRD CALL,40-44,HISP,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,OMITS,CARES,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,40-49,REPUBLICAN,40-49,YES,WHITE,PROT/CHRIST,OMITS,SOMEWHAT,OMITS,PERSONALQUAL,,,1.03
STATE ONLY,29.0,20.0,22.0,THIRD CALL,30-39,WHITE,MALE,GORE,ENSIGN,APPROVE,OMITS,OMITS,NO,LESS,CITYOVER50K,OMITS,OMITS,CLINTON,NONE,MOSTLGL,SAME,OMITS,,YES,,50-500K,HSGRAD,JEWISH,OMITS,,YES,YES,,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,30-44,30-39,,30-39,NO,WHITE,JEWISH,ONLYGORE,VERYIMP,OMITS,OMITS,,,1.026
STATE ONLY,29.0,20.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,ENSIGN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,NOVOTE,NONE,MOSTILL,BETTER,APP/FAV,YES,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,ONLYGORE,VERYIMP,BOTH,ISSUES,,,1.035
STATE ONLY,29.0,20.0,24.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,FAVORABLE,GORE,YES,MORE,CITYOVER50K,OMITS,OMITS,DOLE,NONE,MOSTLGL,BETTER,DIS/FAV,NO,NO,REPUBLCN,50-500K,HSGRAD,JEWISH,MORETHAN1AWK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,JEWISH,ONLYGORE,SOMEWHAT,ONLYGORE,PERSONALQUAL,,,1.605
STATE ONLY,29.0,20.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,CITYOVER50K,OMITS,EXPERIENCE,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,ONLYGORE,VERYIMP,BOTH,ISSUES,,,1.416
STATE ONLY,29.0,20.0,26.0,THIRD CALL,50-59,WHITE,MALE,GORE,ENSIGN,OMITS,FAVORABLE,BUSH,YES,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,ME,ALWYSLGL,BETTER,OMITS,NO,NO,REPUBLCN,50-500K,HSGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,YES,LIBERAL,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,ONLYGORE,VERYIMP,BOTH,PERSONALQUAL,,,1.321
STATE ONLY,29.0,20.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,TAXES,OMITS,CLINTON,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,,WHITE,CATHOLIC,ONLYBUSH,SOMEWHAT,BOTH,PERSONALQUAL,,,1.341
STATE ONLY,29.0,20.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,ENSIGN,APPROVE,FAVORABLE,BUSH,YES,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,NOVOTE,NONE,MOSTILL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,BOTH,VERYIMP,BOTH,ISSUES,,,1.729
STATE ONLY,29.0,20.0,29.0,THIRD CALL,18-24,HISP,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,ECON/JOBS,LIKEABLE,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,YES,WHITE,CATHOLIC,ONLYGORE,VERYIMP,ONLYGORE,PERSONALQUAL,,,1.4040000000000001
STATE ONLY,29.0,20.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ENSIGN,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,OMITS,CITYOVER50K,OMITS,STRONGLEADER,NOVOTE,NONE,MOSTILL,BETTER,APP/FAV,YES,NO,REPUBLCN,50-500K,HSGRAD,PROTESTANT,OMITS,30-50K,YES,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,NEITHER,OMITS,,,1.605
STATE ONLY,29.0,20.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,,WHITE,PROT/CHRIST,ONLYBUSH,SOMEWHAT,ONLYBUSH,PERSONALQUAL,,,1.729
STATE ONLY,29.0,20.0,32.0,THIRD CALL,60-64,WHITE,FEMALE,NADER,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,NO,NO,INDEPEND,50-500K,SOMCOL/ASSOC,JEWISH,NEVER,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,60+,60+,IND/OTHER,50-64,NO,WHITE,JEWISH,ONLYGORE,VERYIMP,ONLYBUSH,ISSUES,,,1.434
STATE ONLY,29.0,20.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,NADER,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NOVOTE,ME,ALWYSLGL,SAME,DIS/UNFAV,NO,NO,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,NEVER,OVER100K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,ONLYBUSH,NOTTOOIMP,ONLYGORE,ISSUES,,,1.0010000000000001
NATIONAL WHITE,29.0,22.0,1.0,FIRST CALL,50-59,WHITE,,GORE,BERNSTEIN,OMITS,OMITS,OMITS,,OMITS,CITYOVER50K,EDUCATION,STRONGLEADER,OMITS,ME,OMITS,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,CLARKCNTY,45-59,50-59,,50-64,,WHITE,,,,,OMITS,,,0.577
NATIONAL WHITE,29.0,22.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,MORE,CITYOVER50K,SOCIALSECUR,STRONGLEADER,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,,PERSONALQUAL,,,0.649
NATIONAL WHITE,29.0,22.0,3.0,FIRST CALL,,WHITE,MALE,BUSH,ENSIGN,OMITS,OMITS,BUSH,,OMITS,CITYOVER50K,OMITS,OMITS,DOLE,NONE,OMITS,BETTER,OMITS,,,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,CONSERV,,,NATIONAL,COMPLETE,CLARKCNTY,,,REPUBLICAN,,,WHITE,PROT/CHRIST,,,,PERSONALQUAL,,,0.649
NATIONAL YELLOW,29.0,22.0,4.0,FIRST CALL,45-49,BLACK,MALE,GORE,ENSIGN,OMITS,OMITS,OMITS,,LESS,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,OMITS,NONE,OMITS,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,CLARKCNTY,45-59,40-49,,40-49,NO,BLACK,,,,,OMITS,WORLDAFFAIRS,EXPERIENCE,0.439
NATIONAL YELLOW,29.0,22.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,,ISSUES,WORLDAFFAIRS,STRONGLEADER,0.649
NATIONAL YELLOW,29.0,22.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,ECON/JOBS,HONEST,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,,REPUBLCN,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,CONSERV,65+,,NATIONAL,COMPLETE,CLARKCNTY,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,,,,PERSONALQUAL,ECON/JOBS,HONEST,0.9420000000000001
NATIONAL GREY,29.0,22.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ENSIGN,,,,,,CITYOVER50K,,,,,,,,,,INDEPEND,50-500K,SOMCOL/ASSOC,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CLARKCNTY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,ONLYBUSH,,ONLYGORE,,,,0.649
NATIONAL GREY,29.0,22.0,8.0,FIRST CALL,40-44,BLACK,FEMALE,NADER,ENSIGN,,,,,,CITYOVER50K,,,,,,,,,,REPUBLCN,50-500K,SOMCOL/ASSOC,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,CLARKCNTY,30-44,40-49,REPUBLICAN,40-49,NO,BLACK,,BOTH,,BOTH,,,,0.399
NATIONAL GREY,29.0,22.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BERNSTEIN,,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,50-500K,,,,50-75K,,,MODERATE,18-64,OMITS,NATIONAL,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,,ONLYGORE,,BOTH,,,,0.577
NATIONAL PINK,29.0,22.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ENSIGN,,,,,,CITYOVER50K,,,,ME,,,,YES,,DEMOCRAT,50-500K,,OTHERCHRIST,,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CLARKCNTY,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,,,,,0.649
NATIONAL PINK,29.0,22.0,11.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,BERNSTEIN,,,,,,CITYOVER50K,,,,NONE,,,,YES,,DEMOCRAT,50-500K,,ELSE,,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,CLARKCNTY,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,OTHER,,,,,,,0.47200000000000003
NATIONAL PINK,29.0,22.0,12.0,FIRST CALL,50-59,BLACK,,GORE,BERNSTEIN,,,,,,CITYOVER50K,,,,NONE,,,,NO,,,50-500K,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,CLARKCNTY,45-59,50-59,,50-64,NO,BLACK,,,,,,,,0.46900000000000003
NATIONAL WHITE,29.0,22.0,13.0,SECOND CALL,18-24,WHITE,MALE,BUSH,BERNSTEIN,OMITS,OMITS,OMITS,,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,OMITS,NONE,OMITS,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,CLARKCNTY,18-29,18-24,,18-24,NO,WHITE,,,,,OMITS,,,0.743
NATIONAL WHITE,29.0,22.0,14.0,SECOND CALL,30-39,HISP,MALE,GORE,BERNSTEIN,OMITS,OMITS,OMITS,,MORE,CITYOVER50K,SOCIALSECUR,CARES,OMITS,NONE,OMITS,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,CLARKCNTY,30-44,30-39,,30-39,YES,HISP,,,,,OMITS,,,0.46900000000000003
NATIONAL YELLOW,29.0,22.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ENSIGN,OMITS,OMITS,BUSH,,LESS,CITYOVER50K,WORLDAFFAIRS,OMITS,CLINTON,NONE,ALWYSILL,SAME,OMITS,YES,,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,,18-64,,NATIONAL,COMPLETE,CLARKCNTY,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,,ISSUES,WORLDAFFAIRS,OMITS,0.654
