VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,25.0,14.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.72
STATE ONLY,25.0,14.0,8.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.994
STATE ONLY,25.0,14.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,STATE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.72
STATE ONLY,25.0,14.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.72
STATE ONLY,25.0,14.0,11.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.994
STATE ONLY,25.0,14.0,12.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,14.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,15.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,STATE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,CONSERV,18-64,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,4.372
STATE ONLY,25.0,14.0,17.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,18.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,,18-64,STATE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.659
STATE ONLY,25.0,14.0,19.0,SECOND CALL,25-29,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,STATE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.659
STATE ONLY,25.0,14.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,21.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LOTT,APPROVE,FAVORABLE,BUSH,YES,DOLE,WORSE,APP/FAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,STATE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,22.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.659
STATE ONLY,25.0,14.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,65+,STATE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.994
STATE ONLY,25.0,14.0,24.0,SECOND CALL,60-64,,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.036
STATE ONLY,25.0,14.0,25.0,SECOND CALL,60-64,,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.036
STATE ONLY,25.0,14.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.72
STATE ONLY,25.0,14.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.72
STATE ONLY,25.0,14.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,SAME,DIS/UNFAV,REPUBLCN,ELSE,LESS15K,LIBERAL,18-64,STATE,EAST,18-29,25-29,REPUBLICAN,25-29,OTHER,,,0.634
STATE ONLY,25.0,14.0,29.0,THIRD CALL,60-64,WHITE,,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.994
STATE ONLY,25.0,14.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,31.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,32.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.634
STATE ONLY,25.0,14.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,STATE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.634
STATE ONLY,25.0,14.0,35.0,THIRD CALL,50-59,,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.72
STATE ONLY,25.0,14.0,36.0,THIRD CALL,25-29,OTHER,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,EAST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.634
STATE ONLY,25.0,14.0,37.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.659
STATE ONLY,25.0,14.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,STATE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.72
STATE ONLY,25.0,14.0,39.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,WORSE,DIS/UNFAV,REPUBLCN,ELSE,15-30K,CONSERV,18-64,STATE,EAST,30-44,40-49,REPUBLICAN,40-49,OTHER,,,0.72
STATE ONLY,25.0,14.0,41.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,ELSE,PROTESTANT,,MODERATE,18-64,STATE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.75
STATE ONLY,25.0,14.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.72
STATE ONLY,25.0,15.0,1.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,ELSE,PROTESTANT,50-75K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,4.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,BROWN,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,4.7780000000000005
STATE ONLY,25.0,15.0,5.0,FIRST CALL,60-64,WHITE,,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,6.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,,DISAPPR,UNFAVORABLE,GORE,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,,LESS15K,LIBERAL,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,,,,5.784
STATE ONLY,25.0,15.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,STATE,JACKSON/DELT,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,8.0,FIRST CALL,30-39,ASIAN,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,9.0,FIRST CALL,45-49,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,4.7780000000000005
STATE ONLY,25.0,15.0,10.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,4.7780000000000005
STATE ONLY,25.0,15.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,OMITS,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,13.0,FIRST CALL,40-44,BLACK,,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,4.7780000000000005
STATE ONLY,25.0,15.0,14.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,4.7780000000000005
STATE ONLY,25.0,15.0,15.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,WORSE,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,OTHER,,,4.7780000000000005
STATE ONLY,25.0,15.0,16.0,SECOND CALL,60-64,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,17.0,SECOND CALL,30-39,,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,OMITS,APP/FAV,DEMOCRAT,NONE,15-30K,,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,NONE,,,6.1530000000000005
STATE ONLY,25.0,15.0,18.0,SECOND CALL,50-59,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,,CONSERV,18-64,STATE,JACKSON/DELT,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,19.0,SECOND CALL,45-49,ASIAN,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,20.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,21.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,NO,CLINTON,WORSE,APP/FAV,ELSE,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,6.1530000000000005
STATE ONLY,25.0,15.0,22.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LOTT,APPROVE,FAVORABLE,BUSH,YES,CLINTON,BETTER,APP/FAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,23.0,THIRD CALL,75+,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,,15-30K,LIBERAL,65+,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,65+,,,,4.7780000000000005
STATE ONLY,25.0,15.0,24.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,OTHER,,,4.7780000000000005
STATE ONLY,25.0,15.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,PEROT,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,5.17
STATE ONLY,25.0,15.0,26.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,PEROT,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,5.17
STATE ONLY,25.0,21.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.442
STATE ONLY,25.0,21.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,BROWN,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,LIBERAL,18-64,STATE,JACKSON/DELT,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.425
STATE ONLY,25.0,21.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.442
STATE ONLY,25.0,21.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.641
STATE ONLY,25.0,21.0,5.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.498
STATE ONLY,25.0,21.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,7.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.498
STATE ONLY,25.0,21.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,LOTT,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.549
STATE ONLY,25.0,21.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.498
STATE ONLY,25.0,21.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.498
STATE ONLY,25.0,21.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,OMITS,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,13.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.498
STATE ONLY,25.0,21.0,14.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.498
STATE ONLY,25.0,21.0,15.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,17.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,65+,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.494
