VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL PINK,19.0,14.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,,,,NO,,,,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.913
NATIONAL WHITE,19.0,14.0,9.0,SECOND CALL,30-39,BLACK,MALE,GORE,DISAPPR,FAVORABLE,GORE,YES,CLINTON,WORSE,DIS/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.897
NATIONAL WHITE,19.0,14.0,10.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.104
NATIONAL WHITE,19.0,14.0,11.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.913
NATIONAL WHITE,19.0,14.0,12.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,,65+,,,,1.327
NATIONAL YELLOW,19.0,14.0,13.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,GORE,YES,CLINTON,SAME,DIS/FAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,EDUCATION,STRONGLEADER,1.176
NATIONAL YELLOW,19.0,14.0,14.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,GORE,NO,DOLE,WORSE,DIS/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,NATIONAL,CAJUNCOUNTRY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,TAXES,LIKEABLE,1.326
NATIONAL YELLOW,19.0,14.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,DEMOCRAT,18-24,OTHER,ECON/JOBS,LIKEABLE,0.972
NATIONAL YELLOW,19.0,14.0,16.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,TAXES,GOODJUDGMENT,1.326
NATIONAL GREY,19.0,14.0,17.0,SECOND CALL,45-49,WHITE,MALE,BUSH,,,,,,,,REPUBLCN,,,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,45-59,40-49,REPUBLICAN,40-49,,,,1.245
NATIONAL GREY,19.0,14.0,18.0,SECOND CALL,18-24,WHITE,MALE,GORE,,,,,,,,REPUBLCN,,LESS15K,LIBERAL,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,REPUBLICAN,18-24,,,,1.098
NATIONAL GREY,19.0,14.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,,,,,,,REPUBLCN,,50-75K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,REPUBLICAN,30-39,,,,1.104
NATIONAL GREY,19.0,14.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,,,,,,,,REPUBLCN,,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,25-29,REPUBLICAN,25-29,,,,1.176
NATIONAL PINK,19.0,14.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,,,,YES,,,,DEMOCRAT,OTHERCHRIST,,CONSERV,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.098
NATIONAL PINK,19.0,14.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,,,NO,,,,REPUBLCN,CATHOLIC,,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.104
NATIONAL PINK,19.0,14.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,NADER,,,,NO,,,,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.2510000000000001
NATIONAL PINK,19.0,14.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,,,NO,,,,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.104
NATIONAL WHITE,19.0,14.0,25.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.237
NATIONAL WHITE,19.0,14.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.104
NATIONAL WHITE,19.0,14.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.176
NATIONAL WHITE,19.0,14.0,28.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,NO,CLINTON,BETTER,DIS/FAV,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.245
NATIONAL WHITE,19.0,14.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,OMITS,PEROT,OMITS,APP/FAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.245
NATIONAL WHITE,19.0,14.0,30.0,THIRD CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.245
NATIONAL WHITE,19.0,14.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.245
NATIONAL YELLOW,19.0,14.0,32.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,TAXES,STRONGLEADER,1.326
NATIONAL YELLOW,19.0,14.0,33.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,DOLE,SAME,DIS/UNFAV,ELSE,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,ECON/JOBS,HONEST,1.245
NATIONAL YELLOW,19.0,14.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,EDUCATION,LIKEABLE,0.913
NATIONAL YELLOW,19.0,14.0,35.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,OMITS,BETTER,APP/UNFAV,INDEPEND,NONE,OVER100K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,45-59,50-59,IND/OTHER,50-64,NONE,EDUCATION,HONEST,1.03
NATIONAL YELLOW,19.0,14.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,SOCIALSECUR,HONEST,1.245
NATIONAL YELLOW,19.0,14.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,TAXES,GOODJUDGMENT,1.245
NATIONAL YELLOW,19.0,14.0,38.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,TAXES,GOODJUDGMENT,1.03
NATIONAL GREY,19.0,14.0,39.0,THIRD CALL,40-44,BLACK,MALE,GORE,,,,,,,,DEMOCRAT,,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,,,,0.897
NATIONAL GREY,19.0,14.0,40.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,,,,,,,,,,,,18-64,NATIONAL,CAJUNCOUNTRY,60+,60+,,50-64,,,,1.098
NATIONAL GREY,19.0,14.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,,,,,INDEPEND,,30-50K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,IND/OTHER,30-39,,,,1.104
NATIONAL GREY,19.0,14.0,42.0,THIRD CALL,18-24,ASIAN,FEMALE,BUSH,,,,,,,,,,,,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,,18-24,,,,1.176
NATIONAL GREY,19.0,14.0,43.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,,,,,,DEMOCRAT,,LESS15K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,DEMOCRAT,18-24,,,,0.972
NATIONAL GREY,19.0,14.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,,,,,,,DEMOCRAT,,30-50K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,,,,0.913
NATIONAL PINK,19.0,14.0,45.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,,,NO,,,,INDEPEND,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.245
NATIONAL PINK,19.0,14.0,46.0,THIRD CALL,45-49,HISP,MALE,GORE,,,,YES,,,,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.897
NATIONAL PINK,19.0,14.0,47.0,THIRD CALL,45-49,WHITE,MALE,GORE,,,,NO,,,,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.03
NATIONAL PINK,19.0,14.0,48.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,,,NO,,,,REPUBLCN,,75-100K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,REPUBLICAN,40-49,,,,1.104
NATIONAL PINK,19.0,14.0,49.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,,,YES,,,,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.245
NATIONAL PINK,19.0,14.0,50.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,,,YES,,,,DEMOCRAT,CATHOLIC,LESS15K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.913
NATIONAL PINK,19.0,14.0,51.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,,,,NO,,,,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.327
STATE ONLY,19.0,16.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,OMITS,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,65+,STATE,CAJUNCOUNTRY,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.443
STATE ONLY,19.0,16.0,2.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,,CONSERV,65+,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.443
STATE ONLY,19.0,16.0,3.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,CAJUNCOUNTRY,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.443
STATE ONLY,19.0,16.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.065
STATE ONLY,19.0,16.0,5.0,FIRST CALL,40-44,BLACK,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,OMITS,CLINTON,SAME,APP/FAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.929
STATE ONLY,19.0,16.0,6.0,FIRST CALL,75+,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,65+,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.923
STATE ONLY,19.0,16.0,7.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,75-100K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.768
STATE ONLY,19.0,16.0,8.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.059
STATE ONLY,19.0,16.0,9.0,FIRST CALL,75+,WHITE,,GORE,APPROVE,OMITS,GORE,NO,CLINTON,BETTER,OMITS,DEMOCRAT,PROTESTANT,50-75K,MODERATE,65+,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.194
STATE ONLY,19.0,16.0,10.0,FIRST CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.866
STATE ONLY,19.0,16.0,11.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,BUSH,YES,OTHER,WORSE,APP/UNFAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.993
STATE ONLY,19.0,16.0,12.0,FIRST CALL,45-49,BLACK,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,DOLE,WORSE,APP/FAV,ELSE,PROTESTANT,30-50K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.929
STATE ONLY,19.0,16.0,13.0,FIRST CALL,60-64,OTHER,FEMALE,BUSH,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,REPUBLCN,CATHOLIC,15-30K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.281
STATE ONLY,19.0,16.0,14.0,FIRST CALL,25-29,BLACK,MALE,GORE,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.923
STATE ONLY,19.0,16.0,15.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,75-100K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.768
STATE ONLY,19.0,16.0,16.0,SECOND CALL,30-39,BLACK,FEMALE,BUSH,DISAPPR,OMITS,BUSH,YES,CLINTON,SAME,OMITS,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.929
STATE ONLY,19.0,16.0,17.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,ELSE,CATHOLIC,30-50K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.768
STATE ONLY,19.0,16.0,18.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.768
STATE ONLY,19.0,16.0,19.0,SECOND CALL,45-49,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,DOLE,SAME,APP/FAV,REPUBLCN,NONE,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,REPUBLICAN,40-49,NONE,,,1.201
STATE ONLY,19.0,16.0,20.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,CONSERV,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.866
STATE ONLY,19.0,16.0,21.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.768
STATE ONLY,19.0,16.0,22.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.768
STATE ONLY,19.0,16.0,23.0,THIRD CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,,LIBERAL,65+,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.059
STATE ONLY,19.0,16.0,24.0,THIRD CALL,75+,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,YES,CLINTON,BETTER,OMITS,DEMOCRAT,CATHOLIC,,CONSERV,65+,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.059
STATE ONLY,19.0,16.0,25.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.768
STATE ONLY,19.0,16.0,26.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.201
STATE ONLY,19.0,16.0,27.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.768
STATE ONLY,19.0,16.0,28.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.768
STATE ONLY,19.0,16.0,29.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,CONSERV,18-64,STATE,CAJUNCOUNTRY,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.923
STATE ONLY,19.0,16.0,30.0,THIRD CALL,60-64,BLACK,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,NONE,30-50K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,50-64,NONE,,,1.041
STATE ONLY,19.0,16.0,31.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.993
STATE ONLY,19.0,16.0,32.0,THIRD CALL,45-49,WHITE,MALE,BUSH,APPROVE,FAVORABLE,GORE,YES,DOLE,SAME,APP/FAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.201
STATE ONLY,19.0,16.0,33.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.866
STATE ONLY,19.0,16.0,34.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.768
STATE ONLY,19.0,16.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,JEWISH,15-30K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,18-29,25-29,IND/OTHER,25-29,JEWISH,,,0.9390000000000001
STATE ONLY,19.0,16.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.881
STATE ONLY,19.0,16.0,37.0,THIRD CALL,40-44,WHITE,MALE,GORE,DISAPPR,FAVORABLE,GORE,YES,NOVOTE,WORSE,DIS/FAV,DEMOCRAT,NONE,LESS15K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.993
STATE ONLY,19.0,16.0,38.0,THIRD CALL,30-39,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.993
STATE ONLY,19.0,16.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.881
STATE ONLY,19.0,16.0,40.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,STATE,CAJUNCOUNTRY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.923
