VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPNE,SEN96NE,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,28.0,17.0,18.0,FIRST CALL,60-64,WHITE,MALE,BUSH,NELSON,APPROVE,UNFAVORABLE,BUSH,YES,NELSON,MEDICARE/RX,OMITS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.539
STATE ONLY,28.0,17.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,NELSON,APPROVE,UNFAVORABLE,BUSH,YES,NOVOTE,WORLDAFFAIRS,NO,PEROT,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD3,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.35
STATE ONLY,28.0,17.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.199
STATE ONLY,28.0,17.0,21.0,SECOND CALL,75+,WHITE,,NADER,OTHER,OMITS,OMITS,WOULDNOTVOTE,,NELSON,MEDICARE/RX,NO,CLINTON,SAME,OMITS,INDEPEND,NOHS,ELSE,30-50K,MODERATE,65+,STATE,COMPLETE,CD3,60+,60+,IND/OTHER,65+,OTHER,,,1.849
STATE ONLY,28.0,17.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,MEDICARE/RX,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.052
STATE ONLY,28.0,17.0,23.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,EDUCATION,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.354
STATE ONLY,28.0,17.0,24.0,SECOND CALL,40-44,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,NELSON,WORLDAFFAIRS,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD3,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.135
STATE ONLY,28.0,17.0,25.0,SECOND CALL,75+,,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,YES,NELSON,MEDICARE/RX,OMITS,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,,65+,STATE,COMPLETE,CD3,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.153
STATE ONLY,28.0,17.0,26.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,NELSON,APPROVE,UNFAVORABLE,BUSH,YES,HAGEL,HEALTHCARE,OMITS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,,LIBERAL,65+,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.429
STATE ONLY,28.0,17.0,27.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,MEDICARE/RX,OMITS,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,,65+,STATE,COMPLETE,CD3,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.199
STATE ONLY,28.0,17.0,28.0,SECOND CALL,30-39,,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,OMITS,NO,OMITS,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD3,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.149
STATE ONLY,28.0,17.0,29.0,SECOND CALL,75+,WHITE,FEMALE,GORE,NELSON,OMITS,FAVORABLE,GORE,YES,NELSON,MEDICARE/RX,OMITS,CLINTON,BETTER,OMITS,DEMOCRAT,NOHS,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.153
STATE ONLY,28.0,17.0,30.0,SECOND CALL,,,,GORE,NELSON,OMITS,OMITS,OMITS,,NELSON,MEDICARE/RX,OMITS,OMITS,OMITS,,,,,,,,STATE,NOTCOMPLETE,CD3,,,,,,,,1.09
STATE ONLY,28.0,17.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,NO,HAGEL,OMITS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.199
STATE ONLY,28.0,17.0,32.0,SECOND CALL,75+,WHITE,FEMALE,GORE,NELSON,APPROVE,OMITS,GORE,YES,NELSON,OMITS,NO,CLINTON,BETTER,OMITS,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.153
STATE ONLY,28.0,17.0,33.0,SECOND CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.135
STATE ONLY,28.0,17.0,34.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.052
STATE ONLY,28.0,17.0,35.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,HEALTHCARE,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.429
STATE ONLY,28.0,17.0,36.0,SECOND CALL,75+,WHITE,FEMALE,GORE,NELSON,APPROVE,OMITS,GORE,NO,NELSON,WORLDAFFAIRS,NO,CLINTON,BETTER,OMITS,DEMOCRAT,POSTGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.153
STATE ONLY,28.0,17.0,37.0,THIRD CALL,60-64,WHITE,MALE,BUSH,NELSON,APPROVE,FAVORABLE,BUSH,YES,NELSON,HEALTHCARE,NO,CLINTON,SAME,APP/FAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.539
STATE ONLY,28.0,17.0,38.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,SOCIALSECUR,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD3,18-29,25-29,REPUBLICAN,25-29,NONE,,,1.354
STATE ONLY,28.0,17.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NELSON,SOCIALSECUR,NO,PEROT,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD3,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.0110000000000001
STATE ONLY,28.0,17.0,40.0,THIRD CALL,45-49,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.135
STATE ONLY,28.0,19.0,1.0,SECOND CALL,25-29,WHITE,MALE,GORE,NELSON,DISAPPR,UNFAVORABLE,GORE,YES,NELSON,EDUCATION,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD3,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.722
STATE ONLY,28.0,19.0,2.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,NELSON,DISAPPR,UNFAVORABLE,GORE,YES,NELSON,EDUCATION,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD3,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.671
STATE ONLY,28.0,19.0,3.0,SECOND CALL,30-39,WHITE,FEMALE,BUCHANAN,STENBERG,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,HAGEL,ECON/JOBS,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD3,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.444
STATE ONLY,28.0,19.0,4.0,SECOND CALL,30-39,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,5.0,SECOND CALL,30-39,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.583
STATE ONLY,28.0,19.0,6.0,SECOND CALL,60-64,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.665
STATE ONLY,28.0,19.0,7.0,SECOND CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,8.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.541
STATE ONLY,28.0,19.0,9.0,SECOND CALL,60-64,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.665
STATE ONLY,28.0,19.0,10.0,SECOND CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,11.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,YES,NELSON,TAXES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD3,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.521
STATE ONLY,28.0,19.0,12.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.541
STATE ONLY,28.0,19.0,13.0,SECOND CALL,45-49,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,14.0,SECOND CALL,60-64,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.665
STATE ONLY,28.0,19.0,15.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,MEDICARE/RX,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.617
STATE ONLY,28.0,19.0,16.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD3,60+,60+,IND/OTHER,50-64,CATHOLIC,,,0.617
STATE ONLY,28.0,19.0,17.0,SECOND CALL,60-64,WHITE,MALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,MEDICARE/RX,NO,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.793
STATE ONLY,28.0,19.0,18.0,SECOND CALL,60-64,WHITE,MALE,GORE,NELSON,DISAPPR,UNFAVORABLE,GORE,YES,NELSON,ECON/JOBS,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.64
STATE ONLY,28.0,19.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD3,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.6980000000000001
STATE ONLY,28.0,19.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,HEALTHCARE,YES,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.617
STATE ONLY,28.0,19.0,21.0,SECOND CALL,65-74,WHITE,MALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,YES,NELSON,EDUCATION,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.64
STATE ONLY,28.0,19.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,23.0,SECOND CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,24.0,SECOND CALL,60-64,WHITE,MALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,WORLDAFFAIRS,YES,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.793
STATE ONLY,28.0,19.0,25.0,SECOND CALL,40-44,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.617
STATE ONLY,28.0,19.0,27.0,SECOND CALL,65-74,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,SOCIALSECUR,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.665
STATE ONLY,28.0,19.0,28.0,SECOND CALL,65-74,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,SOCIALSECUR,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.665
STATE ONLY,28.0,19.0,29.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,NELSON,DISAPPR,UNFAVORABLE,GORE,YES,NELSON,MEDICARE/RX,YES,CLINTON,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD3,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.521
STATE ONLY,28.0,19.0,30.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.497
STATE ONLY,28.0,19.0,31.0,SECOND CALL,65-74,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.665
STATE ONLY,28.0,19.0,32.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,MEDICARE/RX,YES,CLINTON,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.617
STATE ONLY,28.0,19.0,33.0,THIRD CALL,60-64,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,SOCIALSECUR,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,IND/OTHER,50-64,CATHOLIC,,,0.665
STATE ONLY,28.0,19.0,34.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.617
STATE ONLY,28.0,19.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.541
STATE ONLY,28.0,19.0,36.0,THIRD CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,HEALTHCARE,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.583
STATE ONLY,28.0,19.0,38.0,THIRD CALL,60-64,BLACK,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.668
STATE ONLY,28.0,19.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,MEDICARE/RX,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.541
STATE ONLY,28.0,19.0,40.0,THIRD CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.583
STATE ONLY,28.0,19.0,41.0,THIRD CALL,30-39,WHITE,MALE,BUCHANAN,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,ECON/JOBS,NO,CLINTON,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.5710000000000001
STATE ONLY,28.0,19.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,YES,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.541
STATE ONLY,28.0,23.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,MEDICARE/RX,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.8
STATE ONLY,28.0,23.0,3.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NOVOTE,EDUCATION,NO,NOVOTE,BETTER,APP/FAV,ELSE,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.72
STATE ONLY,28.0,23.0,4.0,FIRST CALL,65-74,WHITE,MALE,BUSH,NELSON,DISAPPR,FAVORABLE,BUSH,YES,NELSON,MEDICARE/RX,YES,DOLE,WORSE,DIS/FAV,REPUBLCN,NOHS,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.798
