VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,SPANISH,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,32.0,20.0,27.0,THIRD CALL,787.0,50-59,WHITE,MALE,GORE,BINGAMAN,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,ELSE,POSTGRAD,ELSE,15-30K,LIBERAL,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,45-59,50-59,IND/OTHER,50-64,NO,WHITE,OTHER,,,0.787
STATE ONLY,32.0,20.0,28.0,THIRD CALL,635.0,40-44,HISP,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.635
STATE ONLY,32.0,20.0,29.0,THIRD CALL,720.0,45-49,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.72
STATE ONLY,32.0,20.0,30.0,THIRD CALL,995.0,60-64,WHITE,FEMALE,BUSH,BINGAMAN,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.995
STATE ONLY,32.0,20.0,31.0,THIRD CALL,690.0,40-44,HISP,MALE,GORE,BINGAMAN,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,30-50K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,IND/OTHER,40-49,YES,HISP,NONE,,,0.6900000000000001
STATE ONLY,32.0,20.0,32.0,THIRD CALL,522.0,18-24,BLACK,FEMALE,NADER,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,WOULDNOTVOTE,MORE,ECON/JOBS,NOVOTE,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,18-29,18-24,IND/OTHER,18-24,NO,BLACK,NONE,,,0.522
STATE ONLY,32.0,20.0,33.0,THIRD CALL,720.0,30-39,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,0.72
STATE ONLY,32.0,20.0,34.0,THIRD CALL,635.0,45-49,HISP,FEMALE,GORE,BINGAMAN,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.635
STATE ONLY,32.0,20.0,35.0,THIRD CALL,635.0,30-39,HISP,FEMALE,GORE,BINGAMAN,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,DEMOCRAT,30-39,YES,HISP,NONE,,,0.635
STATE ONLY,32.0,24.0,1.0,FIRST CALL,498.0,40-44,WHITE,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.498
STATE ONLY,32.0,24.0,2.0,FIRST CALL,464.0,18-24,HISP,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,18-29,18-24,REPUBLICAN,18-24,YES,HISP,CATHOLIC,,,0.464
STATE ONLY,32.0,24.0,3.0,FIRST CALL,525.0,50-59,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.525
STATE ONLY,32.0,24.0,4.0,FIRST CALL,456.0,40-44,WHITE,FEMALE,BUSH,REDMOND,BEFORE,OMITS,OMITS,OMITS,LESS,WORLDAFFAIRS,CLINTON,BETTER,OMITS,,,CATHOLIC,,,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,,40-49,NO,WHITE,CATHOLIC,,,0.456
STATE ONLY,32.0,24.0,5.0,FIRST CALL,505.0,30-39,HISP,MALE,GORE,BINGAMAN,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,OMITS,EDUCATION,CLINTON,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,REPUBLICAN,30-39,YES,HISP,CATHOLIC,,,0.505
STATE ONLY,32.0,24.0,6.0,FIRST CALL,402.0,30-39,HISP,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,MORE,MEDICARE/RX,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,IND/OTHER,30-39,YES,HISP,PROT/CHRIST,,,0.402
STATE ONLY,32.0,24.0,7.0,FIRST CALL,505.0,30-39,BLACK,,GORE,BINGAMAN,LAST.3DAYS,OMITS,OMITS,OMITS,MORE,WORLDAFFAIRS,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ALBUQUERQUE,30-44,30-39,,30-39,,BLACK,,,,0.505
STATE ONLY,32.0,24.0,8.0,FIRST CALL,402.0,30-39,HISP,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,PEROT,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,REPUBLICAN,30-39,YES,HISP,PROT/CHRIST,,,0.402
STATE ONLY,32.0,24.0,9.0,FIRST CALL,597.0,50-59,WHITE,MALE,BUSH,BINGAMAN,BEFORE,OMITS,OMITS,OMITS,LESS,EDUCATION,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ALBUQUERQUE,45-59,50-59,,50-64,,WHITE,,,,0.597
STATE ONLY,32.0,24.0,10.0,FIRST CALL,464.0,25-29,HISP,FEMALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,,,0.464
STATE ONLY,32.0,24.0,11.0,FIRST CALL,463.0,50-59,BLACK,FEMALE,GORE,BINGAMAN,BEFORE,OMITS,OMITS,OMITS,MORE,OMITS,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ALBUQUERQUE,45-59,50-59,,50-64,,BLACK,,,,0.463
STATE ONLY,32.0,24.0,12.0,FIRST CALL,402.0,30-39,HISP,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,IND/OTHER,30-39,YES,HISP,CATHOLIC,,,0.402
STATE ONLY,32.0,24.0,13.0,FIRST CALL,457.0,25-29,WHITE,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,REPUBLICAN,25-29,,WHITE,PROT/CHRIST,,,0.457
STATE ONLY,32.0,24.0,14.0,SECOND CALL,457.0,25-29,WHITE,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,CONSERV,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,0.457
STATE ONLY,32.0,24.0,15.0,SECOND CALL,548.0,25-29,WHITE,FEMALE,BUSH,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,,0.548
STATE ONLY,32.0,24.0,16.0,SECOND CALL,483.0,25-29,HISP,FEMALE,BUSH,BINGAMAN,BEFORE,APPROVE,FAVORABLE,BUSH,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,IND/OTHER,25-29,YES,HISP,CATHOLIC,,,0.483
STATE ONLY,32.0,24.0,17.0,SECOND CALL,463.0,50-59,HISP,FEMALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,45-59,50-59,DEMOCRAT,50-64,YES,WHITE,CATHOLIC,,,0.463
STATE ONLY,32.0,24.0,18.0,SECOND CALL,456.0,50-59,WHITE,FEMALE,BUSH,REDMOND,BEFORE,OMITS,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,SAME,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,0.456
STATE ONLY,32.0,24.0,19.0,SECOND CALL,464.0,25-29,BLACK,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,OMITS,ECON/JOBS,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,LESS15K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,IND/OTHER,25-29,NO,BLACK,OTHER,,,0.464
STATE ONLY,32.0,24.0,20.0,SECOND CALL,463.0,40-44,HISP,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.463
STATE ONLY,32.0,24.0,21.0,SECOND CALL,525.0,40-44,WHITE,FEMALE,GORE,BINGAMAN,LASTWEEK,OMITS,OMITS,GORE,LESS,EDUCATION,CLINTON,BETTER,OMITS,DEMOCRAT,POSTGRAD,CATHOLIC,,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.525
STATE ONLY,32.0,24.0,22.0,SECOND CALL,505.0,40-44,HISP,MALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,OMITS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.505
STATE ONLY,32.0,24.0,23.0,SECOND CALL,498.0,25-29,WHITE,MALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,LESS15K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,0.498
STATE ONLY,32.0,24.0,24.0,SECOND CALL,498.0,30-39,WHITE,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.498
STATE ONLY,32.0,24.0,25.0,SECOND CALL,527.0,45-49,HISP,MALE,BUSH,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,45-59,40-49,REPUBLICAN,40-49,YES,HISP,PROT/CHRIST,,,0.527
STATE ONLY,32.0,24.0,26.0,SECOND CALL,604.0,60-64,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.604
STATE ONLY,32.0,24.0,27.0,SECOND CALL,498.0,40-44,WHITE,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.498
STATE ONLY,32.0,24.0,28.0,SECOND CALL,402.0,30-39,HISP,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,REPUBLICAN,30-39,YES,HISP,CATHOLIC,,,0.402
STATE ONLY,32.0,24.0,29.0,SECOND CALL,457.0,18-24,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.457
STATE ONLY,32.0,24.0,30.0,SECOND CALL,437.0,40-44,WHITE,FEMALE,GORE,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,0.437
STATE ONLY,32.0,24.0,31.0,THIRD CALL,498.0,30-39,WHITE,MALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.498
STATE ONLY,32.0,24.0,32.0,THIRD CALL,573.0,40-44,ASIAN,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,OMITS,OMITS,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,REPUBLICAN,40-49,NO,ASIAN,CATHOLIC,,,0.5730000000000001
STATE ONLY,32.0,24.0,33.0,THIRD CALL,463.0,40-44,HISP,FEMALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.463
STATE ONLY,32.0,24.0,34.0,THIRD CALL,440.0,25-29,HISP,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,IND/OTHER,25-29,YES,HISP,PROT/CHRIST,,,0.44
STATE ONLY,32.0,24.0,35.0,THIRD CALL,464.0,25-29,HISP,FEMALE,GORE,BINGAMAN,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,,,0.464
STATE ONLY,32.0,24.0,36.0,THIRD CALL,456.0,40-44,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.456
STATE ONLY,32.0,24.0,37.0,THIRD CALL,573.0,30-39,WHITE,MALE,GORE,BINGAMAN,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,TAXES,PEROT,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,NONE,75-100K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,NONE,,,0.5730000000000001
STATE ONLY,32.0,24.0,38.0,THIRD CALL,456.0,30-39,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,0.456
STATE ONLY,32.0,24.0,39.0,THIRD CALL,505.0,30-39,BLACK,MALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,,,0.505
STATE ONLY,32.0,24.0,40.0,THIRD CALL,573.0,40-44,WHITE,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,OMITS,GORE,MORE,SOCIALSECUR,CLINTON,SAME,OMITS,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.5730000000000001
STATE ONLY,32.0,24.0,41.0,THIRD CALL,658.0,60-64,WHITE,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,0.658
STATE ONLY,32.0,24.0,42.0,THIRD CALL,525.0,50-59,WHITE,FEMALE,GORE,BINGAMAN,LASTWEEK,DISAPPR,UNFAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,0.525
STATE ONLY,32.0,24.0,43.0,THIRD CALL,597.0,45-49,WHITE,MALE,BUSH,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,CLINTON,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,NONE,75-100K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,0.597
STATE ONLY,32.0,24.0,44.0,THIRD CALL,648.0,65-74,WHITE,FEMALE,GORE,,BEFORE,APPROVE,FAVORABLE,WOULDNOTVOTE,MORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,65+,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,,,0.648
STATE ONLY,32.0,24.0,45.0,THIRD CALL,597.0,30-39,WHITE,MALE,BUSH,BINGAMAN,LAST.MONTH,DISAPPR,FAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/FAV,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,OMITS,STATE,COMPLETE,ALBUQUERQUE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.597
STATE ONLY,32.0,24.0,46.0,THIRD CALL,463.0,40-44,HISP,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,IND/OTHER,40-49,YES,HISP,PROT/CHRIST,,,0.463
STATE ONLY,32.0,24.0,47.0,THIRD CALL,505.0,18-24,HISP,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,18-29,18-24,DEMOCRAT,18-24,YES,,CATHOLIC,,,0.505
STATE ONLY,32.0,24.0,48.0,THIRD CALL,439.0,45-49,HISP,MALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.439
STATE ONLY,32.0,24.0,49.0,THIRD CALL,439.0,45-49,HISP,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,WORSE,DIS/UNFAV,ELSE,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,ALBUQUERQUE,45-59,40-49,IND/OTHER,40-49,YES,HISP,PROT/CHRIST,,,0.439
STATE ONLY,32.0,24.0,50.0,THIRD CALL,464.0,25-29,HISP,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,DEMOCRAT,25-29,YES,OTHER,NONE,,,0.464
STATE ONLY,32.0,24.0,51.0,THIRD CALL,463.0,40-44,HISP,FEMALE,GORE,BINGAMAN,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,ALBUQUERQUE,30-44,40-49,IND/OTHER,40-49,YES,HISP,CATHOLIC,,,0.463
STATE ONLY,32.0,24.0,52.0,THIRD CALL,432.0,25-29,WHITE,FEMALE,NADER,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,OMITS,OTHER,WORSE,APP/FAV,INDEPEND,COLGRAD,ELSE,LESS15K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,ALBUQUERQUE,18-29,25-29,IND/OTHER,25-29,NO,WHITE,OTHER,,,0.432
