VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,1.0,14.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,BETTER,APP/UNFAV,ELSE,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,SOUTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.852
STATE ONLY,1.0,14.0,41.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,DOLE,BETTER,APP/UNFAV,ELSE,OTHERCHRIST,30-50K,,18-64,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.861
STATE ONLY,1.0,14.0,42.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,SOUTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.574
STATE ONLY,1.0,14.0,43.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,CONSERV,18-64,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.584
STATE ONLY,1.0,14.0,44.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.584
STATE ONLY,1.0,14.0,45.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,ELSE,50-75K,CONSERV,18-64,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,OTHER,,,1.584
NATIONAL WHITE,1.0,39.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.739
NATIONAL WHITE,1.0,39.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.683
NATIONAL WHITE,1.0,39.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.739
NATIONAL YELLOW,1.0,39.0,4.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EDUCATION,HONEST,1.836
NATIONAL YELLOW,1.0,39.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,ECON/JOBS,GOODJUDGMENT,1.739
NATIONAL YELLOW,1.0,39.0,6.0,FIRST CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,ELSE,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,18-29,25-29,REPUBLICAN,25-29,OTHER,EDUCATION,COMPLEXISSUE,1.873
NATIONAL GREY,1.0,39.0,7.0,FIRST CALL,25-29,BLACK,FEMALE,BUSH,,,,,,,,REPUBLCN,,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,25-29,REPUBLICAN,25-29,,,,1.21
NATIONAL GREY,1.0,39.0,8.0,FIRST CALL,65-74,,FEMALE,BUSH,,,,,,,,REPUBLCN,,50-75K,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,65+,,,,2.443
NATIONAL GREY,1.0,39.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,,,,,,,,DEMOCRAT,,50-75K,LIBERAL,18-64,NATIONAL,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,,,,1.649
NATIONAL PINK,1.0,39.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUSH,,,,NO,,,,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.774
NATIONAL PINK,1.0,39.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,,,NO,,,,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.739
NATIONAL PINK,1.0,39.0,12.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,,,,YES,,,,DEMOCRAT,OTHERCHRIST,75-100K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.087
NATIONAL WHITE,1.0,39.0,13.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,NATIONAL,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.147
NATIONAL WHITE,1.0,39.0,14.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.774
NATIONAL WHITE,1.0,39.0,15.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,18-29,25-29,REPUBLICAN,25-29,,,,1.873
NATIONAL WHITE,1.0,39.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.774
NATIONAL WHITE,1.0,39.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,,18-64,NATIONAL,JEFFERSON,30-44,30-39,,30-39,,,,1.774
NATIONAL YELLOW,1.0,39.0,18.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,EDUCATION,GOODJUDGMENT,1.147
NATIONAL YELLOW,1.0,39.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EDUCATION,STRONGLEADER,1.774
NATIONAL YELLOW,1.0,39.0,20.0,SECOND CALL,75+,,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,HEALTHCARE,HONEST,2.443
NATIONAL YELLOW,1.0,39.0,21.0,SECOND CALL,30-39,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EDUCATION,HONEST,1.1460000000000001
NATIONAL YELLOW,1.0,39.0,22.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,SOCIALSECUR,EXPERIENCE,1.147
NATIONAL GREY,1.0,39.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,,,,,INDEPEND,,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,50-59,IND/OTHER,50-64,,,,1.649
NATIONAL GREY,1.0,39.0,24.0,SECOND CALL,75+,WHITE,FEMALE,GORE,,,,,,,,DEMOCRAT,,30-50K,MODERATE,65+,NATIONAL,JEFFERSON,60+,60+,DEMOCRAT,65+,,,,2.316
NATIONAL GREY,1.0,39.0,25.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,,,,,,,,DEMOCRAT,,30-50K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,,,,1.087
NATIONAL GREY,1.0,39.0,26.0,SECOND CALL,50-59,WHITE,MALE,GORE,,,,,,,,,,,,18-64,NATIONAL,JEFFERSON,45-59,50-59,,50-64,,,,1.683
NATIONAL GREY,1.0,39.0,27.0,SECOND CALL,75+,WHITE,MALE,BUSH,,,,,,,,REPUBLCN,,30-50K,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,65+,,,,2.491
NATIONAL PINK,1.0,39.0,28.0,SECOND CALL,30-39,WHITE,MALE,OTHER,,,,NO,,,,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.737
NATIONAL PINK,1.0,39.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,,,NO,,,,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.739
NATIONAL PINK,1.0,39.0,30.0,SECOND CALL,50-59,BLACK,MALE,GORE,,,,NO,,,,,,,,18-64,NATIONAL,JEFFERSON,45-59,50-59,,50-64,,,,1.109
NATIONAL PINK,1.0,39.0,31.0,SECOND CALL,30-39,BLACK,MALE,GORE,,,,NO,,,,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.109
NATIONAL PINK,1.0,39.0,32.0,SECOND CALL,50-59,BLACK,MALE,GORE,,,,YES,,,,DEMOCRAT,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.109
NATIONAL WHITE,1.0,39.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.836
NATIONAL WHITE,1.0,39.0,34.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.774
NATIONAL WHITE,1.0,39.0,35.0,THIRD CALL,40-44,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,NONE,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,40-49,IND/OTHER,40-49,NONE,,,1.17
NATIONAL WHITE,1.0,39.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.774
NATIONAL WHITE,1.0,39.0,37.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.774
NATIONAL YELLOW,1.0,39.0,38.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,SOCIALSECUR,LIKEABLE,1.683
NATIONAL YELLOW,1.0,39.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,WORSE,APP/UNFAV,REPUBLCN,PROTESTANT,15-30K,LIBERAL,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EDUCATION,STRONGLEADER,1.739
NATIONAL YELLOW,1.0,39.0,40.0,THIRD CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,MEDICARE/RX,LIKEABLE,2.491
NATIONAL YELLOW,1.0,39.0,41.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,OVER100K,LIBERAL,18-64,NATIONAL,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,NONE,EDUCATION,CARES,1.683
NATIONAL YELLOW,1.0,39.0,42.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,LIBERAL,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,EDUCATION,COMPLEXISSUE,1.776
NATIONAL GREY,1.0,39.0,43.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,,,,,,,REPUBLCN,,30-50K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,,,,1.774
NATIONAL GREY,1.0,39.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,,,,,INDEPEND,,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,50-59,IND/OTHER,50-64,,,,1.739
NATIONAL GREY,1.0,39.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,,,,,REPUBLCN,,75-100K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,REPUBLICAN,50-64,,,,1.739
NATIONAL GREY,1.0,39.0,46.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,,,,,,,,LESS15K,LIBERAL,18-64,NATIONAL,JEFFERSON,18-29,18-24,,18-24,,,,1.741
NATIONAL GREY,1.0,39.0,47.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,,,,,,,INDEPEND,,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,50-59,IND/OTHER,50-64,,,,1.774
NATIONAL PINK,1.0,39.0,48.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,YES,,,,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.739
STATE ONLY,1.0,49.0,1.0,FIRST CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.186
STATE ONLY,1.0,49.0,2.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,18-64,STATE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.182
STATE ONLY,1.0,49.0,3.0,FIRST CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,LIBERAL,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,OTHER,,,0.262
STATE ONLY,1.0,49.0,4.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.182
STATE ONLY,1.0,49.0,5.0,FIRST CALL,75+,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,,15-30K,CONSERV,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,,,,0.256
STATE ONLY,1.0,49.0,6.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,NOVOTE,WORSE,APP/FAV,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,STATE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.192
STATE ONLY,1.0,49.0,7.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.192
STATE ONLY,1.0,49.0,8.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.256
STATE ONLY,1.0,49.0,9.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,,LESS15K,LIBERAL,18-64,STATE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,,,,0.182
STATE ONLY,1.0,49.0,10.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.186
STATE ONLY,1.0,49.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,65+,STATE,JEFFERSON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.41100000000000003
STATE ONLY,1.0,49.0,12.0,SECOND CALL,60-64,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,JEFFERSON,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.262
STATE ONLY,1.0,49.0,13.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.182
STATE ONLY,1.0,49.0,14.0,SECOND CALL,50-59,,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,LIBERAL,18-64,STATE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.277
STATE ONLY,1.0,49.0,15.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,OMITS,SAME,APP/FAV,DEMOCRAT,,15-30K,,18-64,STATE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,,,,0.186
STATE ONLY,1.0,49.0,16.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,15-30K,MODERATE,65+,STATE,JEFFERSON,60+,60+,IND/OTHER,65+,OTHER,,,0.256
STATE ONLY,1.0,49.0,17.0,SECOND CALL,18-24,BLACK,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,NOVOTE,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JEFFERSON,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.203
STATE ONLY,1.0,49.0,18.0,SECOND CALL,75+,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.262
STATE ONLY,1.0,49.0,19.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,STATE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.182
STATE ONLY,1.0,49.0,20.0,SECOND CALL,25-29,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,JEFFERSON,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.20700000000000002
STATE ONLY,1.0,49.0,21.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.182
STATE ONLY,1.0,49.0,22.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,,,,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,,,,0.256
STATE ONLY,1.0,49.0,23.0,THIRD CALL,25-29,ASIAN,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,OTHER,BETTER,APP/UNFAV,INDEPEND,NONE,15-30K,MODERATE,18-64,STATE,JEFFERSON,18-29,25-29,IND/OTHER,25-29,NONE,,,0.298
STATE ONLY,1.0,49.0,24.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.192
STATE ONLY,1.0,49.0,25.0,THIRD CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.262
STATE ONLY,1.0,49.0,26.0,THIRD CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.262
STATE ONLY,1.0,49.0,27.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.192
STATE ONLY,1.0,49.0,28.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.182
STATE ONLY,1.0,49.0,29.0,THIRD CALL,60-64,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,JEFFERSON,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.262
STATE ONLY,1.0,49.0,30.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,STATE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.192
STATE ONLY,1.0,49.0,31.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.182
STATE ONLY,1.0,49.0,32.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.256
STATE ONLY,1.0,49.0,33.0,THIRD CALL,75+,BLACK,,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,LESS15K,MODERATE,65+,STATE,JEFFERSON,60+,60+,DEMOCRAT,65+,NONE,,,0.262
