VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,SSEXFEEL,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,46.0,27.0,41.0,SECOND CALL,18-24,WHITE,FEMALE,NADER,FLANAGAN,POLLINA,APPROVE,UNFAVORABLE,SANDERS,WOULDNOTVOTE,WORLDAFFAIRS,NOVOTE,BETTER,APP/UNFAV,SUPPORTIVE,ELSE,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,18-29,18-24,IND/OTHER,18-24,,,,0.9550000000000001
STATE ONLY,46.0,27.0,42.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,BUSH,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.868
STATE ONLY,46.0,27.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,POLLINA,DISAPPR,UNFAVORABLE,,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,ENTHUSIASTIC,INDEPEND,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,NONE,,,0.863
STATE ONLY,46.0,27.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.912
STATE ONLY,46.0,27.0,45.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,MEDICARE/RX,DOLE,SAME,APP/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.985
STATE ONLY,46.0,27.0,46.0,THIRD CALL,50-59,WHITE,MALE,BUSH,OTHER,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,TAXES,DOLE,SAME,APP/UNFAV,OPPOSED,REPUBLCN,POSTGRAD,NONE,OVER100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,REPUBLICAN,50-64,NONE,,,1.1440000000000001
STATE ONLY,46.0,27.0,47.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,SUPPORTIVE,INDEPEND,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.985
STATE ONLY,46.0,27.0,48.0,THIRD CALL,50-59,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.118
STATE ONLY,46.0,27.0,49.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,OMITS,SANDERS,GORE,MEDICARE/RX,CLINTON,BETTER,OMITS,ENTHUSIASTIC,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.744
STATE ONLY,46.0,27.0,50.0,THIRD CALL,50-59,,FEMALE,BUSH,FLANAGAN,DWYER,APPROVE,FAVORABLE,DIAMOND,BUSH,SOCIALSECUR,CLINTON,OMITS,APP/FAV,OMITS,INDEPEND,HSGRAD,CATHOLIC,LESS15K,,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.46
STATE ONLY,46.0,27.0,51.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,SAME,APP/FAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,IND/OTHER,40-49,NONE,,,0.985
STATE ONLY,46.0,27.0,52.0,THIRD CALL,25-29,WHITE,MALE,BUSH,,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,TAXES,PEROT,SAME,DIS/UNFAV,ANGRY,REPUBLCN,COLGRAD,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,18-29,25-29,REPUBLICAN,25-29,NONE,,,1.174
STATE ONLY,46.0,27.0,53.0,THIRD CALL,40-44,WHITE,MALE,BUSH,JEFFORDS,POLLINA,DISAPPR,UNFAVORABLE,KERIN,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,ANGRY,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.921
STATE ONLY,46.0,27.0,54.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,ELSE,75-100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.744
STATE ONLY,46.0,27.0,55.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,ANGRY,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.853
STATE ONLY,46.0,27.0,56.0,THIRD CALL,30-39,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.846
STATE ONLY,46.0,27.0,57.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.985
STATE ONLY,46.0,27.0,58.0,THIRD CALL,,,,GORE,JEFFORDS,DEAN,DISAPPR,UNFAVORABLE,SANDERS,GORE,WORLDAFFAIRS,NOVOTE,BETTER,DIS/UNFAV,SUPPORTIVE,INDEPEND,SOMCOL/ASSOC,,15-30K,MODERATE,,STATE,COMPLETE,BURLINGTON,,,IND/OTHER,,,,,1.118
STATE ONLY,46.0,27.0,59.0,THIRD CALL,40-44,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.118
STATE ONLY,46.0,27.0,60.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,ECON/JOBS,PEROT,BETTER,APP/UNFAV,ANGRY,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.925
STATE ONLY,46.0,27.0,61.0,THIRD CALL,45-49,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,SUPPORTIVE,INDEPEND,POSTGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,IND/OTHER,40-49,NONE,,,1.118
STATE ONLY,46.0,27.0,62.0,THIRD CALL,60-64,WHITE,FEMALE,NADER,HUBBARD,POLLINA,DISAPPR,UNFAVORABLE,SANDERS,BUSH,MEDICARE/RX,OTHER,SAME,DIS/UNFAV,OPPOSED,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.812
STATE ONLY,46.0,28.0,1.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,FLANAGAN,POLLINA,DISAPPR,UNFAVORABLE,SANDERS,BUSH,EDUCATION,PEROT,SAME,DIS/UNFAV,ENTHUSIASTIC,ELSE,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.975
STATE ONLY,46.0,28.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,NONE,,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,IND/OTHER,40-49,NONE,,,0.772
STATE ONLY,46.0,28.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,EDUCATION,DOLE,BETTER,APP/UNFAV,OPPOSED,INDEPEND,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.033
STATE ONLY,46.0,28.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,FAVORABLE,SANDERS,WOULDNOTVOTE,ECON/JOBS,CLINTON,BETTER,APP/FAV,OPPOSED,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.033
STATE ONLY,46.0,28.0,5.0,FIRST CALL,25-29,WHITE,MALE,BUSH,,DWYER,DISAPPR,UNFAVORABLE,,BUSH,WORLDAFFAIRS,OTHER,SAME,DIS/UNFAV,ANGRY,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.29
STATE ONLY,46.0,28.0,6.0,FIRST CALL,30-39,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,SUPPORTIVE,ELSE,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.875
STATE ONLY,46.0,28.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,HEALTHCARE,CLINTON,SAME,DIS/UNFAV,ANGRY,REPUBLCN,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.915
STATE ONLY,46.0,28.0,8.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,FLANAGAN,POLLINA,OMITS,OMITS,SANDERS,OMITS,SOCIALSECUR,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,BURLINGTON,60+,60+,,50-64,,,,1.076
STATE ONLY,46.0,28.0,9.0,FIRST CALL,30-39,ASIAN,FEMALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,BUSH,SOCIALSECUR,NOVOTE,BETTER,APP/UNFAV,OPPOSED,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.8280000000000001
STATE ONLY,46.0,28.0,10.0,FIRST CALL,50-59,WHITE,MALE,GORE,JEFFORDS,DWYER,OMITS,OMITS,SANDERS,OMITS,ECON/JOBS,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,BURLINGTON,45-59,50-59,,50-64,,,,1.17
STATE ONLY,46.0,28.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,JEFFORDS,DEAN,DISAPPR,UNFAVORABLE,DIAMOND,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,LESS15K,MODERATE,65+,STATE,COMPLETE,BURLINGTON,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.847
STATE ONLY,46.0,28.0,12.0,FIRST CALL,25-29,WHITE,MALE,BUSH,FLANAGAN,POLLINA,APPROVE,UNFAVORABLE,SANDERS,BUSH,ECON/JOBS,DOLE,SAME,APP/UNFAV,OPPOSED,REPUBLCN,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.102
STATE ONLY,46.0,28.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,,,DWYER,DISAPPR,UNFAVORABLE,,WOULDNOTVOTE,OMITS,CLINTON,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.872
STATE ONLY,46.0,28.0,14.0,FIRST CALL,30-39,BLACK,FEMALE,BUSH,OTHER,DWYER,DISAPPR,UNFAVORABLE,OTHER,BUSH,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,ANGRY,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.901
STATE ONLY,46.0,28.0,15.0,FIRST CALL,65-74,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,OMITS,SANDERS,GORE,WORLDAFFAIRS,CLINTON,BETTER,OMITS,ENTHUSIASTIC,INDEPEND,COLGRAD,NONE,30-50K,LIBERAL,65+,STATE,COMPLETE,BURLINGTON,60+,60+,IND/OTHER,65+,NONE,,,1.576
STATE ONLY,46.0,28.0,16.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,SANDERS,BUSH,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.679
STATE ONLY,46.0,28.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,FLANAGAN,POLLINA,DISAPPR,UNFAVORABLE,SANDERS,BUSH,SOCIALSECUR,PEROT,SAME,DIS/UNFAV,OPPOSED,INDEPEND,HSGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.704
STATE ONLY,46.0,28.0,18.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.076
STATE ONLY,46.0,28.0,19.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,ANGRY,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.158
STATE ONLY,46.0,28.0,20.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,OMITS,OMITS,SANDERS,OMITS,MEDICARE/RX,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,BURLINGTON,60+,60+,,50-64,,,,1.242
STATE ONLY,46.0,28.0,21.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,DIAMOND,BUSH,OMITS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.533
STATE ONLY,46.0,28.0,22.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.018
STATE ONLY,46.0,28.0,23.0,FIRST CALL,30-39,WHITE,MALE,BUSH,FLANAGAN,DEAN,DISAPPR,FAVORABLE,SANDERS,BUSH,WORLDAFFAIRS,CLINTON,BETTER,DIS/FAV,ENTHUSIASTIC,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.77
STATE ONLY,46.0,28.0,24.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,BUSH,MEDICARE/RX,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.772
STATE ONLY,46.0,28.0,25.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,ENTHUSIASTIC,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.076
STATE ONLY,46.0,28.0,26.0,FIRST CALL,30-39,BLACK,MALE,BUSH,JEFFORDS,POLLINA,APPROVE,FAVORABLE,SANDERS,BUSH,MEDICARE/RX,DOLE,WORSE,APP/FAV,OPPOSED,REPUBLCN,HSGRAD,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.719
STATE ONLY,46.0,28.0,27.0,FIRST CALL,50-59,WHITE,MALE,GORE,FLANAGAN,POLLINA,DISAPPR,UNFAVORABLE,SANDERS,GORE,SOCIALSECUR,DOLE,WORSE,DIS/UNFAV,ANGRY,ELSE,SOMCOL/ASSOC,JEWISH,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,JEWISH,,,0.896
STATE ONLY,46.0,28.0,28.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,OTHER,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,OPPOSED,INDEPEND,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.1340000000000001
STATE ONLY,46.0,28.0,29.0,FIRST CALL,40-44,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,BUSH,OMITS,CLINTON,BETTER,APP/FAV,OPPOSED,INDEPEND,COLGRAD,NONE,,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,IND/OTHER,40-49,NONE,,,1.1520000000000001
STATE ONLY,46.0,28.0,30.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,OMITS,OMITS,SANDERS,OMITS,SOCIALSECUR,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,BURLINGTON,45-59,50-59,,50-64,,,,0.915
STATE ONLY,46.0,28.0,31.0,FIRST CALL,30-39,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,WORLDAFFAIRS,NOVOTE,BETTER,APP/UNFAV,ANGRY,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.033
STATE ONLY,46.0,28.0,32.0,SECOND CALL,30-39,BLACK,FEMALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,BUSH,EDUCATION,DOLE,SAME,APP/UNFAV,SUPPORTIVE,INDEPEND,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.5730000000000001
STATE ONLY,46.0,28.0,33.0,SECOND CALL,50-59,,MALE,NADER,JEFFORDS,,OMITS,OMITS,,OMITS,TAXES,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,BURLINGTON,45-59,50-59,,50-64,,,,1.012
STATE ONLY,46.0,28.0,34.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,SAME,APP/UNFAV,OPPOSED,,HSGRAD,CATHOLIC,30-50K,,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,,40-49,CATHOLIC,,,1.018
STATE ONLY,46.0,28.0,35.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DEAN,OMITS,OMITS,SANDERS,OMITS,OMITS,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,BURLINGTON,30-44,30-39,,30-39,,,,1.018
STATE ONLY,46.0,28.0,36.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,OMITS,DIAMOND,GORE,EDUCATION,CLINTON,BETTER,OMITS,SUPPORTIVE,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.533
STATE ONLY,46.0,28.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,OTHER,DWYER,DISAPPR,UNFAVORABLE,OTHER,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.477
STATE ONLY,46.0,28.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,OPPOSED,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.9420000000000001
STATE ONLY,46.0,28.0,39.0,THIRD CALL,30-39,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,46.0,28.0,40.0,THIRD CALL,25-29,WHITE,MALE,BUSH,JEFFORDS,POLLINA,OMITS,FAVORABLE,OTHER,BUSH,OMITS,PEROT,BETTER,OMITS,OPPOSED,,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,18-29,25-29,,25-29,NONE,,,1.813
STATE ONLY,46.0,28.0,41.0,THIRD CALL,40-44,WHITE,MALE,BUSH,FLANAGAN,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,OMITS,DOLE,BETTER,APP/UNFAV,ANGRY,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.782
STATE ONLY,46.0,28.0,42.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.421
STATE ONLY,46.0,28.0,43.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,BUSH,SOCIALSECUR,CLINTON,WORSE,APP/FAV,ANGRY,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,BURLINGTON,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.225
STATE ONLY,46.0,28.0,44.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,DEAN,APPROVE,UNFAVORABLE,,GORE,SOCIALSECUR,NOVOTE,SAME,APP/UNFAV,SUPPORTIVE,INDEPEND,HSGRAD,NONE,,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,18-29,18-24,IND/OTHER,18-24,NONE,,,1.2730000000000001
