VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,JEANCARN,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUN,WEIGHT
STATE ONLY,26.0,25.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.9470000000000001
STATE ONLY,26.0,25.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,10-50K,POSTGRAD,NONE,NEVER,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,NONE,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.927
STATE ONLY,26.0,25.0,4.0,FIRST CALL,40-44,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,EDUCATION,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,10-50K,POSTGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,BOTH,BOTH,ISSUES,,,SUPPORT,0.933
STATE ONLY,26.0,25.0,5.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,HEALTHCARE,HONEST,NO,CLINTON,NONE,MOSTILL,BETTER,DIS/UNFAV,NO,DEMOCRAT,10-50K,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,OPPOSE,1.166
STATE ONLY,26.0,25.0,6.0,FIRST CALL,50-59,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,OPPOSE,0.704
STATE ONLY,26.0,25.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,EDUCATION,EXPERIENCE,NO,PEROT,ME,MOSTLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,10-50K,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.9550000000000001
STATE ONLY,26.0,25.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,BUSH,LESS,JEANCARNAHAN,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,PEROT,NONE,ALWYSILL,BETTER,APP/UNFAV,YES,INDEPEND,10-50K,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,SUPPORT,0.8180000000000001
STATE ONLY,26.0,25.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CARNAHAN,TALENT,APPROVE,UNFAVORABLE,BUSH,MORE,JEANCARNAHAN,SMCITY/RURAL,MEDICARE/RX,STRONGLEADER,YES,CLINTON,SOMEONEELSE,MOSTLGL,SAME,APP/UNFAV,YES,REPUBLCN,10-50K,HSGRAD,CATHOLIC,AFEWAMONTH,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.917
STATE ONLY,26.0,25.0,10.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,WORLDAFFAIRS,CARES,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,18-29,25-29,DEMOCRAT,25-29,OTHER,BOTH,BOTH,PERSONALQUAL,,,OPPOSE,0.84
STATE ONLY,26.0,25.0,11.0,FIRST CALL,,,,BUSH,ASHCROFT,TALENT,OMITS,OMITS,OMITS,OMITS,OMITS,SMCITY/RURAL,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,,,,10-50K,,,OMITS,,,,,,OMITS,STATE,NOTCOMPLETE,SOUTHWEST,,,,,,OMITS,OMITS,OMITS,,,OMITS,0.927
STATE ONLY,26.0,25.0,12.0,FIRST CALL,45-49,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,ME,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.933
STATE ONLY,26.0,25.0,13.0,FIRST CALL,60-64,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,10-50K,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,OPPOSE,1.1380000000000001
STATE ONLY,26.0,25.0,14.0,SECOND CALL,75+,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,10-50K,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,CONSERV,65+,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,SUPPORT,1.147
STATE ONLY,26.0,25.0,15.0,SECOND CALL,25-29,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,STRONGLEADER,NO,NOVOTE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,NONE,NEVER,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,NONE,BOTH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.078
STATE ONLY,26.0,25.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,APPROVE,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,HONEST,NO,CLINTON,NONE,MOSTILL,SAME,APP/UNFAV,YES,INDEPEND,10-50K,COLGRAD,CATHOLIC,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,SUPPORT,0.9470000000000001
STATE ONLY,26.0,25.0,17.0,SECOND CALL,18-24,WHITE,MALE,BUSH,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,BUSH,MORE,JEANCARNAHAN,SMCITY/RURAL,MEDICARE/RX,HONEST,NO,DOLE,NONE,MOSTILL,SAME,APP/UNFAV,NO,REPUBLCN,10-50K,NOHS,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,BOTH,BOTH,ISSUES,,,OPPOSE,0.93
STATE ONLY,26.0,25.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,NO,OTHER,NONE,ALWYSLGL,SAME,APP/FAV,YES,ELSE,10-50K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,OTHER,ONLYGORE,BOTH,ISSUES,,,OPPOSE,0.9550000000000001
STATE ONLY,26.0,25.0,19.0,SECOND CALL,65-74,WHITE,,BUSH,CARNAHAN,HOLDEN,OMITS,OMITS,OMITS,MORE,WOULDNOTVOTE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,OMITS,NONE,ALWYSILL,OMITS,,,,10-50K,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,SOUTHWEST,60+,60+,,65+,,OMITS,OMITS,OMITS,,,SUPPORT,1.0070000000000001
STATE ONLY,26.0,25.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.9550000000000001
STATE ONLY,26.0,25.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,MORE,ASHCROFT,SMCITY/RURAL,HEALTHCARE,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,POSTGRAD,CATHOLIC,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,SUPPORT,0.927
STATE ONLY,26.0,25.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,BUSH,MORE,JEANCARNAHAN,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,SAME,APP/FAV,YES,INDEPEND,10-50K,HSGRAD,CATHOLIC,AFEWAMONTH,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,BOTH,BOTH,ISSUES,,,OPPOSE,0.8180000000000001
STATE ONLY,26.0,25.0,23.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,OMITS,HONEST,NO,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,INDEPEND,10-50K,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.927
STATE ONLY,26.0,25.0,24.0,SECOND CALL,18-24,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,YES,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,1.085
STATE ONLY,26.0,25.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,INDEPEND,10-50K,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.927
STATE ONLY,26.0,25.0,26.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,OMITS,CLINTON,NONE,MOSTILL,SAME,APP/FAV,NO,DEMOCRAT,10-50K,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,OPPOSE,1.173
STATE ONLY,26.0,25.0,27.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,HEALTHCARE,CARES,NO,CLINTON,SOMEONEELSE,ALWYSILL,BETTER,APP/UNFAV,NO,DEMOCRAT,10-50K,HSGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.9550000000000001
STATE ONLY,26.0,25.0,28.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,INDEPEND,10-50K,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,OPPOSE,0.927
STATE ONLY,26.0,25.0,29.0,THIRD CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,EDUCATION,HONEST,NO,NOVOTE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,INDEPEND,10-50K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.927
STATE ONLY,26.0,25.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,REPUBLCN,10-50K,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,OPPOSE,0.9550000000000001
STATE ONLY,26.0,25.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,OPPOSE,0.9470000000000001
STATE ONLY,26.0,25.0,32.0,THIRD CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,HOLDEN,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,MEDICARE/RX,HONEST,YES,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.809
STATE ONLY,26.0,25.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,ECON/JOBS,CARES,YES,NOVOTE,NONE,ALWYSILL,WORSE,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,SUPPORT,0.927
STATE ONLY,26.0,25.0,34.0,THIRD CALL,45-49,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.933
STATE ONLY,26.0,25.0,35.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,OMITS,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,OMITS,DOLE,NONE,MOSTILL,BETTER,OMITS,YES,INDEPEND,10-50K,HSGRAD,PROTESTANT,ONCEAWEEK,,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,1.166
STATE ONLY,26.0,25.0,36.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,CARNAHAN,TALENT,APPROVE,UNFAVORABLE,BUSH,OMITS,JEANCARNAHAN,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,PEROT,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,REPUBLCN,10-50K,POSTGRAD,CATHOLIC,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,OPPOSE,1.087
STATE ONLY,26.0,25.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,OMITS,OMITS,NO,CLINTON,NONE,ALWYSILL,WORSE,APP/FAV,YES,DEMOCRAT,10-50K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,15-30K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,OTHER,NEITHER,BOTH,OMITS,,,SUPPORT,0.9550000000000001
STATE ONLY,26.0,25.0,38.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,10-50K,POSTGRAD,PROTESTANT,AFEWAMONTH,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,SUPPORT,0.9550000000000001
STATE ONLY,26.0,25.0,39.0,THIRD CALL,30-39,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,LESS,JEANCARNAHAN,SMCITY/RURAL,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,INDEPEND,10-50K,HSGRAD,ELSE,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,OTHER,BOTH,BOTH,OMITS,,,OPPOSE,0.933
STATE ONLY,26.0,25.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,OMITS,OMITS,OMITS,LESS,ASHCROFT,SMCITY/RURAL,TAXES,HONEST,NO,OMITS,NONE,MOSTILL,OMITS,,,,10-50K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,SOUTHWEST,30-44,40-49,,40-49,,OMITS,OMITS,OMITS,,,OPPOSE,0.9470000000000001
STATE ONLY,26.0,25.0,41.0,THIRD CALL,45-49,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,HONEST,NO,NOVOTE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,ELSE,10-50K,NOHS,NONE,NEVER,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,NONE,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.927
STATE ONLY,26.0,25.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,OMITS,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,OMITS,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,OMITS,,INDEPEND,10-50K,POSTGRAD,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,OMITS,ONLYGORE,PERSONALQUAL,,,OMITS,0.9470000000000001
STATE ONLY,26.0,25.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,HEALTHCARE,GOODJUDGMENT,NO,NOVOTE,NONE,MOSTILL,WORSE,APP/FAV,YES,INDEPEND,10-50K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,OPPOSE,0.9550000000000001
STATE ONLY,26.0,26.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,ECON/JOBS,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,INDEPEND,10-50K,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,SUPPORT,1.072
STATE ONLY,26.0,26.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,10-50K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,NO,NO,LIBERAL,65+,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,SUPPORT,1.359
