VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
STATE ONLY,38.0,2.0,49.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,ELSE,,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.448
STATE ONLY,38.0,2.0,50.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,,GORE,LESS,,EDUCATION,HONEST,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,INDEPEND,,SOMCOL/ASSOC,OTHERCHRIST,NEVER,15-30K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,18-29,18-24,IND/OTHER,18-24,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,POOR,WORSE,SOMEWHATRESP,1.541
STATE ONLY,38.0,2.0,51.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,MEDICARE/RX,EXPERIENCE,OMITS,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,DEMOCRAT,65+,NO,,CATHOLIC,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,1.447
STATE ONLY,38.0,2.0,52.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,WORLDAFFAIRS,HONEST,YES,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,OMITS,NOTATALLRESP,0.626
STATE ONLY,38.0,2.0,53.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,SOCIALSECUR,EXPERIENCE,NO,CLINTON,ME,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,,NOHS,NONE,AFEWAYEAR,30-50K,YES,NO,,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,DEMOCRAT,65+,NO,,NONE,RIGHTDIR,ONLYGORE,NO,BOTH,OMITS,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,1.447
STATE ONLY,38.0,2.0,54.0,FIRST CALL,75+,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,,WOULDNOTVOTE,LESS,,OMITS,OMITS,NO,DOLE,NONE,ALWYSLGL,SAME,DIS/UNFAV,NO,ELSE,,NOHS,PROTESTANT,NEVER,LESS15K,NO,NO,,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,IND/OTHER,65+,NO,,PROT/CHRIST,WRONGTRACK,NEITHER,NO,BOTH,PERSONALQUAL,,,,NEITHER,OMITS,WORSE,NOTATALLRESP,0.556
STATE ONLY,38.0,2.0,55.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,REPUBLCN,,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,0.5670000000000001
STATE ONLY,38.0,2.0,56.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,EDUCATION,COMPLEXISSUE,NO,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DEMOCRAT,,SOMCOL/ASSOC,NONE,NEVER,LESS15K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,18-29,18-24,DEMOCRAT,18-24,NO,,NONE,RIGHTDIR,ONLYGORE,NO,NEITHER,ISSUES,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,4.091
STATE ONLY,38.0,2.0,57.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,OMITS,EXPERIENCE,OMITS,CLINTON,NONE,MOSTILL,SAME,APP/FAV,NO,INDEPEND,,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,,NO,,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,IND/OTHER,65+,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,ONLYBUSH,ISSUES,,,NO,NEITHER,EXCEL,BETTER,VERYRESPONSI,0.545
STATE ONLY,38.0,2.0,58.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,,BUSH,LESS,,ECON/JOBS,LIKEABLE,NO,CLINTON,ME,OMITS,WORSE,APP/UNFAV,YES,INDEPEND,,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,30-44,30-39,IND/OTHER,30-39,NO,,PROT/CHRIST,RIGHTDIR,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,OMITS,1.192
STATE ONLY,38.0,2.0,59.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,INDEPEND,,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,IND/OTHER,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,1.079
STATE ONLY,38.0,2.0,60.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,,BUSH,MORE,,OMITS,GOODJUDGMENT,YES,CLINTON,SOMEONEELSE,MOSTILL,BETTER,APP/FAV,NO,DEMOCRAT,,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,DEMOCRAT,50-64,,,PROT/CHRIST,RIGHTDIR,ONLYBUSH,NO,ONLYGORE,ISSUES,,,NO,NEITHER,OMITS,OMITS,NOTATALLRESP,1.192
STATE ONLY,38.0,2.0,61.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,NO,NO,LIBERAL,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,OMITS,ISSUES,,,NO,NEITHER,EXCEL,OMITS,SOMEWHATRESP,0.724
STATE ONLY,38.0,2.0,62.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,SOCIALSECUR,STRONGLEADER,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,INDEPEND,,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,IND/OTHER,50-64,NO,,CATHOLIC,RIGHTDIR,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.54
STATE ONLY,38.0,2.0,63.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,NO,DEMOCRAT,,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,DEMOCRAT,50-64,NO,,CATHOLIC,RIGHTDIR,BOTH,NO,BOTH,OMITS,,,YES,NEITHER,GOOD,OMITS,SOMEWHATRESP,1.58
STATE ONLY,38.0,2.0,64.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,EDUCATION,HONEST,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,REPUBLICAN,50-64,NO,,NONE,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.47200000000000003
STATE ONLY,38.0,2.0,65.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,HEALTHCARE,EXPERIENCE,NO,PEROT,NONE,ALWYSLGL,SAME,APP/FAV,NO,DEMOCRAT,,HSGRAD,CATHOLIC,AFEWAYEAR,LESS15K,NO,NO,,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,DEMOCRAT,65+,NO,,CATHOLIC,RIGHTDIR,ONLYGORE,NO,OMITS,OMITS,,,YES,NEITHER,EXCEL,BETTER,VERYRESPONSI,0.724
STATE ONLY,38.0,2.0,66.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,GOODJUDGMENT,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,,HSGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTATALLRESP,0.851
STATE ONLY,38.0,2.0,67.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,INDEPEND,,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,YES,NEITHER,GOOD,SAME,NOTTOORESPON,1.079
STATE ONLY,38.0,2.0,68.0,FIRST CALL,40-44,WHITE,MALE,BUSH,OMITS,UNFAVORABLE,,OMITS,OMITS,,EDUCATION,STRONGLEADER,NO,CLINTON,SOMEONEELSE,MOSTLGL,SAME,OMITS,YES,INDEPEND,,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,30-44,40-49,IND/OTHER,40-49,NO,,CATHOLIC,OMITS,BOTH,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,1.192
STATE ONLY,38.0,2.0,69.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,,BUSH,LESS,,ECON/JOBS,COMPLEXISSUE,NO,DOLE,NONE,MOSTILL,SAME,APP/UNFAV,YES,REPUBLCN,,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.135
STATE ONLY,38.0,2.0,70.0,FIRST CALL,50-59,WHITE,FEMALE,OTHER,APPROVE,UNFAVORABLE,,WOULDNOTVOTE,LESS,,TAXES,STRONGLEADER,NO,CLINTON,SOMEONEELSE,OMITS,WORSE,APP/UNFAV,NO,INDEPEND,,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,IND/OTHER,50-64,NO,,CATHOLIC,WRONGTRACK,BOTH,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.441
STATE ONLY,38.0,2.0,71.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,OMITS,OMITS,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,,SOMCOL/ASSOC,NONE,NEVER,,NO,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,30-44,30-39,DEMOCRAT,30-39,NO,,NONE,RIGHTDIR,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,OMITS,SOMEWHATRESP,1.449
STATE ONLY,38.0,2.0,72.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,LESS,,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,YES,REPUBLCN,,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,30-44,30-39,REPUBLICAN,30-39,NO,,CATHOLIC,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.147
STATE ONLY,38.0,2.0,73.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,OMITS,,GORE,LESS,,OMITS,LIKEABLE,YES,DOLE,NONE,ALWYSILL,WORSE,OMITS,NO,INDEPEND,,COLGRAD,PROTESTANT,MORETHAN1AWK,LESS15K,NO,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,RIGHTDIR,OMITS,NO,ONLYBUSH,OMITS,,,NO,OMITS,GOOD,OMITS,VERYRESPONSI,0.494
STATE ONLY,38.0,2.0,74.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,,BUSH,MORE,,EDUCATION,HONEST,NO,NOVOTE,NONE,ALWYSLGL,SAME,APP/FAV,YES,ELSE,,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,18-29,25-29,IND/OTHER,25-29,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.247
STATE ONLY,38.0,2.0,75.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,ECON/JOBS,EXPERIENCE,NO,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,NO,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,DEMOCRAT,50-64,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,ONLYBUSH,ISSUES,,,NO,NEITHER,EXCEL,SAME,SOMEWHATRESP,0.657
STATE ONLY,38.0,2.0,76.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,LESS,,OMITS,GOODJUDGMENT,NO,OTHER,NONE,ALWYSLGL,SAME,APP/FAV,YES,INDEPEND,,SOMCOL/ASSOC,NONE,NEVER,,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,IND/OTHER,50-64,NO,,NONE,OMITS,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.987
STATE ONLY,38.0,2.0,77.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,18-29,25-29,REPUBLICAN,25-29,NO,,CATHOLIC,WRONGTRACK,ONLYBUSH,NO,NEITHER,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,1.042
STATE ONLY,38.0,2.0,78.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,LESS,,SOCIALSECUR,EXPERIENCE,NO,PEROT,NONE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,,HSGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,LIBERAL,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,WRONGTRACK,ONLYGORE,NO,BOTH,ISSUES,,,NO,SUPPORTCLIN,GOOD,BETTER,VERYRESPONSI,1.447
STATE ONLY,38.0,2.0,79.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,LESS,,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,OMITS,BETTER,APP/UNFAV,NO,DEMOCRAT,,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,CONSERV,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.724
STATE ONLY,38.0,2.0,80.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,BUSH,LESS,,HEALTHCARE,GOODJUDGMENT,NO,DOLE,ME,OMITS,SAME,APP/UNFAV,YES,REPUBLCN,,NOHS,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,REPUBLICAN,50-64,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,BOTH,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,VERYRESPONSI,1.039
STATE ONLY,38.0,2.0,81.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,WORLDAFFAIRS,HONEST,YES,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,,NOHS,OTHERCHRIST,ONCEAWEEK,,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,0.9430000000000001
STATE ONLY,38.0,2.0,82.0,FIRST CALL,50-59,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTTOORESPON,0.5670000000000001
STATE ONLY,38.0,2.0,83.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,MORE,,OMITS,CARES,NO,PEROT,SOMEONEELSE,ALWYSLGL,SAME,DIS/UNFAV,NO,DEMOCRAT,,HSGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,DEMOCRAT,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,NOTTOORESPON,1.788
STATE ONLY,38.0,2.0,84.0,FIRST CALL,45-49,WHITE,MALE,GORE,OMITS,FAVORABLE,,GORE,OMITS,,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,SAME,OMITS,NO,INDEPEND,,,NONE,AFEWAYEAR,,YES,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,40-49,IND/OTHER,40-49,NO,,NONE,WRONGTRACK,ONLYGORE,NO,BOTH,ISSUES,,,,NEITHER,GOOD,OMITS,SOMEWHATRESP,1.19
STATE ONLY,38.0,2.0,85.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,,NO,NO,CONSERV,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,REPUBLICAN,65+,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,OMITS,GOOD,OMITS,NOTATALLRESP,0.52
STATE ONLY,38.0,2.0,86.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,EDUCATION,EXPERIENCE,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,18-29,25-29,REPUBLICAN,25-29,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.042
STATE ONLY,38.0,2.0,87.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,SOCIALSECUR,EXPERIENCE,YES,PEROT,SOMEONEELSE,OMITS,SAME,DIS/UNFAV,YES,REPUBLCN,,HSGRAD,,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,REPUBLICAN,50-64,NO,,,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,1.135
STATE ONLY,38.0,2.0,88.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,NO,ELSE,,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,NWCOAST,60+,60+,IND/OTHER,65+,NO,,PROT/CHRIST,WRONGTRACK,NEITHER,NO,ONLYBUSH,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.655
STATE ONLY,38.0,2.0,89.0,FIRST CALL,40-44,HISP,MALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,MEDICARE/RX,CARES,NO,CLINTON,MEANDSOMEONE,ALWYSILL,BETTER,APP/FAV,YES,DEMOCRAT,,NOHS,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,30-44,40-49,DEMOCRAT,40-49,YES,,CATHOLIC,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,2.615
STATE ONLY,38.0,2.0,90.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,SOCIALSECUR,HONEST,NO,DOLE,NONE,MOSTLGL,WORSE,DIS/UNFAV,NO,INDEPEND,,POSTGRAD,NONE,NEVER,,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,45-59,50-59,IND/OTHER,50-64,YES,,NONE,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,WORSE,NOTTOORESPON,2.16
STATE ONLY,38.0,2.0,91.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,ECON/JOBS,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,REPUBLCN,,SOMCOL/ASSOC,PROTESTANT,NEVER,30-50K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,NEITHER,PERSONALQUAL,,,NO,NEITHER,GOOD,OMITS,NOTTOORESPON,0.521
STATE ONLY,38.0,2.0,92.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,LESS,,EDUCATION,CARES,NO,CLINTON,ME,MOSTILL,BETTER,APP/UNFAV,YES,DEMOCRAT,,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,NWCOAST,30-44,30-39,DEMOCRAT,30-39,NO,,CATHOLIC,WRONGTRACK,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,OMITS,SOMEWHATRESP,0.362
