VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMI,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUN,WEIGHT
STATE ONLY,23.0,39.0,14.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,FAVORABLE,BUSH,NO,MORE,SUBURBS,ECON/JOBS,CARES,YES,DOLE,NONE,GOREDID,SAME,DIS/FAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,OMITS,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,UNIVERSITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,BOTH,ONLYGORE,ISSUES,,,SUPPORT,1.008
STATE ONLY,23.0,39.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,OMITS,OMITS,OMITS,NO,OMITS,SUBURBS,OMITS,GOODJUDGMENT,NO,NOVOTE,SOMEONEELSE,GOREDID,BETTER,OMITS,YES,,SUBURBS,,,OMITS,,YES,YES,,18-64,OMITS,STATE,COMPLETE,UNIVERSITY,45-59,40-49,,40-49,,NO,BOTH,ONLYGORE,ISSUES,,,OPPOSE,1.008
STATE ONLY,23.0,39.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,MEDICARE/RX,HONEST,OMITS,DOLE,SOMEONEELSE,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,UNIVERSITY,45-59,50-59,REPUBLICAN,50-64,OTHER,OMITS,BOTH,NEITHER,ISSUES,,,SUPPORT,0.643
STATE ONLY,23.0,39.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,EDUCATION,STRONGLEADER,YES,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,UNIVERSITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,YES,ONLYBUSH,ONLYGORE,ISSUES,,,SUPPORT,0.643
STATE ONLY,23.0,39.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,ECON/JOBS,HONEST,NO,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,UNIVERSITY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.661
STATE ONLY,23.0,39.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,NO,OMITS,SUBURBS,EDUCATION,EXPERIENCE,NO,CLINTON,SOMEONEELSE,BUSHDID,SAME,APP/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,UNIVERSITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.661
STATE ONLY,23.0,39.0,20.0,SECOND CALL,50-59,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,LESS,SUBURBS,EDUCATION,GOODJUDGMENT,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,NO,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,NEVER,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,UNIVERSITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,ONLYGORE,BOTH,PERSONALQUAL,,,SUPPORT,0.68
STATE ONLY,23.0,39.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,EDUCATION,CARES,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,UNIVERSITY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,NO,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.661
STATE ONLY,23.0,39.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,STABENOW,APPROVE,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,OMITS,STRONGLEADER,NO,DOLE,ME,GOREDID,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,UNIVERSITY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,NO,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,1.002
STATE ONLY,23.0,39.0,23.0,SECOND CALL,,WHITE,FEMALE,BUSH,ABRAHAM,OMITS,OMITS,OMITS,,OMITS,SUBURBS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,,,,SUBURBS,,,OMITS,,,,,,OMITS,STATE,NOTCOMPLETE,UNIVERSITY,,,,,,OMITS,OMITS,OMITS,OMITS,,,OMITS,0.861
STATE ONLY,23.0,39.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,HEALTHCARE,HONEST,YES,DOLE,ME,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,UNIVERSITY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,YES,ONLYBUSH,BOTH,ISSUES,,,OPPOSE,0.643
STATE ONLY,23.0,39.0,25.0,THIRD CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,GORE,YES,MORE,SUBURBS,MEDICARE/RX,GOODJUDGMENT,NO,NOVOTE,ME,BOTHDID,WORSE,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,UNIVERSITY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,NO,ONLYBUSH,NEITHER,ISSUES,,,SUPPORT,0.735
STATE ONLY,23.0,39.0,26.0,THIRD CALL,40-44,WHITE,MALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,NO,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,NONE,NEVER,30-50K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,UNIVERSITY,30-44,40-49,DEMOCRAT,40-49,NONE,YES,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.68
STATE ONLY,23.0,39.0,27.0,THIRD CALL,60-64,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,ME,GOREDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,75-100K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,UNIVERSITY,60+,60+,DEMOCRAT,50-64,CATHOLIC,NO,ONLYGORE,BOTH,ISSUES,,,SUPPORT,1.154
STATE ONLY,23.0,39.0,28.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,HONEST,YES,DOLE,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,UNIVERSITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,YES,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.735
STATE ONLY,23.0,39.0,29.0,THIRD CALL,45-49,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,YES,DOLE,ME,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,UNIVERSITY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,ONLYBUSH,NEITHER,ISSUES,,,OPPOSE,0.661
STATE ONLY,23.0,39.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SUBURBS,EDUCATION,CARES,YES,NOVOTE,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,UNIVERSITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.643
STATE ONLY,23.0,41.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,NONE,BOTHDID,BETTER,APP/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NO,ONLYBUSH,BOTH,ISSUES,,,SUPPORT,1.145
STATE ONLY,23.0,41.0,2.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,STABENOW,APPROVE,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,WORLDAFFAIRS,CARES,NO,NOVOTE,SOMEONEELSE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,NO,BOTH,BOTH,PERSONALQUAL,,,OPPOSE,1.0010000000000001
STATE ONLY,23.0,41.0,3.0,SECOND CALL,18-24,WHITE,MALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,TAXES,HONEST,NO,NOVOTE,NONE,GOREDID,SAME,APP/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,YES,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.085
STATE ONLY,23.0,41.0,4.0,SECOND CALL,50-59,,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,YES,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,INDEPEND,50-500K,POSTGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,NEITHER,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.731
STATE ONLY,23.0,41.0,5.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ABRAHAM,APPROVE,FAVORABLE,BUSH,,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,NONE,GOREDID,SAME,APP/FAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,OVER100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,YES,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.883
STATE ONLY,23.0,41.0,6.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,GOODJUDGMENT,NO,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,BOTH,BOTH,ISSUES,,,OPPOSE,0.6980000000000001
STATE ONLY,23.0,41.0,7.0,SECOND CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,ECON/JOBS,HONEST,YES,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,YES,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.6940000000000001
STATE ONLY,23.0,41.0,8.0,SECOND CALL,25-29,OTHER,FEMALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,YES,LESS,CITYOVER50K,EDUCATION,EXPERIENCE,NO,CLINTON,ME,GOREDID,BETTER,APP/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,OMITS,BOTH,BOTH,ISSUES,,,OPPOSE,0.63
STATE ONLY,23.0,41.0,9.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,NO,MORE,CITYOVER50K,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,ONLYGORE,BOTH,ISSUES,,,SUPPORT,1.04
STATE ONLY,23.0,41.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,SOCIALSECUR,CARES,NO,CLINTON,NONE,BOTHDID,WORSE,APP/FAV,YES,DEMOCRAT,50-500K,,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NO,BOTH,BOTH,PERSONALQUAL,,,OPPOSE,1.04
STATE ONLY,23.0,41.0,11.0,SECOND CALL,45-49,WHITE,MALE,GORE,STABENOW,DISAPPR,UNFAVORABLE,GORE,YES,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,DOLE,NONE,NEITHERDID,WORSE,DIS/UNFAV,NO,REPUBLCN,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,NO,BOTH,NEITHER,ISSUES,,,SUPPORT,0.6960000000000001
STATE ONLY,23.0,41.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,NO,CLINTON,SOMEONEELSE,BUSHDID,SAME,APP/FAV,NO,INDEPEND,50-500K,POSTGRAD,ELSE,AFEWAYEAR,30-50K,YES,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,60+,60+,IND/OTHER,65+,OTHER,NO,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,1.537
STATE ONLY,23.0,41.0,13.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,EDUCATION,HONEST,NO,DOLE,ME,BOTHDID,SAME,DIS/UNFAV,YES,INDEPEND,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,NO,BOTH,ONLYGORE,ISSUES,,,SUPPORT,1.145
STATE ONLY,23.0,41.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,NO,INDEPEND,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,BOTH,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.6980000000000001
STATE ONLY,23.0,41.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,CITYOVER50K,OMITS,OMITS,NO,PEROT,NONE,BOTHDID,SAME,DIS/UNFAV,YES,ELSE,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,NO,OMITS,OMITS,ISSUES,,,SUPPORT,1.093
STATE ONLY,23.0,41.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,YES,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,ISSUES,,,SUPPORT,0.6980000000000001
STATE ONLY,23.0,41.0,17.0,SECOND CALL,65-74,OTHER,MALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,NEITHERDID,SAME,APP/UNFAV,NO,REPUBLCN,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,CATHOLIC,YES,BOTH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.082
STATE ONLY,23.0,41.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,PEROT,NONE,GOREDID,SAME,APP/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,BOTH,BOTH,ISSUES,,,OPPOSE,0.6980000000000001
STATE ONLY,23.0,41.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,NONE,GOREDID,BETTER,DIS/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,SOUTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,NO,BOTH,ONLYGORE,ISSUES,,,OPPOSE,1.619
STATE ONLY,23.0,41.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,ABRAHAM,DISAPPR,FAVORABLE,WOULDNOTVOTE,NO,MORE,CITYOVER50K,OMITS,OMITS,NO,NOVOTE,NONE,BOTHDID,SAME,DIS/FAV,NO,INDEPEND,50-500K,HSGRAD,NONE,NEVER,50-75K,YES,YES,,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,NONE,NO,NEITHER,BOTH,ISSUES,,,OPPOSE,1.075
STATE ONLY,23.0,41.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,ABRAHAM,APPROVE,FAVORABLE,GORE,YES,MORE,CITYOVER50K,ECON/JOBS,HONEST,NO,CLINTON,ME,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.6890000000000001
STATE ONLY,23.0,41.0,22.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,HEALTHCARE,STRONGLEADER,NO,CLINTON,NONE,BOTHDID,WORSE,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,LESS15K,NO,YES,LIBERAL,18-64,OMITS,STATE,COMPLETE,SOUTHWEST,18-29,25-29,DEMOCRAT,25-29,OTHER,YES,ONLYGORE,BOTH,PERSONALQUAL,,,SUPPORT,0.984
STATE ONLY,23.0,41.0,23.0,SECOND CALL,30-39,WHITE,MALE,GORE,ABRAHAM,APPROVE,FAVORABLE,GORE,YES,MORE,CITYOVER50K,ECON/JOBS,HONEST,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,NONE,NEVER,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,NONE,YES,BOTH,BOTH,ISSUES,,,OPPOSE,0.719
STATE ONLY,23.0,41.0,24.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.71
STATE ONLY,23.0,41.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,WORLDAFFAIRS,OMITS,YES,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,NO,BOTH,BOTH,ISSUES,,,OPPOSE,1.035
STATE ONLY,23.0,41.0,26.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,BOTH,NEITHER,PERSONALQUAL,,,OPPOSE,0.731
STATE ONLY,23.0,41.0,27.0,SECOND CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,YES,DOLE,NONE,BOTHDID,SAME,APP/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,NO,BOTH,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.6940000000000001
STATE ONLY,23.0,41.0,28.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,TAXES,CARES,YES,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,ISSUES,,,SUPPORT,1.145
