VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,FINSIT,JOBPERS,WORK,ROTH,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TIMEDES,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,8.0,13.0,32.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CARPER,BURRIS,APPROVE,OMITS,CASTLE,GORE,OMITS,CITYOVER50K,EDUCATION,COMPLEXISSUE,CLINTON,BETTER,OMITS,NO,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,NEITHER,BOTH,ISSUES,,,1.106
STATE ONLY,8.0,13.0,33.0,THIRD CALL,50-59,WHITE,,GORE,CARPER,BURRIS,APPROVE,FAVORABLE,CASTLE,GORE,LESS,CITYOVER50K,HEALTHCARE,HONEST,PEROT,SAME,APP/FAV,,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,OMITS,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,OMITS,ONLYGORE,OMITS,,,1.088
STATE ONLY,8.0,13.0,34.0,THIRD CALL,18-24,WHITE,MALE,GORE,CARPER,BURRIS,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,EDUCATION,EXPERIENCE,NOVOTE,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,ONLYGORE,ONLYGORE,ISSUES,,,0.9560000000000001
STATE ONLY,8.0,13.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CARPER,BURRIS,APPROVE,FAVORABLE,,GORE,OMITS,CITYOVER50K,HEALTHCARE,OMITS,PEROT,WORSE,APP/FAV,YES,OMITS,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,YES,NO,,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,ONLYGORE,OMITS,,,1.07
STATE ONLY,8.0,13.0,36.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CARPER,BURRIS,APPROVE,FAVORABLE,CASTLE,BUSH,MORE,CITYOVER50K,OMITS,STRONGLEADER,CLINTON,BETTER,APP/FAV,YES,YES,INDEPEND,50-500K,COLGRAD,CATHOLIC,MORETHAN1AWK,75-100K,,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,BOTH,BOTH,ISSUES,,,1.227
STATE ONLY,8.0,13.0,37.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,CARPER,BURRIS,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,EDUCATION,EXPERIENCE,NOVOTE,SAME,APP/UNFAV,NO,NO,INDEPEND,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,LAST.3DAYS,STATE,COMPLETE,CASTLE,18-29,25-29,IND/OTHER,25-29,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.112
STATE ONLY,8.0,13.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,CITYOVER50K,HEALTHCARE,OMITS,OTHER,SAME,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,CASTLE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,NEITHER,ONLYBUSH,ISSUES,,,1.221
STATE ONLY,8.0,13.0,39.0,THIRD CALL,30-39,BLACK,MALE,BUSH,ROTH,BURRIS,OMITS,UNFAVORABLE,MILLER,BUSH,LESS,CITYOVER50K,EDUCATION,HONEST,NOVOTE,SAME,OMITS,YES,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,CASTLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.837
STATE ONLY,8.0,13.0,40.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,TAXES,COMPLEXISSUE,CLINTON,SAME,APP/FAV,YES,NO,DEMOCRAT,50-500K,COLGRAD,ELSE,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,OMITS,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,ONLYGORE,ISSUES,,,0.779
STATE ONLY,8.0,13.0,41.0,THIRD CALL,50-59,BLACK,MALE,BUSH,ROTH,MINNER,DISAPPR,UNFAVORABLE,CASTLE,BUSH,MORE,CITYOVER50K,HEALTHCARE,HONEST,CLINTON,BETTER,DIS/UNFAV,YES,NO,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,BOTH,OMITS,ISSUES,,,0.979
STATE ONLY,8.0,13.0,42.0,THIRD CALL,50-59,ASIAN,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,CITYOVER50K,OMITS,HONEST,NOVOTE,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,CASTLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.201
STATE ONLY,8.0,13.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,EDUCATION,HONEST,CLINTON,BETTER,APP/FAV,NO,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,ONLYGORE,ISSUES,,,1.1320000000000001
STATE ONLY,8.0,13.0,44.0,THIRD CALL,40-44,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,CLINTON,BETTER,APP/FAV,YES,YES,ELSE,50-500K,HSGRAD,CATHOLIC,NEVER,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,CASTLE,30-44,40-49,IND/OTHER,40-49,CATHOLIC,ONLYGORE,ONLYGORE,ISSUES,,,0.972
STATE ONLY,8.0,13.0,45.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,CLINTON,SAME,APP/FAV,YES,YES,INDEPEND,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.785
STATE ONLY,8.0,13.0,46.0,THIRD CALL,50-59,BLACK,MALE,GORE,CARPER,MINNER,APPROVE,UNFAVORABLE,,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,BETTER,APP/UNFAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,0.859
STATE ONLY,8.0,13.0,47.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,HEALTHCARE,CARES,CLINTON,SAME,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.785
STATE ONLY,8.0,13.0,48.0,THIRD CALL,25-29,WHITE,MALE,OTHER,CARPER,MINNER,DISAPPR,UNFAVORABLE,CASTLE,WOULDNOTVOTE,LESS,CITYOVER50K,OMITS,COMPLEXISSUE,NOVOTE,SAME,DIS/UNFAV,YES,NO,INDEPEND,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,1.166
STATE ONLY,8.0,13.0,49.0,THIRD CALL,18-24,WHITE,MALE,BUSH,CARPER,BURRIS,APPROVE,UNFAVORABLE,CASTLE,BUSH,MORE,CITYOVER50K,ECON/JOBS,STRONGLEADER,OTHER,BETTER,APP/UNFAV,NO,NO,REPUBLCN,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,,NO,NO,LIBERAL,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,CASTLE,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,BOTH,NEITHER,PERSONALQUAL,,,1.236
STATE ONLY,8.0,13.0,50.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,POSTGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,CASTLE,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.791
STATE ONLY,8.0,13.0,51.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CARPER,MINNER,APPROVE,UNFAVORABLE,CASTLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,DOLE,BETTER,APP/UNFAV,YES,NO,INDEPEND,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,,18-64,OTHRPROGRAMS,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,ONLYBUSH,BOTH,PERSONALQUAL,,,1.2570000000000001
STATE ONLY,8.0,13.0,52.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,OMITS,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.872
STATE ONLY,8.0,13.0,53.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,SAME,APP/FAV,NO,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,NEVER,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,CASTLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,0.785
STATE ONLY,8.0,14.0,1.0,FIRST CALL,40-44,BLACK,MALE,GORE,CARPER,MINNER,DISAPPR,UNFAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,HEALTHCARE,HONEST,CLINTON,BETTER,DIS/UNFAV,YES,YES,DEMOCRAT,50-500K,NOHS,OTHERCHRIST,AFEWAYEAR,30-50K,NO,YES,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.9
STATE ONLY,8.0,14.0,2.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NOVOTE,BETTER,APP/FAV,NO,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,75-100K,NO,YES,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.01
STATE ONLY,8.0,14.0,3.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,HSGRAD,NONE,MORETHAN1AWK,LESS15K,NO,YES,MODERATE,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,CASTLE,30-44,40-49,DEMOCRAT,40-49,NONE,ONLYGORE,NEITHER,ISSUES,,,0.915
STATE ONLY,8.0,14.0,4.0,FIRST CALL,30-39,BLACK,MALE,GORE,CARPER,BURRIS,APPROVE,FAVORABLE,MILLER,GORE,OMITS,CITYOVER50K,EDUCATION,STRONGLEADER,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,75-100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.769
STATE ONLY,8.0,14.0,5.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,OMITS,OMITS,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,CASTLE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.803
STATE ONLY,8.0,14.0,6.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,CARPER,MINNER,DISAPPR,UNFAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,TAXES,STRONGLEADER,NOVOTE,WORSE,DIS/UNFAV,YES,YES,INDEPEND,50-500K,NOHS,NONE,NEVER,LESS15K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,LASTWEEK,STATE,COMPLETE,CASTLE,18-29,25-29,IND/OTHER,25-29,NONE,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.92
STATE ONLY,8.0,14.0,7.0,FIRST CALL,30-39,BLACK,MALE,BUSH,ROTH,BURRIS,DISAPPR,FAVORABLE,CASTLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,CLINTON,BETTER,DIS/FAV,YES,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,LASTWEEK,STATE,COMPLETE,CASTLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,0.971
STATE ONLY,8.0,14.0,8.0,FIRST CALL,30-39,BLACK,FEMALE,BUSH,CARPER,MINNER,OMITS,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,NOVOTE,BETTER,OMITS,YES,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,OMITS,LAST.3DAYS,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,OMITS,,,1.031
STATE ONLY,8.0,14.0,9.0,FIRST CALL,40-44,BLACK,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.785
STATE ONLY,8.0,14.0,10.0,FIRST CALL,50-59,BLACK,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,LESS,CITYOVER50K,EDUCATION,CARES,CLINTON,SAME,APP/FAV,NO,YES,DEMOCRAT,50-500K,NOHS,PROTESTANT,AFEWAMONTH,LESS15K,NO,NO,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.785
STATE ONLY,8.0,14.0,11.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,CARPER,MINNER,OMITS,OMITS,CASTLE,GORE,MORE,CITYOVER50K,OMITS,CARES,CLINTON,OMITS,OMITS,NO,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,LESS15K,NO,,MODERATE,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,1.408
STATE ONLY,8.0,14.0,12.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,TAXES,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,NEVER,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,45-59,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.798
STATE ONLY,8.0,14.0,13.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,OMITS,COMPLEXISSUE,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,NEVER,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,BOTH,ISSUES,,,0.798
STATE ONLY,8.0,14.0,14.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,ONLYBUSH,ISSUES,,,0.798
STATE ONLY,8.0,14.0,15.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,,NONE,AFEWAMONTH,LESS15K,NO,YES,CONSERV,18-64,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,0.798
STATE ONLY,8.0,14.0,16.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,NOVOTE,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,OMITS,LAST.3DAYS,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,OMITS,,,0.915
STATE ONLY,8.0,14.0,17.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,NOHS,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.798
STATE ONLY,8.0,14.0,18.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,CARPER,BURRIS,OMITS,OMITS,MILLER,OMITS,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,CLINTON,SAME,OMITS,YES,YES,DEMOCRAT,50-500K,HSGRAD,,ONCEAWEEK,,YES,YES,,18-64,OMITS,LAST.MONTH,STATE,COMPLETE,CASTLE,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYGORE,ISSUES,,,0.782
STATE ONLY,8.0,14.0,19.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,TAXES,LIKEABLE,CLINTON,SAME,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,LESS15K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,BOTH,ONLYBUSH,ISSUES,,,0.798
STATE ONLY,8.0,14.0,20.0,SECOND CALL,45-49,BLACK,MALE,GORE,,,OMITS,OMITS,,OMITS,OMITS,CITYOVER50K,HEALTHCARE,CARES,OMITS,OMITS,,,YES,,50-500K,,,OMITS,,,,,18-64,OMITS,LAST.3DAYS,STATE,NOTCOMPLETE,CASTLE,45-59,40-49,,40-49,,OMITS,OMITS,OMITS,,,0.854
STATE ONLY,8.0,14.0,21.0,SECOND CALL,25-29,BLACK,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NOVOTE,BETTER,APP/FAV,YES,NO,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,18-29,25-29,IND/OTHER,25-29,CATHOLIC,BOTH,BOTH,ISSUES,,,0.791
STATE ONLY,8.0,14.0,22.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ROTH,MINNER,DISAPPR,UNFAVORABLE,CASTLE,BUSH,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,DOLE,SAME,DIS/UNFAV,NO,NO,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,1.2510000000000001
STATE ONLY,8.0,14.0,23.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,,GORE,MORE,CITYOVER50K,MEDICARE/RX,HONEST,NOVOTE,SAME,APP/FAV,YES,YES,DEMOCRAT,50-500K,HSGRAD,NONE,NEVER,15-30K,NO,YES,,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,BOTH,ISSUES,,,0.886
STATE ONLY,8.0,14.0,24.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,STRONGLEADER,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.915
STATE ONLY,8.0,14.0,25.0,SECOND CALL,65-74,BLACK,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,LESS,CITYOVER50K,SOCIALSECUR,EXPERIENCE,CLINTON,SAME,APP/FAV,NO,YES,INDEPEND,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,LIBERAL,65+,OMITS,LASTWEEK,STATE,COMPLETE,CASTLE,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,1.21
STATE ONLY,8.0,14.0,26.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,BETTER,APP/FAV,NO,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAMONTH,LESS15K,NO,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,30-44,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,BOTH,ISSUES,,,0.798
