VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,PROPSD,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,42.0,10.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,ELSE,,MODERATE,18-64,STATE,NORTHEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.706
STATE ONLY,42.0,10.0,10.0,FIRST CALL,50-59,WHITE,MALE,,APPROVE,UNFAVORABLE,HOHN,WOULDNOTVOTE,YES,CLINTON,WORSE,APP/UNFAV,INDEPEND,CATHOLIC,LESS15K,CONSERV,18-64,STATE,NORTHEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.28
STATE ONLY,42.0,10.0,11.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,NORTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.867
STATE ONLY,42.0,10.0,12.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,NORTHEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,2.062
STATE ONLY,42.0,10.0,13.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,,OMITS,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,,18-64,STATE,NORTHEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.422
STATE ONLY,42.0,10.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,DOLE,WORSE,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,NORTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.706
STATE ONLY,42.0,10.0,15.0,SECOND CALL,75+,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,PEROT,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,65+,STATE,NORTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.666
STATE ONLY,42.0,10.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,NORTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.706
STATE ONLY,42.0,10.0,17.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,,MODERATE,65+,STATE,NORTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.919
STATE ONLY,42.0,10.0,18.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,STATE,NORTHEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.383
STATE ONLY,42.0,10.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,NONE,30-50K,MODERATE,18-64,STATE,NORTHEST,45-59,50-59,REPUBLICAN,50-64,NONE,,,1.304
STATE ONLY,42.0,10.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,NORTHEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.25
STATE ONLY,42.0,10.0,21.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,NORTHEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,2.2600000000000002
STATE ONLY,42.0,10.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,STATE,NORTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.383
STATE ONLY,42.0,10.0,23.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,STATE,NORTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.178
STATE ONLY,42.0,10.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,LIBERAL,18-64,STATE,NORTHEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.19
STATE ONLY,42.0,10.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,ELSE,,MODERATE,18-64,STATE,NORTHEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.706
STATE ONLY,42.0,10.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,STATE,NORTHEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.706
STATE ONLY,42.0,10.0,27.0,SECOND CALL,50-59,WHITE,MALE,,APPROVE,UNFAVORABLE,HOHN,WOULDNOTVOTE,YES,CLINTON,WORSE,APP/UNFAV,INDEPEND,CATHOLIC,LESS15K,CONSERV,18-64,STATE,NORTHEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.28
STATE ONLY,42.0,10.0,28.0,SECOND CALL,60-64,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,NORTHEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.383
STATE ONLY,42.0,10.0,29.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,NORTHEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,2.748
STATE ONLY,42.0,10.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,NORTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.304
STATE ONLY,42.0,10.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,NORTHEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.963
STATE ONLY,42.0,10.0,32.0,THIRD CALL,45-49,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,THUNE,WOULDNOTVOTE,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,STATE,NORTHEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.708
STATE ONLY,42.0,10.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,HOHN,WOULDNOTVOTE,YES,PEROT,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,NORTHEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.204
STATE ONLY,42.0,10.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,NORTHEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.706
STATE ONLY,42.0,10.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,HOHN,WOULDNOTVOTE,YES,NOVOTE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,STATE,NORTHEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.098
STATE ONLY,42.0,10.0,36.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,STATE,NORTHEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,2.152
STATE ONLY,42.0,34.0,1.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,NORTHEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.5210000000000001
STATE ONLY,42.0,34.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,STATE,NORTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.11
STATE ONLY,42.0,34.0,3.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,STATE,NORTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.473
STATE ONLY,42.0,34.0,4.0,FIRST CALL,65-74,WHITE,MALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/FAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,65+,STATE,NORTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.177
STATE ONLY,42.0,34.0,5.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,65+,STATE,NORTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.597
STATE ONLY,42.0,34.0,6.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,STATE,NORTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.473
STATE ONLY,42.0,34.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,ELSE,50-75K,CONSERV,18-64,STATE,NORTHEST,30-44,30-39,REPUBLICAN,30-39,OTHER,,,1.087
STATE ONLY,42.0,34.0,8.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,WORSE,APP/FAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,NORTHEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.615
STATE ONLY,42.0,34.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,65+,STATE,NORTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.5210000000000001
STATE ONLY,42.0,34.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,DOLE,WORSE,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,NORTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.555
STATE ONLY,42.0,34.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,18-64,STATE,NORTHEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.6520000000000001
STATE ONLY,42.0,34.0,12.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,NORTHEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.1400000000000001
STATE ONLY,42.0,34.0,13.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,NORTHEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.555
STATE ONLY,42.0,34.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,NO,DOLE,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,75-100K,CONSERV,18-64,STATE,NORTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.903
STATE ONLY,42.0,34.0,15.0,SECOND CALL,30-39,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,,GORE,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,ELSE,30-50K,MODERATE,18-64,STATE,NORTHEST,30-44,30-39,IND/OTHER,30-39,OTHER,,,2.084
STATE ONLY,42.0,34.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,NORTHEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.153
STATE ONLY,42.0,34.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,APP/FAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,STATE,NORTHEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.087
STATE ONLY,42.0,34.0,18.0,SECOND CALL,50-59,OTHER,MALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,75-100K,LIBERAL,18-64,STATE,NORTHEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.371
STATE ONLY,42.0,34.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,STATE,NORTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.19
STATE ONLY,42.0,34.0,20.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,YES,CLINTON,OMITS,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,65+,STATE,NORTHEST,60+,60+,DEMOCRAT,65+,OTHER,,,1.597
STATE ONLY,42.0,34.0,21.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,NORTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.705
STATE ONLY,42.0,34.0,22.0,SECOND CALL,65-74,WHITE,,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,STATE,NORTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.11
STATE ONLY,42.0,34.0,23.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,NORTHEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.962
STATE ONLY,42.0,34.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,YES,CLINTON,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,30-50K,CONSERV,18-64,STATE,NORTHEST,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.597
STATE ONLY,42.0,34.0,25.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,STATE,NORTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.615
STATE ONLY,42.0,34.0,26.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,NORTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.705
STATE ONLY,42.0,34.0,27.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,YES,CLINTON,SAME,APP/FAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,STATE,NORTHEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.091
STATE ONLY,42.0,34.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,NORTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.087
STATE ONLY,42.0,34.0,29.0,THIRD CALL,40-44,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,THUNE,WOULDNOTVOTE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,NORTHEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.558
STATE ONLY,42.0,34.0,30.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,NORTHEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.387
STATE ONLY,42.0,34.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,NO,DOLE,SAME,APP/FAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,NORTHEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.705
STATE ONLY,42.0,34.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,STATE,NORTHEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.555
STATE ONLY,42.0,34.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,50-75K,LIBERAL,18-64,STATE,NORTHEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.705
STATE ONLY,42.0,34.0,34.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,18-64,STATE,NORTHEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.327
STATE ONLY,42.0,34.0,35.0,THIRD CALL,50-59,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,NORTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.19
STATE ONLY,42.0,34.0,36.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,NORTHEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.153
STATE ONLY,42.0,34.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,YES,NOVOTE,SAME,APP/FAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,NORTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.087
STATE ONLY,42.0,36.0,1.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.35000000000000003
STATE ONLY,42.0,36.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.509
STATE ONLY,42.0,36.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.763
STATE ONLY,42.0,36.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,PEROT,BETTER,APP/UNFAV,DEMOCRAT,NONE,OVER100K,LIBERAL,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.323
STATE ONLY,42.0,36.0,5.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.35000000000000003
STATE ONLY,42.0,36.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,OVER100K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.6920000000000001
STATE ONLY,42.0,36.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.509
STATE ONLY,42.0,36.0,8.0,FIRST CALL,30-39,ASIAN,FEMALE,GORE,DISAPPR,UNFAVORABLE,HOHN,GORE,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.534
STATE ONLY,42.0,36.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.46
STATE ONLY,42.0,36.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.46
STATE ONLY,42.0,36.0,11.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.323
STATE ONLY,42.0,36.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,CONSERV,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.534
STATE ONLY,42.0,36.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,WOULDNOTVOTE,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.354
STATE ONLY,42.0,36.0,14.0,THIRD CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.323
STATE ONLY,42.0,36.0,15.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,SOUTHEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.6920000000000001
