VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,INCOME,REL7,PHIL3,OVER65,RELG6,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,45.0,24.0,52.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OVER100K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.981
STATE ONLY,45.0,24.0,53.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.798
STATE ONLY,45.0,24.0,54.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,OTHER,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.463
STATE ONLY,45.0,24.0,55.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.739
STATE ONLY,45.0,24.0,56.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.798
STATE ONLY,45.0,24.0,57.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.798
STATE ONLY,45.0,24.0,58.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,PEROT,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.798
STATE ONLY,45.0,24.0,59.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,15-30K,NONE,MODERATE,18-64,NONE,YES,STATE,SALTLAKECNTY,30-44,30-39,IND/OTHER,30-39,NONE,,,0.8300000000000001
STATE ONLY,45.0,24.0,60.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NOVOTE,SAME,APP/UNFAV,INDEPEND,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.033
STATE ONLY,45.0,24.0,61.0,THIRD CALL,50-59,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,75-100K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.066
STATE ONLY,45.0,24.0,62.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,HOWELL,ORTON,DISAPPR,UNFAVORABLE,GORE,OTHER,BETTER,DIS/UNFAV,DEMOCRAT,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.981
STATE ONLY,45.0,24.0,63.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,DOLE,BETTER,DIS/UNFAV,REPUBLCN,,CATHOLIC,MODERATE,18-64,CATHOLIC,,STATE,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.843
STATE ONLY,45.0,24.0,64.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,YES,STATE,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.806
NATIONAL WHITE,45.0,25.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,75-100K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,30-44,30-39,REPUBLICAN,30-39,,,,0.557
NATIONAL WHITE,45.0,25.0,2.0,FIRST CALL,45-49,WHITE,MALE,GORE,HOWELL,,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,75-100K,,LIBERAL,18-64,,,NATIONAL,SALTLAKECNTY,45-59,40-49,DEMOCRAT,40-49,,,,0.716
NATIONAL YELLOW,45.0,25.0,3.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,,TAXES,STRONGLEADER,0.54
NATIONAL YELLOW,45.0,25.0,4.0,FIRST CALL,18-24,WHITE,MALE,BUSH,HATCH,,APPROVE,FAVORABLE,BUSH,DOLE,SAME,APP/FAV,REPUBLCN,75-100K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,,EDUCATION,CARES,0.587
NATIONAL GREY,45.0,25.0,5.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,15-30K,,CONSERV,65+,,,NATIONAL,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,,,,0.762
NATIONAL GREY,45.0,25.0,6.0,FIRST CALL,60-64,WHITE,MALE,NADER,HOWELL,,,,,,,,INDEPEND,75-100K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,60+,60+,IND/OTHER,50-64,,,,1.25
NATIONAL PINK,45.0,25.0,7.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,30-50K,,CONSERV,65+,,,NATIONAL,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,,,,0.762
NATIONAL PINK,45.0,25.0,8.0,FIRST CALL,60-64,WHITE,MALE,BUSH,HATCH,,,,,,,,INDEPEND,30-50K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,60+,60+,IND/OTHER,50-64,,,,0.762
NATIONAL WHITE,45.0,25.0,9.0,SECOND CALL,40-44,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,,,,0.557
NATIONAL WHITE,45.0,25.0,10.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,15-30K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,,,,0.54
NATIONAL WHITE,45.0,25.0,11.0,SECOND CALL,18-24,OTHER,FEMALE,GORE,HOWELL,,APPROVE,OMITS,GORE,CLINTON,SAME,OMITS,INDEPEND,,,LIBERAL,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,IND/OTHER,18-24,,,,0.6970000000000001
NATIONAL WHITE,45.0,25.0,12.0,SECOND CALL,65-74,,FEMALE,GORE,HOWELL,,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,,,MODERATE,65+,,,NATIONAL,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,,,,0.899
NATIONAL WHITE,45.0,25.0,13.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,HATCH,,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,LESS15K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,DEMOCRAT,25-29,,,,0.617
NATIONAL YELLOW,45.0,25.0,14.0,SECOND CALL,25-29,OTHER,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,,EDUCATION,CARES,0.587
NATIONAL YELLOW,45.0,25.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,,OMITS,HONEST,0.54
NATIONAL YELLOW,45.0,25.0,16.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,HOWELL,,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,INDEPEND,30-50K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,60+,60+,IND/OTHER,50-64,,WORLDAFFAIRS,EXPERIENCE,0.899
NATIONAL YELLOW,45.0,25.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,HOWELL,,APPROVE,FAVORABLE,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,50-75K,,LIBERAL,18-64,,,NATIONAL,SALTLAKECNTY,30-44,30-39,DEMOCRAT,30-39,,EDUCATION,EXPERIENCE,0.658
NATIONAL YELLOW,45.0,25.0,18.0,SECOND CALL,75+,WHITE,MALE,GORE,HOWELL,,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,15-30K,,LIBERAL,65+,,,NATIONAL,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,,SOCIALSECUR,STRONGLEADER,0.975
NATIONAL GREY,45.0,25.0,19.0,SECOND CALL,18-24,WHITE,MALE,BUSH,HATCH,,,,,,,,INDEPEND,30-50K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,IND/OTHER,18-24,,,,0.587
NATIONAL GREY,45.0,25.0,20.0,SECOND CALL,18-24,WHITE,MALE,NADER,HATCH,,,,,,,,REPUBLCN,OVER100K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,,,,0.859
NATIONAL GREY,45.0,25.0,21.0,SECOND CALL,25-29,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,,,,0.587
NATIONAL GREY,45.0,25.0,22.0,SECOND CALL,65-74,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,CONSERV,65+,,,NATIONAL,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,,,,0.762
NATIONAL PINK,45.0,25.0,23.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,15-30K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,,,,0.54
NATIONAL PINK,45.0,25.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,,,,0.511
NATIONAL PINK,45.0,25.0,25.0,SECOND CALL,25-29,WHITE,,BUSH,HATCH,,,,,,,,REPUBLCN,15-30K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,,,,0.54
NATIONAL PINK,45.0,25.0,26.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,60+,60+,REPUBLICAN,50-64,,,,0.7020000000000001
NATIONAL WHITE,45.0,25.0,27.0,THIRD CALL,65-74,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OVER100K,,LIBERAL,65+,,,NATIONAL,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,,,,0.762
NATIONAL WHITE,45.0,25.0,28.0,THIRD CALL,18-24,WHITE,MALE,NADER,HOWELL,,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,ELSE,75-100K,,LIBERAL,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,IND/OTHER,18-24,,,,0.966
NATIONAL WHITE,45.0,25.0,29.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OVER100K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,45-59,40-49,REPUBLICAN,40-49,,,,0.557
NATIONAL WHITE,45.0,25.0,30.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,ELSE,30-50K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,IND/OTHER,25-29,,,,0.587
NATIONAL WHITE,45.0,25.0,31.0,THIRD CALL,25-29,HISP,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,15-30K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,,,,0.428
NATIONAL YELLOW,45.0,25.0,32.0,THIRD CALL,60-64,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,60+,60+,REPUBLICAN,50-64,,MEDICARE/RX,COMPLEXISSUE,0.762
NATIONAL YELLOW,45.0,25.0,33.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,HATCH,,APPROVE,FAVORABLE,GORE,OMITS,SAME,APP/FAV,DEMOCRAT,30-50K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,45-59,40-49,DEMOCRAT,40-49,,OMITS,EXPERIENCE,0.585
NATIONAL YELLOW,45.0,25.0,34.0,THIRD CALL,18-24,WHITE,MALE,NADER,HOWELL,,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,LESS15K,,LIBERAL,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,DEMOCRAT,18-24,,OMITS,EXPERIENCE,0.966
NATIONAL YELLOW,45.0,25.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,15-30K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,,OMITS,STRONGLEADER,0.54
NATIONAL YELLOW,45.0,25.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,,SOCIALSECUR,HONEST,0.511
NATIONAL YELLOW,45.0,25.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,,EDUCATION,GOODJUDGMENT,0.557
NATIONAL GREY,45.0,25.0,38.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HATCH,,,,,,,,INDEPEND,30-50K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,45-59,50-59,IND/OTHER,50-64,,,,0.557
NATIONAL GREY,45.0,25.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,,,,0.511
NATIONAL GREY,45.0,25.0,40.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,LESS15K,,MODERATE,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,,,,0.587
NATIONAL GREY,45.0,25.0,41.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,HOWELL,,,,,,,,DEMOCRAT,15-30K,,MODERATE,65+,,,NATIONAL,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,,,,0.789
NATIONAL PINK,45.0,25.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,HOWELL,,,,,,,,DEMOCRAT,50-75K,,LIBERAL,18-64,,,NATIONAL,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,,,,0.658
NATIONAL PINK,45.0,25.0,43.0,THIRD CALL,40-44,WHITE,FEMALE,OTHER,,,,,,,,,,LESS15K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,30-44,40-49,,40-49,,,,0.41300000000000003
NATIONAL PINK,45.0,25.0,44.0,THIRD CALL,60-64,HISP,FEMALE,GORE,HOWELL,,,,,,,,DEMOCRAT,30-50K,,LIBERAL,18-64,,,NATIONAL,SALTLAKECNTY,60+,60+,DEMOCRAT,50-64,,,,0.653
NATIONAL PINK,45.0,25.0,45.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,,,,0.587
NATIONAL PINK,45.0,25.0,46.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,,18-64,,,NATIONAL,SALTLAKECNTY,45-59,40-49,REPUBLICAN,40-49,,,,0.511
NATIONAL PINK,45.0,25.0,47.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,OVER100K,,CONSERV,18-64,,,NATIONAL,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,,,,0.587
STATE ONLY,45.0,29.0,1.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.178
STATE ONLY,45.0,29.0,2.0,FIRST CALL,75+,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,,OTHERCHRIST,MODERATE,65+,PROT/CHRIST,YES,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.035
STATE ONLY,45.0,29.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,NO,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.49
STATE ONLY,45.0,29.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,30-50K,NONE,MODERATE,18-64,NONE,YES,STATE,SALTLAKECNTY,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.49
STATE ONLY,45.0,29.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.163
STATE ONLY,45.0,29.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,15-30K,MORMON/LDS,MODERATE,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.587
STATE ONLY,45.0,29.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,OMITS,BUSH,DOLE,BETTER,OMITS,INDEPEND,30-50K,CATHOLIC,CONSERV,18-64,CATHOLIC,NO,STATE,SALTLAKECNTY,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.215
STATE ONLY,45.0,29.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.657
STATE ONLY,45.0,29.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.119
STATE ONLY,45.0,29.0,10.0,FIRST CALL,50-59,HISP,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,YES,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.085
STATE ONLY,45.0,29.0,11.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,HOWELL,LEAVITT,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,50-75K,NONE,LIBERAL,18-64,NONE,NO,STATE,SALTLAKECNTY,18-29,18-24,DEMOCRAT,18-24,NONE,,,1.512
STATE ONLY,45.0,29.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.215
STATE ONLY,45.0,29.0,13.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,LESS15K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.5270000000000001
STATE ONLY,45.0,29.0,14.0,FIRST CALL,18-24,WHITE,FEMALE,NADER,HATCH,LEAVITT,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,INDEPEND,OVER100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.725
STATE ONLY,45.0,29.0,15.0,FIRST CALL,75+,,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,50-75K,MORMON/LDS,MODERATE,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.035
STATE ONLY,45.0,29.0,16.0,FIRST CALL,75+,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,ELSE,15-30K,MORMON/LDS,MODERATE,65+,MORMON/LDS,NO,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.209
STATE ONLY,45.0,29.0,17.0,FIRST CALL,50-59,WHITE,MALE,BUCHANAN,,LEAVITT,DISAPPR,FAVORABLE,BUSH,PEROT,BETTER,DIS/FAV,REPUBLCN,15-30K,NONE,LIBERAL,18-64,NONE,YES,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,NONE,,,1.228
STATE ONLY,45.0,29.0,18.0,SECOND CALL,60-64,WHITE,,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,50-75K,CATHOLIC,MODERATE,18-64,CATHOLIC,NO,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,50-64,CATHOLIC,,,2.209
STATE ONLY,45.0,29.0,19.0,SECOND CALL,75+,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,,MORMON/LDS,CONSERV,65+,MORMON/LDS,NO,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.209
STATE ONLY,45.0,29.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,,CATHOLIC,,18-64,CATHOLIC,NO,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.49
STATE ONLY,45.0,29.0,21.0,SECOND CALL,75+,WHITE,FEMALE,OTHER,OTHER,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,30-50K,MORMON/LDS,LIBERAL,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,3.295
