VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,ATTEND,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,40.0,32.0,15.0,FIRST CALL,40-44,BLACK,FEMALE,NADER,CHAFEE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,TAXES,DOLE,SOMEONEELSE,MOSTLGL,WORSE,DIS/UNFAV,ELSE,SOMCOL/ASSOC,NONE,ONCEAWEEK,30-50K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,NONE,1.478
STATE ONLY,40.0,32.0,16.0,FIRST CALL,65-74,ASIAN,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,OTHER,SOMEONEELSE,MOSTLGL,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,JEWISH,ONCEAWEEK,15-30K,LIBERAL,65+,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,JEWISH,4.659
STATE ONLY,40.0,32.0,17.0,FIRST CALL,,,,BUCHANAN,,OMITS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,,,,,OMITS,,,,STATE,NOTCOMPLETE,SUBURBS,,,,,,0.116
STATE ONLY,40.0,32.0,18.0,SECOND CALL,40-44,BLACK,MALE,BUCHANAN,CHAFEE,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,DOLE,ME,MOSTLGL,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.154
STATE ONLY,40.0,32.0,19.0,SECOND CALL,45-49,ASIAN,FEMALE,BUCHANAN,WEYGAND,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,HEALTHCARE,DOLE,ME,ALWYSILL,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,JEWISH,ONCEAWEEK,75-100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,JEWISH,0.11900000000000001
STATE ONLY,40.0,32.0,20.0,SECOND CALL,40-44,WHITE,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,WOULDNOTVOTE,WORLDAFFAIRS,NOVOTE,NONE,ALWYSILL,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,AFEWAYEAR,75-100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,NONE,3.2560000000000002
STATE ONLY,40.0,32.0,21.0,SECOND CALL,45-49,OTHER,FEMALE,GORE,OTHER,APPROVE,UNFAVORABLE,BUSH,TAXES,NOVOTE,ME,ALWYSLGL,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,NEVER,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,NONE,3.193
STATE ONLY,40.0,32.0,22.0,SECOND CALL,50-59,WHITE,MALE,OTHER,,APPROVE,FAVORABLE,WOULDNOTVOTE,SOCIALSECUR,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,NEVER,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,2.441
STATE ONLY,40.0,32.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,NOVOTE,SOMEONEELSE,MOSTLGL,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,NEVER,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,NONE,2.809
STATE ONLY,40.0,32.0,24.0,SECOND CALL,30-39,BLACK,MALE,OTHER,OTHER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,ECON/JOBS,NOVOTE,SOMEONEELSE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,POSTGRAD,JEWISH,AFEWAYEAR,75-100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,JEWISH,2.982
STATE ONLY,40.0,32.0,25.0,SECOND CALL,40-44,BLACK,FEMALE,BUCHANAN,CHAFEE,APPROVE,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,ALWYSILL,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,0.163
STATE ONLY,40.0,32.0,26.0,SECOND CALL,40-44,WHITE,MALE,NADER,WEYGAND,APPROVE,FAVORABLE,WOULDNOTVOTE,ECON/JOBS,NOVOTE,SOMEONEELSE,MOSTLGL,SAME,APP/FAV,DEMOCRAT,NOHS,JEWISH,AFEWAYEAR,15-30K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,JEWISH,1.016
STATE ONLY,40.0,32.0,27.0,SECOND CALL,40-44,BLACK,MALE,BUSH,CHAFEE,DISAPPR,FAVORABLE,GORE,HEALTHCARE,PEROT,SOMEONEELSE,MOSTILL,WORSE,DIS/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,15-30K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,3.5
STATE ONLY,40.0,32.0,28.0,SECOND CALL,30-39,BLACK,FEMALE,BUCHANAN,CHAFEE,APPROVE,FAVORABLE,BUSH,HEALTHCARE,PEROT,ME,MOSTLGL,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.163
STATE ONLY,40.0,32.0,29.0,SECOND CALL,45-49,WHITE,MALE,GORE,,OMITS,OMITS,WOULDNOTVOTE,WORLDAFFAIRS,NOVOTE,SOMEONEELSE,MOSTLGL,SAME,OMITS,ELSE,,,NEVER,,,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,,3.157
STATE ONLY,40.0,32.0,30.0,SECOND CALL,45-49,HISP,FEMALE,BUCHANAN,WEYGAND,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,NOVOTE,ME,ALWYSLGL,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,NEVER,75-100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,NONE,0.153
STATE ONLY,40.0,32.0,31.0,SECOND CALL,45-49,BLACK,MALE,BUCHANAN,CHAFEE,APPROVE,FAVORABLE,WOULDNOTVOTE,ECON/JOBS,NOVOTE,ME,MOSTLGL,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,,NEVER,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,,0.154
STATE ONLY,40.0,32.0,32.0,SECOND CALL,18-24,HISP,FEMALE,BUSH,OTHER,APPROVE,FAVORABLE,WOULDNOTVOTE,HEALTHCARE,NOVOTE,SOMEONEELSE,MOSTLGL,SAME,APP/FAV,DEMOCRAT,NOHS,,NEVER,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,,3.9330000000000003
STATE ONLY,40.0,32.0,33.0,SECOND CALL,75+,ASIAN,FEMALE,OTHER,OTHER,APPROVE,UNFAVORABLE,GORE,TAXES,NOVOTE,MEANDSOMEONE,ALWYSLGL,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,JEWISH,OMITS,15-30K,LIBERAL,65+,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,JEWISH,3.332
STATE ONLY,40.0,32.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,WOULDNOTVOTE,HEALTHCARE,NOVOTE,SOMEONEELSE,MOSTLGL,WORSE,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,NEVER,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,NONE,3.218
STATE ONLY,40.0,32.0,35.0,THIRD CALL,40-44,BLACK,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,MEANDSOMEONE,MOSTILL,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,JEWISH,AFEWAMONTH,75-100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,JEWISH,3.5
STATE ONLY,40.0,32.0,36.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,SOMEONEELSE,MOSTILL,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,CATHOLIC,2.65
STATE ONLY,40.0,32.0,37.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,TAXES,NOVOTE,SOMEONEELSE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,HSGRAD,JEWISH,ONCEAWEEK,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,JEWISH,4.418
STATE ONLY,40.0,32.0,38.0,THIRD CALL,45-49,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,NOVOTE,MEANDSOMEONE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,COLGRAD,ELSE,AFEWAYEAR,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,OTHER,2.733
STATE ONLY,40.0,36.0,1.0,FIRST CALL,75+,WHITE,MALE,GORE,WEYGAND,DISAPPR,OMITS,GORE,SOCIALSECUR,OTHER,NONE,MOSTLGL,SAME,OMITS,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,LESS15K,CONSERV,65+,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,CATHOLIC,0.557
STATE ONLY,40.0,36.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,ME,ALWYSLGL,WORSE,APP/FAV,ELSE,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.436
STATE ONLY,40.0,36.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,ALWYSLGL,WORSE,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.436
STATE ONLY,40.0,36.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,WEYGAND,OMITS,UNFAVORABLE,GORE,SOCIALSECUR,OTHER,NONE,MOSTLGL,SAME,OMITS,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,LESS15K,MODERATE,65+,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,CATHOLIC,0.591
STATE ONLY,40.0,36.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,MORETHAN1AWK,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.367
STATE ONLY,40.0,36.0,6.0,SECOND CALL,65-74,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,CONSERV,65+,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,65+,CATHOLIC,0.503
STATE ONLY,40.0,36.0,7.0,SECOND CALL,50-59,WHITE,MALE,BUSH,WEYGAND,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.34600000000000003
STATE ONLY,40.0,36.0,8.0,SECOND CALL,18-24,WHITE,MALE,NADER,,APPROVE,UNFAVORABLE,WOULDNOTVOTE,MEDICARE/RX,NOVOTE,NONE,ALWYSLGL,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,NEVER,LESS15K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,0.165
STATE ONLY,40.0,36.0,9.0,SECOND CALL,40-44,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,0.371
STATE ONLY,40.0,36.0,10.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,NONE,ALWYSLGL,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,0.501
STATE ONLY,40.0,36.0,11.0,SECOND CALL,60-64,WHITE,MALE,BUSH,CHAFEE,APPROVE,FAVORABLE,BUSH,SOCIALSECUR,CLINTON,NONE,ALWYSILL,BETTER,APP/FAV,REPUBLCN,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,50-64,CATHOLIC,0.503
STATE ONLY,40.0,36.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,ONCEAWEEK,15-30K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,OTHER,0.436
STATE ONLY,40.0,36.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,ALWYSILL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.436
STATE ONLY,40.0,36.0,14.0,SECOND CALL,18-24,BLACK,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,NEVER,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,NONE,0.605
STATE ONLY,40.0,36.0,15.0,SECOND CALL,18-24,HISP,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,NEVER,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,0.605
STATE ONLY,40.0,36.0,16.0,SECOND CALL,40-44,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,ALWYSLGL,WORSE,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.41200000000000003
STATE ONLY,40.0,36.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.394
STATE ONLY,40.0,36.0,18.0,SECOND CALL,50-59,WHITE,MALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.34600000000000003
STATE ONLY,40.0,36.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,NONE,MOSTILL,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.394
STATE ONLY,40.0,36.0,20.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.56
STATE ONLY,40.0,36.0,21.0,SECOND CALL,40-44,WHITE,MALE,BUCHANAN,,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,PEROT,NONE,ALWYSILL,BETTER,APP/UNFAV,ELSE,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.016
STATE ONLY,40.0,36.0,22.0,SECOND CALL,60-64,BLACK,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,ALWYSILL,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,50-64,CATHOLIC,0.714
STATE ONLY,40.0,36.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,BUCHANAN,,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,ECON/JOBS,PEROT,NONE,ALWYSILL,BETTER,DIS/UNFAV,ELSE,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.017
STATE ONLY,40.0,36.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,ALWYSILL,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,CONSERV,65+,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.533
STATE ONLY,40.0,36.0,25.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,SOMEONEELSE,ALWYSILL,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.436
STATE ONLY,40.0,36.0,26.0,SECOND CALL,30-39,HISP,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,DEMOCRAT,,CATHOLIC,ONCEAWEEK,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.528
STATE ONLY,40.0,36.0,27.0,SECOND CALL,40-44,ASIAN,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,NONE,ALWYSILL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,AFEWAMONTH,50-75K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,OTHER,0.436
STATE ONLY,40.0,36.0,28.0,SECOND CALL,30-39,ASIAN,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,,ELSE,MORETHAN1AWK,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,OTHER,0.41200000000000003
STATE ONLY,40.0,36.0,29.0,SECOND CALL,40-44,BLACK,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,ALWYSILL,WORSE,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.528
STATE ONLY,40.0,36.0,30.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,CLINTON,NONE,ALWYSILL,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,0.451
STATE ONLY,40.0,36.0,31.0,SECOND CALL,50-59,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,ALWYSILL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,0.41200000000000003
STATE ONLY,40.0,36.0,32.0,SECOND CALL,30-39,HISP,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,ALWYSILL,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.56
STATE ONLY,40.0,36.0,33.0,SECOND CALL,50-59,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,NONE,ALWYSILL,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.371
STATE ONLY,40.0,36.0,34.0,SECOND CALL,25-29,WHITE,FEMALE,NADER,WEYGAND,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,WORLDAFFAIRS,OTHER,NONE,ALWYSLGL,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,NONE,NEVER,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,25-29,IND/OTHER,25-29,NONE,0.168
STATE ONLY,40.0,36.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.436
STATE ONLY,40.0,36.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,NOVOTE,NONE,ALWYSILL,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,AFEWAMONTH,15-30K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,0.451
STATE ONLY,40.0,36.0,37.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,50-64,CATHOLIC,0.496
STATE ONLY,40.0,36.0,38.0,THIRD CALL,60-64,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,ALWYSILL,WORSE,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,0.557
STATE ONLY,40.0,36.0,39.0,THIRD CALL,18-24,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,NEVER,15-30K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,NONE,0.47200000000000003
STATE ONLY,40.0,36.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,ALWYSILL,SAME,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.436
STATE ONLY,40.0,36.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,ALWYSILL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,15-30K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,0.436
