VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPCO20,PROPCO22,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,6.0,17.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,1.7610000000000001
STATE ONLY,6.0,17.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,1.7890000000000001
STATE ONLY,6.0,17.0,17.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,HEALTHCARE,NO,PEROT,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,OTHER,,,1.487
STATE ONLY,6.0,17.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,TAXES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.696
STATE ONLY,6.0,17.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,SOCIALSECUR,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.696
STATE ONLY,6.0,17.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,ECON/JOBS,NO,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,1.741
STATE ONLY,6.0,17.0,21.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,HEALTHCARE,NO,DOLE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,1.562
STATE ONLY,6.0,17.0,22.0,SECOND CALL,30-39,ASIAN,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,YES,MEDICARE/RX,YES,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,IND/OTHER,30-39,NO,ASIAN,CATHOLIC,,,1.696
STATE ONLY,6.0,17.0,23.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,1.538
STATE ONLY,6.0,17.0,24.0,SECOND CALL,25-29,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,YES,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/UNFAV,ELSE,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,,,1.9040000000000001
STATE ONLY,6.0,17.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,NO,TAXES,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,1.463
STATE ONLY,6.0,17.0,26.0,THIRD CALL,25-29,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,,,1.282
STATE ONLY,6.0,17.0,27.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,OMITS,NO,DOLE,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,1.562
STATE ONLY,6.0,17.0,28.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,YES,MEDICARE/RX,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,,1.855
STATE ONLY,6.0,17.0,29.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,EDUCATION,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.696
STATE ONLY,6.0,17.0,30.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,TAXES,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,1.561
STATE ONLY,6.0,20.0,1.0,FIRST CALL,40-44,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,NO,SOCIALSECUR,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,DEMOCRAT,40-49,NO,HISP,CATHOLIC,,,1.489
STATE ONLY,6.0,20.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.317
STATE ONLY,6.0,20.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,OMITS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.383
STATE ONLY,6.0,20.0,4.0,FIRST CALL,,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,,,SOCIALSECUR,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,,,STATE,COMPLETE,PLAINSREPS,,,DEMOCRAT,,,HISP,CATHOLIC,,,1.6400000000000001
STATE ONLY,6.0,20.0,5.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,,,2.1310000000000002
STATE ONLY,6.0,20.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.383
STATE ONLY,6.0,20.0,7.0,FIRST CALL,45-49,WHITE,MALE,NADER,APPROVE,FAVORABLE,GORE,NO,YES,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,75-100K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,,,1.032
STATE ONLY,6.0,20.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,,,1.714
STATE ONLY,6.0,20.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,SOCIALSECUR,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,65+,STATE,COMPLETE,PLAINSREPS,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,,,1.687
STATE ONLY,6.0,20.0,10.0,FIRST CALL,75+,WHITE,MALE,BUSH,OMITS,OMITS,OMITS,NO,NO,WORLDAFFAIRS,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,PLAINSREPS,60+,60+,,65+,NO,WHITE,,,,1.731
STATE ONLY,6.0,20.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,OMITS,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.282
STATE ONLY,6.0,20.0,12.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,TAXES,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.936
STATE ONLY,6.0,20.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,OMITS,BUSH,NO,NO,OMITS,NO,CLINTON,SAME,OMITS,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,1.317
STATE ONLY,6.0,20.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,HEALTHCARE,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,2.083
STATE ONLY,6.0,20.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,OMITS,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.317
STATE ONLY,6.0,20.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,OMITS,OMITS,BUSH,NO,NO,ECON/JOBS,NO,PEROT,WORSE,OMITS,INDEPEND,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,1.317
STATE ONLY,6.0,20.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,,1.281
STATE ONLY,6.0,20.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,2.0300000000000002
STATE ONLY,6.0,20.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,YES,HEALTHCARE,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.546
STATE ONLY,6.0,20.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,TAXES,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.347
STATE ONLY,6.0,20.0,21.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,MEDICARE/RX,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,,CONSERV,65+,STATE,COMPLETE,PLAINSREPS,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,1.936
STATE ONLY,6.0,20.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,1.727
STATE ONLY,6.0,20.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,HEALTHCARE,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.317
STATE ONLY,6.0,20.0,24.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,NO,YES,EDUCATION,NO,DOLE,SAME,OMITS,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.936
STATE ONLY,6.0,20.0,25.0,THIRD CALL,50-59,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,TAXES,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,REPUBLICAN,50-64,YES,HISP,CATHOLIC,,,1.026
STATE ONLY,6.0,20.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,2.0300000000000002
STATE ONLY,6.0,20.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,,OMITS,OMITS,OMITS,YES,YES,OMITS,NO,OMITS,BETTER,OMITS,INDEPEND,COLGRAD,OTHERCHRIST,,,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,1.594
STATE ONLY,6.0,20.0,28.0,THIRD CALL,50-59,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,REPUBLICAN,50-64,YES,HISP,CATHOLIC,,,1.16
STATE ONLY,6.0,20.0,29.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.383
STATE ONLY,6.0,20.0,30.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,TAXES,NO,CLINTON,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,1.383
STATE ONLY,6.0,20.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,EDUCATION,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,NONE,OVER100K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,,1.546
STATE ONLY,6.0,20.0,32.0,THIRD CALL,30-39,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,NO,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,ELSE,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,IND/OTHER,30-39,NO,OTHER,OTHER,,,1.364
STATE ONLY,6.0,20.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,IND/OTHER,50-64,,WHITE,CATHOLIC,,,2.0300000000000002
STATE ONLY,6.0,20.0,34.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,,,2.1310000000000002
STATE ONLY,6.0,20.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,ECON/JOBS,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.282
STATE ONLY,6.0,20.0,36.0,THIRD CALL,45-49,,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,WORLDAFFAIRS,OMITS,DOLE,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,,,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,IND/OTHER,40-49,,,,,,1.546
STATE ONLY,6.0,21.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,1.065
STATE ONLY,6.0,21.0,2.0,FIRST CALL,45-49,HISP,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,YES,ECON/JOBS,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,ELSE,75-100K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,REPUBLICAN,40-49,YES,WHITE,OTHER,,,1.2590000000000001
STATE ONLY,6.0,21.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,1.61
STATE ONLY,6.0,21.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.985
STATE ONLY,6.0,21.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,,1.065
STATE ONLY,6.0,21.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,YES,EDUCATION,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,1.536
STATE ONLY,6.0,21.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,YES,ECON/JOBS,YES,CLINTON,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.536
STATE ONLY,6.0,21.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.372
STATE ONLY,6.0,21.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,TAXES,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,1.573
STATE ONLY,6.0,21.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,1.065
STATE ONLY,6.0,21.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,1.065
STATE ONLY,6.0,21.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,,,1.336
STATE ONLY,6.0,21.0,13.0,SECOND CALL,45-49,ASIAN,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,WORLDAFFAIRS,NO,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,IND/OTHER,40-49,NO,ASIAN,OTHER,,,1.61
STATE ONLY,6.0,21.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.341
