VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATAZ,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,3.0,24.0,16.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,,0.872
STATE ONLY,3.0,24.0,17.0,SECOND CALL,65-74,HISP,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,OMITS,ECON/JOBS,CLINTON,BETTER,APP/FAV,,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,,HISP,CATHOLIC,,,1.062
STATE ONLY,3.0,24.0,18.0,SECOND CALL,75+,HISP,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,CATHOLIC,30-50K,CONSERV,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,YES,HISP,CATHOLIC,,,1.024
STATE ONLY,3.0,24.0,19.0,SECOND CALL,30-39,HISP,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,0.872
STATE ONLY,3.0,24.0,20.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,,,1.062
STATE ONLY,3.0,24.0,21.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,NOHS,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,,,1.584
STATE ONLY,3.0,24.0,22.0,SECOND CALL,60-64,HISP,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,1.024
STATE ONLY,3.0,24.0,23.0,SECOND CALL,60-64,HISP,FEMALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,LESS,OMITS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,1.062
STATE ONLY,3.0,24.0,24.0,SECOND CALL,75+,BLACK,MALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,OTHERCHRIST,75-100K,LIBERAL,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,,,1.024
STATE ONLY,3.0,24.0,25.0,SECOND CALL,40-44,HISP,MALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,WORSE,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,DEMOCRAT,40-49,YES,HISP,PROT/CHRIST,,,0.84
STATE ONLY,3.0,24.0,26.0,SECOND CALL,60-64,HISP,FEMALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,1.062
STATE ONLY,3.0,24.0,27.0,SECOND CALL,65-74,HISP,FEMALE,BUSH,KYL,OMITS,UNFAVORABLE,BUSH,OMITS,MEDICARE/RX,DOLE,WORSE,OMITS,,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,YES,HISP,PROT/CHRIST,,,1.397
STATE ONLY,3.0,24.0,28.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,KYL,OMITS,OMITS,GORE,LESS,EDUCATION,CLINTON,BETTER,OMITS,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,,0.872
STATE ONLY,3.0,24.0,29.0,SECOND CALL,45-49,,MALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,OMITS,OMITS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,IND/OTHER,40-49,,,,,,1.228
STATE ONLY,3.0,24.0,30.0,SECOND CALL,75+,WHITE,MALE,BUCHANAN,DIDNOTVOTE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,HEALTHCARE,CLINTON,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,,,0.78
STATE ONLY,3.0,24.0,31.0,SECOND CALL,65-74,HISP,MALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,DOLE,BETTER,APP/UNFAV,NO,DEMOCRAT,,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,,HISP,CATHOLIC,,,1.024
STATE ONLY,3.0,24.0,32.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,,1.062
STATE ONLY,3.0,24.0,33.0,THIRD CALL,40-44,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,OMITS,SAME,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,IND/OTHER,40-49,NO,BLACK,PROT/CHRIST,,,0.84
STATE ONLY,3.0,24.0,34.0,THIRD CALL,30-39,HISP,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,0.872
STATE ONLY,3.0,24.0,35.0,THIRD CALL,50-59,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.613
STATE ONLY,3.0,24.0,36.0,THIRD CALL,30-39,HISP,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,TAXES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,0.872
STATE ONLY,3.0,24.0,37.0,THIRD CALL,50-59,HISP,FEMALE,BUSH,KYL,APPROVE,UNFAVORABLE,BUSH,LESS,OMITS,NOVOTE,WORSE,APP/UNFAV,NO,INDEPEND,NOHS,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,,HISP,CATHOLIC,,,1.1460000000000001
STATE ONLY,3.0,24.0,38.0,THIRD CALL,30-39,HISP,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,0.872
STATE ONLY,3.0,24.0,39.0,THIRD CALL,50-59,HISP,MALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,0.84
STATE ONLY,3.0,24.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,DIDNOTVOTE,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,IND/OTHER,30-39,NO,BLACK,PROT/CHRIST,,,0.872
STATE ONLY,3.0,24.0,41.0,THIRD CALL,60-64,HISP,MALE,GORE,DIDNOTVOTE,APPROVE,OMITS,GORE,MORE,SOCIALSECUR,CLINTON,SAME,OMITS,NO,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,1.024
STATE ONLY,3.0,27.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.8300000000000001
STATE ONLY,3.0,27.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,,,1.09
STATE ONLY,3.0,27.0,3.0,FIRST CALL,40-44,ASIAN,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,IND/OTHER,40-49,NO,ASIAN,OTHER,,,0.8300000000000001
STATE ONLY,3.0,27.0,4.0,FIRST CALL,45-49,WHITE,MALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.8
STATE ONLY,3.0,27.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.09
STATE ONLY,3.0,27.0,6.0,FIRST CALL,,WHITE,MALE,NADER,KYL,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,NOVOTE,SAME,DIS/UNFAV,NO,INDEPEND,POSTGRAD,OTHERCHRIST,75-100K,LIBERAL,,STATE,COMPLETE,MARICOPA,,,IND/OTHER,,NO,WHITE,PROT/CHRIST,,,0.534
STATE ONLY,3.0,27.0,7.0,FIRST CALL,25-29,HISP,FEMALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,PEROT,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,IND/OTHER,25-29,YES,HISP,CATHOLIC,,,0.928
STATE ONLY,3.0,27.0,8.0,FIRST CALL,30-39,WHITE,MALE,GORE,OTHER,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,,0.8
STATE ONLY,3.0,27.0,9.0,FIRST CALL,45-49,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.051
STATE ONLY,3.0,27.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,KYL,DISAPPR,OMITS,BUSH,LESS,TAXES,DOLE,WORSE,OMITS,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.051
STATE ONLY,3.0,27.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,KYL,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,SAME,APP/FAV,NO,INDEPEND,POSTGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,1.09
STATE ONLY,3.0,27.0,12.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,LESS,MEDICARE/RX,CLINTON,BETTER,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,1.0110000000000001
STATE ONLY,3.0,27.0,13.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,PEROT,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,1.09
STATE ONLY,3.0,27.0,14.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,NO,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,3.0,27.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DIDNOTVOTE,APPROVE,UNFAVORABLE,GORE,OMITS,EDUCATION,PEROT,SAME,APP/UNFAV,NO,,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,,50-64,NO,WHITE,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,3.0,27.0,16.0,SECOND CALL,65-74,WHITE,MALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,0.975
STATE ONLY,3.0,27.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,KYL,OMITS,OMITS,OMITS,LESS,WORLDAFFAIRS,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,MARICOPA,45-59,50-59,,50-64,NO,WHITE,,,,1.051
STATE ONLY,3.0,27.0,18.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,BETTER,DIS/UNFAV,YES,INDEPEND,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,1.09
STATE ONLY,3.0,27.0,19.0,SECOND CALL,40-44,WHITE,MALE,NADER,OTHER,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,ELSE,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,IND/OTHER,40-49,NO,WHITE,OTHER,,,0.534
STATE ONLY,3.0,27.0,20.0,SECOND CALL,30-39,OTHER,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,OTHER,CATHOLIC,,,1.09
STATE ONLY,3.0,27.0,21.0,SECOND CALL,30-39,WHITE,MALE,BUSH,KYL,APPROVE,FAVORABLE,BUSH,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,1.051
STATE ONLY,3.0,27.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,1.0110000000000001
STATE ONLY,3.0,27.0,23.0,SECOND CALL,50-59,WHITE,MALE,BUSH,KYL,APPROVE,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,SAME,APP/UNFAV,NO,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,1.051
STATE ONLY,3.0,27.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,YES,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,CONSERV,65+,STATE,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,1.329
STATE ONLY,3.0,27.0,25.0,SECOND CALL,45-49,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.051
STATE ONLY,3.0,27.0,26.0,SECOND CALL,30-39,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,1.051
STATE ONLY,3.0,27.0,27.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NOVOTE,BETTER,DIS/UNFAV,NO,INDEPEND,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,1.329
STATE ONLY,3.0,27.0,28.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,KYL,APPROVE,OMITS,GORE,LESS,OMITS,CLINTON,BETTER,OMITS,NO,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,3.0,27.0,29.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,,,1.032
STATE ONLY,3.0,27.0,30.0,SECOND CALL,75+,WHITE,MALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,TAXES,DOLE,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,,,0.975
STATE ONLY,3.0,27.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,1.0110000000000001
STATE ONLY,3.0,27.0,32.0,SECOND CALL,40-44,WHITE,FEMALE,NADER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,WORLDAFFAIRS,CLINTON,SAME,DIS/UNFAV,YES,INDEPEND,POSTGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,0.554
STATE ONLY,3.0,27.0,33.0,SECOND CALL,30-39,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.051
STATE ONLY,3.0,27.0,34.0,SECOND CALL,30-39,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,OTHER,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,,1.051
STATE ONLY,3.0,27.0,35.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,,,0.8300000000000001
STATE ONLY,3.0,27.0,36.0,SECOND CALL,30-39,,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,,,1.09
STATE ONLY,3.0,27.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,OTHER,,,1.09
STATE ONLY,3.0,27.0,38.0,THIRD CALL,40-44,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,OMITS,DIS/UNFAV,YES,REPUBLCN,COLGRAD,,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,,,1.051
STATE ONLY,3.0,27.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,1.09
STATE ONLY,3.0,27.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,WORSE,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.09
STATE ONLY,3.0,27.0,41.0,THIRD CALL,50-59,HISP,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,TAXES,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,YES,WHITE,PROT/CHRIST,,,0.5680000000000001
