VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,GORETN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,43.0,31.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,HONEST,YES,DOLE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.726
STATE ONLY,43.0,31.0,13.0,FIRST CALL,65-74,WHITE,MALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,EXPERIENCE,NO,CLINTON,WORSE,APP/FAV,SOMEWHAT,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.723
STATE ONLY,43.0,31.0,14.0,FIRST CALL,60-64,WHITE,MALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,COMPLEXISSUE,NO,DOLE,SAME,APP/UNFAV,NOTATALL,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.73
STATE ONLY,43.0,31.0,15.0,SECOND CALL,40-44,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,OMITS,OMITS,HONEST,OMITS,CLINTON,OMITS,APP/FAV,OMITS,,HSGRAD,,,,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,,40-49,,,,0.7000000000000001
STATE ONLY,43.0,31.0,16.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,EXPERIENCE,YES,CLINTON,SAME,APP/FAV,NOTATALL,INDEPEND,,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.664
STATE ONLY,43.0,31.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,OMITS,OMITS,COMPLEXISSUE,OMITS,NOVOTE,BETTER,APP/UNFAV,SOMEWHAT,,SOMCOL/ASSOC,,,,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,,25-29,,,,0.719
STATE ONLY,43.0,31.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,HONEST,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,NOHS,NONE,15-30K,MODERATE,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,NONE,,,0.675
STATE ONLY,43.0,31.0,19.0,SECOND CALL,30-39,BLACK,MALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,NOTATALL,ELSE,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,IND/OTHER,30-39,NONE,,,0.7030000000000001
STATE ONLY,43.0,31.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,STRONGLEADER,YES,DOLE,WORSE,DIS/UNFAV,NOTATALL,REPUBLCN,HSGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.682
STATE ONLY,43.0,31.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,HONEST,NO,CLINTON,BETTER,APP/FAV,SOMEWHAT,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.719
STATE ONLY,43.0,31.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,GOODJUDGMENT,OMITS,DOLE,WORSE,DIS/UNFAV,SOMEWHAT,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.778
STATE ONLY,43.0,31.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,CARES,NO,CLINTON,SAME,APP/FAV,NOTATALL,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.656
STATE ONLY,43.0,31.0,24.0,SECOND CALL,40-44,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NOTTOOIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.7000000000000001
STATE ONLY,43.0,31.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,OMITS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.667
STATE ONLY,43.0,31.0,26.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,FRIST,DISAPPR,UNFAVORABLE,GORE,LESS,HEALTHCARE,EXPERIENCE,YES,NOVOTE,WORSE,DIS/UNFAV,SOMEWHAT,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.727
STATE ONLY,43.0,31.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,EXPERIENCE,NO,CLINTON,SAME,APP/FAV,SOMEWHAT,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.719
STATE ONLY,43.0,31.0,28.0,THIRD CALL,50-59,WHITE,MALE,GORE,CLARK,OMITS,OMITS,OMITS,MORE,SOCIALSECUR,CARES,NO,OMITS,OMITS,,VERYIMP,,,,,,18-64,STATE,NOTCOMPLETE,CENTRAL/WEST,45-59,50-59,,50-64,,,,0.7000000000000001
STATE ONLY,43.0,31.0,29.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,FRIST,APPROVE,FAVORABLE,BUSH,MORE,HEALTHCARE,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,SOMEWHAT,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.735
STATE ONLY,43.0,31.0,30.0,THIRD CALL,40-44,WHITE,MALE,BUSH,FRIST,APPROVE,FAVORABLE,BUSH,LESS,TAXES,GOODJUDGMENT,NO,DOLE,BETTER,APP/FAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.778
STATE ONLY,43.0,31.0,31.0,THIRD CALL,18-24,BLACK,,GORE,CLARK,DISAPPR,FAVORABLE,GORE,MORE,TAXES,CARES,YES,CLINTON,BETTER,DIS/FAV,VERYIMP,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.646
STATE ONLY,43.0,31.0,32.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CLARK,OMITS,OMITS,GORE,OMITS,OMITS,OMITS,OMITS,OMITS,BETTER,OMITS,OMITS,,HSGRAD,OTHERCHRIST,30-50K,,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,,40-49,PROT/CHRIST,,,0.653
STATE ONLY,43.0,31.0,33.0,THIRD CALL,65-74,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.656
STATE ONLY,43.0,31.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,FRIST,DISAPPR,OMITS,BUSH,MORE,WORLDAFFAIRS,GOODJUDGMENT,YES,OMITS,BETTER,OMITS,NOTATALL,REPUBLCN,NOHS,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.726
STATE ONLY,43.0,31.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.727
STATE ONLY,43.0,31.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,FRIST,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,LIKEABLE,NO,CLINTON,BETTER,DIS/UNFAV,NOTATALL,DEMOCRAT,NOHS,,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,,,,0.727
STATE ONLY,43.0,31.0,37.0,THIRD CALL,25-29,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,OMITS,STRONGLEADER,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.708
STATE ONLY,43.0,31.0,38.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NOTATALL,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.735
STATE ONLY,43.0,31.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.726
STATE ONLY,43.0,31.0,40.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CARES,OMITS,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.594
STATE ONLY,43.0,31.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,OMITS,YES,NOVOTE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,NOHS,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.718
STATE ONLY,43.0,31.0,42.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,MEDICARE/RX,GOODJUDGMENT,NO,CLINTON,WORSE,APP/FAV,SOMEWHAT,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.612
STATE ONLY,43.0,31.0,43.0,THIRD CALL,50-59,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,HONEST,NO,CLINTON,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.7000000000000001
STATE ONLY,43.0,31.0,44.0,THIRD CALL,25-29,WHITE,MALE,BUSH,CLARK,APPROVE,FAVORABLE,BUSH,MORE,EDUCATION,HONEST,NO,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,NOHS,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.715
STATE ONLY,43.0,31.0,45.0,THIRD CALL,65-74,WHITE,MALE,GORE,FRIST,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,HONEST,NO,DOLE,SAME,APP/UNFAV,SOMEWHAT,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,CONSERV,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.723
STATE ONLY,43.0,32.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,FRIST,APPROVE,FAVORABLE,BUSH,MORE,MEDICARE/RX,CARES,NO,CLINTON,SAME,APP/FAV,NOTATALL,INDEPEND,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.506
STATE ONLY,43.0,32.0,3.0,FIRST CALL,60-64,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,MORE,SOCIALSECUR,STRONGLEADER,OMITS,DOLE,WORSE,DIS/UNFAV,NOTATALL,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.509
STATE ONLY,43.0,32.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.541
STATE ONLY,43.0,32.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,HONEST,YES,DOLE,WORSE,DIS/UNFAV,NOTATALL,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.541
STATE ONLY,43.0,32.0,6.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,NOTATALL,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.421
STATE ONLY,43.0,32.0,7.0,FIRST CALL,65-74,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.46
STATE ONLY,43.0,32.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,STRONGLEADER,NO,NOVOTE,SAME,APP/FAV,NOTATALL,DEMOCRAT,NOHS,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.457
STATE ONLY,43.0,32.0,9.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CARES,YES,CLINTON,BETTER,APP/FAV,OMITS,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.41500000000000004
STATE ONLY,43.0,32.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,HONEST,NO,CLINTON,BETTER,APP/FAV,OMITS,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.457
STATE ONLY,43.0,32.0,11.0,FIRST CALL,30-39,WHITE,MALE,GORE,CLARK,APPROVE,OMITS,GORE,OMITS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,OMITS,NOTATALL,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.49
STATE ONLY,43.0,32.0,12.0,FIRST CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.541
STATE ONLY,43.0,32.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,STRONGLEADER,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.541
STATE ONLY,43.0,32.0,14.0,FIRST CALL,25-29,OTHER,MALE,BUCHANAN,CLARK,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,COMPLEXISSUE,YES,NOVOTE,BETTER,DIS/UNFAV,SOMEWHAT,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.314
STATE ONLY,43.0,32.0,15.0,SECOND CALL,45-49,WHITE,MALE,BUSH,FRIST,APPROVE,FAVORABLE,BUSH,MORE,SOCIALSECUR,STRONGLEADER,NO,PEROT,BETTER,APP/FAV,NOTATALL,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,IND/OTHER,40-49,NONE,,,0.541
STATE ONLY,43.0,32.0,16.0,SECOND CALL,60-64,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,OMITS,MEDICARE/RX,CARES,YES,CLINTON,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.499
STATE ONLY,43.0,32.0,17.0,SECOND CALL,18-24,WHITE,MALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,GOODJUDGMENT,YES,NOVOTE,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.543
STATE ONLY,43.0,32.0,18.0,SECOND CALL,40-44,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,HONEST,YES,DOLE,SAME,DIS/UNFAV,NOTATALL,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.541
STATE ONLY,43.0,32.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,INDEPEND,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.541
STATE ONLY,43.0,32.0,20.0,SECOND CALL,18-24,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,GOODJUDGMENT,NO,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.548
STATE ONLY,43.0,32.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,LESS,HEALTHCARE,EXPERIENCE,NO,CLINTON,BETTER,APP/UNFAV,NOTATALL,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.457
STATE ONLY,43.0,32.0,22.0,SECOND CALL,45-49,WHITE,MALE,GORE,,OMITS,OMITS,OMITS,MORE,ECON/JOBS,CARES,YES,OMITS,OMITS,,VERYIMP,,,,,,18-64,STATE,NOTCOMPLETE,CENTRAL/WEST,45-59,40-49,,40-49,,,,0.531
STATE ONLY,43.0,32.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.541
STATE ONLY,43.0,32.0,24.0,THIRD CALL,18-24,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CARES,NO,NOVOTE,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.451
STATE ONLY,43.0,32.0,25.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,FRIST,DISAPPR,FAVORABLE,BUSH,LESS,OMITS,GOODJUDGMENT,YES,CLINTON,BETTER,DIS/FAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.512
STATE ONLY,43.0,32.0,26.0,THIRD CALL,50-59,WHITE,MALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,CARES,YES,CLINTON,BETTER,APP/UNFAV,NOTATALL,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.49
STATE ONLY,43.0,32.0,27.0,THIRD CALL,25-29,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,VERYIMP,INDEPEND,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.494
STATE ONLY,43.0,32.0,28.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,OTHER,DISAPPR,UNFAVORABLE,GORE,LESS,ECON/JOBS,LIKEABLE,NO,NOVOTE,SAME,DIS/UNFAV,NOTTOOIMP,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.5050000000000001
STATE ONLY,43.0,32.0,29.0,THIRD CALL,25-29,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,CARES,YES,OTHER,BETTER,DIS/UNFAV,NOTATALL,INDEPEND,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.548
STATE ONLY,43.0,32.0,30.0,THIRD CALL,18-24,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,WORSE,APP/FAV,SOMEWHAT,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.451
STATE ONLY,43.0,32.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,SAME,APP/UNFAV,SOMEWHAT,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.496
