VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,WORK,ROBB,PARTYID,UNFAIRVA,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TIMEVAS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,47.0,22.0,17.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,ROBB,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,SOCIALSECUR,STRONGLEADER,YES,OMITS,OMITS,,,RIGHTAMT,,ALLENDID,10-50K,,,OMITS,,,,,18-64,OMITS,BEFORE,STATE,NOTCOMPLETE,EST/RICHMOND,60+,60+,,50-64,,OMITS,OMITS,OMITS,,,1.346
STATE ONLY,47.0,22.0,18.0,SECOND CALL,50-59,BLACK,MALE,GORE,ROBB,APPROVE,OMITS,GORE,MORE,SMCITY/RURAL,ECON/JOBS,CARES,YES,CLINTON,BETTER,OMITS,YES,RIGHTAMT,DEMOCRAT,ALLENDID,10-50K,POSTGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,EST/RICHMOND,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,0.847
STATE ONLY,47.0,22.0,19.0,SECOND CALL,75+,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,OMITS,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,OMITS,CLINTON,BETTER,APP/FAV,NO,RIGHTAMT,INDEPEND,ALLENDID,10-50K,POSTGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,LIBERAL,65+,REDUCNATDEBT,BEFORE,STATE,COMPLETE,EST/RICHMOND,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.346
STATE ONLY,47.0,22.0,20.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,YES,CLINTON,BETTER,APP/FAV,NO,RIGHTAMT,DEMOCRAT,BOTHDID,10-50K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,EST/RICHMOND,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.9
STATE ONLY,47.0,22.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,OMITS,STRONGLEADER,OMITS,NOVOTE,SAME,DIS/UNFAV,YES,TOOOFTEN,,ROBBDID,10-50K,SOMCOL/ASSOC,CATHOLIC,NEVER,50-75K,NO,NO,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,EST/RICHMOND,30-44,30-39,,30-39,CATHOLIC,OMITS,BOTH,PERSONALQUAL,,,0.87
STATE ONLY,47.0,22.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,RIGHTAMT,REPUBLCN,BOTHDID,10-50K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,EST/RICHMOND,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.87
STATE ONLY,47.0,22.0,23.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,STRONGLEADER,NO,CLINTON,SAME,APP/FAV,YES,RIGHTAMT,DEMOCRAT,BOTHDID,10-50K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,,YES,YES,CONSERV,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,EST/RICHMOND,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.886
STATE ONLY,47.0,22.0,24.0,SECOND CALL,65-74,HISP,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,YES,CLINTON,SAME,APP/FAV,NO,RIGHTAMT,DEMOCRAT,OMITS,10-50K,NOHS,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,CONSERV,65+,CUTFEDINCTAX,LASTWEEK,STATE,COMPLETE,EST/RICHMOND,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,1.346
STATE ONLY,47.0,22.0,25.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,LIKEABLE,YES,CLINTON,SAME,APP/FAV,NO,RIGHTAMT,DEMOCRAT,ALLENDID,10-50K,,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,,18-64,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,EST/RICHMOND,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,1.346
STATE ONLY,47.0,22.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,ALLEN,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,MEDICARE/RX,HONEST,NO,CLINTON,SAME,APP/FAV,YES,TOOOFTEN,REPUBLCN,ALLENDID,10-50K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,EST/RICHMOND,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.898
STATE ONLY,47.0,22.0,27.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,YES,CLINTON,BETTER,APP/FAV,,RIGHTAMT,DEMOCRAT,ALLENDID,10-50K,NOHS,ELSE,ONCEAWEEK,15-30K,NO,NO,,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,EST/RICHMOND,60+,60+,DEMOCRAT,50-64,OTHER,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.346
STATE ONLY,47.0,22.0,28.0,SECOND CALL,65-74,BLACK,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,OMITS,CLINTON,BETTER,APP/FAV,NO,OMITS,DEMOCRAT,OMITS,10-50K,NOHS,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,EST/RICHMOND,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.268
STATE ONLY,47.0,22.0,29.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ROBB,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,TAXES,STRONGLEADER,YES,NOVOTE,WORSE,APP/FAV,YES,RIGHTAMT,ELSE,BOTHDID,10-50K,HSGRAD,OTHERCHRIST,NEVER,LESS15K,NO,NO,LIBERAL,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,EST/RICHMOND,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,0.774
STATE ONLY,47.0,22.0,30.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,CLINTON,SAME,APP/FAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,10-50K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,OVER100K,NO,NO,MODERATE,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,EST/RICHMOND,45-59,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,BOTH,ISSUES,,,0.9
STATE ONLY,47.0,22.0,31.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,BETTER,DIS/UNFAV,YES,NOTENOUGH,INDEPEND,NEITHERDID,10-50K,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,EST/RICHMOND,18-29,18-24,IND/OTHER,18-24,CATHOLIC,ONLYBUSH,NEITHER,ISSUES,,,0.753
STATE ONLY,47.0,22.0,32.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,HEALTHCARE,EXPERIENCE,NO,CLINTON,SAME,APP/UNFAV,NO,RIGHTAMT,DEMOCRAT,ALLENDID,10-50K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,EST/RICHMOND,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.383
STATE ONLY,47.0,22.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ALLEN,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,TAXES,COMPLEXISSUE,NO,OMITS,OMITS,,,RIGHTAMT,,BOTHDID,10-50K,,,OMITS,,,,,18-64,OMITS,LAST.MONTH,STATE,NOTCOMPLETE,EST/RICHMOND,45-59,50-59,,50-64,,OMITS,OMITS,OMITS,,,0.87
STATE ONLY,47.0,22.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,ROBB,OMITS,OMITS,OMITS,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,OMITS,OMITS,,,RIGHTAMT,,BOTHDID,10-50K,,,OMITS,,,,,18-64,OMITS,LAST.3DAYS,STATE,NOTCOMPLETE,EST/RICHMOND,18-29,25-29,,25-29,,OMITS,OMITS,OMITS,,,0.8220000000000001
STATE ONLY,47.0,22.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,NO,CLINTON,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,OMITS,10-50K,POSTGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,BEFORE,STATE,COMPLETE,EST/RICHMOND,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.847
STATE ONLY,47.0,22.0,36.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,CARES,YES,CLINTON,SAME,APP/FAV,NO,RIGHTAMT,DEMOCRAT,NEITHERDID,10-50K,NOHS,NONE,AFEWAMONTH,LESS15K,YES,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,EST/RICHMOND,30-44,40-49,DEMOCRAT,40-49,NONE,BOTH,NEITHER,PERSONALQUAL,,,0.9
STATE ONLY,47.0,22.0,37.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,SAME,APP/FAV,YES,RIGHTAMT,DEMOCRAT,BOTHDID,10-50K,COLGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,NO,YES,LIBERAL,18-64,OMITS,BEFORE,STATE,COMPLETE,EST/RICHMOND,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,NEITHER,OMITS,,,0.886
STATE ONLY,47.0,22.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,STRONGLEADER,YES,NOVOTE,SAME,APP/FAV,YES,RIGHTAMT,DEMOCRAT,NEITHERDID,10-50K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,EST/RICHMOND,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.883
STATE ONLY,47.0,22.0,39.0,THIRD CALL,18-24,BLACK,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,NO,NOVOTE,BETTER,DIS/UNFAV,NO,TOOOFTEN,REPUBLCN,ROBBDID,10-50K,HSGRAD,NONE,NEVER,50-75K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,EST/RICHMOND,18-29,18-24,REPUBLICAN,18-24,NONE,ONLYBUSH,ONLYGORE,ISSUES,,,0.732
STATE ONLY,47.0,28.0,1.0,FIRST CALL,45-49,WHITE,MALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,TAXES,EXPERIENCE,NO,CLINTON,BETTER,APP/UNFAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,SUBURBS,POSTGRAD,JEWISH,AFEWAMONTH,75-100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,DCSUBURBS,45-59,40-49,DEMOCRAT,40-49,JEWISH,ONLYGORE,ONLYBUSH,ISSUES,,,1.2750000000000001
STATE ONLY,47.0,28.0,2.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,NOVOTE,BETTER,DIS/UNFAV,NO,TOOOFTEN,REPUBLCN,ROBBDID,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,DCSUBURBS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.579
STATE ONLY,47.0,28.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,DCSUBURBS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,NEITHER,ISSUES,,,1.1500000000000001
STATE ONLY,47.0,28.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,OMITS,DOLE,BETTER,DIS/UNFAV,YES,TOOOFTEN,REPUBLCN,OMITS,SUBURBS,COLGRAD,,OMITS,75-100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,DCSUBURBS,45-59,50-59,REPUBLICAN,50-64,,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.655
STATE ONLY,47.0,28.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,NO,DOLE,WORSE,DIS/UNFAV,YES,TOOOFTEN,REPUBLCN,NEITHERDID,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,DCSUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,1.495
STATE ONLY,47.0,28.0,6.0,FIRST CALL,18-24,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,DOLE,WORSE,DIS/UNFAV,NO,TOOOFTEN,ELSE,ROBBDID,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,DCSUBURBS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,1.752
STATE ONLY,47.0,28.0,7.0,FIRST CALL,25-29,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,YES,OTHER,SAME,DIS/UNFAV,YES,TOOOFTEN,REPUBLCN,ROBBDID,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,DCSUBURBS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,1.752
STATE ONLY,47.0,28.0,8.0,FIRST CALL,18-24,ASIAN,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,OVER100K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,DCSUBURBS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.348
STATE ONLY,47.0,28.0,9.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,BETTER,APP/UNFAV,YES,RIGHTAMT,DEMOCRAT,BOTHDID,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,DCSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.123
STATE ONLY,47.0,28.0,10.0,FIRST CALL,40-44,HISP,FEMALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,EDUCATION,HONEST,NO,CLINTON,SAME,APP/UNFAV,YES,TOOOFTEN,REPUBLCN,BOTHDID,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,DCSUBURBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,1.46
STATE ONLY,47.0,28.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,NO,DOLE,BETTER,APP/UNFAV,NO,OMITS,REPUBLCN,BOTHDID,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,MODERATE,65+,OMITS,BEFORE,STATE,COMPLETE,DCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,2.233
STATE ONLY,47.0,28.0,12.0,FIRST CALL,45-49,WHITE,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,NOTENOUGH,DEMOCRAT,ALLENDID,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,DCSUBURBS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,1.2750000000000001
STATE ONLY,47.0,28.0,13.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,OMITS,OMITS,YES,NOVOTE,WORSE,DIS/UNFAV,NO,TOOOFTEN,INDEPEND,ROBBDID,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,DCSUBURBS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,OMITS,ISSUES,,,1.495
STATE ONLY,47.0,28.0,14.0,SECOND CALL,50-59,HISP,MALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,YES,NOVOTE,BETTER,APP/UNFAV,YES,NOTENOUGH,REPUBLCN,ALLENDID,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,DCSUBURBS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,ONLYBUSH,ONLYBUSH,ISSUES,,,1.617
STATE ONLY,47.0,28.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ALLEN,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,EDUCATION,HONEST,YES,DOLE,BETTER,APP/FAV,YES,RIGHTAMT,INDEPEND,BOTHDID,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,NO,YES,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,DCSUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,1.495
STATE ONLY,47.0,28.0,16.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,BOTHDID,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,DCSUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.678
STATE ONLY,47.0,28.0,17.0,SECOND CALL,60-64,BLACK,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,SAME,APP/FAV,NO,RIGHTAMT,DEMOCRAT,BOTHDID,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,DCSUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,1.86
STATE ONLY,47.0,28.0,18.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,NOVOTE,BETTER,APP/FAV,YES,OMITS,DEMOCRAT,BOTHDID,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,,18-64,OMITS,BEFORE,STATE,COMPLETE,DCSUBURBS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.187
STATE ONLY,47.0,28.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,NO,RIGHTAMT,INDEPEND,ALLENDID,SUBURBS,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,DCSUBURBS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.719
STATE ONLY,47.0,28.0,20.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,PEROT,WORSE,APP/FAV,YES,RIGHTAMT,INDEPEND,NEITHERDID,SUBURBS,COLGRAD,ELSE,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,DCSUBURBS,30-44,30-39,IND/OTHER,30-39,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,1.123
STATE ONLY,47.0,28.0,21.0,SECOND CALL,25-29,HISP,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,OMITS,INDEPEND,NEITHERDID,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,LAST.3DAYS,STATE,COMPLETE,DCSUBURBS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.317
STATE ONLY,47.0,28.0,22.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,NO,CLINTON,BETTER,APP/UNFAV,YES,NOTENOUGH,DEMOCRAT,ALLENDID,SUBURBS,POSTGRAD,PROTESTANT,AFEWAMONTH,75-100K,NO,NO,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,DCSUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.719
STATE ONLY,47.0,28.0,23.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,OMITS,NO,NOVOTE,BETTER,APP/FAV,YES,RIGHTAMT,INDEPEND,ALLENDID,SUBURBS,COLGRAD,ELSE,MORETHAN1AWK,30-50K,NO,YES,MODERATE,18-64,OMITS,BEFORE,STATE,COMPLETE,DCSUBURBS,30-44,40-49,IND/OTHER,40-49,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,1.123
STATE ONLY,47.0,28.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,ALLEN,OMITS,OMITS,OMITS,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,NO,OMITS,OMITS,,,TOOOFTEN,,BOTHDID,SUBURBS,,,OMITS,,,,,18-64,OMITS,LAST.MONTH,STATE,NOTCOMPLETE,DCSUBURBS,60+,60+,,50-64,,OMITS,OMITS,OMITS,,,1.67
