ID,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK14,BREAK14B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CHRISTIEPRES,CLIMATECHANGE,CONGRESS,CONGRESS4,CUBAN3,EBOLA14,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FINSIT2,FOLLOW14,FOLLOW14B,FOROBAMAH,GAY,GEOCODE,GOV,GOVTDO10,HCLINPRES,HEALTHCARE14,HILLVREP,HOU,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,LANDPHONE,LATINO,LIFE,MARCHILD,MARIJUANALAW,MARRIED,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PAULPRES,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QRACEAK,QRACEHI,QTYPE,RACE,RACEAI,RACEAK,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEN,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TRACK,TRUSTGOV,TRUSTGOVB,UNIONHH12,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4,WEIGHT
100742.0,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,No,Call 3,16.0,Yes,Only cell phone service,,No,,,,,Approve,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,Somewhat closely,Somewhat or not too closely,,No,1.0,The Democratic candidate,,No,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,No,No,Yes,,,,,,,,,,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Women,All others,Yes,Yes,Liberal,8.0,Moderate/Liberal Republicans,Liberal Independents,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,,East,None,None,,,,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English, New York,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,Non-white,No,All others,,,No,,,,1.32839202880859
97685.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 3,5.0,,,,,,,,,,Staying about the same,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,To express support for Barack Obama,,1.0,The Democratic candidate,,,Was about right,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Moderate,65.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,White,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,,,,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",,Wisconsin,,,,Election day exit poll,,,,,,,Version 2,,,No,,No,Non-working women,,,All others,Non-working women,0.795322895050049
100721.0,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,,,No,Call 3,3.0,,,No,,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,,,,,2.0,The Democratic candidate,,,,Hillary Clinton,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Liberal,3.0,Moderate/Liberal Republicans,Liberal Independents,White,White,,,National questionnaire,White,White,,,,,West,None,None,None,,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",,Nevada,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,White none,No,All others,,,No,All others,,,1.09677934646606
64362.0,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,,,Yes,Call 1,7.0,,,No,,,,,No,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,About the same,,,,,2.0,The Democratic candidate,,,,Hillary Clinton,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,,,,All others,,No,,,,,,,,,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Liberal,108.0,Liberal Democrats,Liberal Democrats,Black,Black,,,National questionnaire,Black,Black,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,,,Election day exit poll,,,,Most of the time,Just about always or most of the time,No,Version 3,,Non-white,No,All others,,,No,,,,0.527720868587494
100698.0,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,No,Call 3,16.0,Yes,Only cell phone service,,Yes,,,,,Approve,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,Not too closely,Somewhat or not too closely,,No,1.0,The Democratic candidate,,No,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,No,No,Yes,,,,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,No,No,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Black,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,,East,Protestant/Other Non-Catholic Christian,Protestant,,,,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English, New York,Neither,Neutral,Neutral,Election day exit poll,,,,,,,Version 5,,Non-white,No,All others,,,No,,,,1.63822424411774
94767.0,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,No,Call 3,10.0,,,Yes,,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse,,,,,3.0,The Democratic candidate,,,,It depends,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,,Married with children,,Yes,,,,,,,,,45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Moderate,145.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,White,,,,,East,Catholic,Catholic,Catholic,,,Male,White men,Married men,Rural,Small Cities/Rural,,Pennsylvania,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,Yes,Version 3,,White Catholics,No,All others,,,No,All others,,,0.864916443824768
100683.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,,,,Complete,,,No,Call 3,3.0,Yes,Only cell phone service,,No,,,,,Approve,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,Somewhat closely,Somewhat or not too closely,,No,2.0,The Democratic candidate,,Yes,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,No,No,No,,,,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Democratic Men,Non-White Democrats,No,No,Moderate,3.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Other,,,National questionnaire,Other,Other,,,,,West,Protestant/Other Non-Catholic Christian,Other christian,,,,Male,All other races,,"Cities over 500,000","Cities over 50,000",,Nevada,Neither,Somewhat oppose,Oppose,Election day exit poll,,,,,,,Version 5,,Non-white,No,All others,,,No,,,,0.998899281024933
100675.0,,,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,Call 3,16.0,,,,,Yes,,,,,,,Favors the wealthy,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,,,,,1.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,,No,About the same,,Legal,,,,,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Liberal,8.0,Liberal Democrats,Liberal Democrats,Black,Black,,,National questionnaire,Black,Black,,Stayed about the same,,,East,,,,Yes,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,1.31002902984619
100658.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,Call 3,3.0,,,,,Yes,,,,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,,,,,2.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,Better than life today,,Legal,,,,,,,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,,Liberal,3.0,Liberal Democrats,Liberal Democrats,Black,Black,,,National questionnaire,Black,Black,,Stayed about the same,,,West,,,,Yes,,Male,Black men,,"Cities over 500,000","Cities over 50,000",,Nevada,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,No,,,,,,,,1.05081367492676
100642.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 3,3.0,,,,,Yes,,,,,,,Favors the wealthy,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,,,2.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Moderate,3.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,White,,Gotten worse,,,West,,,,Yes,,Male,White men,,"Cities over 500,000","Cities over 50,000",,Nevada,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,No,,,,,,,,0.961078345775604
94622.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,Call 3,7.0,,,,,Yes,,,,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,,,,,3.0,The Democratic candidate,Government is doing too many things better left to businesses and individuals,,,,The Democratic candidate,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,,No,About the same,,Legal,,,,,,,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Moderate,35.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,,,National questionnaire,Black,Black,,Gotten better,,,South,,,,No,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",,Alabama,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,No,,,,,,,,0.851264417171478
64120.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,,,,Complete,,,No,Call 1,3.0,Yes,Only cell phone service,,No,,,,,Disapprove,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,Very closely,Extremely or very closely,,No,5.0,The Democratic candidate,,Yes,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,No,No,No,,,,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Yes,No,Moderate,51.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Asian,,,National questionnaire,Asian,Asian,,,,,Midwest,Something else,Other,,,,Female,All other races,,Rural,Small Cities/Rural,,Wisconsin,Neither,Somewhat oppose,Oppose,Election day exit poll,,,,,,,Version 5,,Non-white,No,All others,,,No,,,,0.780594646930695
97359.0,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,,,No,Call 3,3.0,,,No,,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse,,,,,5.0,The Democratic candidate,,,,Hillary Clinton,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,51.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,White,,,,,Midwest,None,None,None,,,Female,White women,Non married women,Rural,Small Cities/Rural,,Wisconsin,,,,Election day exit poll,,,,Most of the time,Just about always or most of the time,Yes,Version 3,,White none,No,All others,,,No,All others,,,0.917157292366028
64031.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,Somewhat closely,Somewhat or not too closely,,Call 1,7.0,,,,,,Disapprove,Strongly disapprove,No,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,2.0,The Democratic candidate,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Foreign policy,,,,,,,,,,Not worried,Not too worried,Approve,Somewhat approve,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Moderate,108.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,White,,,,,South,,,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Version 1,No,,No,,,,,,,,0.534237504005432
64020.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,Call 1,2.0,,,,,Yes,,,,,,,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,,,3.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,16.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,White,,Gotten worse,,,Midwest,,,,Yes,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",,Wisconsin,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.643201231956482
97263.0,,,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,,,Call 3,6.0,,,,,Yes,,,,,,,Favors the wealthy,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,,,,,1.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,,,No,About the same,,Illegal,,,,,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Moderate,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,,,National questionnaire,Black,Black,,Gotten worse,,,East,,,,Yes,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,No,,,,,,,,0.84843647480011
94341.0,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Somewhat closely,Somewhat or not too closely,,Call 3,4.0,,,,,,Approve,Somewhat approve,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,1.0,The Democratic candidate,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,The economy,,,No,,,,,,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,85.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,White,,,,,East,,,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",,Connecticut,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Version 1,No,,No,,,,,,,,0.778091013431549
63803.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Very closely,Extremely or very closely,,Call 1,3.0,,,,,,Disapprove,Somewhat disapprove,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,5.0,The Democratic candidate,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,The economy,,,No,,,,,,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Liberal,51.0,Moderate/Liberal Republicans,Liberal Independents,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,,Female,White women,,Rural,Small Cities/Rural,,Wisconsin,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Version 1,No,,No,,,,,,,,0.780594646930695
63801.0,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,,,No,Call 1,2.0,,,No,,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Better,,,,,3.0,The Democratic candidate,,,,Hillary Clinton,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Liberal,16.0,Moderate/Liberal Republicans,Liberal Independents,White,White,,,National questionnaire,White,White,,,,,Midwest,None,None,None,,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",,Wisconsin,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,White none,No,All others,,,No,All others,,,0.703076899051666
97083.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Very closely,Extremely or very closely,,Call 3,23.0,,,,,,Approve,Somewhat approve,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,5.0,The Democratic candidate,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,Health care,,,Yes,,,,,,,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,,,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,,East,,,,,,Female,Latino women,,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,Not too worried,Not too or not at all worried,,,,,Version 1,No,,No,,,,,,,,1.01115775108337
91516.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 3,13.0,,,,,,,,,,Staying about the same,Poor and staying the same,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,2.0,The Democratic candidate,,,Went too far,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,,,No,,,,No,Not so good,Not so good or poor,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Moderate,114.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,White,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,,Female,White women,Non married women,Suburbs,Suburbs,,Pennsylvania,,,,Election day exit poll,,,,,,,Version 2,,,No,,Yes,Working women,,,Working women,Working women,0.685608148574829
61798.0,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,Call 1,2.0,,,,,Yes,,,,,,,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,,,3.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,,,Liberal,16.0,Moderate/Liberal Republicans,Liberal Independents,White,White,,,National questionnaire,White,White,,Stayed about the same,,,Midwest,,,,Yes,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,Wisconsin,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.703076899051666
97024.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 3,6.0,,,,,,,,,,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,1.0,The Democratic candidate,,,Was about right,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,The economy,,,No,,,,Yes,Good,Excellent or good,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Conservative,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,White,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,,,,Version 2,,,No,,Yes,Working men,,,All others,Working men,0.8766148686409
97022.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,Yes,Call 3,23.0,Yes,Only cell phone service,,No,,,,,Approve,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,Very closely,Extremely or very closely,,No,5.0,The Democratic candidate,,Yes,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,Yes,No,No,,,,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,No,No,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,White,,,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,Male,White men,,Rural,Small Cities/Rural,English, New York,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,,0.823892593383789
63695.0,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 1,2.0,,,,,Yes,,,,,,,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,,,3.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,16.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,White,,Gotten better,,,Midwest,,,,Yes,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",,Wisconsin,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.547430038452148
63694.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,,Complete,,,,Call 1,7.0,,,,,,,,"Yes, other Hispanic",,Getting better,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,To express support for Barack Obama,,2.0,The Democratic candidate,,,Was about right,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,The economy,,,,,,,No,Good,Excellent or good,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,,,Moderate,108.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,,,,,,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,,,Election day exit poll,,,,,,,Version 2,,,No,,No,Non-working women,,,All others,Non-working women,0.534237504005432
