ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENNH10,GOVNH10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,TEAPARTY,TIMESEN10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WRKWOMEN,XTEAPARTYID,CELLPHONE,LANDPHONE,RPRIM2012,TAXCUTSNH,CELLULAR,REP2012P,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
891160.0,New Hampshire,87.0,Call 2,Complete,Election day exit poll,0.815568327903748,Paul Hodes,John Lynch,Female,White,25-29,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Strongly oppose,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,Allow them to expire for all,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3076.0
880119.0,New Hampshire,48.0,Call 1,Complete,Election day exit poll,0.725897550582886,Paul Hodes,John Lynch,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,,No,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,,Strongly oppose,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Oppose,,,Yes,,Non-Tea Party supporters and Democrats,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3848.0
904391.0,New Hampshire,59.0,Call 3,Complete,Election day exit poll,0.467960178852081,Paul Hodes,John Lynch,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Strongly approve,,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,,,No,,Non-Tea Party supporters and Independents/Something else,,,,Omit,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very downscale,3101.0
891099.0,New Hampshire,96.0,Call 2,Complete,Election day exit poll,0.828282058238983,Paul Hodes,John Lynch,Female,White,65 or over,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,,Strongly oppose,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,3867.0
891082.0,New Hampshire,47.0,Call 2,Complete,Election day exit poll,1.2345381975174,Paul Hodes,John Lynch,Female,White,18-24,Democrat,Liberal,,Some college/assoc. degree,No,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Neutral,,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Neutral,,,,,Non-Tea Party supporters and Democrats,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,East,Version 1,Suburb,Rural,Rural,Downscale,3431.0
876930.0,New Hampshire,59.0,Call 1,Complete,Election day exit poll,0.515747129917145,Paul Hodes,John Lynch,Male,White,65 or over,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,,Omit,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,Omit,,,No,,,,,,Allow them to expire for all,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very downscale,3101.0
904332.0,New Hampshire,102.0,Call 3,Complete,Election day exit poll,0.931817293167114,Paul Hodes,John Lynch,Female,White,60-64,Independent,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,No,,,Unfavorable,Omit,,,,Government should do more to solve problems,Leave it as is,The economy,Not too worried,Strongly approve,,Strongly oppose,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Independents/Something else,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,3874.0
890190.0,New Hampshire,92.0,Call 2,Complete,Election day exit poll,1.14634394645691,Paul Hodes,John Lynch,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",College graduate,No,No,,,Unfavorable,Unfavorable,,,,Omit,Expand it,The economy,Somewhat worried,Somewhat approve,,Strongly oppose,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,3801.0
909115.0,New Hampshire,40.0,Call 3,Complete,Election day exit poll,1.00183618068695,Paul Hodes,John Lynch,Female,White,50-59,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,No,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,,Strongly oppose,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,3842.0
876826.0,New Hampshire,92.0,Call 1,Complete,Election day exit poll,1.24242305755615,Paul Hodes,John Lynch,Female,White,60-64,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Strongly oppose,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Independents/Something else,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,3801.0
904672.0,New Hampshire,111.0,Call 3,Complete,Election day exit poll,0.876709699630737,Paul Hodes,John Lynch,Male,White,60-64,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Somewhat worried,Somewhat approve,,Neutral,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Yes,,Non-Tea Party supporters and Independents/Something else,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Rural,Small Cities/Rural,2.0,5.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,3598.0
890924.0,New Hampshire,47.0,Call 2,Complete,Election day exit poll,1.06578886508942,Paul Hodes,John Lynch,Male,White,30-39,Democrat,Liberal,"Under $30,000",College graduate,No,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Strongly oppose,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,Allow them to expire for all,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,East,Version 1,Suburb,Rural,Rural,Downscale,3431.0
890902.0,New Hampshire,25.0,Call 2,Complete,Election day exit poll,0.84227055311203,Paul Hodes,John Lynch,Male,White,60-64,Democrat,Liberal,"Under $30,000",Postgraduate study,No,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,,Strongly oppose,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,Allow them to expire for all,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,3820.0
904155.0,New Hampshire,115.0,Call 3,Complete,Election day exit poll,0.950186312198639,Paul Hodes,John Lynch,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,,Strongly oppose,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,Allow them to expire for all,,,State questionnaire,Rural,Small Cities/Rural,1.0,5.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,3894.0
902959.0,New Hampshire,62.0,Call 3,Complete,Election day exit poll,0.726886689662933,Paul Hodes,John Stephen,Male,White,50-59,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,No,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Somewhat oppose,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,The economy,Worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Republicans,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,High Density Urban,Urban,Urban Core,Very downscale,3103.0
902949.0,New Hampshire,8.0,Call 3,Complete,Election day exit poll,0.522339999675751,Paul Hodes,John Stephen,Male,White,25-29,Independent,Conservative,"$75,000-$99,999",College graduate,No,No,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Strongly disapprove,,Omit,,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Omit,,,No,,,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,3110.0
902941.0,New Hampshire,47.0,Call 3,Complete,Election day exit poll,0.943760871887207,Paul Hodes,John Stephen,Female,White,18-24,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,,Neutral,,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Yes,,Non-Tea Party supporters and Independents/Something else,,,,Continue them for all Americans,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,East,Version 1,Suburb,Rural,Rural,Downscale,3431.0
902431.0,New Hampshire,107.0,Call 3,Complete,Election day exit poll,0.44282740354538,Paul Hodes,John Stephen,Male,White,60-64,Independent,Moderate,"$30,000-$49,999",High school graduate,No,No,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat disapprove,,Neutral,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Yes,,Non-Tea Party supporters and Independents/Something else,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,3465.0
903012.0,New Hampshire,47.0,Call 3,Complete,Election day exit poll,0.801226377487183,Paul Hodes,John Stephen,Female,White,50-59,Independent,Conservative,"Under $30,000",High school graduate,No,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Yes,,Non-Tea Party supporters and Independents/Something else,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,East,Version 1,Suburb,Rural,Rural,Downscale,3431.0
892258.0,New Hampshire,59.0,Call 2,Complete,Election day exit poll,0.380728751420975,Paul Hodes,John Stephen,Female,White,40-44,Democrat,Moderate,"Under $30,000",College graduate,No,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,,Strongly oppose,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very downscale,3101.0
891772.0,New Hampshire,107.0,Call 2,Complete,Election day exit poll,0.401796907186508,Paul Hodes,John Stephen,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",Postgraduate study,No,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,,Strongly oppose,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Independents/Something else,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,3465.0
876643.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,0.773215055465698,Paul Hodes,John Stephen,Female,White,60-64,Independent,Conservative,"$30,000-$49,999",High school graduate,No,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat disapprove,,Somewhat support,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Support,,,Yes,,Tea Party supporters,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,3470.0
893442.0,New Hampshire,8.0,Call 2,Complete,Election day exit poll,0.436087101697922,Paul Hodes,John Stephen,Female,White,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Strongly oppose,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,3110.0
876276.0,New Hampshire,87.0,Call 1,Complete,Election day exit poll,0.576739072799683,Paul Hodes,John Stephen,Male,Asian,50-59,Independent,Liberal,"$30,000-$49,999",College graduate,No,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Very worried,Somewhat disapprove,,Strongly support,,,,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Do not have children,Support,,,No,,Tea Party supporters,,,,Allow them to expire for all,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3076.0
876220.0,New Hampshire,62.0,Call 1,Complete,Election day exit poll,0.774725615978241,Paul Hodes,John Stephen,Female,White,65 or over,Independent,Conservative,"Under $30,000",Postgraduate study,No,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat approve,,Somewhat oppose,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Independents/Something else,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,High Density Urban,Urban,Urban Core,Very downscale,3103.0
890525.0,New Hampshire,105.0,Call 2,Complete,Election day exit poll,0.78395414352417,Paul Hodes,John Stephen,Female,White,65 or over,Independent,Moderate,"Under $30,000",High school graduate,No,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,,Neutral,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Yes,,Non-Tea Party supporters and Independents/Something else,,,,Continue them for all Americans,,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,3446.0
877579.0,New Hampshire,102.0,Call 1,Complete,Election day exit poll,0.769011616706848,Paul Hodes,John Stephen,Female,Hispanic,60-64,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,Yes,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Leave it as is,The economy,Very worried,Somewhat approve,,Somewhat support,,,,Non black female,Latino women,45-65,60+,45+,60+,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,3874.0
877275.0,New Hampshire,87.0,Call 1,Complete,Election day exit poll,0.625077545642853,Paul Hodes,John Stephen,Male,White,65 or over,Republican,Conservative,"Under $30,000",Postgraduate study,No,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,,Neutral,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Neutral,,,No,,Non-Tea Party supporters and Republicans,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3076.0
905439.0,New Hampshire,110.0,Call 3,Complete,Election day exit poll,0.520667195320129,Paul Hodes,John Stephen,Male,White,40-44,Something else,Moderate,"$100,000-$199,999",High school graduate,No,Yes,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,,Somewhat support,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Allow them to expire for all,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,3281.0
906071.0,New Hampshire,92.0,Call 3,Complete,Election day exit poll,0.962034046649933,Paul Hodes,John Stephen,Male,White,50-59,Independent,Liberal,"$200,000 or more",Postgraduate study,No,Yes,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,,Strongly oppose,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,The economy,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,,,No,,Non-Tea Party supporters and Independents/Something else,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,3801.0
904288.0,New Hampshire,107.0,Call 3,Complete,Election day exit poll,0.401796907186508,Paul Hodes,John Stephen,Female,White,45-49,Democrat,Moderate,"$100,000-$199,999",College graduate,No,No,,,Unfavorable,Unfavorable,,,,Omit,Expand it,The economy,Somewhat worried,Somewhat approve,,Strongly oppose,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,3465.0
