ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENVT10,GOVVT10,HOUVT10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,GOVTDO10,HEALTHCARE10,NECWORRY,OBAMA4,TEAPARTY,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,XTEAPARTYID,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
876157.0, Vermont,62.0,Call 1,Complete,Election day exit poll,1.23549818992615,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,45-49,Democrat,Moderate,,Postgraduate study,No,Yes,Government should do more to solve problems,Expand it,Not at all worried,Somewhat approve,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Dads - Men with children,Not worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Oppose,,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,4.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,5068.0
901204.0, Vermont,59.0,Call 3,Complete,Election day exit poll,0.743588745594025,Patrick Leahy,Peter Shumlin,Peter Welch,Female,Other,40-44,Democrat,Moderate,"$100,000-$199,999",College graduate,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Somewhat approve,Somewhat support,Generally going in the right direction,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,40-49,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Other,Tea Party supporters and Moms,Support,No,Tea Party supporters,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale,5346.0
903533.0, Vermont,44.0,Call 3,Complete,Election day exit poll,1.10212540626526,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,50-59,Democrat,Moderate,"Under $30,000",Postgraduate study,No,Yes,Government is doing too many things better left to businesses and individuals,Expand it,Somewhat worried,Strongly approve,Somewhat oppose,Generally going in the right direction,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,5733.0
875512.0, Vermont,74.0,Call 1,Complete,Election day exit poll,0.756191968917847,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",College graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Leave it as is,Not too worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,5156.0
901170.0, Vermont,85.0,Call 3,Complete,Election day exit poll,0.743588745594025,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Yes,Omit,Leave it as is,Omit,Somewhat approve,Somewhat oppose,Generally going in the right direction,Omit,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Omit,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very upscale,5091.0
875506.0, Vermont,21.0,Call 1,Complete,Election day exit poll,0.984044790267944,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,40-44,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,Yes,Government should do more to solve problems,Leave it as is,Somewhat worried,Somewhat approve,Somewhat oppose,Generally going in the right direction,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,5464.0
891825.0, Vermont,21.0,Call 2,Complete,Election day exit poll,0.907077074050903,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,40-44,Independent,Liberal,"$100,000-$199,999",College graduate,No,Yes,Government should do more to solve problems,Leave it as is,Very worried,Somewhat approve,Neutral,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Neutral,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,5464.0
903453.0, Vermont,74.0,Call 3,Complete,Election day exit poll,0.756191968917847,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Oppose,Yes,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,5156.0
891775.0, Vermont,21.0,Call 2,Complete,Election day exit poll,0.907077074050903,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Yes,Government should do more to solve problems,Repeal it,Somewhat worried,Somewhat approve,Neutral,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Neutral,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,5464.0
875431.0, Vermont,21.0,Call 1,Complete,Election day exit poll,0.907077074050903,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,Government should do more to solve problems,Leave it as is,Somewhat worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,5464.0
900971.0, Vermont,59.0,Call 3,Complete,Election day exit poll,0.743588745594025,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,45-49,Independent,Liberal,"Under $30,000",College graduate,No,Yes,Government should do more to solve problems,Expand it,Very worried,Somewhat approve,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale,5346.0
900958.0, Vermont,32.0,Call 3,Complete,Election day exit poll,1.66959977149963,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Yes,Omit,Expand it,Very worried,Strongly approve,Somewhat oppose,Generally going in the right direction,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5457.0
891590.0, Vermont,79.0,Call 2,Complete,Election day exit poll,0.984044790267944,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Yes,Omit,Expand it,Somewhat worried,Somewhat approve,Somewhat oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0
900920.0, Vermont,14.0,Call 3,Complete,Election day exit poll,1.14713728427887,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,30-39,Something else,Moderate,"$50,000-$74,999",High school graduate,No,Yes,Government should do more to solve problems,Expand it,Very worried,Somewhat approve,Neutral,Seriously off on the wrong track,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,5860.0
907859.0, Vermont,56.0,Call 3,Complete,Election day exit poll,1.23549818992615,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,4.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale,5491.0
875189.0, Vermont,23.0,Call 1,Complete,Election day exit poll,0.51240998506546,Patrick Leahy,Peter Shumlin,Peter Welch,Female,Hispanic,50-59,Independent,Liberal,"$100,000-$199,999",Postgraduate study,Yes,Yes,Government is doing too many things better left to businesses and individuals,Expand it,Somewhat worried,Somewhat approve,Somewhat oppose,Seriously off on the wrong track,Obama,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Moms - Women with children,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
891621.0, Vermont,21.0,Call 2,Complete,Election day exit poll,0.984044790267944,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,Independent,Liberal,,High school graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Expand it,Somewhat worried,Somewhat approve,Omit,Omit,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Omit,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,5464.0
875138.0, Vermont,79.0,Call 1,Complete,Election day exit poll,0.984044790267944,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Leave it as is,Somewhat worried,Somewhat disapprove,Neutral,Seriously off on the wrong track,Omit,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Neutral,No,Non-Tea Party supporters and Democrats,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0
891456.0, Vermont,79.0,Call 2,Complete,Election day exit poll,0.907077074050903,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,40-44,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,Yes,Omit,Omit,Somewhat worried,Somewhat approve,Omit,Seriously off on the wrong track,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Omit,No,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0
875109.0, Vermont,37.0,Call 1,Complete,Election day exit poll,0.806684076786041,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,Independent,Liberal,"$75,000-$99,999",College graduate,No,Yes,Omit,Expand it,Not too worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale,5001.0
891428.0, Vermont,85.0,Call 2,Complete,Election day exit poll,0.743588745594025,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,Government should do more to solve problems,Expand it,Very worried,Somewhat disapprove,Strongly support,Seriously off on the wrong track,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Tea Party supporters and Moms,Support,Yes,Tea Party supporters,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very upscale,5091.0
902833.0, Vermont,79.0,Call 3,Complete,Election day exit poll,0.907077074050903,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Yes,Government is doing too many things better left to businesses and individuals,Expand it,Somewhat worried,Strongly approve,Neutral,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Neutral,No,Non-Tea Party supporters and Democrats,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0
875671.0, Vermont,37.0,Call 1,Complete,Election day exit poll,0.743588745594025,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale,5001.0
907704.0, Vermont,56.0,Call 3,Complete,Election day exit poll,1.13886284828186,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,45-49,Democrat,Conservative,"$75,000-$99,999",College graduate,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,4.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale,5491.0
875034.0, Vermont,21.0,Call 1,Complete,Election day exit poll,0.876709163188934,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,25-29,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,Government is doing too many things better left to businesses and individuals,Omit,Somewhat worried,Strongly approve,Somewhat oppose,Generally going in the right direction,McCain,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Oppose,Yes,Non-Tea Party supporters and Republicans,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,5464.0
903011.0, Vermont,79.0,Call 3,Complete,Election day exit poll,0.984044790267944,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,30-39,Independent,Liberal,"$50,000-$74,999",College graduate,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Strongly approve,Somewhat oppose,Generally going in the right direction,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0
891337.0, Vermont,59.0,Call 2,Complete,Election day exit poll,0.775436282157898,Patrick Leahy,Peter Shumlin,Peter Welch,Male,,50-59,Something else,Liberal,,Postgraduate study,,Yes,Omit,Omit,Somewhat worried,Somewhat approve,Strongly oppose,Generally going in the right direction,Obama,,,45-65,30-59,45+,45-59,50-64,,College graduate,More than High school graduate,,,,,,,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,,Independents/Something else,,Non-Tea Party supporters and Dads,Oppose,,Non-Tea Party supporters and Independents/Something else,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale,5346.0
902979.0, Vermont,74.0,Call 3,Complete,Election day exit poll,0.820356726646423,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,Independent,Liberal,"$75,000-$99,999",College graduate,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Independents/Something else,State questionnaire,Rural,Small Cities/Rural,1.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,5156.0
874960.0, Vermont,21.0,Call 1,Complete,Election day exit poll,0.907077074050903,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Yes,Government should do more to solve problems,Expand it,Not too worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,5464.0
891280.0, Vermont,79.0,Call 2,Complete,Election day exit poll,0.935449063777924,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,65 or over,Independent,Moderate,,High school graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Leave it as is,Somewhat worried,Somewhat approve,Neutral,Omit,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Moms - Women with children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Neutral,,Non-Tea Party supporters and Independents/Something else,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0
907598.0, Vermont,56.0,Call 3,Complete,Election day exit poll,1.23549818992615,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Rural,Small Cities/Rural,1.0,4.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale,5491.0
891265.0, Vermont,23.0,Call 2,Complete,Election day exit poll,0.555889189243317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,45-49,Democrat,Liberal,"$100,000-$199,999",College graduate,No,Yes,Government should do more to solve problems,Expand it,Not at all worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Not worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
891264.0, Vermont,23.0,Call 2,Complete,Election day exit poll,0.555889189243317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,45-49,Democrat,Liberal,"$100,000-$199,999",College graduate,No,Yes,Government should do more to solve problems,Expand it,Not at all worried,Strongly approve,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Not worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
874909.0, Vermont,23.0,Call 1,Complete,Election day exit poll,0.51240998506546,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Yes,Government should do more to solve problems,Expand it,Somewhat worried,Somewhat approve,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
