ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENWI10,GOVWI10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,QUALSEN10,RELIGN10,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,FEINLIB,JOHNMONEY,JOHNMONEY2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
879015.0,Wisconsin,22.0,Call 1,Complete,Election day exit poll,0.925830960273743,Ron Johnson,Scott Walker,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Somewhat worried,Somewhat disapprove,Understands the needs of people like me,,Strongly support,Before that,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Dads,Support,Before that,In the last month or earlier,Yes,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,53078.0
896060.0,Wisconsin,79.0,Call 2,Complete,Election day exit poll,0.877794623374939,Ron Johnson,Scott Walker,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,Before that,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53182.0
895951.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,0.56764829158783,Ron Johnson,Scott Walker,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",College graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale,53222.0
915552.0,Wisconsin,21.0,Call 3,Complete,Election day exit poll,1.12896013259888,Ron Johnson,Scott Walker,Female,White,25-29,Republican,Conservative,"$100,000-$199,999",College graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Somewhat disapprove,Understands the needs of people like me,,Strongly support,In the last week,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Moms,Support,In the last month,In the last week,No,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale,53032.0
915550.0,Wisconsin,21.0,Call 3,Complete,Election day exit poll,1.12896013259888,Ron Johnson,Scott Walker,Female,White,25-29,Republican,Conservative,"$100,000-$199,999",College graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Somewhat disapprove,Understands the needs of people like me,,Strongly support,In the last week,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Moms,Support,In the last month,In the last week,No,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale,53032.0
914777.0,Wisconsin,79.0,Call 3,Complete,Election day exit poll,0.877794623374939,Ron Johnson,Scott Walker,Female,Hispanic,40-44,Republican,Conservative,"Under $30,000",Some college/assoc. degree,Yes,No,,,,,,,Government should do more to solve problems,Repeal it,Health care,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,Latino women,30-44,30-59,18-44,30-44,40-49,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,All others,Conservative Republicans,Hispanic/Latino,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53182.0
895142.0,Wisconsin,67.0,Call 2,Complete,Election day exit poll,1.0602251291275,Ron Johnson,Scott Walker,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,In the last month,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Do not have children,Support,In the last month,In the last month or earlier,Yes,Tea Party supporters,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,53214.0
880553.0,Wisconsin,48.0,Call 1,Complete,Election day exit poll,0.554210305213928,Ron Johnson,Scott Walker,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,In the last month,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Dads,Support,In the last month,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,7.0,5.0,Midwest,Version 1,Town,70s Suburbs,Urban Perimeter,Upscale,54476.0
914536.0,Wisconsin,66.0,Call 3,Complete,Election day exit poll,0.533717751502991,Ron Johnson,Scott Walker,Female,White,60-64,Something else,Conservative,"$50,000-$74,999",High school graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale,53222.0
914535.0,Wisconsin,66.0,Call 3,Complete,Election day exit poll,0.533717751502991,Ron Johnson,Scott Walker,Female,White,60-64,Something else,Conservative,"$50,000-$74,999",High school graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale,53222.0
914468.0,Wisconsin,1.0,Call 3,Complete,Election day exit poll,1.09632766246796,Ron Johnson,Scott Walker,Female,White,65 or over,Independent,Conservative,,High school graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Do not have children,Support,Before that,In the last month or earlier,,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,7.0,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,54868.0
880435.0,Wisconsin,23.0,Call 1,Complete,Election day exit poll,1.21252691745758,Ron Johnson,Scott Walker,Male,White,30-39,Independent,Conservative,"$75,000-$99,999",High school graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Tea Party supporters and Dads,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,8.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,54202.0
895838.0,Wisconsin,105.0,Call 2,Complete,Election day exit poll,1.01937437057495,Ron Johnson,Scott Walker,Female,White,50-59,Republican,Conservative,"Under $30,000",High school graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Somewhat disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,Yes,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,53051.0
894593.0,Wisconsin,4.0,Call 2,Complete,Election day exit poll,0.675547242164612,Ron Johnson,Scott Walker,Female,White,30-39,Republican,Conservative,,,No,Yes,,,,,,,Government should do more to solve problems,Omit,Health care,Not too worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,Before that,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,,,,,,,,,Moms - Women with children,,Something else,Not worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Moms,Support,Before that,In the last month or earlier,,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,8.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,54313.0
881083.0,Wisconsin,56.0,Call 1,Complete,Election day exit poll,0.745065987110138,Russ Feingold,Tom Barrett,Female,Black,60-64,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Expand it,The economy,Not at all worried,Strongly approve,Can bring needed change,,Strongly support,Before that,,,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,53216.0
895786.0,Wisconsin,7.0,Call 2,Complete,Election day exit poll,0.910112261772156,Ron Johnson,Scott Walker,Female,Other,50-59,Independent,Conservative,"$50,000-$74,999",College graduate,No,No,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Not too worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Women without children,,The economy,Not worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,Other,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,6.0,4.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,54110.0
914429.0,Wisconsin,80.0,Call 3,Complete,Election day exit poll,1.13112318515778,Ron Johnson,Scott Walker,Male,White,18-24,Independent,Liberal,"Under $30,000",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Very worried,Somewhat approve,Is not too extreme,,Strongly support,Before that,,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Do not have children,Support,Before that,In the last month or earlier,Yes,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,2.0,3.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
916026.0,Wisconsin,84.0,Call 3,Complete,Election day exit poll,2.25887441635132,Did not vote,Other,Male,White,45-49,Democrat,Conservative,"Under $30,000",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,In the last month,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,Do not have children,Support,In the last month,In the last month or earlier,Yes,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,2.0,3.0,Midwest,Version 1,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale,53536.0
914022.0,Wisconsin,1.0,Call 3,Complete,Election day exit poll,1.3324191570282,Russ Feingold,Tom Barrett,Female,White,30-39,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,In the last month,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Tea Party supporters and Moms,Support,In the last month,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,7.0,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,54868.0
877859.0,Wisconsin,80.0,Call 1,Complete,Election day exit poll,0.868991851806641,Russ Feingold,Scott Walker,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,In the last month,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Do not have children,Support,In the last month,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,2.0,3.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
879807.0,Wisconsin,48.0,Call 1,Complete,Election day exit poll,0.554210305213928,Ron Johnson,Scott Walker,Male,White,65 or over,Republican,Moderate,"$100,000-$199,999",High school graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,Before that,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,7.0,5.0,Midwest,Version 1,Town,70s Suburbs,Urban Perimeter,Upscale,54476.0
879774.0,Wisconsin,79.0,Call 1,Complete,Election day exit poll,0.925830960273743,Ron Johnson,Scott Walker,Male,White,40-44,Independent,Conservative,"$100,000-$199,999",College graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,Before that,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Tea Party supporters and Dads,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53182.0
879740.0,Wisconsin,66.0,Call 1,Complete,Election day exit poll,0.56764829158783,Ron Johnson,Scott Walker,Male,White,45-49,Republican,Conservative,"$200,000 or more",College graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Dads,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale,53222.0
879737.0,Wisconsin,79.0,Call 1,Complete,Election day exit poll,0.877794623374939,Ron Johnson,Scott Walker,Female,White,30-39,Republican,Conservative,"$100,000-$199,999",College graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Moms,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53182.0
879720.0,Wisconsin,13.0,Call 1,Complete,Election day exit poll,1.10397756099701,Ron Johnson,Scott Walker,Female,White,25-29,Republican,Conservative,"Under $30,000",College graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,Midwest,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,53703.0
879714.0,Wisconsin,21.0,Call 1,Complete,Election day exit poll,0.994922816753387,Ron Johnson,Scott Walker,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Omit,,Strongly support,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale,53032.0
879711.0,Wisconsin,21.0,Call 1,Complete,Election day exit poll,0.994922816753387,Ron Johnson,Scott Walker,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Omit,,Strongly support,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale,53032.0
895452.0,Wisconsin,22.0,Call 2,Complete,Election day exit poll,0.877794623374939,Ron Johnson,Scott Walker,Female,White,50-59,Republican,Conservative,,High school graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,Before that,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,53078.0
879644.0,Wisconsin,7.0,Call 1,Complete,Election day exit poll,0.910112261772156,Ron Johnson,Scott Walker,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Moms,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Suburbs,Suburbs,6.0,4.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,54110.0
895400.0,Wisconsin,22.0,Call 2,Complete,Election day exit poll,0.925830960273743,Ron Johnson,Scott Walker,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,No,,,,,,,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,Understands the needs of people like me,,Strongly support,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,Yes,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,53078.0
894192.0,Wisconsin,13.0,Call 2,Complete,Election day exit poll,1.16439151763916,Ron Johnson,Scott Walker,Male,White,25-29,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Has the right experience,,Strongly support,Before that,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,Midwest,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,53703.0
879597.0,Wisconsin,21.0,Call 1,Complete,Election day exit poll,0.943301677703857,Ron Johnson,Scott Walker,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,,Strongly support,Before that,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Tea Party supporters and Moms,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale,53032.0
