ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCA10,GOVCA10,CAPROP19,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRCA10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRBOXER,UNFAIRFIORINA,WHNCLINC,XTEAPARTYID,BALLOTDRAW,CADEFCT,IMMDEPORT,JOBSCAL,OUTSIDER,UNFAIRCA10G,JOBSBOXER,JOBSFIORINA,UNFAIRBROWN,UNFAIRWHIT,WRKWOMEN,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
865951.0,California,50045.0,,Complete,Telephone survey,3.57999992370605,Carly Fiorina,Jerry Brown,Yes,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,Favorable,Unfavorable,,,,,,,No,,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,Yes,,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",10.0,1.0,West,Version 4,Suburb,Urban,Urban Core,Upscale
863064.0,California,50000.0,,Complete,Telephone survey,0.0,Carly Fiorina,Meg Whitman,,Female,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,,,,,,,,Can bring needed change,,,,Seriously off on the wrong track,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,Governor,,Offered a chance to apply for legal status,Only Carly Fiorina,An outisder who wants to shake things up,Both of them,Barbara Boxer will not,Carly Fiorina will,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,West,Version 3,Low Density Rural,Urban,Urban Core,Upscale
862915.0,California,50000.0,,Complete,Telephone survey,0.970000028610229,Carly Fiorina,Meg Whitman,No,Female,White,65 or over,Republican,Moderate,,High school graduate,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,Angry,,,,,,,Cutting taxes,,,In favor of the Tea Party movement,,,Both of them,McCain,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,West,Version 2,Low Density Rural,Urban,Urban Core,Upscale
862929.0,California,50000.0,,Complete,Telephone survey,1.5900000333786,Carly Fiorina,Meg Whitman,No,Male,White,65 or over,Independent,Conservative,,High school graduate,No,I dislike the other candidate,Unfavorable,Unfavorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Cutting taxes,,,In favor of the Tea Party movement,,,Only Barbara Boxer,McCain,Yes,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Barbara Boxer did,Carly Fiorina did not,,,,,,,,,,,,,All others,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,West,Version 2,Low Density Rural,Urban,Urban Core,Upscale
862908.0,California,50000.0,,Complete,Telephone survey,12.210000038147,Barbara Boxer,Jerry Brown,Yes,Male,White,40-44,Republican,Moderate,,College graduate,No,I like my candidate but with reservations,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,Against the Tea Party movement,,,Neither of them,Obama,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,Barbara Boxer did not,Carly Fiorina did not,,,,,,,,,,,,,All others,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,West,Version 2,Low Density Rural,Urban,Urban Core,Upscale
864709.0,California,50000.0,,Complete,Telephone survey,0.980000019073486,Other,Meg Whitman,Yes,Female,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Somewhat approve,,,Somewhat support,,,,,Obama,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,,,,,,Tea Party supporters,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Upscale
862879.0,California,50062.0,,Complete,Telephone survey,1.35000002384186,Carly Fiorina,Meg Whitman,No,Male,White,65 or over,Independent,Conservative,,Some college/assoc. degree,No,Omit,Omit,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Cutting taxes,,,Against the Tea Party movement,,,Both of them,Didn't vote,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",13.0,3.0,West,Version 2,High Density Urban,Urban,Urban Core,Upscale
865526.0,California,50002.0,,Complete,Telephone survey,1.92999994754791,Barbara Boxer,Jerry Brown,No,Male,Asian,40-44,Democrat,Liberal,,Some college/assoc. degree,No,,,,,,,,Leave it as is,,,,,Reducing the budget deficit,,Neutral,,,Seriously off on the wrong track,,Obama,,Non black male,All other races,30-44,30-59,18-44,30-44,40-49,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Asian,Neutral,,,,,,Non-Tea Party supporters and Democrats,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",,3.0,West,Version 3,High Density Urban,Urban,Urban Core,Upscale
865939.0,California,50062.0,,Complete,Telephone survey,3.28999996185303,Barbara Boxer,Jerry Brown,Yes,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,,Favorable,Unfavorable,,,,,,,Yes,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,No,,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",13.0,3.0,West,Version 4,High Density Urban,Urban,Urban Core,Upscale
863164.0,California,50030.0,,Complete,Telephone survey,0.0,Other,Other,,Female,Asian,18-24,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,,,,,,,,,,Has the right experience,,,,Generally going in the right direction,,Obama,,Non black female,All other races,18-29,18-29,18-44,18-29,18-24,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Asian,,,,,,No,,U.S. Senate,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Only Jerry Brown,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did,Meg Whitman did not,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",7.0,1.0,West,Version 3,Suburb,Urban,Urban Core,Upscale
863053.0,California,50030.0,,Complete,Telephone survey,1.00999999046326,Barbara Boxer,,Yes,Female,Other,18-24,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,,,,,,Has the right experience,,,,Generally going in the right direction,,Obama,,Non black female,All other races,18-29,18-29,18-44,18-29,18-24,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Other,,,,,,No,,Omit,,Offered a chance to apply for legal status,Both of them,An outisder who wants to shake things up,Omit,Barbara Boxer will,Carly Fiorina will,Omit,Omit,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",7.0,1.0,West,Version 3,Suburb,Urban,Urban Core,Upscale
862804.0,California,50030.0,,Complete,Telephone survey,1.0,Barbara Boxer,Jerry Brown,Yes,Female,White,65 or over,Democrat,Liberal,,College graduate,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Carly Fiorina,Obama,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Barbara Boxer did not,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",7.0,1.0,West,Version 2,Suburb,Urban,Urban Core,Upscale
862759.0,California,50030.0,,Complete,Telephone survey,0.0,Barbara Boxer,Jerry Brown,Did not vote,Male,Hispanic,40-44,Independent,Moderate,,College graduate,Yes,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Yes,Very worried,Somewhat approve,,,Strongly oppose,,Before that,,,,,Non black male,Latino men,30-44,30-59,18-44,30-44,40-49,Latino 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,White,Oppose,Before that,In the last month or earlier,,,,Non-Tea Party supporters and Independents/Something else,,No,,,,,,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",7.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
862658.0,California,50030.0,,Complete,Telephone survey,2.41000008583069,Barbara Boxer,Jerry Brown,Yes,Male,White,50-59,Democrat,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,,Somewhat oppose,,In the last month,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,In the last month,In the last month or earlier,,,No,Non-Tea Party supporters and Democrats,,No,,,,,,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",7.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
863070.0,California,50025.0,,Complete,Telephone survey,0.0,Carly Fiorina,Meg Whitman,,Female,White,65 or over,Independent,Moderate,"Under $30,000",College graduate,No,,,,,,,,,,,,,,Can bring needed change,,,,Seriously off on the wrong track,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,No,,U.S. Senate,,Omit,Only Carly Fiorina,An outisder who wants to shake things up,Only Jerry Brown,Barbara Boxer will not,Carly Fiorina will,Jerry Brown did,Meg Whitman did not,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,1.0,West,Version 3,Low Density Rural,Urban,Urban Core,Upscale
862998.0,California,50025.0,,Complete,Telephone survey,1.38999998569489,Barbara Boxer,Jerry Brown,Yes,Male,White,65 or over,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Seriously off on the wrong track,,Obama,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,No,,Omit,,Offered a chance to apply for legal status,Neither of them,Omit,Omit,Barbara Boxer will not,Carly Fiorina will not,Omit,Omit,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,1.0,West,Version 3,Suburb,Urban,Urban Core,Upscale
863089.0,California,50051.0,,Complete,Telephone survey,1.0,Barbara Boxer,Jerry Brown,Yes,Male,White,60-64,Democrat,,"$100,000-$199,999",College graduate,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Generally going in the right direction,,Obama,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Democrat,Democratic Men,White Democrats,,White,,,,,,No,,Governor,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Neither of them,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did not,Meg Whitman did not,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",11.0,2.0,West,Version 3,Suburb,Urban,Urban Core,Upscale
862870.0,California,50086.0,,Complete,Telephone survey,2.41000008583069,Barbara Boxer,Jerry Brown,No,Female,Black,50-59,Democrat,Liberal,,College graduate,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,Obama,Yes,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,Working women,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",18.0,2.0,West,Version 2,High Density Urban,Urban,Urban Core,Upscale
865140.0,California,50086.0,,Complete,Telephone survey,2.11999988555908,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,50-59,Democrat,Conservative,"$30,000-$49,999",Postgraduate study,Yes,,,,Worse,,"Dissatisfied, but not angry",,,Omit,,,,,,,,,,,,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Negative,Omit,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,,,No,,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",18.0,2.0,West,Version 2,High Density Urban,Urban,Urban Core,Upscale
862925.0,California,50025.0,,Complete,Telephone survey,0.0,Barbara Boxer,Jerry Brown,Did not vote,Female,White,40-44,Democrat,Moderate,,High school graduate,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,Against the Tea Party movement,,,Both of them,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,Working women,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,1.0,West,Version 2,Suburb,Urban,Urban Core,Upscale
862794.0,California,50025.0,,Complete,Telephone survey,2.98000001907349,Barbara Boxer,Jerry Brown,Yes,Male,White,25-29,Democrat,Moderate,,College graduate,No,I like my candidate but with reservations,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Reducing the budget deficit,,,The Tea Party movement was not a factor,,,Both of them,Obama,Yes,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,1.0,West,Version 2,Suburb,Urban,Urban Core,Upscale
864746.0,California,50025.0,,Complete,Telephone survey,3.02999997138977,Barbara Boxer,Jerry Brown,Yes,Female,White,60-64,Democrat,Conservative,,College graduate,No,,,,,,,Omit,,Omit,,Very worried,Somewhat approve,,,Neutral,,,,,Obama,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Omit,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,,,,,,Non-Tea Party supporters and Democrats,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
862656.0,California,50025.0,,Complete,Telephone survey,1.38999998569489,Carly Fiorina,Meg Whitman,No,Male,White,65 or over,Independent,Moderate,,College graduate,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,No,Very worried,Strongly disapprove,,,Strongly oppose,,Before that,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,Before that,In the last month or earlier,,,,Non-Tea Party supporters and Independents/Something else,,Yes,,,,,,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
862845.0,California,50016.0,,Complete,Telephone survey,0.0,Barbara Boxer,Jerry Brown,Did not vote,Female,White,50-59,Democrat,Liberal,,College graduate,No,I strongly favor my candidate,Favorable,Omit,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Omit,,,Against the Tea Party movement,,,Both of them,Obama,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,Working women,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",4.0,2.0,West,Version 2,Suburb,Urban,Urban Core,Upscale
862649.0,California,50016.0,,Complete,Telephone survey,3.96000003814697,Carly Fiorina,Meg Whitman,No,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Yes,Very worried,Strongly disapprove,,,Strongly support,,Before that,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,Yes,Tea Party supporters,,No,,,,,,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",4.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
865977.0,California,50016.0,,Complete,Telephone survey,1.79999995231628,Barbara Boxer,Jerry Brown,No,Female,White,50-59,Independent,Moderate,"$100,000-$199,999",College graduate,No,,Favorable,Favorable,,,,,,,No,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,No,,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",4.0,2.0,West,Version 4,Suburb,Urban,Urban Core,Upscale
865537.0,California,50001.0,,Complete,Telephone survey,1.75,Barbara Boxer,Jerry Brown,Yes,Female,White,50-59,Something else,Liberal,,Postgraduate study,No,,,,,,,,Expand it,,,,,Spending to create jobs,,Somewhat oppose,,,Generally going in the right direction,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",,2.0,West,Version 3,High Density Urban,Urban,Urban Core,Upscale
862598.0,California,50021.0,,Complete,Telephone survey,0.730000019073486,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,Yes,,,,,,,Government should do more to solve problems,Expand it,Health care,No,Somewhat worried,Strongly approve,,,Strongly oppose,,Omit,,,,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,Oppose,Omit,Omit,,,No,Non-Tea Party supporters and Democrats,,No,,,,,,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Upscale
865177.0,California,50001.0,,Complete,Telephone survey,2.8199999332428,Carly Fiorina,Jerry Brown,Yes,Female,White,40-44,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,,Better,,Enthusiastic,,,Illegal immigration,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,Something else,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,No,,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",,2.0,West,Version 2,High Density Urban,Urban,Urban Core,Upscale
863014.0,California,50021.0,,Complete,Telephone survey,0.879999995231628,Barbara Boxer,Jerry Brown,Yes,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Generally going in the right direction,,Obama,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,Yes,,Governor,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Both of them,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,2.0,West,Version 3,High Density Urban,Urban,Urban Core,Upscale
862944.0,California,50173.0,,Complete,Telephone survey,14.5100002288818,Barbara Boxer,Jerry Brown,Yes,Male,Black,50-59,Democrat,Liberal,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,In favor of the Tea Party movement,,,Neither of them,Obama,Yes,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,,,,Barbara Boxer did not,Carly Fiorina did not,,,,,,,,,,,,,All others,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",35.0,4.0,West,Version 2,Extremely High Density Urban,Urban,Urban Core,Downscale
862807.0,California,50173.0,,Complete,Telephone survey,5.59999990463257,Barbara Boxer,Jerry Brown,Yes,Female,Black,45-49,Democrat,Liberal,,College graduate,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,Against the Tea Party movement,,,Both of them,Obama,Yes,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,Working women,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",35.0,4.0,West,Version 2,Extremely High Density Urban,Urban,Urban Core,Downscale
862972.0,California,50173.0,,Complete,Telephone survey,0.529999971389771,Barbara Boxer,Jerry Brown,No,Female,White,65 or over,Democrat,Moderate,,High school graduate,No,I dislike the other candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,Against the Tea Party movement,,,Only Barbara Boxer,Obama,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Barbara Boxer did,Carly Fiorina did not,,,,,,,,,,,,,All others,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",35.0,4.0,West,Version 2,Extremely High Density Urban,Urban,Urban Core,Downscale
864741.0,California,50173.0,,Complete,Telephone survey,1.75999999046326,Barbara Boxer,Jerry Brown,No,Male,Hispanic,60-64,Independent,Moderate,"$50,000-$74,999",High school graduate,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Somewhat approve,,,Neutral,,,,,Obama,,Non black male,Latino men,45-65,60+,45+,60+,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,Neutral,,,,,No,Non-Tea Party supporters and Independents/Something else,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",35.0,4.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Downscale
865555.0,California,50209.0,,Complete,Telephone survey,1.63999998569489,Barbara Boxer,Jerry Brown,No,Male,White,50-59,Democrat,Liberal,,College graduate,No,,,,,,,,Leave it as is,,,,,Reducing the budget deficit,,Strongly oppose,,,Generally going in the right direction,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,,,,,,Non-Tea Party supporters and Democrats,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",42.0,5.0,West,Version 3,Suburb,Urban,Urban Core,Downscale
