ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENSC10,GOVSC10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,STIMULUS,TEAPARTY,TEAREASG,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,RPRIM2012,REP2012P,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
887227.0,South Carolina,31.0,Call 2,Complete,Election day exit poll,1.67866635322571,Alvin Greene,Vincent Sheheen,Female,Black,50-59,Democrat,,"$30,000-$49,999",,No,,No,,,,Favorable,Favorable,,,,Omit,Leave it as is,The economy,No,Not too worried,Strongly approve,,Neutral,,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,,,,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Women without children,,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,,Black,Do not have children,Neutral,,,Non-Tea Party supporters and Democrats,,,,State questionnaire,Rural,Small Cities/Rural,5.0,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29550.0
866906.0,South Carolina,25.0,Call 1,Complete,Election day exit poll,0.966014981269836,Jim DeMint,Nikki Haley,Male,White,30-39,Republican,Liberal,"$75,000-$99,999",High school graduate,No,,Yes,,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,Health care,No,Very worried,Strongly disapprove,,Neutral,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
901638.0,South Carolina,86.0,Call 3,Complete,Election day exit poll,1.36820673942566,Jim DeMint,Vincent Sheheen,Female,White,25-29,Republican,Liberal,"$100,000-$199,999",College graduate,No,,Yes,,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Repeal it,Health care,No,Somewhat worried,Somewhat disapprove,,Neutral,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,29112.0
868995.0,South Carolina,7.0,Call 1,Complete,Election day exit poll,0.485699623823166,Jim DeMint,Nikki Haley,Male,White,50-59,Republican,,"$75,000-$99,999",High school graduate,No,,No,,,,Favorable,Favorable,,,,Government should do more to solve problems,Repeal it,Health care,No,Very worried,Strongly disapprove,,Neutral,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,2.0,4.0,South,Version 1,Suburb,Rural,Rural,Downscale,29906.0
867706.0,South Carolina,11.0,Call 1,Complete,Election day exit poll,0.804970622062683,Jim DeMint,Nikki Haley,Female,White,30-39,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,Yes,,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,No,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,2.0,4.0,South,Version 1,Suburb,Rural,Rural,Downscale,29907.0
901272.0,South Carolina,86.0,Call 3,Complete,Election day exit poll,1.4071878194809,Jim DeMint,Nikki Haley,Female,White,18-24,Republican,Liberal,"Under $30,000",High school graduate,No,,No,,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Repeal it,Health care,No,Somewhat worried,Somewhat approve,,Neutral,,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,29112.0
902026.0,South Carolina,25.0,Call 3,Complete,Election day exit poll,1.03957509994507,Jim DeMint,Nikki Haley,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,No,,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Repeal it,Health care,No,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
886301.0,South Carolina,31.0,Call 2,Complete,Election day exit poll,1.89961361885071,Jim DeMint,Nikki Haley,Female,White,40-44,Republican,Moderate,"$100,000-$199,999",College graduate,No,,Yes,,,,Favorable,Omit,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,No,Somewhat worried,Strongly disapprove,,Neutral,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,5.0,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29550.0
884589.0,South Carolina,25.0,Call 2,Complete,Election day exit poll,1.05287182331085,Jim DeMint,Vincent Sheheen,Female,White,18-24,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,Yes,,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,No,Somewhat worried,Somewhat disapprove,,Neutral,,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
886209.0,South Carolina,11.0,Call 2,Complete,Election day exit poll,0.94076132774353,Jim DeMint,Vincent Sheheen,Female,White,25-29,Something else,Moderate,"$100,000-$199,999",Postgraduate study,No,,No,,,,Unfavorable,Omit,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Somewhat disapprove,,Neutral,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,State questionnaire,Rural,Small Cities/Rural,2.0,4.0,South,Version 1,Suburb,Rural,Rural,Downscale,29907.0
899325.0,South Carolina,112.0,Call 3,Complete,Election day exit poll,0.883008658885956,Jim DeMint,Vincent Sheheen,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,Yes,,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Yes,Not too worried,Strongly approve,,Neutral,,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Moms - Women with children,,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Democrats,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,1.0,South,Version 1,Suburb,Rural,Rural,Upscale,29301.0
903069.0,South Carolina,15.0,Call 3,Complete,Election day exit poll,1.04869246482849,Jim DeMint,Nikki Haley,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,Yes,,,,Favorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,No,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Neutral,Yes,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29135.0
888268.0,South Carolina,7.0,Call 2,Complete,Election day exit poll,0.539718866348267,Jim DeMint,Nikki Haley,Male,White,25-29,Republican,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,,Yes,,,,Favorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Somewhat disapprove,,Neutral,,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,2.0,4.0,South,Version 1,Suburb,Rural,Rural,Downscale,29906.0
901284.0,South Carolina,25.0,Call 3,Complete,Election day exit poll,0.922951817512512,Jim DeMint,Nikki Haley,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,Yes,,,,Favorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,No,Very worried,Somewhat disapprove,,Neutral,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
889766.0,South Carolina,15.0,Call 2,Complete,Election day exit poll,1.09762251377106,Jim DeMint,Nikki Haley,Male,White,40-44,Democrat,Conservative,"Under $30,000",No high school diploma,No,,Yes,,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Somewhat disapprove,,Neutral,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Neutral,Yes,,Non-Tea Party supporters and Democrats,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29135.0
887869.0,South Carolina,27.0,Call 2,Complete,Election day exit poll,1.00586771965027,Jim DeMint,Vincent Sheheen,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,No,,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Yes,Somewhat worried,Somewhat approve,,Neutral,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29055.0
868410.0,South Carolina,31.0,Call 1,Complete,Election day exit poll,2.70556020736694,Jim DeMint,Vincent Sheheen,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,,No,,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,Neutral,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,5.0,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29550.0
866676.0,South Carolina,25.0,Call 1,Complete,Election day exit poll,0.99170058965683,Jim DeMint,Vincent Sheheen,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,,Yes,,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,Neutral,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
866568.0,South Carolina,25.0,Call 1,Complete,Election day exit poll,0.947492361068726,Jim DeMint,Vincent Sheheen,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,,Yes,,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Leave it as is,The economy,No,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
899025.0,South Carolina,112.0,Call 3,Complete,Election day exit poll,0.900270700454712,Jim DeMint,Nikki Haley,Male,Black,45-49,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,,No,,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Leave it as is,The economy,Yes,Very worried,Strongly approve,,Neutral,,,,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Men without children,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Do not have children,Neutral,No,,Non-Tea Party supporters and Democrats,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,1.0,South,Version 1,Suburb,Rural,Rural,Upscale,29301.0
902212.0,South Carolina,80.0,Call 3,Complete,Election day exit poll,1.27545487880707,Jim DeMint,Nikki Haley,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,No,,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Leave it as is,The economy,No,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,6.0,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29571.0
887387.0,South Carolina,112.0,Call 2,Complete,Election day exit poll,0.936136841773987,Jim DeMint,Nikki Haley,Female,White,45-49,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,Yes,,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,No,Somewhat worried,Somewhat disapprove,,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,1.0,South,Version 1,Suburb,Rural,Rural,Upscale,29301.0
887372.0,South Carolina,31.0,Call 2,Complete,Election day exit poll,1.98824608325958,Jim DeMint,Nikki Haley,Male,White,40-44,Independent,Moderate,"$50,000-$74,999",College graduate,No,,Yes,,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,Neutral,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,State questionnaire,Rural,Small Cities/Rural,5.0,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29550.0
867369.0,South Carolina,11.0,Call 1,Complete,Election day exit poll,0.906685948371887,Jim DeMint,Nikki Haley,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",College graduate,,,No,,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Leave it as is,The economy,No,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,2.0,4.0,South,Version 1,Suburb,Rural,Rural,Downscale,29907.0
900681.0,South Carolina,11.0,Call 3,Complete,Election day exit poll,0.804970622062683,Jim DeMint,Nikki Haley,Female,White,40-44,Republican,Moderate,,Postgraduate study,No,,No,,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Yes,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,2.0,4.0,South,Version 1,Suburb,Rural,Rural,Downscale,29907.0
901954.0,South Carolina,25.0,Call 3,Complete,Election day exit poll,0.827926456928253,Jim DeMint,Did not vote,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",High school graduate,No,,No,,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Yes,Very worried,Strongly disapprove,,Neutral,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
884650.0,South Carolina,25.0,Call 2,Complete,Election day exit poll,1.10199689865112,Jim DeMint,Vincent Sheheen,Male,White,18-24,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,Yes,,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Somewhat worried,Somewhat approve,,Neutral,,,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Approve,Republican,Republican Men,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
887447.0,South Carolina,27.0,Call 2,Complete,Election day exit poll,0.961027979850769,Jim DeMint,Vincent Sheheen,Female,White,50-59,Democrat,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,No,,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Repeal it,The economy,Yes,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Democrats,,,,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29055.0
875658.0,South Carolina,15.0,Call 1,Complete,Election day exit poll,1.06721675395966,Jim DeMint,Vincent Sheheen,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,,,Yes,,,,Favorable,Favorable,,,,Government should do more to solve problems,Repeal it,The economy,No,Very worried,Strongly disapprove,,Neutral,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29135.0
874897.0,South Carolina,15.0,Call 1,Complete,Election day exit poll,1.23631703853607,Jim DeMint,Nikki Haley,Male,White,65 or over,Republican,Conservative,,,No,,No,,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Yes,Very worried,Strongly disapprove,,Neutral,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,,,,,,,,,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Neutral,,,Non-Tea Party supporters and Republicans,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29135.0
885313.0,South Carolina,25.0,Call 2,Complete,Election day exit poll,0.966014981269836,Jim DeMint,Nikki Haley,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,No,,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Somewhat worried,Strongly disapprove,,Neutral,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
885125.0,South Carolina,25.0,Call 2,Complete,Election day exit poll,0.922951817512512,Jim DeMint,Nikki Haley,Female,White,45-49,Democrat,Conservative,"$75,000-$99,999",Postgraduate study,No,,Yes,,,,Favorable,Omit,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Very worried,Strongly disapprove,,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Democrats,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29341.0
