ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENNV10,GOVNV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRNV10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRREID,UNFAIRANGLE,WHNCLINC,XTEAPARTYID,ANGLECNSRV,OUTSIDER,REIDJOB,REIDTOOLONG,FORECLOSE2,REIDJOB2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
888302.0,Nevada,91.0,Call 1,Complete,Election day exit poll,0.280000001192093,Harry Reid,Rory Reid,Female,Other,50-59,Something else,Moderate,,College graduate,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,,Barack Obama was not a factor,Angry,,,,,,,Omit,,,The Tea Party movement was not a factor,,,Omit,,Obama,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Other,,,,Omit,Omit,,,,,Strongly approve,,,Approve,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
918407.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.490000009536743,Harry Reid,Rory Reid,Female,Hispanic,25-29,Democrat,Liberal,,No high school diploma,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,,In favor of the Tea Party movement,,,Only Sharron Angle,,Obama,Non black female,Latino women,18-29,18-29,18-44,18-29,25-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,Harry Reid did not,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
918390.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Female,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Sharron Angle,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Harry Reid did not,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
918368.0,Nevada,33.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Male,Hispanic,30-39,Democrat,Moderate,,High school graduate,Yes,I like my candidate but with reservations,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,Omit,,,,,,,Spending to create jobs,,,In favor of the Tea Party movement,,,Both of them,,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,Omit,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Upscale
918357.0,Nevada,33.0,Call 3,Complete,Election day exit poll,0.430000007152557,Harry Reid,Rory Reid,Male,Hispanic,65 or over,Democrat,Moderate,,Some college/assoc. degree,,I strongly favor my candidate,Favorable,Unfavorable,Better,,Barack Obama was not a factor,Enthusiastic,,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Sharron Angle,,McCain,Non black male,Latino men,65+,60+,45+,60+,65+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,Harry Reid did not,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Upscale
918345.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.490000009536743,Harry Reid,Rory Reid,Female,Hispanic,18-24,Democrat,Moderate,,Some college/assoc. degree,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Reducing the budget deficit,,,The Tea Party movement was not a factor,,,Both of them,,Didn't vote,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
888029.0,Nevada,91.0,Call 1,Complete,Election day exit poll,0.280000001192093,Harry Reid,Rory Reid,Female,White,30-39,Democrat,Liberal,,High school graduate,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,Against the Tea Party movement,,,Only Sharron Angle,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Harry Reid did not,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
918317.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.389999985694885,Harry Reid,Rory Reid,Male,Hispanic,30-39,Democrat,Moderate,,High school graduate,Yes,I strongly favor my candidate,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Neither of them,,Didn't vote,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,Harry Reid did not,Sharron Angle did not,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
918315.0,Nevada,33.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Male,Hispanic,30-39,Something else,Moderate,,Some college/assoc. degree,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Neither of them,,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,,,,Harry Reid did not,Sharron Angle did not,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Upscale
918293.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Male,Black,45-49,Democrat,Liberal,,High school graduate,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,Against the Tea Party movement,,,Both of them,,Obama,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
918269.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Female,Black,50-59,Democrat,,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,Enthusiastic,,,,,,,Reducing the budget deficit,,,Against the Tea Party movement,,,Both of them,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,,Black,,,,Harry Reid did,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
918265.0,Nevada,88.0,Call 3,Complete,Election day exit poll,0.280000001192093,Harry Reid,Rory Reid,Male,Other,50-59,Democrat,Liberal,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Better,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Cutting taxes,,,The Tea Party movement was not a factor,,,Both of them,,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,American Indian,,,,Harry Reid did,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Upscale
918252.0,Nevada,17.0,Call 3,Complete,Election day exit poll,0.360000014305115,Harry Reid,Rory Reid,Female,White,50-59,Democrat,,,High school graduate,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Reducing the budget deficit,,,Omit,,,Only Sharron Angle,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,,White,,,,Harry Reid did not,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,2.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
918246.0,Nevada,80.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Female,White,30-39,Democrat,Liberal,,High school graduate,No,I like my candidate but with reservations,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Sharron Angle,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Harry Reid did not,Sharron Angle did,,,,,Somewhat disapprove,,,Disapprove,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
918243.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.490000009536743,Harry Reid,Rory Reid,Male,Black,25-29,Something else,Liberal,,High school graduate,No,Omit,Favorable,Unfavorable,Better,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Sharron Angle,,Obama,Black male,Black men,18-29,18-29,18-44,18-29,25-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,,,Harry Reid did not,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
887932.0,Nevada,91.0,Call 1,Complete,Election day exit poll,0.28999999165535,Harry Reid,Rory Reid,Male,White,50-59,Democrat,Liberal,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Better,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Cutting taxes,,,In favor of the Tea Party movement,,,Only Sharron Angle,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,Harry Reid did not,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
918225.0,Nevada,80.0,Call 3,Complete,Election day exit poll,0.370000004768372,Harry Reid,Rory Reid,Female,Black,50-59,Democrat,Moderate,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Better,,Barack Obama was not a factor,Enthusiastic,,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Sharron Angle,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,Harry Reid did not,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
918223.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.439999997615814,Harry Reid,Rory Reid,Female,Hispanic,60-64,Democrat,Moderate,,High school graduate,Yes,I like my candidate but with reservations,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Harry Reid,,Obama,Non black female,Latino women,45-65,60+,45+,60+,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,Harry Reid did,Sharron Angle did not,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
918202.0,Nevada,36.0,Call 3,Complete,Election day exit poll,0.430000007152557,Harry Reid,Rory Reid,Female,Hispanic,60-64,Democrat,Liberal,,Some college/assoc. degree,Yes,I strongly favor my candidate,Favorable,Unfavorable,Worse,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,,In favor of the Tea Party movement,,,Only Harry Reid,,Obama,Non black female,Latino women,45-65,60+,45+,60+,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,Harry Reid did,Sharron Angle did not,,,,,Strongly approve,,,Approve,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 2,Extremely High Density Urban,Urban,Urban Core,Upscale
918201.0,Nevada,80.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Male,Hispanic,30-39,Democrat,Moderate,,College graduate,Yes,I like my candidate but with reservations,Favorable,Unfavorable,Better,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
918195.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.490000009536743,Harry Reid,Rory Reid,Female,Hispanic,18-24,Democrat,,,Some college/assoc. degree,Yes,I dislike the other candidates,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,Angry,,,,,,,Omit,,,The Tea Party movement was not a factor,,,Neither of them,,Obama,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,,Hispanic/Latino,,,,Harry Reid did not,Sharron Angle did not,,,,,Strongly approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
918169.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.389999985694885,Harry Reid,Rory Reid,Male,Hispanic,30-39,Democrat,Liberal,,High school graduate,Yes,I strongly favor my candidate,Favorable,Unfavorable,Better,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,,In favor of the Tea Party movement,,,Neither of them,,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,Harry Reid did not,Sharron Angle did not,,,,,Strongly approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very downscale
918163.0,Nevada,17.0,Call 3,Complete,Election day exit poll,0.370000004768372,Harry Reid,Rory Reid,Male,Hispanic,30-39,Democrat,Liberal,,High school graduate,Yes,I dislike the other candidates,Favorable,Unfavorable,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,2.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
918140.0,Nevada,80.0,Call 3,Complete,Election day exit poll,0.479999989271164,Harry Reid,Rory Reid,Female,Hispanic,18-24,Democrat,Moderate,,Some college/assoc. degree,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Sharron Angle,,Obama,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,Harry Reid did not,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
918139.0,Nevada,36.0,Call 3,Complete,Election day exit poll,0.370000004768372,Harry Reid,Rory Reid,Female,Hispanic,45-49,Democrat,Moderate,,High school graduate,Yes,I strongly favor my candidate,Favorable,Unfavorable,Worse,,To express support for Barack Obama,Enthusiastic,,,,,,,Reducing the budget deficit,,,Omit,,,Only Sharron Angle,,Obama,Non black female,Latino women,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,Harry Reid did not,Sharron Angle did,,,,,Omit,,,Omit,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 2,Extremely High Density Urban,Urban,Urban Core,Upscale
918104.0,Nevada,80.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Female,Hispanic,40-44,Democrat,Moderate,,Postgraduate study,Yes,I strongly favor my candidate,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,Against the Tea Party movement,,,Both of them,,Obama,Non black female,Latino women,30-44,30-59,18-44,30-44,40-49,Latino 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,White,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
918093.0,Nevada,77.0,Call 3,Complete,Election day exit poll,0.389999985694885,Harry Reid,Rory Reid,Male,Hispanic,30-39,Democrat,Liberal,,Some college/assoc. degree,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Reducing the budget deficit,,,The Tea Party movement was not a factor,,,Both of them,,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
918090.0,Nevada,17.0,Call 3,Complete,Election day exit poll,0.360000014305115,Harry Reid,Rory Reid,Female,Black,50-59,Democrat,Moderate,,Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,Enthusiastic,,,,,,,Reducing the budget deficit,,,The Tea Party movement was not a factor,,,Only Sharron Angle,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,Harry Reid did not,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,2.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
918078.0,Nevada,13.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Male,White,30-39,Democrat,Moderate,,Some college/assoc. degree,No,I like my candidate but with reservations,Favorable,Unfavorable,Better,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,Against the Tea Party movement,,,Both of them,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Harry Reid did,Sharron Angle did,,,,,Strongly approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
918044.0,Nevada,64.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Male,Hispanic,45-49,Something else,Moderate,,College graduate,Yes,I dislike the other candidates,Favorable,Unfavorable,Better,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,The Tea Party movement was not a factor,,,Both of them,,Didn't vote,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Other,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat disapprove,,,Disapprove,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 2,Extremely High Density Urban,Urban,Urban Core,Downscale
918015.0,Nevada,77.0,Call 3,Complete,Election day exit poll,0.389999985694885,Harry Reid,Rory Reid,Male,Black,30-39,Democrat,Conservative,,Some college/assoc. degree,No,I like my candidate but with reservations,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,,Obama,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat disapprove,,,Disapprove,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
860801.0,Nevada,50007.0,,Complete,Telephone survey,4.76000022888184,Harry Reid,Rory Reid,Female,White,40-44,Democrat,Conservative,,College graduate,No,I like my candidate but with reservations,Favorable,Unfavorable,Better,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Upscale
918011.0,Nevada,64.0,Call 3,Complete,Election day exit poll,0.379999995231628,Harry Reid,Rory Reid,Male,White,45-49,Democrat,Moderate,,High school graduate,No,I like my candidate but with reservations,Favorable,Unfavorable,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat disapprove,,,Disapprove,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 2,Extremely High Density Urban,Urban,Urban Core,Downscale
918010.0,Nevada,97.0,Call 3,Complete,Election day exit poll,0.509999990463257,Harry Reid,Rory Reid,Male,White,25-29,Independent,Liberal,,Some college/assoc. degree,No,I dislike the other candidates,Favorable,Unfavorable,Better,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Omit,,,Against the Tea Party movement,,,Both of them,,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Harry Reid did,Sharron Angle did,,,,,Somewhat approve,,,Approve,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
