ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENWV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,COALHH,GUNOWNER,MANCHJOB,MANCHJOB2,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
889651.0,West Virginia,35.0,Call 2,Complete,Election day exit poll,0.975854635238647,John Raese,Female,White,65 or over,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Omit,Repeal it,The war in Afghanistan,Very worried,Strongly disapprove,,Can bring needed change,,Strongly support,Before that,,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,No,,Tea Party supporters,Yes,,,,All others,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26426.0
871283.0,West Virginia,35.0,Call 1,Complete,Election day exit poll,0.611800193786621,Jesse Johnson,Female,White,65 or over,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,,Understands the needs of people like me,,Somewhat support,In the last month,,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Support,In the last month,In the last month or earlier,No,,Tea Party supporters,No,,,,All others,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26426.0
905142.0,West Virginia,35.0,Call 3,Complete,Election day exit poll,0.536052823066711,Jesse Johnson,Male,White,18-24,Independent,Moderate,"$30,000-$49,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,,Can bring needed change,,Neutral,In the last three days,,,No,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,In the last month,In the last week,Yes,,Non-Tea Party supporters and Independents/Something else,No,,,,All others,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26426.0
904786.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.799812972545624,John Raese,Female,Hispanic,45-49,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly disapprove,,,,Strongly support,,,Omit,,Non black female,Latino women,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,White,Support,,,No,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
889517.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,50-59,Democrat,Moderate,"Under $30,000",No high school diploma,No,,,,,,,,Government should do more to solve problems,,The war in Afghanistan,Very worried,Strongly disapprove,,,,Strongly oppose,,,Didn't vote,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,Yes,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
889744.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.778068482875824,John Raese,Female,White,18-24,Independent,Moderate,"$50,000-$74,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Somewhat worried,Strongly disapprove,,,,Somewhat oppose,,,Didn't vote,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,,,No,,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
904859.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.799812972545624,John Raese,Female,White,50-59,Republican,Conservative,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,,Health care,Not too worried,Strongly disapprove,,,,Somewhat oppose,,,Didn't vote,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Not worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Oppose,,,Yes,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
906283.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,30-39,Democrat,Liberal,,No high school diploma,No,,,,,,,,,Repeal it,,,,Spending to create jobs,,,Neutral,,,Didn't vote,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Neutral,,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
890375.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.652632713317871,Joe Manchin,Female,White,18-24,Republican,Conservative,,High school graduate,No,,,,,,,,,Repeal it,,,,Cutting taxes,,,Neutral,,,Didn't vote,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,,,,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
890743.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.962472319602966,John Raese,Male,White,65 or over,Republican,Moderate,,High school graduate,,,,,,,,,,Omit,,,,Cutting taxes,,,Somewhat oppose,,,Other,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Oppose,,,,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
890824.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.799812972545624,John Raese,Female,White,40-44,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,,,Leave it as is,,,,Spending to create jobs,,,Neutral,,,Other,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
905216.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.776906847953796,Did not vote,Female,White,65 or over,Democrat,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly disapprove,,,,Omit,,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Omit,,,No,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
873400.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,45-49,Democrat,Moderate,"$30,000-$49,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly disapprove,,,,Somewhat support,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Support,,,No,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
873601.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly disapprove,,,,Neutral,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Neutral,,,Yes,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
873186.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Somewhat worried,Somewhat disapprove,,,,Somewhat support,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,,,No,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
905588.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.80730801820755,Joe Manchin,Male,White,65 or over,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly disapprove,,,,Somewhat support,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,,No,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
905505.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,30-39,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Somewhat worried,Somewhat approve,,,,Neutral,,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,,,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
904981.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.775452196598053,Joe Manchin,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,Health care,Very worried,Somewhat approve,,,,Neutral,,,McCain,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,,,No,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
904922.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.679443001747131,Joe Manchin,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Somewhat disapprove,,,,Neutral,,,McCain,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,,,No,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
889599.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Somewhat worried,Strongly disapprove,,,,Somewhat oppose,,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Oppose,,,No,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
889430.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.962472319602966,John Raese,Male,White,65 or over,Republican,Liberal,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,,The war in Afghanistan,Very worried,Strongly disapprove,,,,Strongly oppose,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Oppose,,,Yes,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
873689.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.799812972545624,John Raese,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Somewhat disapprove,,,,Neutral,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,,,No,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
873299.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.832669496536255,John Raese,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Somewhat worried,Strongly disapprove,,,,Somewhat support,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,,No,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
905432.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.924493908882141,John Raese,Female,White,60-64,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly disapprove,,,,Strongly support,,,McCain,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,,,Yes,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
904720.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.962472319602966,John Raese,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly disapprove,,,,Somewhat support,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,No,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
905122.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.832669496536255,John Raese,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,Health care,Somewhat worried,Strongly disapprove,,,,Neutral,,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,,,No,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
906213.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.799812972545624,John Raese,Female,White,30-39,Independent,Conservative,,Some college/assoc. degree,No,,,,,,,,,Expand it,,,,Reducing the budget deficit,,,Somewhat support,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,,,,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
874849.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.80730801820755,Joe Manchin,Male,White,65 or over,Republican,Conservative,,Postgraduate study,No,,,,,,,,,Repeal it,,,,Reducing the budget deficit,,,Somewhat support,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
906362.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.832669496536255,John Raese,Male,White,45-49,Republican,Conservative,,College graduate,No,,,,,,,,,Repeal it,,,,Reducing the budget deficit,,,Strongly support,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
906361.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.832669496536255,John Raese,Male,White,45-49,Republican,Conservative,,College graduate,No,,,,,,,,,Repeal it,,,,Reducing the budget deficit,,,Strongly support,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
875089.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.832669496536255,John Raese,Male,White,50-59,Republican,Moderate,,College graduate,No,,,,,,,,,Repeal it,,,,Spending to create jobs,,,Neutral,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,,,,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
889816.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,,,,,,,Government should do more to solve problems,,Health care,Somewhat worried,Somewhat approve,,,,Neutral,,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,,,No,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
873504.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",College graduate,,,,,,,,,Government should do more to solve problems,,The war in Afghanistan,Not too worried,Strongly approve,,,,Strongly oppose,,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
873768.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.775452196598053,Joe Manchin,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,,,,,,,,Government should do more to solve problems,,Illegal immigration,Not too worried,Strongly approve,,,,Strongly oppose,,,Obama,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Not worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
905292.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.80730801820755,Joe Manchin,Male,White,65 or over,Republican,Moderate,"$30,000-$49,999",High school graduate,No,,,,,,,,Government should do more to solve problems,,The economy,Somewhat worried,Somewhat disapprove,,,,Somewhat support,,,Obama,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,,,Yes,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
905046.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,50-59,Democrat,Moderate,"Under $30,000",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Somewhat worried,Somewhat approve,,,,Strongly oppose,,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,Yes,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
889880.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,45-49,Republican,Moderate,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,,Health care,Very worried,Strongly approve,,,,Neutral,,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,,,Yes,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
