ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,GOVTX10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBG10,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,STIMULUS,TEAPARTY,TIMEGOV10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMEGOVMTH,TIMEGOVWK,WHNCLINC,WHTEVANG,XTEAPARTYID,FAVBUSH,IMMDEPORT,IMMLAW,LATINOS,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
863500.0,Texas,50124.0,,Complete,Telephone survey,0.600133717060089,Rick Perry,Female,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,,No,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,,,Tea Party supporters,,,State government,No,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,21.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,78028.0
863394.0,Texas,50018.0,,Complete,Telephone survey,1.19981336593628,Rick Perry,Male,White,65 or over,Republican,Conservative,"$75,000-$99,999",College graduate,No,,No,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,4.0,1.0,South,Version 1,Town,Rural,Rural,Downscale,75460.0
896245.0,Texas,19.0,Call 2,Complete,Election day exit poll,1.3013197183609,Rick Perry,Male,White,65 or over,Independent,Conservative,"$50,000-$74,999",Postgraduate study,No,,No,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Omit,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Omit,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,Omit,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
863346.0,Texas,50147.0,,Complete,Telephone survey,0.532733738422394,Other,Male,Other,50-59,Independent,Conservative,,High school graduate,,,No,I dislike the other candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Not too worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,High school graduate or less,Non white no college degree,,,,,,Men without children,,The economy,Not worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Do not have children,Support,,,,,Tea Party supporters,,,The federal government,,State questionnaire,,Rural,Small Cities/Rural,25.0,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,77442.0
911351.0,Texas,19.0,Call 3,Complete,Election day exit poll,0.910918176174164,Bill White,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,,Yes,I dislike the other candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,Illegal immigration,Somewhat worried,Somewhat disapprove,,Hurt the economy,Strongly support,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Tea Party supporters and Moms,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
863661.0,Texas,50000.0,,Complete,Telephone survey,2.44763994216919,Rick Perry,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,No,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,1.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,75941.0
877371.0,Texas,46.0,Call 1,Complete,Election day exit poll,1.0560427904129,Rick Perry,Male,Other,50-59,Something else,Conservative,"$50,000-$74,999",College graduate,No,,Yes,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,75413.0
896664.0,Texas,79.0,Call 2,Complete,Election day exit poll,0.699171006679535,Rick Perry,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,Yes,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Tea Party supporters and Moms,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,78639.0
911908.0,Texas,55.0,Call 3,Complete,Election day exit poll,1.30765187740326,Rick Perry,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,No,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,Omit,No,State questionnaire,English,Rural,Small Cities/Rural,31.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,76531.0
896323.0,Texas,19.0,Call 2,Complete,Election day exit poll,1.093376994133,Rick Perry,Male,White,30-39,Republican,Conservative,"$100,000-$199,999",College graduate,No,,Yes,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
896124.0,Texas,19.0,Call 2,Complete,Election day exit poll,1.3013197183609,Rick Perry,Male,White,65 or over,Independent,Conservative,,Postgraduate study,No,,Yes,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,,,,,Tea Party supporters,,,Omit,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
911909.0,Texas,55.0,Call 3,Complete,Election day exit poll,1.30765187740326,Rick Perry,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,No,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,Omit,No,State questionnaire,English,Rural,Small Cities/Rural,31.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,76531.0
863600.0,Texas,50147.0,,Complete,Telephone survey,0.870130181312561,Rick Perry,Male,White,65 or over,Independent,Conservative,"$75,000-$99,999",College graduate,No,,No,I dislike the other candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,25.0,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,78632.0
863345.0,Texas,50081.0,,Complete,Telephone survey,0.8042111992836,Rick Perry,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,No,I dislike the other candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Omit,Very worried,Strongly disapprove,,Hurt the economy,Strongly support,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,Omit,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,The federal government,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,78382.0
911922.0,Texas,19.0,Call 3,Complete,Election day exit poll,1.093376994133,Rick Perry,Male,White,30-39,Independent,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,Yes,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Made no difference,Strongly support,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
877099.0,Texas,79.0,Call 1,Complete,Election day exit poll,0.974421203136444,Rick Perry,Male,White,60-64,Independent,Conservative,"$75,000-$99,999",College graduate,No,,No,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Made no difference,Strongly support,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,78639.0
863462.0,Texas,50018.0,,Complete,Telephone survey,0.876679062843323,Rick Perry,Female,White,65 or over,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,No,Omit,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Made no difference,Strongly support,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,75480.0
863393.0,Texas,50064.0,,Complete,Telephone survey,0.646297872066498,Rick Perry,Female,White,65 or over,Independent,Conservative,,Some college/assoc. degree,No,,No,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Made no difference,Strongly support,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Support,,,,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,78611.0
863681.0,Texas,50000.0,,Complete,Telephone survey,1.78205299377441,Rick Perry,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,No,I dislike the other candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Made no difference,Strongly support,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,1.0,1.0,South,Version 1,Town,Rural,Rural,Upscale,75904.0
896369.0,Texas,19.0,Call 2,Complete,Election day exit poll,1.3013197183609,Rick Perry,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",College graduate,No,,No,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Made no difference,Strongly support,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
911683.0,Texas,19.0,Call 3,Complete,Election day exit poll,1.05328822135925,Rick Perry,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",College graduate,No,,No,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Somewhat worried,Strongly disapprove,,Omit,Strongly support,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
911607.0,Texas,19.0,Call 3,Complete,Election day exit poll,1.093376994133,Rick Perry,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,No,I strongly favor my candidate,,,,,,,Government should do more to solve problems,Repeal it,Health care,Very worried,Strongly disapprove,,Omit,Strongly support,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,The federal government,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
876910.0,Texas,19.0,Call 1,Complete,Election day exit poll,0.933728635311127,Rick Perry,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,Yes,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Strongly approve,,Helped the economy,Somewhat support,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Republican,Republican Women,White Republicans,Conservative Republicans,White,Tea Party supporters and Moms,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,77979.0
896842.0,Texas,79.0,Call 2,Complete,Election day exit poll,0.818714797496796,Rick Perry,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,No,I strongly favor my candidate,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Not too worried,Somewhat disapprove,,Helped the economy,Somewhat support,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Not worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,Yes,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,78639.0
863449.0,Texas,50024.0,,Complete,Telephone survey,0.964805066585541,Bill White,Male,White,65 or over,Republican,Conservative,"Under $30,000",No high school diploma,No,,Yes,I dislike the other candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The war in Afghanistan,Very worried,Strongly disapprove,,Hurt the economy,Somewhat support,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Tea Party supporters and Dads,Support,,,Yes,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,75140.0
898058.0,Texas,46.0,Call 2,Complete,Election day exit poll,0.901845753192902,Rick Perry,Female,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,No,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Omit,Somewhat disapprove,,Hurt the economy,Somewhat support,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Omit,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,75413.0
877193.0,Texas,79.0,Call 1,Complete,Election day exit poll,0.699171006679535,Rick Perry,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,No,I strongly favor my candidate,,,,,,,Government should do more to solve problems,Repeal it,Health care,Somewhat worried,Somewhat disapprove,,Hurt the economy,Somewhat support,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,The federal government,No,State questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,78639.0
877410.0,Texas,46.0,Call 1,Complete,Election day exit poll,1.07336235046387,Rick Perry,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,Yes,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,,Hurt the economy,Somewhat support,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Tea Party supporters and Moms,Support,,,Yes,,Tea Party supporters,,,The federal government,No,State questionnaire,English,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,75413.0
877318.0,Texas,79.0,Call 1,Complete,Election day exit poll,0.699171006679535,Rick Perry,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,No,I strongly favor my candidate,,,,,,,Government should do more to solve problems,Repeal it,Health care,Somewhat worried,Somewhat disapprove,,Hurt the economy,Somewhat support,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,The federal government,No,State questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,78639.0
877003.0,Texas,79.0,Call 1,Complete,Election day exit poll,0.699171006679535,Rick Perry,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,No,I strongly favor my candidate,,,,,,,Government should do more to solve problems,Repeal it,Health care,Somewhat worried,Somewhat disapprove,,Hurt the economy,Somewhat support,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,The federal government,No,State questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,78639.0
897983.0,Texas,46.0,Call 2,Complete,Election day exit poll,1.0560427904129,Rick Perry,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,Yes,I strongly favor my candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Hurt the economy,Somewhat support,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,75413.0
863556.0,Texas,50076.0,,Complete,Telephone survey,1.15829515457153,Rick Perry,Male,White,65 or over,Something else,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,No,I dislike the other candidate,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Hurt the economy,Somewhat support,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,The federal government,No,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,13.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,79007.0
911819.0,Texas,55.0,Call 3,Complete,Election day exit poll,1.09869730472565,Rick Perry,Female,White,45-49,Independent,Conservative,"$30,000-$49,999",High school graduate,No,,No,I like my candidate but with reservations,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Hurt the economy,Somewhat support,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Support,,,Yes,,Tea Party supporters,,,State government,No,State questionnaire,English,Rural,Small Cities/Rural,31.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,76531.0
