ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENDE10,HOUDE10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,QUALSEN10,TEAPARTY,TEAREAS,UNFAIRDE10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,UNFAIRCOONS,UNFAIRODON,WHNCLINC,XTEAPARTYID,CASTCOONS,FAVBIDEN2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
869201.0,Delaware,41.0,Call 1,Complete,Election day exit poll,1.10067903995514,Christine O'Donnell,Glen Urquhart,Female,White,65 or over,Republican,Conservative,,High school graduate,No,I dislike the other candidate,Unfavorable,Favorable,Favorable,Unfavorable,Worse,Omit,"Dissatisfied, but not angry",,,,,,,,In favor of the Tea Party movement,Only Christopher Coons,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,Christopher Coons did,Christine O'Donnell did not,,,,Unfavorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,19702.0
869796.0,Delaware,15.0,Call 1,Complete,Election day exit poll,1.10490417480469,Christine O'Donnell,Glen Urquhart,Male,Black,30-39,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Very worried,Strongly disapprove,Is not too extreme,Strongly support,,,,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Black,Support,,,No,Tea Party supporters,Would not have voted,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19901.0
870640.0,Delaware,15.0,Call 1,Complete,Election day exit poll,1.10545837879181,Christopher Coons,Glen Urquhart,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Is not too extreme,Somewhat support,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,No,Tea Party supporters,Mike Castle,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19901.0
870289.0,Delaware,46.0,Call 1,Complete,Election day exit poll,1.10637176036835,Other,John Carney,Male,Hispanic,60-64,Democrat,Liberal,,College graduate,Yes,I strongly favor my candidate,Favorable,Unfavorable,Unfavorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,The Tea Party movement was not a factor,Only Christine O'Donnell,Obama,Non black male,Latino men,45-65,60+,45+,60+,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Other,,Christopher Coons did not,Christine O'Donnell did,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,19713.0
871187.0,Delaware,15.0,Call 1,Complete,Election day exit poll,1.10814154148102,,Other,Male,Black,60-64,Democrat,Conservative,"$50,000-$74,999",No high school diploma,No,,,,,,,,,Government should do more to solve problems,Expand it,Health care,Very worried,Strongly approve,Omit,Strongly oppose,,,,Black male,Black men,45-65,60+,45+,60+,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Something else,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,,,No,Non-Tea Party supporters and Democrats,Omit,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19901.0
869922.0,Delaware,15.0,Call 1,Complete,Election day exit poll,1.10883390903473,Christine O'Donnell,Glen Urquhart,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,,,,,,,,Government should do more to solve problems,Repeal it,Omit,Very worried,Strongly disapprove,Has the right experience,Strongly support,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Omit,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,Yes,Tea Party supporters,Would not have voted,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19901.0
872798.0,Delaware,76.0,Call 1,Complete,Election day exit poll,1.10883390903473,Christine O'Donnell,Glen Urquhart,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",College graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,Strongly support,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,No,Tea Party supporters,Would not have voted,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19970.0
872797.0,Delaware,76.0,Call 1,Complete,Election day exit poll,1.10883390903473,Christine O'Donnell,Glen Urquhart,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",College graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,Strongly support,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,No,Tea Party supporters,Would not have voted,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19970.0
871073.0,Delaware,76.0,Call 1,Complete,Election day exit poll,1.10883390903473,Christine O'Donnell,Glen Urquhart,Male,White,30-39,Independent,Conservative,,Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Favorable,Favorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,,In favor of the Tea Party movement,Only Christopher Coons,Other,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Christopher Coons did,Christine O'Donnell did not,,,,Unfavorable,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Downscale,19970.0
871004.0,Delaware,15.0,Call 1,Complete,Election day exit poll,1.10883390903473,Christine O'Donnell,Glen Urquhart,Male,White,30-39,Republican,Conservative,"Under $30,000",High school graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Understands the needs of people like me,Somewhat support,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,Yes,Tea Party supporters,Mike Castle,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19901.0
870455.0,Delaware,15.0,Call 1,Complete,Election day exit poll,1.10883390903473,Christine O'Donnell,Glen Urquhart,Male,White,45-49,Republican,Conservative,"$200,000 or more",Postgraduate study,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,Somewhat support,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,No,Tea Party supporters,Mike Castle,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19901.0
870137.0,Delaware,15.0,Call 1,Complete,Election day exit poll,1.10883390903473,Christine O'Donnell,Glen Urquhart,Male,White,40-44,Something else,Conservative,,College graduate,No,I like my candidate but with reservations,Unfavorable,Unfavorable,Favorable,Unfavorable,Worse,To express opposition to Barack Obama,Angry,,,,,,,,In favor of the Tea Party movement,Both of them,McCain,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Christopher Coons did,Christine O'Donnell did,,,,Unfavorable,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Downscale,19901.0
872705.0,Delaware,76.0,Call 1,Complete,Election day exit poll,1.11508083343506,Christine O'Donnell,Glen Urquhart,Female,White,60-64,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,Somewhat support,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,,,No,Tea Party supporters,Mike Castle,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19970.0
872536.0,Delaware,76.0,Call 1,Complete,Election day exit poll,1.11508083343506,Christine O'Donnell,Glen Urquhart,Female,White,65 or over,Republican,Conservative,"Under $30,000",High school graduate,No,,,,,,,,,Government should do more to solve problems,Omit,The economy,Very worried,Strongly disapprove,Understands the needs of people like me,Neutral,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,,,Yes,Non-Tea Party supporters and Republicans,Mike Castle,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19970.0
872374.0,Delaware,76.0,Call 1,Complete,Election day exit poll,1.11508083343506,Christine O'Donnell,Glen Urquhart,Female,White,65 or over,Something else,Conservative,"Under $30,000",No high school diploma,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Omit,Strongly support,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,,,Yes,Tea Party supporters,Would not have voted,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19970.0
872271.0,Delaware,76.0,Call 1,Complete,Election day exit poll,1.11508083343506,Christine O'Donnell,Glen Urquhart,Female,White,65 or over,Republican,Conservative,"$200,000 or more",College graduate,No,,,,,,,,,Omit,Repeal it,Health care,Very worried,Strongly disapprove,Understands the needs of people like me,Somewhat support,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,,,No,Tea Party supporters,Mike Castle,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Downscale,19970.0
871949.0,Delaware,65.0,Call 1,Complete,Election day exit poll,1.12016773223877,Christine O'Donnell,Glen Urquhart,Female,White,25-29,Republican,Conservative,,Some college/assoc. degree,No,I strongly favor my candidate,Unfavorable,Favorable,Favorable,Unfavorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,,The Tea Party movement was not a factor,Only Christopher Coons,McCain,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,Christopher Coons did,Christine O'Donnell did not,,,,Unfavorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19701.0
871228.0,Delaware,65.0,Call 1,Complete,Election day exit poll,1.12016773223877,Christine O'Donnell,Glen Urquhart,Female,White,25-29,Independent,Liberal,,Some college/assoc. degree,No,I strongly favor my candidate,Unfavorable,Favorable,Favorable,Unfavorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,,The Tea Party movement was not a factor,Only Christopher Coons,McCain,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Christopher Coons did,Christine O'Donnell did not,,,,Unfavorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19701.0
869348.0,Delaware,2.0,Call 1,Complete,Election day exit poll,1.12035119533539,Christopher Coons,John Carney,Female,Black,45-49,Democrat,Liberal,,Some college/assoc. degree,No,Omit,Favorable,Unfavorable,Unfavorable,Omit,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,The Tea Party movement was not a factor,Only Christine O'Donnell,Obama,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,Christopher Coons did not,Christine O'Donnell did,,,,Favorable,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,19904.0
868305.0,Delaware,2.0,Call 1,Complete,Election day exit poll,1.12035119533539,Christopher Coons,John Carney,Female,Black,30-39,Democrat,Conservative,"Under $30,000",College graduate,No,,,,,,,,,Government should do more to solve problems,Expand it,Health care,Very worried,Somewhat approve,Understands the needs of people like me,Strongly oppose,,,,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,,,No,Non-Tea Party supporters and Democrats,Christopher Coons,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,19904.0
883035.0,Delaware,28.0,Call 1,Complete,Election day exit poll,1.12222671508789,Christine O'Donnell,John Carney,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Can bring needed change,Somewhat support,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,,,No,Tea Party supporters,Mike Castle,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
869513.0,Delaware,39.0,Call 1,Complete,Election day exit poll,1.12362849712372,Christopher Coons,John Carney,Male,White,30-39,Republican,Liberal,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Unfavorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Against the Tea Party movement,Only Christine O'Donnell,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Positive,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,Christopher Coons did not,Christine O'Donnell did,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19809.0
869068.0,Delaware,39.0,Call 1,Complete,Election day exit poll,1.12362849712372,Christopher Coons,John Carney,Male,White,40-44,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Has the right experience,Neutral,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Not worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Neutral,,,No,Non-Tea Party supporters and Democrats,Christopher Coons,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19809.0
868877.0,Delaware,39.0,Call 1,Complete,Election day exit poll,1.12362849712372,Christopher Coons,John Carney,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,,,Omit,Leave it as is,The economy,Very worried,Strongly approve,Has the right experience,Somewhat oppose,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,No,Non-Tea Party supporters and Democrats,Christopher Coons,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19809.0
868688.0,Delaware,39.0,Call 1,Complete,Election day exit poll,1.12362849712372,Christopher Coons,John Carney,Male,White,45-49,Democrat,Moderate,,Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,Unfavorable,Unfavorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,The Tea Party movement was not a factor,Neither of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,Christopher Coons did not,Christine O'Donnell did not,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19809.0
868982.0,Delaware,2.0,Call 1,Complete,Election day exit poll,1.12433576583862,Christopher Coons,John Carney,Female,White,50-59,Democrat,Moderate,,College graduate,No,Omit,Favorable,Omit,Unfavorable,Omit,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Against the Tea Party movement,Omit,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Omit,Omit,,,,Favorable,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,19904.0
868824.0,Delaware,39.0,Call 1,Complete,Election day exit poll,1.12595438957214,Christopher Coons,John Carney,Female,Black,65 or over,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Strongly approve,Understands the needs of people like me,Strongly oppose,,,,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,Oppose,,,No,Non-Tea Party supporters and Democrats,Christopher Coons,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19809.0
869084.0,Delaware,19.0,Call 1,Complete,Election day exit poll,1.1271847486496,Christine O'Donnell,Glen Urquhart,Male,White,30-39,Republican,Moderate,,College graduate,No,I strongly favor my candidate,Unfavorable,Favorable,Favorable,Unfavorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,,In favor of the Tea Party movement,Neither of them,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,Christopher Coons did not,Christine O'Donnell did not,,,,Unfavorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,19709.0
868578.0,Delaware,19.0,Call 1,Complete,Election day exit poll,1.1271847486496,Christine O'Donnell,Glen Urquhart,Male,White,50-59,Republican,Moderate,,College graduate,No,I strongly favor my candidate,Unfavorable,Favorable,Favorable,Favorable,Worse,To express opposition to Barack Obama,Angry,,,,,,,,In favor of the Tea Party movement,Only Christopher Coons,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,Christopher Coons did,Christine O'Donnell did not,,,,Unfavorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,19709.0
868477.0,Delaware,19.0,Call 1,Complete,Election day exit poll,1.1271847486496,Christine O'Donnell,Glen Urquhart,Male,White,30-39,Independent,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,Strongly support,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,,No,Tea Party supporters,Christopher Coons,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,19709.0
869175.0,Delaware,39.0,Call 1,Not complete,Election day exit poll,1.12995886802673,Christopher Coons,John Carney,Female,White,65 or over,,,,Postgraduate study,No,I strongly favor my candidate,,,,,Better,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,White,,,,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19809.0
883091.0,Delaware,28.0,Call 1,Not complete,Election day exit poll,1.14035081863403,Christine O'Donnell,Glen Urquhart,Female,White,50-59,,,,Some college/assoc. degree,No,I strongly favor my candidate,,,,,Worse,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,White,,,,,,,Unfavorable,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
882995.0,Delaware,28.0,Call 1,Complete,Election day exit poll,1.14035081863403,Christine O'Donnell,Glen Urquhart,Female,White,50-59,Independent,Moderate,,College graduate,No,I strongly favor my candidate,Unfavorable,Unfavorable,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,,The Tea Party movement was not a factor,Omit,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Omit,Omit,,,,Omit,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
871800.0,Delaware,76.0,Call 1,Complete,Election day exit poll,1.14286291599274,Other,Glen Urquhart,Male,White,65 or over,Independent,Moderate,,Postgraduate study,No,I like my candidate but with reservations,Unfavorable,Favorable,Unfavorable,Unfavorable,Worse,To express opposition to Barack Obama,Angry,,,,,,,,The Tea Party movement was not a factor,Both of them,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Christopher Coons did,Christine O'Donnell did,,,,Unfavorable,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Downscale,19970.0
869025.0,Delaware,41.0,Call 1,Complete,Election day exit poll,1.15034556388855,Other,Glen Urquhart,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Can bring needed change,Strongly oppose,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,,,No,Non-Tea Party supporters and Independents/Something else,Mike Castle,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,19702.0
875357.0,Delaware,75.0,Call 1,Complete,Election day exit poll,1.15190720558167,Christine O'Donnell,Glen Urquhart,,White,65 or over,Independent,Moderate,"$30,000-$49,999",College graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Can bring needed change,Strongly support,,,,,,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,,White Independents,Independents/Something else,White,Support,,,No,Tea Party supporters,Would not have voted,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Very downscale,19960.0
