ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENAR10,GOVAR10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,STIMULUS,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,FAVBCLIN,LINCLIB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
859425.0,Arkansas,50019.0,,Complete,Telephone survey,1.70042335987091,Blanche Lincoln,Mike Beebe,Female,White,65 or over,Democrat,Moderate,"$100,000-$199,999",High school graduate,No,Yes,No,,,,,,,Government should do more to solve problems,Omit,The economy,Not at all worried,Somewhat approve,,Made no difference,Somewhat oppose,Before that,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,71958.0
859360.0,Arkansas,50001.0,,Complete,Telephone survey,1.90324485301971,Blanche Lincoln,Mike Beebe,Female,White,60-64,Democrat,Conservative,"Under $30,000",High school graduate,No,Yes,No,,,,,,,Omit,Omit,The economy,Very worried,Strongly disapprove,,Made no difference,Somewhat oppose,Omit,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,Omit,Omit,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,South,Version 1,Low Density Rural,Rural,Rural,Upscale,72501.0
913617.0,Arkansas,53.0,Call 3,Complete,Election day exit poll,0.772479832172394,Blanche Lincoln,Mike Beebe,Male,Hispanic,25-29,Something else,Moderate,"$30,000-$49,999",High school graduate,Yes,No,Yes,,,,,,,Government should do more to solve problems,Leave it as is,The war in Afghanistan,Not too worried,Strongly approve,,Made no difference,Somewhat oppose,In the last three days,,,Non black male,Latino men,18-29,18-29,18-44,18-29,25-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Dads - Men with children,,Something else,Not worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,Non-Tea Party supporters and Dads,Oppose,In the last month,In the last week,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
897341.0,Arkansas,53.0,Call 2,Complete,Election day exit poll,0.772479832172394,Blanche Lincoln,Mike Beebe,Male,White,25-29,Something else,Conservative,"$50,000-$74,999",College graduate,No,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Not too worried,Somewhat disapprove,,Hurt the economy,Somewhat oppose,In the last three days,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Not worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Oppose,In the last month,In the last week,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
912632.0,Arkansas,52.0,Call 3,Complete,Election day exit poll,0.608029007911682,Blanche Lincoln,Mike Beebe,Female,Black,50-59,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Yes,Yes,,,,,,,Government should do more to solve problems,Leave it as is,The war in Afghanistan,Somewhat worried,Strongly approve,,Helped the economy,Somewhat oppose,In the last month,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Moms - Women with children,,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,Non-Tea Party supporters and Moms,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
913927.0,Arkansas,53.0,Call 3,Complete,Election day exit poll,1.13306570053101,John Boozman,Mike Beebe,Male,Black,25-29,Democrat,Moderate,"$75,000-$99,999",College graduate,No,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Somewhat worried,Strongly approve,,Helped the economy,Somewhat oppose,In the last week,,,Black male,Black men,18-29,18-29,18-44,18-29,25-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Dads - Men with children,,Something else,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Non-Tea Party supporters and Dads,Oppose,In the last month,In the last week,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
859355.0,Arkansas,50015.0,,Complete,Telephone survey,3.29049682617188,John Boozman,Jim Keet,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,Yes,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Somewhat worried,Strongly disapprove,,Made no difference,Somewhat oppose,Before that,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,71635.0
859325.0,Arkansas,50001.0,,Complete,Telephone survey,1.90588343143463,Blanche Lincoln,Mike Beebe,Male,White,60-64,Something else,Liberal,"$75,000-$99,999",Postgraduate study,No,No,No,,,,,,,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Strongly approve,,Helped the economy,Somewhat oppose,Before that,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,72560.0
912471.0,Arkansas,52.0,Call 3,Complete,Election day exit poll,0.601432859897614,Blanche Lincoln,Mike Beebe,Male,Black,50-59,Democrat,Conservative,"$30,000-$49,999",High school graduate,,Yes,No,,,,,,,Government should do more to solve problems,Expand it,Health care,Very worried,Strongly approve,,Helped the economy,Somewhat oppose,Before that,,,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Men without children,,Something else,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Do not have children,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
912793.0,Arkansas,53.0,Call 3,Complete,Election day exit poll,0.59114795923233,Blanche Lincoln,Jim Keet,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,Health care,Not at all worried,Somewhat approve,,Hurt the economy,Somewhat oppose,In the last week,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Not worried,Approve,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Oppose,In the last month,In the last week,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
913295.0,Arkansas,53.0,Call 3,Complete,Election day exit poll,0.867089927196503,John Boozman,Jim Keet,Male,Black,40-44,Republican,Moderate,"$50,000-$74,999",College graduate,No,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,Health care,Somewhat worried,Somewhat approve,,Helped the economy,Somewhat oppose,Before that,,,Black male,Black men,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Dads - Men with children,,Something else,Worried,Approve,Republican,Republican Men,All others,Moderate/Liberal Republicans,Black,Non-Tea Party supporters and Dads,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
859374.0,Arkansas,50015.0,,Complete,Telephone survey,2.21886110305786,Blanche Lincoln,Jim Keet,Female,White,45-49,Independent,Liberal,"$50,000-$74,999",High school graduate,No,Yes,No,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,Health care,Not at all worried,Strongly disapprove,,Made no difference,Somewhat oppose,Omit,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Not worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,Omit,Omit,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,71652.0
913544.0,Arkansas,53.0,Call 3,Complete,Election day exit poll,0.636267364025116,Blanche Lincoln,Mike Beebe,Female,Hispanic,45-49,Something else,Moderate,"$75,000-$99,999",College graduate,Yes,No,Yes,,,,,,,Government should do more to solve problems,Leave it as is,Health care,Somewhat worried,Strongly approve,,Made no difference,Somewhat oppose,Before that,,,Non black female,Latino women,45-65,30-59,45+,45-59,40-49,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Moms - Women with children,,Something else,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Hispanic/Latino,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
907949.0,Arkansas,67.0,Call 3,Complete,Election day exit poll,0.584835112094879,Blanche Lincoln,Mike Beebe,Female,White,45-49,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Somewhat approve,,Made no difference,Somewhat oppose,Before that,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,72738.0
897545.0,Arkansas,53.0,Call 2,Complete,Election day exit poll,0.666806042194366,Blanche Lincoln,Mike Beebe,Male,Black,30-39,Democrat,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,No,No,,,,,,,Government should do more to solve problems,Expand it,Illegal immigration,Not too worried,Strongly approve,,Helped the economy,Somewhat oppose,In the last month,,,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Men without children,,Something else,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,Do not have children,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
896172.0,Arkansas,52.0,Call 2,Complete,Election day exit poll,0.608029007911682,Blanche Lincoln,Mike Beebe,Female,Black,50-59,Democrat,,"Under $30,000",Some college/assoc. degree,No,Yes,No,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,Illegal immigration,Very worried,Strongly approve,,Hurt the economy,Somewhat oppose,Before that,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Women without children,,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,,Black,Do not have children,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72104.0
895249.0,Arkansas,72.0,Call 2,Complete,Election day exit poll,0.644542038440704,John Boozman,Mike Beebe,Male,White,40-44,Republican,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,Yes,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Not too worried,Strongly disapprove,,Hurt the economy,Somewhat oppose,In the last month,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,Something else,Not worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Dads,Oppose,In the last month,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,71957.0
896718.0,Arkansas,67.0,Call 2,Complete,Election day exit poll,0.743079125881195,John Boozman,Mike Beebe,Female,White,65 or over,Democrat,,,High school graduate,No,Yes,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Omit,Very worried,Strongly disapprove,,Hurt the economy,Somewhat oppose,Before that,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,,Omit,Worried,Disapprove,Democrat,Democratic Women,White Democrats,,White,Do not have children,Oppose,Before that,In the last month or earlier,,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,72738.0
859472.0,Arkansas,50013.0,,Complete,Telephone survey,2.71862554550171,John Boozman,Mike Beebe,Female,White,65 or over,Independent,Conservative,"Under $30,000",No high school diploma,No,Yes,No,,,,,,,Omit,Omit,Omit,Omit,Somewhat disapprove,,Omit,Somewhat oppose,In the last week,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,Omit,Omit,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,In the last month,In the last week,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Upscale,72601.0
859345.0,Arkansas,50008.0,,Complete,Telephone survey,1.89587152004242,Blanche Lincoln,Mike Beebe,Female,White,50-59,Democrat,Conservative,"Under $30,000",High school graduate,No,Yes,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Strongly approve,,Hurt the economy,Strongly oppose,Before that,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,2.0,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,72834.0
859365.0,Arkansas,50013.0,,Complete,Telephone survey,1.86631321907043,Blanche Lincoln,Mike Beebe,Female,White,60-64,Democrat,Moderate,"Under $30,000",College graduate,No,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,,Helped the economy,Strongly oppose,Before that,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,72740.0
911761.0,Arkansas,15.0,Call 3,Complete,Election day exit poll,1.75450527667999,Blanche Lincoln,Mike Beebe,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",College graduate,No,No,Yes,,,,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly approve,,Helped the economy,Strongly oppose,Before that,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72616.0
911198.0,Arkansas,38.0,Call 3,Complete,Election day exit poll,0.41241854429245,Blanche Lincoln,Mike Beebe,Male,Black,50-59,Democrat,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,Yes,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,,Helped the economy,Strongly oppose,Before that,,,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Men without children,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,Do not have children,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,71638.0
911091.0,Arkansas,46.0,Call 3,Complete,Election day exit poll,0.524189591407776,Blanche Lincoln,Mike Beebe,Male,White,60-64,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Not too worried,Strongly approve,,Made no difference,Strongly oppose,In the last month,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale,71909.0
877010.0,Arkansas,38.0,Call 1,Complete,Election day exit poll,0.52020001411438,Blanche Lincoln,Mike Beebe,Male,Black,65 or over,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Yes,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Not at all worried,Strongly approve,,Helped the economy,Strongly oppose,Before that,,,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Men without children,,The economy,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Do not have children,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,71638.0
876712.0,Arkansas,72.0,Call 1,Complete,Election day exit poll,0.527389705181122,Blanche Lincoln,Mike Beebe,Female,White,65 or over,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,No,,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,,Helped the economy,Strongly oppose,In the last week,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Oppose,In the last month,In the last week,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,71957.0
895904.0,Arkansas,38.0,Call 2,Complete,Election day exit poll,0.41241854429245,Blanche Lincoln,Mike Beebe,Male,Black,50-59,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Yes,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Helped the economy,Strongly oppose,Before that,,,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Men without children,,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Black,Do not have children,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,71638.0
896215.0,Arkansas,10.0,Call 2,Complete,Election day exit poll,0.737675964832306,Blanche Lincoln,Mike Beebe,Female,White,65 or over,Democrat,Moderate,,High school graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Somewhat approve,,Made no difference,Strongly oppose,Omit,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Oppose,Omit,Omit,,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale,72756.0
911864.0,Arkansas,15.0,Call 3,Complete,Election day exit poll,3.56560897827148,Blanche Lincoln,Other,Male,Other,45-49,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,No,Yes,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Helped the economy,Strongly oppose,Before that,,,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Dads - Men with children,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,American Indian,Non-Tea Party supporters and Dads,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72616.0
911162.0,Arkansas,20.0,Call 3,Complete,Election day exit poll,0.495034992694855,John Boozman,Mike Beebe,Female,White,45-49,Democrat,Moderate,"Under $30,000",High school graduate,No,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly disapprove,,Hurt the economy,Strongly oppose,In the last three days,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,In the last month,In the last week,Yes,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72543.0
859315.0,Arkansas,50015.0,,Complete,Telephone survey,3.29505848884583,John Boozman,Jim Keet,Male,White,30-39,Independent,Liberal,"$30,000-$49,999",High school graduate,No,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Helped the economy,Strongly oppose,Before that,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Oppose,Before that,In the last month or earlier,Yes,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,71667.0
