ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENFL10,GOVFL10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,CUBAN3,CHILD,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,STIMULUS,TEAPARTY,TEAREAS,TIMESEN10,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,@2WAYSENFL,DECLINE10,DESCRIBG10,MARRIED,FORECLOSE2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
872929.0,Florida,105.0,Call 1,Complete,Election day exit poll,1.11000001430511,Charlie Crist,Alex Sink,Female,White,65 or over,Democrat,Moderate,"$100,000-$199,999",High school graduate,No,,,,,Worse,,,"Satisfied, but not enthusiastic",,,Health care,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Positive,Something else,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,No,,,,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,13.0,4.0,South,Version 2,Suburb,Rural,Rural,Upscale
886150.0,Florida,105.0,Call 2,Complete,Election day exit poll,1.20000004768372,Charlie Crist,Alex Sink,Male,White,65 or over,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,,,,,About the same,,,"Satisfied, but not enthusiastic",,,Health care,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Positive,Something else,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,No,,,,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,13.0,4.0,South,Version 2,Suburb,Rural,Rural,Upscale
909258.0,Florida,14.0,Call 3,Complete,Election day exit poll,0.879999995231628,Charlie Crist,Rick Scott,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",High school graduate,No,,,,,About the same,,,"Dissatisfied, but not angry",,,Health care,,,,,,,,,,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,Something else,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,Yes,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,5.0,3.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale
908353.0,Florida,14.0,Call 3,Not complete,Election day exit poll,0.0,,Other,Male,White,18-24,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,,,,,,,,,Dads - Men with children,,,,,,,,,White,,,,,,,,,,,,National questionnaire,,Rural,Small Cities/Rural,5.0,3.0,South,Version 4,Low Density Rural,Rural,Rural,Downscale
889719.0,Florida,14.0,Call 2,Not complete,Election day exit poll,0.0,,Other,Male,White,18-24,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,,,,,,,,,Dads - Men with children,,,,,,,,,White,,,,,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,5.0,3.0,South,Version 4,Low Density Rural,Rural,Rural,Downscale
905322.0,Florida,7.0,Call 3,Not complete,Election day exit poll,0.709999978542328,Marco Rubio,Rick Scott,Male,White,60-64,,,,Some college/assoc. degree,No,No,,,,,,,,,,,,,,,Understands the needs of people like me,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,,,,,,,,,White,,,,,,,,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,1.0,South,Version 3,Town,Rural,Rural,Upscale
886059.0,Florida,105.0,Call 2,Not complete,Election day exit poll,1.03999996185303,Marco Rubio,Rick Scott,Male,White,65 or over,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,13.0,4.0,South,Version 2,Suburb,Rural,Rural,Upscale
872838.0,Florida,94.0,Call 1,Not complete,Election day exit poll,0.910000026226044,Marco Rubio,Other,Female,White,65 or over,,,,College graduate,No,No,,,,,,,,,,,,,,,Can bring needed change,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Women without children,,,,,,,,,White,,,,,,,,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,1.0,South,Version 3,Low Density Rural,Rural,Rural,Very downscale
888854.0,Florida,14.0,Call 2,Not complete,Election day exit poll,0.779999971389771,Charlie Crist,Alex Sink,Female,Black,45-49,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,,,,,,,,,Moms - Women with children,,,,,,,,,Black,,,,,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,5.0,3.0,South,Version 4,Low Density Rural,Rural,Rural,Downscale
872898.0,Florida,94.0,Call 1,Not complete,Election day exit poll,0.579999983310699,Charlie Crist,Rick Scott,Female,White,65 or over,,,,No high school diploma,No,No,,,,,,,,,,,,,,,Understands the needs of people like me,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,,,,,,,,,White,,,,,,,,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,1.0,South,Version 3,Low Density Rural,Rural,Rural,Very downscale
860045.0,Florida,50099.0,,Complete,Telephone survey,0.0,Charlie Crist,Did not vote,Female,,,,,,,,,I strongly favor my candidate,Omit,Unfavorable,Omit,,Omit,Omit,,,,,,,Omit,,Omit,,,Omit,,,Omit,,,,,,,,,,,,,,,,,,Omit,,,,,,,,,,,,,,,,,,,,State questionnaire,,Suburbs,Suburbs,20.0,5.0,South,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
874380.0,Florida,23.0,Call 1,Complete,Election day exit poll,1.10000002384186,Marco Rubio,Rick Scott,Male,Hispanic,65 or over,Republican,Moderate,,No high school diploma,"Yes, Cuban",,I like my candidate but with reservations,Unfavorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Omit,,The Republican Party,,,Against the Tea Party movement,,,Omit,Non black male,Latino men,65+,60+,45+,60+,65+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Republican,Republican Men,All others,Moderate/Liberal Republicans,White,,,,,,,,,,Yes,,State questionnaire,Spanish,Suburbs,Suburbs,21.0,5.0,South,Version 2,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
874460.0,Florida,23.0,Call 1,Complete,Election day exit poll,0.889999985694885,Kendrick Meek,Alex Sink,Female,Hispanic,60-64,Democrat,Liberal,,No high school diploma,"Yes, other Hispanic",,I strongly favor my candidate,Unfavorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Omit,Non black female,Latino women,45-65,60+,45+,60+,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,,,,,,,Yes,,State questionnaire,English,Suburbs,Suburbs,21.0,5.0,South,Version 2,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
859914.0,Florida,50099.0,,Complete,Telephone survey,0.0,Other,Did not vote,Male,Asian,50-59,Independent,Moderate,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Reducing the budget deficit,,The Democratic Party,,,The Tea Party movement was not a factor,,,Omit,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,,,,,,,,,,Yes,,State questionnaire,English,Suburbs,Suburbs,20.0,5.0,South,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
902813.0,Florida,81.0,Call 3,Complete,Election day exit poll,0.360000014305115,Other,Other,Female,White,65 or over,Democrat,Conservative,,High school graduate,No,,I dislike the other candidates,Unfavorable,Unfavorable,Worse,,Barack Obama was not a factor,Angry,,,,,,,Cutting taxes,,Does not matter to me,,,Omit,,,Omit,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,,Yes,,State questionnaire,English,Suburbs,Suburbs,5.0,3.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
860226.0,Florida,50094.0,,Complete,Telephone survey,0.0,Did not vote,Other,Male,White,50-59,,Conservative,,College graduate,No,No,,,,,Not at all worried,,,,,,,,Somewhat approve,,Is not too extreme,,Made no difference,Strongly oppose,,,Generally going in the right direction,Omit,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Men without children,,,,Approve,,,,,White,Do not have children,Oppose,,,,,Omit,A normal downturn,,,Not worried,State questionnaire,English,Suburbs,Suburbs,19.0,5.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
873173.0,Florida,106.0,Call 1,Complete,Election day exit poll,0.0,Marco Rubio,,Male,White,65 or over,Independent,Conservative,,Some college/assoc. degree,No,No,,,,,Not at all worried,,,,,,,,Strongly disapprove,,Can bring needed change,,Hurt the economy,Strongly support,,,Seriously off on the wrong track,Omit,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,,Tea Party supporters,Omit,"A serious, long-term decline",,,Not worried,State questionnaire,English,Suburbs,Suburbs,13.0,4.0,South,Version 3,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
860259.0,Florida,50052.0,,Complete,Telephone survey,2.0,Marco Rubio,Rick Scott,Female,White,65 or over,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,No,,,,,Not at all worried,,,,,,,,Strongly disapprove,,Understands the needs of people like me,,Hurt the economy,Strongly support,,,Seriously off on the wrong track,Omit,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Support,,,Yes,Tea Party supporters,Marco Rubio,"A serious, long-term decline",,,Not worried,State questionnaire,English,Suburbs,Suburbs,11.0,3.0,South,Version 3,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale
873979.0,Florida,81.0,Call 1,Complete,Election day exit poll,0.75,Marco Rubio,Rick Scott,Female,White,50-59,Something else,Conservative,"$30,000-$49,999",Postgraduate study,No,Yes,,,,,Very worried,,,,,,,,Strongly disapprove,,Understands the needs of people like me,,Hurt the economy,Strongly support,,,Seriously off on the wrong track,Omit,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Tea Party supporters and Moms,Support,,,No,Tea Party supporters,Marco Rubio,"A serious, long-term decline",,,Worried,State questionnaire,English,Suburbs,Suburbs,5.0,3.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
865610.0,Florida,50042.0,,Complete,Telephone survey,2.0,Marco Rubio,Rick Scott,Female,White,40-44,Republican,Moderate,,High school graduate,,,,,,,,,,,Repeal it,,,,,Spending to create jobs,,,Made no difference,Somewhat oppose,,,Seriously off on the wrong track,Didn't vote,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,Oppose,,,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,,Suburbs,Suburbs,9.0,3.0,South,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale
904734.0,Florida,98.0,Call 3,Complete,Election day exit poll,0.800000011920929,Kendrick Meek,Alex Sink,Male,Hispanic,18-24,Something else,Moderate,,High school graduate,No,,,,,,,,,,Leave it as is,,,,,Spending to create jobs,,,Made no difference,Strongly oppose,,,Generally going in the right direction,Didn't vote,Non black male,Latino men,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,,Oppose,,,,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,English,Suburbs,Suburbs,7.0,1.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
873333.0,Florida,68.0,Call 1,Complete,Election day exit poll,0.610000014305115,Kendrick Meek,Alex Sink,Female,Black,18-24,Independent,Conservative,,High school graduate,No,,I strongly favor my candidate,Favorable,Omit,Worse,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Didn't vote,Black female,Black women,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,,,,,,,,No,,State questionnaire,English,Suburbs,Suburbs,8.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale
885949.0,Florida,69.0,Call 2,Complete,Election day exit poll,0.620000004768372,Kendrick Meek,Other,Female,Hispanic,65 or over,Independent,Liberal,,Postgraduate study,"Yes, other Hispanic",,I dislike the other candidates,Unfavorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,Omit,,,The Tea Party movement was not a factor,,,Didn't vote,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Hispanic/Latino,,,,,,,,,,Yes,,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale
886957.0,Florida,68.0,Call 2,Complete,Election day exit poll,0.610000014305115,Kendrick Meek,Alex Sink,Female,Black,18-24,Democrat,Moderate,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Didn't vote,Black female,Black women,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,No,,State questionnaire,English,Suburbs,Suburbs,8.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale
859976.0,Florida,50099.0,,Complete,Telephone survey,2.17000007629395,Kendrick Meek,Alex Sink,Male,Other,18-24,Democrat,Conservative,,High school graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Didn't vote,Non black male,All other races,18-29,18-29,18-44,18-29,18-24,Other,No college degree,High school graduate or less,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Other,,,,,,,,,,No,,State questionnaire,English,Suburbs,Suburbs,20.0,5.0,South,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
904338.0,Florida,68.0,Call 3,Complete,Election day exit poll,0.569999992847443,Kendrick Meek,Alex Sink,Male,White,30-39,Independent,Moderate,,College graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,Better,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Reducing the budget deficit,,The Democratic Party,,,Against the Tea Party movement,,,Didn't vote,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,,,,No,,State questionnaire,English,Suburbs,Suburbs,8.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale
887807.0,Florida,106.0,Call 2,Complete,Election day exit poll,0.779999971389771,Marco Rubio,Rick Scott,Male,Hispanic,50-59,Republican,Moderate,,College graduate,"Yes, Cuban",,I strongly favor my candidate,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Reducing the budget deficit,,The Democratic Party,,,Against the Tea Party movement,,,Didn't vote,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Republican,Republican Men,All others,Moderate/Liberal Republicans,White,,,,,,,,,,Yes,,State questionnaire,English,Suburbs,Suburbs,13.0,4.0,South,Version 2,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
887653.0,Florida,83.0,Call 2,Complete,Election day exit poll,2.26999998092651,Marco Rubio,Rick Scott,Female,White,60-64,Independent,Moderate,,Some college/assoc. degree,No,,I strongly favor my candidate,Unfavorable,Favorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,The Republican Party,,,In favor of the Tea Party movement,,,Didn't vote,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,,,Yes,,State questionnaire,English,Suburbs,Suburbs,5.0,3.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
859999.0,Florida,50000.0,,Complete,Telephone survey,1.69000005722046,Marco Rubio,Rick Scott,Male,White,60-64,Independent,Moderate,,College graduate,No,,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,,Omit,Angry,,,,,,,Cutting taxes,,The Republican Party,,,The Tea Party movement was not a factor,,,Didn't vote,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,,,,No,,State questionnaire,English,Suburbs,Suburbs,1.0,1.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
903950.0,Florida,106.0,Call 3,Complete,Election day exit poll,0.889999985694885,Charlie Crist,Alex Sink,Male,Other,60-64,Democrat,Moderate,,College graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Cutting taxes,,The Democratic Party,,,Against the Tea Party movement,,,Didn't vote,Non black male,All other races,45-65,60+,45+,60+,50-64,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Other,,,,,,,,,,Yes,,State questionnaire,English,Suburbs,Suburbs,13.0,4.0,South,Version 2,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
873620.0,Florida,23.0,Call 1,Complete,Election day exit poll,1.10000002384186,Marco Rubio,Rick Scott,Female,Hispanic,18-24,Independent,Liberal,,High school graduate,"Yes, Cuban",,I like my candidate but with reservations,Unfavorable,Favorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Cutting taxes,,Does not matter to me,,,The Tea Party movement was not a factor,,,Didn't vote,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,All others,Independents/Something else,,,,,,,,,,,No,,State questionnaire,English,Suburbs,Suburbs,21.0,5.0,South,Version 2,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
885884.0,Florida,69.0,Call 2,Complete,Election day exit poll,1.12999999523163,Marco Rubio,Rick Scott,Female,Hispanic,25-29,Republican,Conservative,,High school graduate,"Yes, other Hispanic",,I strongly favor my candidate,Unfavorable,Favorable,About the same,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Cutting taxes,,Does not matter to me,,,Against the Tea Party movement,,,Didn't vote,Non black female,Latino women,18-29,18-29,18-44,18-29,25-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,,Negative,,,,Republican,Republican Women,All others,Conservative Republicans,Hispanic/Latino,,,,,,,,,,No,,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale
870790.0,Florida,98.0,Call 1,Complete,Election day exit poll,1.07000005245209,Marco Rubio,Rick Scott,Male,White,,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly disapprove,,,,,Strongly support,,,,Didn't vote,Non black male,White men,,,,,,,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,Support,,,No,Tea Party supporters,,,,,,National questionnaire,English,Suburbs,Suburbs,7.0,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
860265.0,Florida,50042.0,,Complete,Telephone survey,2.0699999332428,Marco Rubio,Rick Scott,Male,White,50-59,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,No,,,,,Very worried,,,,,,,,Strongly disapprove,,Can bring needed change,,Hurt the economy,Strongly support,,,Seriously off on the wrong track,Didn't vote,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,Yes,Tea Party supporters,Marco Rubio,"A serious, long-term decline",,,Worried,State questionnaire,English,Suburbs,Suburbs,9.0,3.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
903769.0,Florida,69.0,Call 3,Complete,Election day exit poll,1.04999995231628,Marco Rubio,Rick Scott,Male,White,50-59,Independent,Conservative,"Under $30,000",High school graduate,No,No,,,,,Not at all worried,,,,,,,,Somewhat disapprove,,Understands the needs of people like me,,Hurt the economy,Strongly support,,,Seriously off on the wrong track,Didn't vote,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,Yes,Tea Party supporters,Marco Rubio,"A serious, long-term decline",,,Not worried,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,South,Version 3,Suburb,80s Suburbs,Urban Perimeter,Downscale
860345.0,Florida,50025.0,,Complete,Telephone survey,1.63999998569489,Marco Rubio,Other,Male,White,65 or over,Republican,Conservative,"Under $30,000",High school graduate,No,No,,,,,Somewhat worried,,,,,,,,Strongly disapprove,,Can bring needed change,,Made no difference,Somewhat support,,,Seriously off on the wrong track,Didn't vote,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,Yes,Tea Party supporters,Marco Rubio,"A serious, long-term decline",,,Worried,State questionnaire,English,Suburbs,Suburbs,6.0,1.0,South,Version 3,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale
903425.0,Florida,81.0,Call 3,Complete,Election day exit poll,0.709999978542328,Charlie Crist,Alex Sink,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",College graduate,No,No,,,,,Very worried,,,,,,,,Omit,,Has the right experience,,Hurt the economy,Neutral,,,Seriously off on the wrong track,Didn't vote,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,,,Omit,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,,,No,Non-Tea Party supporters and Independents/Something else,Kendrick Meek,"A serious, long-term decline",,,Worried,State questionnaire,English,Suburbs,Suburbs,5.0,3.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
871745.0,Florida,98.0,Call 1,Complete,Election day exit poll,0.839999973773956,Charlie Crist,Rick Scott,Male,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,,,,Expand it,,,,,Spending to create jobs,,,Helped the economy,Neutral,,,Generally going in the right direction,Other,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Neutral,,,,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,English,Suburbs,Suburbs,7.0,1.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
871132.0,Florida,27.0,Call 1,Complete,Election day exit poll,4.28000020980835,Marco Rubio,Rick Scott,Male,Hispanic,50-59,Republican,Conservative,,High school graduate,"Yes, Cuban",,I strongly favor my candidate,Unfavorable,Favorable,Worse,,To express opposition to Barack Obama,Angry,,,,,,,Spending to create jobs,,The Republican Party,,,The Tea Party movement was not a factor,,,Other,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,Negative,,,,Republican,Republican Men,All others,Conservative Republicans,Hispanic/Latino,,,,,,,,,,Yes,,State questionnaire,English,Suburbs,Suburbs,25.0,5.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
