ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENPA10,GOVPA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,RELIGN10,SENCNTL,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,PRINCIPLES,SAMESEXM,SPECTOOM,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
873082.0,Pennsylvania,34.0,Call 1,Complete,Election day exit poll,0.810321569442749,Pat Toomey,Tom Corbett,Male,White,30-39,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Has the right experience,Catholic,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,East,Version 3,Town,Rural,Rural,Upscale
903182.0,Pennsylvania,101.0,Call 3,Complete,Election day exit poll,0.781447649002075,Pat Toomey,Tom Corbett,Male,White,30-39,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Has the right experience,Other christian,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,10.0,3.0,East,Version 3,Suburb,Rural,Rural,Very downscale
870155.0,Pennsylvania,96.0,Call 1,Complete,Election day exit poll,4.00062370300293,Pat Toomey,Tom Corbett,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Understands the needs of people like me,Catholic,,Neutral,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Catholic,Catholic,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 3,Extremely High Density Urban,Urban,Urban Core,Downscale
873010.0,Pennsylvania,106.0,Call 1,Complete,Election day exit poll,0.840901732444763,Pat Toomey,Tom Corbett,Male,White,45-49,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,12.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
911891.0,Pennsylvania,42.0,Call 3,Complete,Election day exit poll,0.802748322486877,Pat Toomey,Tom Corbett,Female,White,50-59,Independent,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Catholic,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
888946.0,Pennsylvania,42.0,Call 2,Complete,Election day exit poll,0.83252215385437,Pat Toomey,Tom Corbett,Male,White,45-49,Independent,Conservative,"$75,000-$99,999",High school graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Is not too extreme,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
872973.0,Pennsylvania,55.0,Call 1,Not complete,Election day exit poll,0.893772065639496,Pat Toomey,Tom Corbett,Male,White,30-39,,,,Some college/assoc. degree,No,,I strongly favor my candidate,,,,,,,,,,,,,,,,The Republican Party,,,,,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
872889.0,Pennsylvania,34.0,Call 1,Complete,Election day exit poll,0.810321569442749,Pat Toomey,Tom Corbett,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Catholic,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,East,Version 3,Town,Rural,Rural,Upscale
914635.0,Pennsylvania,73.0,Call 3,Complete,Election day exit poll,0.934986412525177,Pat Toomey,Tom Corbett,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",High school graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Has the right experience,Protestant,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,10.0,4.0,East,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
872847.0,Pennsylvania,106.0,Call 1,Complete,Election day exit poll,0.959668099880219,Pat Toomey,Tom Corbett,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Somewhat disapprove,,Can bring needed change,Other christian,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,12.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
872836.0,Pennsylvania,25.0,Call 1,Complete,Election day exit poll,0.850758910179138,Pat Toomey,Tom Corbett,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat approve,,Has the right experience,Catholic,,Neutral,,,Generally going in the right direction,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Catholic,Catholic,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale
874586.0,Pennsylvania,51.0,Call 1,Complete,Election day exit poll,1.10598659515381,Pat Toomey,Tom Corbett,Female,White,45-49,Republican,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,"Satisfied, but not enthusiastic",,,It will not make much difference to you,,,,Somewhat disapprove,,Has the right experience,Catholic,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Positive,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,6.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Very upscale
872747.0,Pennsylvania,106.0,Call 1,Complete,Election day exit poll,0.907871961593628,Pat Toomey,Tom Corbett,Female,White,65 or over,Republican,Conservative,,College graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,12.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
874490.0,Pennsylvania,103.0,Call 1,Complete,Election day exit poll,0.979715526103973,Pat Toomey,Tom Corbett,Male,White,65 or over,Independent,Conservative,"$30,000-$49,999",No high school diploma,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,18.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
872653.0,Pennsylvania,106.0,Call 1,Complete,Election day exit poll,0.941544830799103,Pat Toomey,Tom Corbett,Male,White,65 or over,Independent,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Has the right experience,None,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,None,None,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,12.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
872645.0,Pennsylvania,66.0,Call 1,Complete,Election day exit poll,0.835410118103027,Pat Toomey,Tom Corbett,Female,White,65 or over,Republican,Moderate,,High school graduate,No,,,,,,,"Satisfied, but not enthusiastic",,,It will not make much difference to you,,,,Somewhat disapprove,,Has the right experience,Protestant,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,Positive,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,,Tea Party supporters,,,Pat Toomey,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",16.0,4.0,East,Version 3,Suburb,Urban,Urban Core,Downscale
872641.0,Pennsylvania,25.0,Call 1,Complete,Election day exit poll,0.882313430309296,Pat Toomey,Tom Corbett,Male,White,40-44,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale
889914.0,Pennsylvania,39.0,Call 2,Complete,Election day exit poll,0.893772065639496,Pat Toomey,Tom Corbett,Male,White,45-49,Republican,Conservative,"Under $30,000",Postgraduate study,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Understands the needs of people like me,Other christian,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
874455.0,Pennsylvania,51.0,Call 1,Complete,Election day exit poll,1.14700746536255,Pat Toomey,Tom Corbett,Male,White,50-59,Something else,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Catholic,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,6.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Very upscale
872618.0,Pennsylvania,114.0,Call 1,Not complete,Election day exit poll,0.895366489887238,Pat Toomey,Tom Corbett,Male,White,60-64,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,McCain,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,19.0,4.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale
872597.0,Pennsylvania,106.0,Call 1,Complete,Election day exit poll,0.925347089767456,Pat Toomey,Tom Corbett,Female,White,18-24,Republican,Conservative,"Under $30,000",Postgraduate study,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Catholic,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,12.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
911480.0,Pennsylvania,39.0,Call 3,Complete,Election day exit poll,1.00074291229248,Pat Toomey,Tom Corbett,Male,White,65 or over,Republican,Moderate,"$200,000 or more",College graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Can bring needed change,Protestant,,Neutral,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Arlen Specter,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
892033.0,Pennsylvania,73.0,Call 2,Complete,Election day exit poll,0.934986412525177,Pat Toomey,Tom Corbett,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",College graduate,No,,,,,,,"Dissatisfied, but not angry",,,It will not make much difference to you,,,,Somewhat disapprove,,Has the right experience,Catholic,,Neutral,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Catholic,Catholic,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,10.0,4.0,East,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
888544.0,Pennsylvania,103.0,Call 2,Not complete,Election day exit poll,0.979715526103973,Pat Toomey,Tom Corbett,Male,White,65 or over,,,,High school graduate,No,,I like my candidate but with reservations,,,,,,,,,,,,,,,,The Republican Party,,,,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,18.0,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
872550.0,Pennsylvania,25.0,Call 1,Complete,Election day exit poll,0.987912893295288,Pat Toomey,Tom Corbett,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale
872539.0,Pennsylvania,42.0,Call 1,Complete,Election day exit poll,0.950105011463165,Pat Toomey,Tom Corbett,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
872386.0,Pennsylvania,42.0,Call 1,Complete,Election day exit poll,0.932162344455719,Pat Toomey,Tom Corbett,Male,White,65 or over,Independent,Conservative,,High school graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
911273.0,Pennsylvania,42.0,Call 3,Complete,Election day exit poll,0.802748322486877,Pat Toomey,Tom Corbett,Female,White,30-39,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Catholic,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
872384.0,Pennsylvania,25.0,Call 1,Complete,Election day exit poll,0.882313430309296,Pat Toomey,Tom Corbett,Male,White,50-59,Democrat,Conservative,"$75,000-$99,999",College graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Omit,Catholic,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale
911225.0,Pennsylvania,80.0,Call 3,Complete,Election day exit poll,1.42698526382446,Pat Toomey,Tom Corbett,Male,White,60-64,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Other christian,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,13.0,2.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
911217.0,Pennsylvania,83.0,Call 3,Complete,Election day exit poll,1.20515429973602,Pat Toomey,Tom Corbett,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Protestant,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",15.0,3.0,East,Version 3,High Density Urban,Urban,Urban Core,Upscale
891742.0,Pennsylvania,73.0,Call 2,Complete,Election day exit poll,1.00944972038269,Pat Toomey,Tom Corbett,Female,White,65 or over,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,10.0,4.0,East,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
911164.0,Pennsylvania,55.0,Call 3,Complete,Election day exit poll,0.861807703971863,Pat Toomey,Tom Corbett,Female,White,50-59,Republican,Moderate,"Under $30,000",High school graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Catholic,,Strongly oppose,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Catholic,Catholic,,Oppose,,,Yes,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
