ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCO10,GOVCO10,COAMD63,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TEAREAS,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,DECLINE10,EXTREMEBEN,EXTREMEBUCK,HICKMAES,HICKTANC,IMMDEPORT,OBAMALIB,OUTSIDER,EXTREMECO,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
857160.0,Colorado,,,Complete,Telephone survey,2.59999990463257,Ken Buck,Tom Tancredo,No,Female,White,45-49,Independent,Moderate,"$30,000-$49,999",High school graduate,No,No,I strongly favor my candidate,Unfavorable,Unfavorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Cutting taxes,Is not too extreme,Does not matter to me,Strongly support,The Tea Party movement was not a factor,Other,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Yes,All others,Tea Party supporters,A normal downturn,Yes,Yes,John Hickenlooper,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81101.0
857151.0,Colorado,,,Complete,Telephone survey,0.129999995231628,Ken Buck,Tom Tancredo,,Male,Other,30-39,Republican,Conservative,"$200,000 or more",Postgraduate study,No,No,,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Somewhat support,The Tea Party movement was not a factor,Other,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Other,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Yes,Yes,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,81224.0
857149.0,Colorado,,,Complete,Telephone survey,1.25,Other,John Hickenlooper,No,Female,White,65 or over,Independent,Moderate,"$30,000-$49,999",High school graduate,No,No,I dislike the other candidate,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Has the right experience,The Democratic Party,Somewhat support,The Tea Party movement was not a factor,Other,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Yes,All others,Tea Party supporters,"A serious, long-term decline",Yes,Yes,John Hickenlooper,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,5.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81212.0
857144.0,Colorado,,,Complete,Telephone survey,1.83000004291534,Ken Buck,Dan Maes,No,Male,White,60-64,Independent,Conservative,"$30,000-$49,999",Postgraduate study,No,No,I strongly favor my candidate,Favorable,Favorable,Worse,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,The Republican Party,Somewhat support,The Tea Party movement was not a factor,Other,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Yes,No,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,80452.0
857106.0,Colorado,,,Complete,Telephone survey,2.20000004768372,Ken Buck,Tom Tancredo,Yes,Male,White,65 or over,Republican,Conservative,,Postgraduate study,No,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,The Republican Party,Strongly support,In favor of the Tea Party movement,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,All others,Tea Party supporters,"A serious, long-term decline",Yes,No,Would not have voted,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81401.0
857100.0,Colorado,,,Complete,Telephone survey,1.22000002861023,Other,John Hickenlooper,No,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,Does not matter to me,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",Yes,Yes,John Hickenlooper,John Hickenlooper,Omit,Omit,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81101.0
857093.0,Colorado,,,Complete,Telephone survey,0.970000028610229,,,No,Female,White,65 or over,Something else,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,Omit,Not at all worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,Omit,Strongly support,In favor of the Tea Party movement,Omit,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,Omit,Not worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Yes,White Born-again/Evangelical Christians,Tea Party supporters,A normal downturn,Yes,No,Omit,Omit,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,,3.0,West,Version 1,Low Density Rural,Rural,Rural,Upscale,80442.0
857091.0,Colorado,,,Complete,Telephone survey,0.340000003576279,Michael Bennet,,,Female,White,40-44,Independent,Moderate,,College graduate,No,No,I dislike the other candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government should do more to solve problems,Omit,The economy,Very worried,Somewhat disapprove,Cutting taxes,Can bring needed change,Omit,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Positive,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",Yes,Yes,Would not have voted,Tom Tancredo,Offered a chance to apply for legal status,Omit,An insider who knows how to get things done,Both of them,State questionnaire,English,Rural,Small Cities/Rural,,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81625.0
857068.0,Colorado,,,Complete,Telephone survey,0.829999983310699,Did not vote,Dan Maes,No,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,Omit,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,A normal downturn,Yes,Yes,Dan Maes,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An insider who knows how to get things done,Both of them,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81610.0
857066.0,Colorado,,,Complete,Telephone survey,0.300000011920929,Ken Buck,Tom Tancredo,Yes,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Can bring needed change,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,A normal downturn,Yes,No,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81401.0
857029.0,Colorado,,,Complete,Telephone survey,0.389999985694885,Ken Buck,Dan Maes,No,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,No,,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Spending to create jobs,Omit,The Republican Party,Somewhat support,The Tea Party movement was not a factor,Other,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Yes,All others,Tea Party supporters,"A serious, long-term decline",Yes,No,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81252.0
857010.0,Colorado,,,Complete,Telephone survey,0.189999997615814,Ken Buck,Tom Tancredo,No,Female,White,65 or over,Something else,Moderate,,High school graduate,No,No,I like my candidate but with reservations,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Is not too extreme,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,,All others,Tea Party supporters,"A serious, long-term decline",Yes,No,John Hickenlooper,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81401.0
856996.0,Colorado,,,Complete,Telephone survey,4.36999988555908,Ken Buck,John Hickenlooper,Yes,Male,Hispanic,45-49,Republican,Conservative,,Some college/assoc. degree,Yes,Yes,I dislike the other candidate,Unfavorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Can bring needed change,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,Negative,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Hispanic/Latino,Neutral,,All others,Non-Tea Party supporters and Republicans,"A serious, long-term decline",Yes,No,John Hickenlooper,John Hickenlooper,Omit,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81625.0
856989.0,Colorado,,,Complete,Telephone survey,0.469999998807907,Ken Buck,Tom Tancredo,No,Male,White,65 or over,Democrat,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Favorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,Reducing the budget deficit,Has the right experience,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Support,Yes,White Born-again/Evangelical Christians,Tea Party supporters,A normal downturn,Yes,Yes,John Hickenlooper,Tom Tancredo,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Both of them,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Town,Rural,Rural,Very downscale,81501.0
856987.0,Colorado,,,Complete,Telephone survey,0.119999997317791,Michael Bennet,John Hickenlooper,No,Male,White,40-44,Republican,Moderate,,High school graduate,No,No,I dislike the other candidate,Unfavorable,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,Reducing the budget deficit,Is not too extreme,Omit,Neutral,The Tea Party movement was not a factor,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Positive,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,,All others,Non-Tea Party supporters and Republicans,"A serious, long-term decline",Yes,Yes,John Hickenlooper,John Hickenlooper,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Both of them,State questionnaire,English,Rural,Small Cities/Rural,5.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81211.0
856979.0,Colorado,,,Complete,Telephone survey,0.0700000002980232,Michael Bennet,John Hickenlooper,,Male,Other,25-29,Independent,Liberal,"$30,000-$49,999",College graduate,No,No,I dislike the other candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,Enthusiastic,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Somewhat approve,Spending to create jobs,Can bring needed change,The Democratic Party,Strongly oppose,The Tea Party movement was not a factor,Obama,Non black male,All other races,18-29,18-29,18-44,18-29,25-29,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Positive,Something else,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Oppose,No,All others,Non-Tea Party supporters and Independents/Something else,Omit,Yes,Yes,John Hickenlooper,Would not have voted,Offered a chance to apply for legal status,Too conservative,Omit,Both of them,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,81623.0
856936.0,Colorado,,,Complete,Telephone survey,0.910000026226044,Ken Buck,Tom Tancredo,No,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Yes,I dislike the other candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Can bring needed change,The Republican Party,Strongly support,In favor of the Tea Party movement,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,No,Dan Maes,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,80807.0
856890.0,Colorado,,,Complete,Telephone survey,4.30000019073486,Ken Buck,Tom Tancredo,Yes,Female,Hispanic,18-24,Independent,Moderate,,Postgraduate study,Yes,No,I like my candidate but with reservations,Unfavorable,Favorable,Worse,Omit,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Is not too extreme,Does not matter to me,Strongly support,The Tea Party movement was not a factor,McCain,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,Hispanic/Latino,Support,,All others,Tea Party supporters,"A serious, long-term decline",Yes,No,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,80723.0
856885.0,Colorado,,,Complete,Telephone survey,0.259999990463257,Michael Bennet,John Hickenlooper,Did not vote,Female,Hispanic,65 or over,Democrat,Moderate,,High school graduate,Yes,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Leave it as is,Health care,Somewhat worried,Strongly approve,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Strongly support,The Tea Party movement was not a factor,Obama,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,,,,,,Positive,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,Support,,All others,Tea Party supporters,Omit,Yes,Omit,John Hickenlooper,John Hickenlooper,Omit,Too conservative,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81401.0
856882.0,Colorado,,,Complete,Telephone survey,0.0700000002980232,,,No,Male,White,60-64,Independent,Moderate,,Some college/assoc. degree,No,Yes,I dislike the other candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Strongly support,In favor of the Tea Party movement,Omit,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,No,Omit,Omit,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,80812.0
856881.0,Colorado,,,Complete,Telephone survey,1.04999995231628,Ken Buck,Tom Tancredo,Yes,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",College graduate,No,Yes,I like my candidate but with reservations,Unfavorable,Favorable,Omit,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,Yes,Dan Maes,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An insider who knows how to get things done,Both of them,State questionnaire,English,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81054.0
856872.0,Colorado,,,Complete,Telephone survey,1.99000000953674,Ken Buck,Tom Tancredo,Yes,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",College graduate,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,No,Omit,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,80654.0
856864.0,Colorado,,,Complete,Telephone survey,0.170000001788139,Ken Buck,Tom Tancredo,,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",College graduate,No,No,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Somewhat support,In favor of the Tea Party movement,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Yes,Yes,Dan Maes,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,5.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81223.0
856861.0,Colorado,,,Complete,Telephone survey,0.790000021457672,Michael Bennet,John Hickenlooper,Yes,Female,Hispanic,65 or over,Democrat,Conservative,"Under $30,000",No high school diploma,Yes,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express opposition to Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The war in Afghanistan,Somewhat worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,The Democratic Party,Omit,Against the Tea Party movement,Obama,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Positive,Something else,Worried,Disapprove,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,Omit,No,All others,,"A serious, long-term decline",Yes,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Both of them,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Town,Rural,Rural,Very downscale,81501.0
856855.0,Colorado,,,Complete,Telephone survey,0.140000000596046,Ken Buck,Tom Tancredo,,Male,White,50-59,Republican,Conservative,"Under $30,000",Postgraduate study,No,No,I like my candidate but with reservations,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Spending to create jobs,Can bring needed change,The Republican Party,Strongly support,In favor of the Tea Party movement,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Yes,No,Dan Maes,Tom Tancredo,Omit,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,6.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,80835.0
856847.0,Colorado,,,Complete,Telephone survey,0.540000021457672,,,No,Female,White,65 or over,Republican,Conservative,,College graduate,No,Yes,I like my candidate but with reservations,Favorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Spending to create jobs,Has the right experience,The Republican Party,Somewhat support,In favor of the Tea Party movement,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,Yes,Omit,Omit,Omit,Too liberal,An insider who knows how to get things done,Both of them,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,80751.0
