ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENLA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,XTEAPARTYID,FAVMELAN,FAVVITTER,HURRICANE,OILSPILL,HURRICANE2,OILSPILL2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
873851.0, Louisiana,21.0,Call 1,Complete,Election day exit poll,0.717032968997955,Charlie Melancon,Male,Black,30-39,Democrat,Conservative,"Under $30,000",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Health care,Not too worried,Strongly approve,Somewhat oppose,Obama,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,South,Version 1,Suburb,Urban,Urban Core,Very downscale,70805.0
873850.0, Louisiana,82.0,Call 1,Not complete,Election day exit poll,0.665510654449463,Charlie Melancon,Male,Black,65 or over,,,,High school graduate,No,Government is doing too many things better left to businesses and individuals,,,,,,,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,,Black,,,,Favorable,Unfavorable,No severe hardship,,No severe hardship,,State questionnaire,Suburbs,Suburbs,3.0,3.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70084.0
873835.0, Louisiana,57.0,Call 1,Complete,Election day exit poll,3.11657762527466,Charlie Melancon,Male,White,65 or over,Democrat,Moderate,"Under $30,000",High school graduate,No,Government should do more to solve problems,Leave it as is,Health care,Not at all worried,Somewhat disapprove,Strongly oppose,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Not worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship but you have recovered,A severe hardship and you have not recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,Suburbs,Suburbs,3.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70345.0
873834.0, Louisiana,57.0,Call 1,Complete,Election day exit poll,3.11657762527466,Charlie Melancon,Male,White,65 or over,Democrat,Moderate,"Under $30,000",High school graduate,No,Government should do more to solve problems,Leave it as is,Health care,Not at all worried,Somewhat disapprove,Strongly oppose,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Not worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship but you have recovered,A severe hardship and you have not recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,Suburbs,Suburbs,3.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70345.0
913493.0, Louisiana,65.0,Call 3,Complete,Election day exit poll,0.640475332736969,Charlie Melancon,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Omit,Somewhat worried,Strongly approve,Neutral,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Omit,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,No,Non-Tea Party supporters and Democrats,Favorable,Favorable,A severe hardship but you have recovered,A severe hardship but you have recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
892491.0, Louisiana,65.0,Call 2,Complete,Election day exit poll,0.730503857135773,Charlie Melancon,Female,White,65 or over,Independent,Moderate,"$30,000-$49,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Somewhat worried,Somewhat disapprove,Neutral,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,No,Non-Tea Party supporters and Independents/Something else,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
875088.0, Louisiana,82.0,Call 1,Complete,Election day exit poll,0.56148636341095,Charlie Melancon,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,Somewhat oppose,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,3.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70084.0
873812.0, Louisiana,65.0,Call 1,Complete,Election day exit poll,0.640475332736969,Charlie Melancon,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Unfavorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
892643.0, Louisiana,65.0,Call 2,Complete,Election day exit poll,0.748008072376251,Charlie Melancon,Male,White,25-29,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Somewhat approve,Strongly oppose,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
894798.0, Louisiana,59.0,Call 2,Complete,Election day exit poll,1.25957190990448,Charlie Melancon,Female,White,65 or over,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,,Government is doing too many things better left to businesses and individuals,Expand it,Health care,Somewhat worried,Strongly approve,Strongly oppose,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,6.0,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
873793.0, Louisiana,86.0,Call 1,Complete,Election day exit poll,0.857541918754578,Charlie Melancon,Female,Black,30-39,Democrat,Liberal,"Under $30,000",High school graduate,No,Government should do more to solve problems,Repeal it,Health care,Somewhat worried,Strongly approve,Somewhat oppose,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,2.0,South,Version 1,Suburb,Rural,Rural,Downscale,70570.0
874124.0, Louisiana,70.0,Call 1,Complete,Election day exit poll,1.26693093776703,Charlie Melancon,Female,Black,65 or over,Democrat,Moderate,"Under $30,000",No high school diploma,No,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly approve,Strongly oppose,Obama,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,71201.0
894775.0, Louisiana,59.0,Call 2,Complete,Election day exit poll,1.10434019565582,Charlie Melancon,Female,White,40-44,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,6.0,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
892440.0, Louisiana,65.0,Call 2,Complete,Election day exit poll,0.640475332736969,Charlie Melancon,Female,White,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,Strongly oppose,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
873771.0, Louisiana,82.0,Call 1,Complete,Election day exit poll,0.56148636341095,Charlie Melancon,Female,Black,30-39,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Government should do more to solve problems,Leave it as is,The economy,Not at all worried,Strongly approve,Strongly oppose,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,3.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70084.0
873761.0, Louisiana,79.0,Call 1,Complete,Election day exit poll,0.613660454750061,Charlie Melancon,Male,Hispanic,50-59,Independent,Conservative,"Under $30,000",College graduate,Yes,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,Neutral,McCain,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,Neutral,No,Non-Tea Party supporters and Independents/Something else,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
894753.0, Louisiana,59.0,Call 2,Complete,Election day exit poll,1.10434019565582,Charlie Melancon,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Health care,Very worried,Strongly disapprove,Somewhat oppose,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,6.0,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
913416.0, Louisiana,65.0,Call 3,Complete,Election day exit poll,0.937079548835754,Charlie Melancon,Female,Black,60-64,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly approve,Strongly oppose,Obama,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
873740.0, Louisiana,44.0,Call 1,Complete,Election day exit poll,1.47215139865875,Charlie Melancon,Male,Black,45-49,Democrat,Conservative,"$100,000-$199,999",College graduate,No,Government should do more to solve problems,Expand it,Health care,Not too worried,Strongly approve,Neutral,Obama,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Something else,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Neutral,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,2.0,4.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very downscale,70094.0
892391.0, Louisiana,65.0,Call 2,Complete,Election day exit poll,0.640475332736969,Charlie Melancon,Female,White,50-59,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly approve,Strongly oppose,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
894723.0, Louisiana,86.0,Call 2,Complete,Election day exit poll,0.978082418441772,Charlie Melancon,Female,Black,65 or over,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Government should do more to solve problems,Expand it,The economy,Not at all worried,Strongly approve,Somewhat oppose,Obama,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,2.0,South,Version 1,Suburb,Rural,Rural,Downscale,70570.0
892384.0, Louisiana,57.0,Call 2,Complete,Election day exit poll,3.11657762527466,Charlie Melancon,Male,White,65 or over,Something else,Moderate,"$50,000-$74,999",No high school diploma,,Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Somewhat worried,Somewhat disapprove,Neutral,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,No,Non-Tea Party supporters and Independents/Something else,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70345.0
915713.0, Louisiana,21.0,Call 3,Complete,Election day exit poll,0.775446176528931,Charlie Melancon,Female,Black,18-24,Democrat,Conservative,"Under $30,000",College graduate,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Somewhat worried,Strongly approve,Neutral,Obama,Black female,Black women,18-29,18-29,18-44,18-29,18-24,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Neutral,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,South,Version 1,Suburb,Urban,Urban Core,Very downscale,70805.0
915701.0, Louisiana,63.0,Call 3,Complete,Election day exit poll,0.665576636791229,Charlie Melancon,Male,White,40-44,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Strongly oppose,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,70116.0
873704.0, Louisiana,65.0,Call 1,Complete,Election day exit poll,0.640475332736969,Charlie Melancon,Female,White,30-39,Something else,Liberal,"$30,000-$49,999",Postgraduate study,No,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Somewhat approve,Strongly oppose,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Omit,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
908695.0, Louisiana,82.0,Call 3,Complete,Election day exit poll,0.583491981029511,Charlie Melancon,Male,Black,50-59,,,"$50,000-$74,999",High school graduate,No,Government should do more to solve problems,Omit,The economy,Somewhat worried,Strongly approve,Strongly oppose,Obama,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,,,,,Black,Oppose,No,,Favorable,Unfavorable,A severe hardship but you have recovered,Omit,Caused a severe hardship,Omit,State questionnaire,Suburbs,Suburbs,3.0,3.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70084.0
892542.0, Louisiana,65.0,Call 2,Complete,Election day exit poll,0.759133577346802,Charlie Melancon,Male,White,60-64,Independent,Liberal,"$100,000-$199,999",College graduate,No,Government should do more to solve problems,Leave it as is,The war in Afghanistan,Somewhat worried,Somewhat approve,Strongly oppose,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
874352.0, Louisiana,87.0,Call 1,Complete,Election day exit poll,0.779144406318665,Charlie Melancon,Male,White,60-64,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Not too worried,Strongly approve,Strongly oppose,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Not worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,7.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70584.0
912799.0, Louisiana,79.0,Call 3,Complete,Election day exit poll,0.689662039279938,Charlie Melancon,Male,White,25-29,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Health care,Not too worried,Somewhat approve,Somewhat oppose,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,Yes,Non-Tea Party supporters and Independents/Something else,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
892343.0, Louisiana,65.0,Call 2,Complete,Election day exit poll,0.665576636791229,Charlie Melancon,Male,White,50-59,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Strongly oppose,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,Yes,Non-Tea Party supporters and Independents/Something else,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70117.0
915058.0, Louisiana,86.0,Call 3,Complete,Election day exit poll,0.857541918754578,Charlie Melancon,Female,Black,40-44,Independent,Conservative,"Under $30,000",No high school diploma,No,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly approve,Somewhat support,Obama,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Black,Support,No,Tea Party supporters,Favorable,Unfavorable,A severe hardship and you have not recovered,A severe hardship and you have not recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,2.0,South,Version 1,Suburb,Rural,Rural,Downscale,70570.0
894672.0, Louisiana,86.0,Call 2,Complete,Election day exit poll,0.857541918754578,Charlie Melancon,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly approve,Somewhat support,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Support,No,Tea Party supporters,Favorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,2.0,South,Version 1,Suburb,Rural,Rural,Downscale,70570.0
873669.0, Louisiana,79.0,Call 1,Complete,Election day exit poll,0.663652360439301,Charlie Melancon,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Somewhat worried,Somewhat approve,Neutral,McCain,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Favorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
