ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCT10,GOVCT10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,GOVTDO10,NECWORRY,OBAMA4,TEAPARTY,TIMESEN10,UNFAIRCT10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRBLUM,UNFAIRMCMA,WHNCLINC,XTEAPARTYID,BLUMHONEST,MCMAWREST,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
866480.0,Connecticut,105.0,Call 1,Complete,Election day exit poll,0.654423713684082,Other,Other,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,,Yes,Omit,Not too worried,Strongly approve,Somewhat oppose,Before that,Neither of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Non-Tea Party supporters and Independents/Something else,Yes,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
866491.0,Connecticut,105.0,Call 1,Complete,Election day exit poll,0.868846952915192,Richard Blumenthal,Dan Malloy,Female,White,50-59,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,No,Government should do more to solve problems,Very worried,Somewhat disapprove,Strongly oppose,Before that,Only Linda McMahon,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
866502.0,Connecticut,105.0,Call 1,Complete,Election day exit poll,0.855014622211456,Richard Blumenthal,Dan Malloy,Male,White,45-49,Independent,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,No,Government should do more to solve problems,Somewhat worried,Somewhat approve,Strongly oppose,Before that,Both of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
866517.0,Connecticut,105.0,Call 1,Complete,Election day exit poll,0.917209982872009,Linda McMahon,Tom Foley,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",Postgraduate study,No,Yes,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat approve,Strongly oppose,Before that,Both of them,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Republicans,No,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
866530.0,Connecticut,105.0,Call 1,Complete,Election day exit poll,0.855014622211456,Richard Blumenthal,Dan Malloy,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,No,Government should do more to solve problems,Somewhat worried,Strongly approve,Somewhat oppose,Before that,Neither of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
866531.0,Connecticut,105.0,Call 1,Complete,Election day exit poll,0.855014622211456,Richard Blumenthal,Dan Malloy,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,No,Government should do more to solve problems,Somewhat worried,Strongly approve,Somewhat oppose,Before that,Neither of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
866685.0,Connecticut,7.0,Call 1,Complete,Election day exit poll,1.16802585124969,Richard Blumenthal,Dan Malloy,Male,White,65 or over,Democrat,Liberal,"Under $30,000",Postgraduate study,No,No,Government should do more to solve problems,Somewhat worried,Strongly approve,Strongly oppose,Before that,Both of them,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
866735.0,Connecticut,7.0,Call 1,Complete,Election day exit poll,1.42598605155945,Richard Blumenthal,Dan Malloy,Female,Black,45-49,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Yes,Government should do more to solve problems,Not too worried,Strongly approve,Strongly oppose,Before that,Only Linda McMahon,Obama,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Moms - Women with children,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
866819.0,Connecticut,7.0,Call 1,Complete,Election day exit poll,1.16802585124969,Richard Blumenthal,Dan Malloy,Male,White,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,No,Government should do more to solve problems,Very worried,Somewhat approve,Strongly oppose,In the last week,Both of them,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,Yes,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
866868.0,Connecticut,7.0,Call 1,Complete,Election day exit poll,1.48470938205719,Richard Blumenthal,Dan Malloy,Female,Black,25-29,Democrat,,"Under $30,000",High school graduate,No,Yes,Government should do more to solve problems,Somewhat worried,Strongly approve,Omit,In the last three days,Omit,Didn't vote,Black female,Black women,18-29,18-29,18-44,18-29,25-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,Non White Democrats,,Black,,Omit,In the last month,In the last week,Omit,Omit,No,,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881242.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.12868297100067,Linda McMahon,Dan Malloy,Male,White,18-24,Something else,Moderate,"$30,000-$49,999",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat approve,Strongly oppose,In the last month,Both of them,Obama,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Oppose,In the last month,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,No,More likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881295.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.18419349193573,Linda McMahon,Tom Foley,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",College graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Somewhat worried,Strongly disapprove,Strongly support,Before that,Only Richard Blumenthal,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Tea Party supporters and Dads,Support,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did not,No,Tea Party supporters,No,More likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881334.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.60447132587433,Richard Blumenthal,Tom Foley,Male,Black,18-24,Democrat,Moderate,"Under $30,000",No high school diploma,No,Yes,Government should do more to solve problems,Somewhat worried,Strongly approve,Strongly oppose,In the last three days,Only Linda McMahon,Obama,Black male,Black men,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Dads - Men with children,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Non-Tea Party supporters and Dads,Oppose,In the last month,In the last week,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881368.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.17418313026428,Richard Blumenthal,Dan Malloy,Male,White,50-59,Independent,Liberal,"$50,000-$74,999",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat approve,Somewhat oppose,In the last month,Neither of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Oppose,In the last month,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Non-Tea Party supporters and Independents/Something else,No,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881409.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.20969486236572,Linda McMahon,Tom Foley,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Neutral,Before that,Both of them,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Neutral,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Republicans,No,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881463.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.18692207336426,Richard Blumenthal,Dan Malloy,Female,White,65 or over,Democrat,Moderate,"$75,000-$99,999",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Somewhat approve,Strongly oppose,In the last three days,Only Linda McMahon,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,In the last month,In the last week,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881522.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.37128102779388,Richard Blumenthal,Other,Male,Black,50-59,Democrat,Liberal,"Under $30,000",High school graduate,,No,Government should do more to solve problems,Not at all worried,Strongly approve,Strongly oppose,Before that,Only Linda McMahon,Obama,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Men without children,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881577.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.4032838344574,Richard Blumenthal,Dan Malloy,Male,Black,50-59,Democrat,Moderate,"$30,000-$49,999",College graduate,No,No,Government should do more to solve problems,Somewhat worried,Strongly approve,Strongly oppose,Before that,Both of them,Obama,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Men without children,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881624.0,Connecticut,105.0,Call 2,Complete,Election day exit poll,0.902607679367065,Linda McMahon,Tom Foley,Male,White,50-59,Republican,Conservative,"$200,000 or more",Postgraduate study,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Somewhat support,Before that,Neither of them,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Tea Party supporters,Yes,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
881626.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.18692207336426,Richard Blumenthal,Dan Malloy,Female,White,65 or over,Independent,Moderate,"$30,000-$49,999",College graduate,No,No,Government should do more to solve problems,Somewhat worried,Strongly approve,Somewhat oppose,Before that,Omit,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,Before that,In the last month or earlier,Omit,Omit,No,Non-Tea Party supporters and Independents/Something else,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881669.0,Connecticut,43.0,Call 2,Complete,Election day exit poll,0.917651116847992,Linda McMahon,Tom Foley,Male,White,50-59,Something else,Moderate,"$100,000-$199,999",College graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Very worried,Strongly approve,Somewhat support,In the last month,Both of them,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,In the last month,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Tea Party supporters,Yes,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881676.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.16802585124969,Richard Blumenthal,Dan Malloy,Male,White,60-64,Democrat,Liberal,,Some college/assoc. degree,No,No,Government should do more to solve problems,Somewhat worried,Somewhat approve,Neutral,Before that,Only Linda McMahon,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Neutral,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881716.0,Connecticut,105.0,Call 2,Complete,Election day exit poll,1.02763783931732,Richard Blumenthal,Tom Foley,Male,White,50-59,Independent,Moderate,"$200,000 or more",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat approve,Neutral,Before that,Only Linda McMahon,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Omit,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
881737.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.42598605155945,Richard Blumenthal,Dan Malloy,Female,Black,45-49,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,Government is doing too many things better left to businesses and individuals,Not too worried,Strongly approve,Neutral,Before that,Both of them,Obama,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Moms - Women with children,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Non-Tea Party supporters and Moms,Neutral,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881748.0,Connecticut,43.0,Call 2,Complete,Election day exit poll,0.927606821060181,Linda McMahon,Tom Foley,Female,White,65 or over,Independent,Conservative,"$50,000-$74,999",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Strongly support,Before that,Omit,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Support,Before that,In the last month or earlier,Omit,Omit,No,Tea Party supporters,No,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881787.0,Connecticut,105.0,Call 2,Complete,Election day exit poll,0.868846952915192,Richard Blumenthal,Dan Malloy,Female,White,40-44,Something else,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,Government should do more to solve problems,Very worried,Somewhat approve,Strongly oppose,Before that,Only Linda McMahon,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Omit,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
881793.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.22253704071045,Richard Blumenthal,Dan Malloy,Male,White,18-24,Independent,Conservative,"$100,000-$199,999",High school graduate,No,Yes,Government should do more to solve problems,Somewhat worried,Strongly approve,Strongly oppose,Before that,Only Linda McMahon,Obama,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881836.0,Connecticut,43.0,Call 2,Complete,Election day exit poll,0.905061900615692,Richard Blumenthal,Dan Malloy,Male,White,18-24,Democrat,Liberal,"Under $30,000",College graduate,No,No,Government should do more to solve problems,Somewhat worried,Somewhat approve,Strongly oppose,In the last three days,Both of them,Obama,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Oppose,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Democrats,No,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881845.0,Connecticut,105.0,Call 2,Complete,Election day exit poll,0.750987112522125,Linda McMahon,Dan Malloy,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Somewhat support,Before that,Both of them,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Tea Party supporters,No,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
881853.0,Connecticut,7.0,Call 2,Complete,Election day exit poll,1.17418313026428,Richard Blumenthal,Dan Malloy,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,No,Government should do more to solve problems,Somewhat worried,Somewhat approve,Somewhat oppose,Before that,Neither of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881897.0,Connecticut,43.0,Call 2,Not complete,Election day exit poll,0.905061900615692,Richard Blumenthal,Dan Malloy,Male,White,25-29,,,,College graduate,No,No,Government is doing too many things better left to businesses and individuals,,,,Before that,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Men without children,,,,,,,White,,,Before that,In the last month or earlier,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
881919.0,Connecticut,105.0,Call 2,Complete,Election day exit poll,0.917209982872009,Linda McMahon,Tom Foley,Female,White,50-59,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Strongly support,Before that,Neither of them,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Tea Party supporters,No,Did not affect your vote,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
