ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENNY10,SEN2NY10,GOVNY10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,GOVTDO10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,XTEAPARTYID,HONEST10NY,HONESTCUOMO,HONESTPALA,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
914785.0, New York,75.0,Call 3,Complete,Election day exit poll,1.10504460334778,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,No,,,,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,19.0,3.0,East,Version 4,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale
914780.0, New York,32.0,Call 3,Complete,Election day exit poll,0.792183816432953,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,65 or over,Democrat,Moderate,"Under $30,000",No high school diploma,No,No,,,,,,Yes,,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Women without children,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",11.0,1.0,East,Version 4,Extremely High Density Urban,Urban,Urban Core,Very downscale
871018.0, New York,75.0,Call 1,Complete,Election day exit poll,1.10504460334778,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,40-44,Democrat,Liberal,,Postgraduate study,No,,,,,,Strongly oppose,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,19.0,3.0,East,Version 3,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale
896409.0, New York,87.0,Call 2,Complete,Election day exit poll,0.805387675762177,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",College graduate,No,No,,,,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 4,Extremely High Density Urban,Urban,Urban Core,Upscale
914677.0, New York,59.0,Call 3,Not complete,Election day exit poll,0.924665927886963,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,25-29,,,,,No,,,,,,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,,,,,,,,,,,,,,,,,White,,,,,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
870927.0, New York,85.0,Call 1,Complete,Election day exit poll,0.751065731048584,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,45-49,Democrat,Conservative,"$200,000 or more",College graduate,No,Yes,,,,,,No,,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Dads - Men with children,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 4,Extremely High Density Urban,Urban,Urban Core,Upscale
870926.0, New York,85.0,Call 1,Complete,Election day exit poll,0.751065731048584,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,45-49,Democrat,Conservative,"$200,000 or more",College graduate,No,Yes,,,,,,No,,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Dads - Men with children,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 4,Extremely High Density Urban,Urban,Urban Core,Upscale
914612.0, New York,32.0,Call 3,Complete,Election day exit poll,0.750964224338531,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,18-24,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,No,,,,,,Yes,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,Yes,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",11.0,1.0,East,Version 4,Extremely High Density Urban,Urban,Urban Core,Very downscale
914602.0, New York,49.0,Call 3,Not complete,Election day exit poll,1.30973052978516,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,60-64,,,,,No,,,,,,,,,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,,,,,,,,,,,,,,,,,Black,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",28.0,4.0,East,Version 1,High Density Urban,Urban,Urban Core,Downscale
895114.0, New York,59.0,Call 2,Complete,Election day exit poll,1.21708464622498,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,25-29,Democrat,Moderate,,Postgraduate study,No,,,,,,Strongly oppose,,Obama,Black male,Black men,18-29,18-29,18-44,18-29,25-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
914544.0, New York,32.0,Call 3,Complete,Election day exit poll,0.699137806892395,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,50-59,Democrat,Liberal,"Under $30,000",High school graduate,No,Yes,,,,,,No,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Moms - Women with children,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",11.0,1.0,East,Version 4,Extremely High Density Urban,Urban,Urban Core,Very downscale
895079.0, New York,91.0,Call 2,Complete,Election day exit poll,1.03421294689178,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,50-59,Independent,Moderate,,College graduate,No,,,,,,Somewhat oppose,,Obama,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,Oppose,,Non-Tea Party supporters and Independents/Something else,,,,National questionnaire,English,Suburbs,Suburbs,20.0,5.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
895033.0, New York,59.0,Call 2,Complete,Election day exit poll,1.21053504943848,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,25-29,Independent,Moderate,,Some college/assoc. degree,No,,,,,,Neutral,,Obama,Black female,Black women,18-29,18-29,18-44,18-29,25-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,Neutral,,Non-Tea Party supporters and Independents/Something else,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
894952.0, New York,87.0,Call 2,Complete,Election day exit poll,1.12644636631012,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,25-29,Democrat,Liberal,,College graduate,No,,,,,,Strongly oppose,,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 3,Extremely High Density Urban,Urban,Urban Core,Upscale
894949.0, New York,59.0,Call 2,Complete,Election day exit poll,0.986003339290619,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,60-64,Democrat,Liberal,,Some college/assoc. degree,No,,,,,,Strongly oppose,,Obama,Black male,Black men,45-65,60+,45+,60+,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
914378.0, New York,85.0,Call 3,Complete,Election day exit poll,0.851022660732269,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,65 or over,Democrat,Moderate,,High school graduate,No,,,,,,Neutral,,Obama,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,Neutral,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 3,Extremely High Density Urban,Urban,Urban Core,Upscale
914346.0, New York,59.0,Call 3,Complete,Election day exit poll,0.865509450435638,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,40-44,Democrat,Liberal,,Postgraduate study,No,,,,,,Strongly oppose,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
894876.0, New York,55.0,Call 2,Complete,Election day exit poll,0.810501515865326,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Democrat,Liberal,,Some college/assoc. degree,No,,,,,,Neutral,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Neutral,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,21.0,5.0,East,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
894865.0, New York,59.0,Call 2,Complete,Election day exit poll,0.870192289352417,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,40-44,Democrat,Moderate,,Postgraduate study,No,,,,,,Strongly oppose,,Obama,Black male,Black men,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
894859.0, New York,91.0,Call 2,Complete,Election day exit poll,0.785731315612793,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,40-44,Democrat,Liberal,,College graduate,No,,,,,,Strongly oppose,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,20.0,5.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
870546.0, New York,2.0,Call 1,Complete,Election day exit poll,1.04688429832458,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,,,,,,Strongly oppose,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Oppose,,Non-Tea Party supporters and Independents/Something else,,,,National questionnaire,English,Suburbs,Suburbs,21.0,3.0,East,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale
914290.0, New York,59.0,Call 3,Complete,Election day exit poll,0.865509450435638,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,40-44,Democrat,,,Postgraduate study,No,,,,,,Neutral,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,,Black,,Neutral,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
870538.0, New York,91.0,Call 1,Complete,Election day exit poll,0.890301764011383,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,65 or over,Independent,Moderate,,Postgraduate study,No,,,,,,Somewhat oppose,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Oppose,,Non-Tea Party supporters and Independents/Something else,,,,National questionnaire,English,Suburbs,Suburbs,20.0,5.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
894825.0, New York,55.0,Call 2,Complete,Election day exit poll,0.806139886379242,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,50-59,Independent,Moderate,,High school graduate,No,,,,,,Somewhat support,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Support,,Tea Party supporters,,,,National questionnaire,English,Suburbs,Suburbs,21.0,5.0,East,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
870495.0, New York,85.0,Call 1,Complete,Election day exit poll,0.570613503456116,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Other,45-49,Democrat,,,College graduate,No,,,,,,Strongly oppose,,Obama,Non black female,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,,Other,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 3,Extremely High Density Urban,Urban,Urban Core,Upscale
894795.0, New York,59.0,Call 2,Complete,Election day exit poll,0.980697333812714,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,65 or over,Democrat,Moderate,,College graduate,No,,,,,,Somewhat oppose,,Obama,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
914210.0, New York,59.0,Call 3,Complete,Election day exit poll,0.870192289352417,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,30-39,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,Strongly oppose,,Obama,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
870449.0, New York,2.0,Call 1,Complete,Election day exit poll,1.04125070571899,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,,,,,,Yes,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,21.0,3.0,East,Version 4,Suburb,70s Suburbs,Urban Perimeter,Very upscale
869553.0, New York,59.0,Call 1,Complete,Election day exit poll,0.66469544172287,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Democrat,Moderate,,College graduate,No,No,,,,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Men without children,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 4,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
894719.0, New York,59.0,Call 2,Complete,Election day exit poll,0.865509450435638,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,30-39,Democrat,Liberal,,Postgraduate study,No,,,,,,Strongly oppose,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
872312.0, New York,47.0,Call 1,Complete,Election day exit poll,0.848055422306061,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,45-49,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Yes,,,,,,No,,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Dads - Men with children,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,26.0,4.0,East,Version 4,Suburb,70s Suburbs,Urban Perimeter,Upscale
914140.0, New York,87.0,Call 3,Complete,Election day exit poll,0.801053524017334,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,30-39,Something else,Moderate,,College graduate,No,,,,,,Neutral,,Didn't vote,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Neutral,,Non-Tea Party supporters and Independents/Something else,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 3,Extremely High Density Urban,Urban,Urban Core,Upscale
914138.0, New York,2.0,Call 3,Complete,Election day exit poll,1.04688429832458,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,No,,,,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,Yes,,,,,National questionnaire,English,Suburbs,Suburbs,21.0,3.0,East,Version 4,Suburb,70s Suburbs,Urban Perimeter,Very upscale
914124.0, New York,59.0,Call 3,Complete,Election day exit poll,0.980697333812714,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,60-64,Democrat,Moderate,,Postgraduate study,No,,,,,,Strongly oppose,,Obama,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
894634.0, New York,29.0,Call 2,Not complete,Election day exit poll,1.04729390144348,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,65 or over,,,,Postgraduate study,No,No,Government is doing too many things better left to businesses and individuals,,,,,,,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,,,,,,Women without children,,,,,,,,Black,,,,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",10.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
894632.0, New York,29.0,Call 2,Not complete,Election day exit poll,1.04729390144348,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,65 or over,,,,Postgraduate study,No,No,Government is doing too many things better left to businesses and individuals,,,,,,,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,,,,,,Women without children,,,,,,,,Black,,,,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",10.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
914051.0, New York,85.0,Call 3,Complete,Election day exit poll,0.650052785873413,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,60-64,Democrat,Conservative,"$100,000-$199,999",College graduate,No,No,,,,,,Yes,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 4,Extremely High Density Urban,Urban,Urban Core,Upscale
914050.0, New York,59.0,Call 3,Complete,Election day exit poll,0.986003339290619,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,65 or over,Democrat,Liberal,,Postgraduate study,No,,,,,,Strongly oppose,,Obama,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,,Oppose,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
894565.0, New York,55.0,Call 2,Complete,Election day exit poll,0.806139886379242,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,No,,,,,,No,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,21.0,5.0,East,Version 4,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
894551.0, New York,59.0,Call 2,Complete,Election day exit poll,0.753157675266266,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,65 or over,Democrat,Liberal,,Postgraduate study,No,,,,,,Neutral,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Neutral,,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
913957.0, New York,85.0,Call 3,Complete,Election day exit poll,0.747023940086365,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,45-49,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Yes,,,,,,Yes,,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Moms - Women with children,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 4,Extremely High Density Urban,Urban,Urban Core,Upscale
894511.0, New York,56.0,Call 2,Complete,Election day exit poll,0.934954345226288,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,60-64,Independent,Moderate,,College graduate,No,,,,,,Somewhat oppose,,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Oppose,,Non-Tea Party supporters and Independents/Something else,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 3,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
914522.0, New York,85.0,Call 3,Complete,Election day exit poll,0.747023940086365,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,45-49,Independent,Conservative,,College graduate,No,,,,,,Somewhat oppose,,Obama,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,Oppose,,Non-Tea Party supporters and Independents/Something else,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 3,Extremely High Density Urban,Urban,Urban Core,Upscale
894496.0, New York,49.0,Call 2,Complete,Election day exit poll,1.16215002536774,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Yes,,,,,,Yes,,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Dads - Men with children,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,No,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",28.0,4.0,East,Version 4,High Density Urban,Urban,Urban Core,Downscale
