ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIL10,GOVIL10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,RELIGN10,SENCNTL,STIMULUS,TEAPARTY,TIMESEN10,TRACK,UNFAIRIL,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRGIAN,UNFAIRKIRK,WHNCLINC,XTEAPARTYID,HONEST10IL,IMPCORR,FORECLOSE2,HONESTGIAN,HONESTKIRK,IMPCORR2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
892513.0, Illinois,9.0,Call 2,Complete,Election day exit poll,1.18335843086243,Alexi Giannoulias,Pat Quinn,Female,White,40-44,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Somewhat approve,,,,,,Strongly oppose,,,,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Oppose,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
894453.0, Illinois,9.0,Call 2,Complete,Election day exit poll,1.18335843086243,Alexi Giannoulias,Pat Quinn,Female,White,40-44,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Somewhat approve,,,,,,Strongly oppose,,,,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Oppose,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
907474.0, Illinois,49.0,Call 3,Complete,Election day exit poll,0.628030776977539,Alexi Giannoulias,Pat Quinn,Male,White,45-49,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,,The economy,,Somewhat worried,Strongly approve,,,,,,Strongly oppose,,,,,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,Oppose,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,12.0,5.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,62269.0
907588.0, Illinois,49.0,Call 3,Complete,Election day exit poll,0.554596960544586,Alexi Giannoulias,Pat Quinn,Female,White,40-44,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,,The economy,,Not too worried,Somewhat approve,,,,,,Strongly oppose,,,,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,Oppose,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,12.0,5.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,62269.0
910141.0, Illinois,66.0,Call 3,Complete,Election day exit poll,0.935177564620972,Mark Kirk,Pat Quinn,Male,White,30-39,,Moderate,"$200,000 or more",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Somewhat worried,Somewhat approve,,,,,,Strongly oppose,,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,,,,,White,,,Oppose,,,,,No,,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
910273.0, Illinois,9.0,Call 3,Complete,Election day exit poll,1.54520499706268,Alexi Giannoulias,Pat Quinn,Female,Black,40-44,Democrat,Liberal,"Under $30,000",Postgraduate study,,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Strongly approve,,,,,,Strongly oppose,,,,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,Oppose,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
892701.0, Illinois,9.0,Call 2,Complete,Election day exit poll,1.24812400341034,LeAlan Jones,Rich Whitney,Male,,25-29,Something else,Liberal,"$30,000-$49,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The war in Afghanistan,,Somewhat worried,Somewhat approve,,,,,,Strongly oppose,,,,,Obama,,,18-29,18-29,18-44,18-29,25-29,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,,,Something else,Worried,Approve,Independent/Something else,Independent Men,,Independents/Something else,,,,Oppose,,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
894683.0, Illinois,9.0,Call 2,Complete,Election day exit poll,1.24812400341034,LeAlan Jones,Rich Whitney,Male,,25-29,Something else,Liberal,"$30,000-$49,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The war in Afghanistan,,Somewhat worried,Somewhat approve,,,,,,Strongly oppose,,,,,Obama,,,18-29,18-29,18-44,18-29,25-29,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,,,Something else,Worried,Approve,Independent/Something else,Independent Men,,Independents/Something else,,,,Oppose,,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
874815.0, Illinois,66.0,Call 1,Complete,Election day exit poll,0.940032303333282,Alexi Giannoulias,Pat Quinn,Male,Asian,50-59,Independent,Conservative,,Postgraduate study,No,,,,,,,,,Expand it,,,,,Spending to create jobs,,,,Made no difference,Somewhat oppose,,Generally going in the right direction,,,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,,,Oppose,,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
875237.0, Illinois,66.0,Call 1,Complete,Election day exit poll,0.871062994003296,Mark Kirk,Bill Brady,Female,White,60-64,Republican,Conservative,,Some college/assoc. degree,No,,,,,,,,,Repeal it,,,,,Reducing the budget deficit,,,,Made no difference,Somewhat oppose,,Seriously off on the wrong track,,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Oppose,,,,,,Non-Tea Party supporters and Republicans,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
909564.0, Illinois,9.0,Call 3,Complete,Election day exit poll,1.35078811645508,Mark Kirk,Bill Brady,Female,White,18-24,Something else,Moderate,,Postgraduate study,No,,,,,,,,,Leave it as is,,,,,Reducing the budget deficit,,,,Made no difference,Somewhat oppose,,Omit,,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Oppose,,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
891124.0, Illinois,66.0,Call 2,Complete,Election day exit poll,0.871062994003296,Mark Kirk,Bill Brady,Female,White,60-64,Independent,Moderate,,Postgraduate study,No,,,,,,,,,Leave it as is,,,,,Reducing the budget deficit,,,,Helped the economy,Somewhat oppose,,Generally going in the right direction,,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Oppose,,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
875794.0, Illinois,66.0,Call 1,Complete,Election day exit poll,0.940032303333282,Alexi Giannoulias,Pat Quinn,Male,White,30-39,Independent,,"$200,000 or more",College graduate,No,,,,,,,,Government should do more to solve problems,,The economy,,Not too worried,Somewhat approve,,,,,,Somewhat oppose,,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Oppose,,,,,No,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
892389.0, Illinois,9.0,Call 2,Complete,Election day exit poll,1.18335843086243,Alexi Giannoulias,Pat Quinn,Female,White,50-59,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,,The economy,,Somewhat worried,Strongly approve,,,,,,Somewhat oppose,,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Oppose,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
894317.0, Illinois,9.0,Call 2,Complete,Election day exit poll,1.18335843086243,Alexi Giannoulias,Pat Quinn,Female,White,50-59,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,,The economy,,Somewhat worried,Strongly approve,,,,,,Somewhat oppose,,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Oppose,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
910351.0, Illinois,9.0,Call 3,Complete,Election day exit poll,1.18335843086243,Alexi Giannoulias,Pat Quinn,Female,White,45-49,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Somewhat approve,,,,,,Somewhat oppose,,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Oppose,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
908722.0, Illinois,66.0,Call 3,Complete,Election day exit poll,0.830117106437683,Alexi Giannoulias,Pat Quinn,Female,Other,30-39,Democrat,Moderate,,Postgraduate study,No,,,,,,,,,Leave it as is,,,,,Spending to create jobs,,,,Made no difference,Neutral,,Generally going in the right direction,,,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Other,,,Neutral,,,,,,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
909167.0, Illinois,49.0,Call 3,Complete,Election day exit poll,0.516909837722778,Alexi Giannoulias,Pat Quinn,Female,,30-39,Independent,Moderate,,Postgraduate study,No,,,,,,,,,Repeal it,,,,,Reducing the budget deficit,,,,Hurt the economy,Neutral,,Omit,,,Obama,,,30-44,30-59,18-44,30-44,30-39,,College graduate,More than High school graduate,,,,,,,,,,,Independent/Something else,Independent Women,,Independents/Something else,,,,Neutral,,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,12.0,5.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,62269.0
909251.0, Illinois,9.0,Call 3,Complete,Election day exit poll,1.18335843086243,Alexi Giannoulias,Pat Quinn,Female,White,45-49,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,Repeal it,,,,,Cutting taxes,,,,Hurt the economy,Neutral,,Generally going in the right direction,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Neutral,,,,,,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
891239.0, Illinois,66.0,Call 2,Complete,Election day exit poll,0.798630356788635,Mark Kirk,Bill Brady,Female,Hispanic,30-39,Republican,Moderate,,Some college/assoc. degree,Yes,,,,,,,,,Leave it as is,,,,,Cutting taxes,,,,Hurt the economy,Neutral,,Seriously off on the wrong track,,,Obama,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,Republican,Republican Women,All others,Moderate/Liberal Republicans,Hispanic/Latino,,,Neutral,,,,,,Non-Tea Party supporters and Republicans,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
909722.0, Illinois,66.0,Call 3,Complete,Election day exit poll,1.04283499717712,Mark Kirk,Bill Brady,Female,Black,50-59,Something else,Moderate,"$75,000-$99,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,Illegal immigration,,Very worried,Somewhat approve,,,,,,Neutral,,,,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Something else,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,Neutral,,,,,No,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
891894.0, Illinois,66.0,Call 2,Complete,Election day exit poll,0.830117106437683,Alexi Giannoulias,Pat Quinn,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,,The economy,,Somewhat worried,Strongly approve,,,,,,Neutral,,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Neutral,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
892314.0, Illinois,9.0,Call 2,Complete,Election day exit poll,1.34004604816437,Alexi Giannoulias,Pat Quinn,Male,White,30-39,Something else,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Somewhat disapprove,,,,,,Neutral,,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Neutral,,,,,No,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
894252.0, Illinois,9.0,Call 2,Complete,Election day exit poll,1.34004604816437,Alexi Giannoulias,Pat Quinn,Male,White,30-39,Something else,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Somewhat disapprove,,,,,,Neutral,,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Neutral,,,,,No,Non-Tea Party supporters and Independents/Something else,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60103.0
907028.0, Illinois,49.0,Call 3,Complete,Election day exit poll,0.855147063732147,Mark Kirk,Bill Brady,Female,White,45-49,Republican,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Somewhat worried,Somewhat disapprove,,,,,,Neutral,,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,Neutral,,,,,No,Non-Tea Party supporters and Republicans,,,,,,,National questionnaire,English,Suburbs,Suburbs,12.0,5.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,62269.0
909985.0, Illinois,66.0,Call 3,Complete,Election day exit poll,1.18704640865326,Alexi Giannoulias,Bill Brady,Male,Black,50-59,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly approve,,,,,,Neutral,,,,,Obama,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,Neutral,,,,,No,Non-Tea Party supporters and Democrats,,,,,,,National questionnaire,English,Suburbs,Suburbs,13.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
874670.0, Illinois,66.0,Call 1,Complete,Election day exit poll,1.22747480869293,Alexi Giannoulias,Pat Quinn,Male,Black,40-44,Democrat,Conservative,,College graduate,,,,,,,,,,Expand it,,,,,Spending to create jobs,,,,Helped the economy,Strongly support,,Generally going in the right direction,,,Obama,Black male,Black men,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,Support,,,,,,Tea Party supporters,,,,,,,National questionnaire,,Suburbs,Suburbs,13.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
871931.0, Illinois,49.0,Call 1,Complete,Election day exit poll,0.968376398086548,Mark Kirk,Bill Brady,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly disapprove,,,,,,Strongly support,,,,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Support,,,,,No,Tea Party supporters,,,,,,,National questionnaire,English,Suburbs,Suburbs,12.0,5.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,62269.0
874941.0, Illinois,66.0,Call 1,Complete,Election day exit poll,1.08394980430603,Alexi Giannoulias,Pat Quinn,Female,Black,50-59,Independent,,,No high school diploma,,,,,,,,,,Omit,,,,,Omit,,,,Helped the economy,Omit,,Generally going in the right direction,,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,Omit,,,,,,,,,,,,,National questionnaire,,Suburbs,Suburbs,13.0,3.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60490.0
892455.0, Illinois,29.0,Call 2,Complete,Election day exit poll,0.879867732524872,Alexi Giannoulias,Pat Quinn,Female,White,18-24,Democrat,,,High school graduate,No,I dislike the other candidates,Favorable,Unfavorable,Worse,,To express support for Barack Obama,Omit,,,,,,,Omit,,,The Democratic Party,Omit,,,,Only Mark Kirk,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,Omit,,,,Democrat,Democratic Women,White Democrats,,White,,,,,,Alexi Giannoulias did not,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,10.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60089.0
892587.0, Illinois,29.0,Call 2,Complete,Election day exit poll,0.915925323963165,Alexi Giannoulias,Pat Quinn,Male,White,60-64,Democrat,Moderate,,Postgraduate study,No,I like my candidate but with reservations,Favorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Democratic Party,Made no difference,,,,Both of them,,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,10.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60089.0
906903.0, Illinois,10.0,Call 3,Complete,Election day exit poll,0.741571307182312,Alexi Giannoulias,Pat Quinn,Female,White,40-44,Democrat,Liberal,,Postgraduate study,No,I dislike the other candidates,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Democratic Party,Made no difference,,,,Both of them,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
873737.0, Illinois,68.0,Call 1,Complete,Election day exit poll,1.36007857322693,Mark Kirk,Bill Brady,Female,White,60-64,Republican,Conservative,,College graduate,No,I like my candidate but with reservations,Unfavorable,Favorable,About the same,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Republican Party,Made no difference,,,,Both of them,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,4.0,Midwest,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,61072.0
891420.0, Illinois,10.0,Call 2,Complete,Election day exit poll,0.8857581615448,Alexi Giannoulias,Bill Brady,Male,White,65 or over,Republican,Moderate,,Postgraduate study,No,I strongly favor my candidate,Omit,Omit,About the same,,Barack Obama was not a factor,Angry,,,,,,,Reducing the budget deficit,,,Does not matter to me,Made no difference,,,,Both of them,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
