ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIA10,GOVIA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,TEAPARTY,TRACK,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,CELLPHONE,LANDPHONE,RCAUC2012,SAMESEXM,CELLULAR,REP2012C,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
877888.0, Iowa,36.0,Call 1,Complete,Election day exit poll,0.915712893009186,Chuck Grassley,Chet Culver,Female,White,60-64,Independent,Moderate,"Under $30,000",High school graduate,No,,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
916751.0, Iowa,45.0,Call 3,Complete,Election day exit poll,0.769321024417877,Chuck Grassley,Chet Culver,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,No,,,Favorable,Omit,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
897222.0, Iowa,75.0,Call 2,Complete,Election day exit poll,1.02833676338196,Chuck Grassley,Chet Culver,Male,White,18-24,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
896698.0, Iowa,45.0,Call 2,Complete,Election day exit poll,0.799575626850128,Chuck Grassley,Chet Culver,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,No,,,Favorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,No,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
881699.0, Iowa,2.0,Call 1,Complete,Election day exit poll,0.773490190505981,Chuck Grassley,Chet Culver,Female,White,30-39,Democrat,Moderate,,High school graduate,No,,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,,Neutral,Generally going in the right direction,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,,,Non-Tea Party supporters and Democrats,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,3.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
879130.0, Iowa,29.0,Call 1,Complete,Election day exit poll,0.719285249710083,Chuck Grassley,Chet Culver,Male,White,65 or over,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Approve,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
864362.0, Iowa,50001.0,,Complete,Telephone survey,3.47759604454041,Chuck Grassley,Terry Branstad,Male,White,40-44,Independent,Moderate,,Some college/assoc. degree,No,,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
917804.0, Iowa,17.0,Call 3,Complete,Election day exit poll,0.880914092063904,Chuck Grassley,Terry Branstad,Male,White,40-44,Independent,Conservative,"$50,000-$74,999",College graduate,No,,Yes,,,Favorable,Omit,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
864313.0, Iowa,50010.0,,Complete,Telephone survey,1.50322532653809,Chuck Grassley,Terry Branstad,Male,White,65 or over,Republican,Moderate,,Some college/assoc. degree,No,,No,,,Omit,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,Suburbs,Suburbs,3.0,3.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
878889.0, Iowa,59.0,Call 1,Complete,Election day exit poll,0.902098953723907,Chuck Grassley,Terry Branstad,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,Yes,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
917093.0, Iowa,96.0,Call 3,Complete,Election day exit poll,0.372083246707916,Chuck Grassley,Terry Branstad,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
897480.0, Iowa,75.0,Call 2,Complete,Election day exit poll,0.880470752716064,Chuck Grassley,Terry Branstad,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",College graduate,No,,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
897388.0, Iowa,75.0,Call 2,Complete,Election day exit poll,0.880470752716064,Chuck Grassley,Terry Branstad,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,,Yes,,,Favorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
897017.0, Iowa,16.0,Call 2,Complete,Election day exit poll,0.72186017036438,Chuck Grassley,Terry Branstad,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,,No,,,Favorable,Favorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
916372.0, Iowa,45.0,Call 3,Complete,Election day exit poll,0.711373150348663,Chuck Grassley,Terry Branstad,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,Yes,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
896694.0, Iowa,55.0,Call 2,Complete,Election day exit poll,0.770324647426605,Chuck Grassley,Terry Branstad,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
897478.0, Iowa,75.0,Call 2,Complete,Election day exit poll,0.880470752716064,Chuck Grassley,Terry Branstad,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",College graduate,No,,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
916301.0, Iowa,113.0,Call 3,Complete,Election day exit poll,0.872413456439972,Chuck Grassley,Terry Branstad,Female,White,25-29,Independent,Conservative,"$50,000-$74,999",High school graduate,No,,Yes,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
896616.0, Iowa,102.0,Call 2,Complete,Election day exit poll,0.954881727695465,Chuck Grassley,Terry Branstad,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,,Yes,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
880863.0, Iowa,104.0,Call 1,Complete,Election day exit poll,0.820536434650421,Chuck Grassley,Terry Branstad,Female,White,45-49,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,No,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
864247.0, Iowa,50010.0,,Complete,Telephone survey,2.11902856826782,Other,Other,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",College graduate,No,,Yes,,,Omit,Omit,,,,Omit,Expand it,The economy,Very worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
898221.0, Iowa,36.0,Call 2,Complete,Election day exit poll,1.23223507404327,Did not vote,Did not vote,Male,White,18-24,Republican,Moderate,,Some college/assoc. degree,No,,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
897064.0, Iowa,102.0,Call 2,Complete,Election day exit poll,1.70048439502716,Did not vote,Did not vote,Male,White,25-29,Independent,Conservative,"$50,000-$74,999",College graduate,,,Yes,,,Unfavorable,Unfavorable,,,,Omit,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
879365.0, Iowa,75.0,Call 1,Complete,Election day exit poll,0.732374370098114,Roxanne Conlin,Chet Culver,Female,White,25-29,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
864190.0, Iowa,50005.0,,Complete,Telephone survey,1.2534407377243,Roxanne Conlin,Chet Culver,Male,White,65 or over,Independent,Moderate,,College graduate,No,,No,,,Unfavorable,Omit,,,,Government should do more to solve problems,Leave it as is,The economy,Very worried,Omit,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Men without children,,The economy,Worried,Omit,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,2.0,Midwest,Version 1,Town,Rural,Rural,Upscale
917576.0, Iowa,36.0,Call 3,Complete,Election day exit poll,0.973521113395691,Roxanne Conlin,Chet Culver,Female,White,40-44,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,Yes,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Leave it as is,The economy,Not too worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,The economy,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
897881.0, Iowa,100.0,Call 2,Complete,Election day exit poll,1.06032395362854,Roxanne Conlin,Chet Culver,Female,Hispanic,30-39,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,Yes,,Yes,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Moms - Women with children,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,4.0,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
877887.0, Iowa,100.0,Call 1,Complete,Election day exit poll,1.13894069194794,Roxanne Conlin,Chet Culver,Male,White,18-24,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,Yes,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,4.0,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
897044.0, Iowa,42.0,Call 2,Complete,Election day exit poll,0.752983689308167,Roxanne Conlin,Chet Culver,Female,Hispanic,30-39,Democrat,Moderate,"$50,000-$74,999",High school graduate,Yes,,Yes,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Neutral,Generally going in the right direction,,,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Moms - Women with children,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
896899.0, Iowa,102.0,Call 2,Complete,Election day exit poll,1.46248173713684,Roxanne Conlin,Chet Culver,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,Yes,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
916663.0, Iowa,102.0,Call 3,Complete,Election day exit poll,1.32562589645386,Roxanne Conlin,Chet Culver,Female,White,18-24,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,,Yes,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Leave it as is,The economy,Not too worried,Strongly approve,,Neutral,Generally going in the right direction,,Yes,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
