ID,PRSME20,SENME20,WEIGHT,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,CONTROLSEN,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVCOLLINS,FAVGIDEON,FAVPRES20,FAVSENME20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,SUPPORTRCV,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTEMETHOD
120800.0,Donald Trump,Susan Collins,2.68194717937,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,,Somewhat well,Very well or somewhat well,,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Favorable,,Both,,,For your candidate,4.0,Donald Trump,Donald Trump,,No,No,Excellent,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,East,Male,White men,Rural,Small Cities/Rural,Maine,Other,,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,Early in-person
120801.0,Donald Trump,Susan Collins,1.63720649404,,,,,,,,,,Complete,,2.0,,Omit,Omit,,Omit,Omit,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Unfavorable,,Only Collins,,,For your candidate,4.0,Donald Trump,Donald Trump,,Yes,No,Excellent,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,A minor problem,A minor problem or not a problem at all,East,Female,Latino women,Rural,Small Cities/Rural,Maine,Other,,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Early in-person
120802.0,Joe Biden,Sara Gideon,1.05045018349,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,Somewhat badly,Somewhat badly or very badly,,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Favorable,,Only Gideon,,,For your candidate,4.0,Joe Biden,Joe Biden,,No,No,Not so good,Not so good or poor,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Male,White men,Rural,Small Cities/Rural,Maine,Other,,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Early in-person
120803.0,Donald Trump,Susan Collins,3.24370978861,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,Somewhat badly,Somewhat badly or very badly,,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Favorable,Unfavorable,,Only Collins,,,For your candidate,4.0,Donald Trump,Donald Trump,,No,No,Good,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Rural,Small Cities/Rural,Maine,Other,,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Early in-person
120804.0,Joe Biden,Sara Gideon,1.52814764114,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,Somewhat badly,Somewhat badly or very badly,,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Unfavorable,Favorable,,Only Gideon,,,Against his opponent,4.0,Joe Biden,Joe Biden,,No,No,Not so good,Not so good or poor,No,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Rural,Small Cities/Rural,Maine,Other,,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Early in-person
120805.0,Joe Biden,Sara Gideon,0.74346662957,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,Very badly,Somewhat badly or very badly,,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Favorable,,Only Gideon,,,Against his opponent,4.0,Joe Biden,Joe Biden,,No,No,Not so good,Not so good or poor,No,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Male,White men,Rural,Small Cities/Rural,Maine,Other,,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Early in-person
120806.0,Donald Trump,Max Linn,2.37121497733,45-65,60+,60-64,45+,60+,50-64,,,,Complete,,1.0,,Very well,Very well or somewhat well,,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,,,,Unfavorable,Unfavorable,,Neither,,,For your candidate,2.0,Donald Trump,Donald Trump,,No,No,Good,Excellent or good,No,,Republican,,,Republican men,Republican,,Conservative,,Independent/Something else,Conservative Republicans,,,,State questionnaire,,,,One of many important problems,The most important problem or one of many important problems,East,Male,,Rural,Small Cities/Rural,Maine,Other,,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Early in-person
120807.0,Donald Trump,Susan Collins,3.08514284901,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,,Somewhat well,Very well or somewhat well,,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Omit,,Only Collins,,,For your candidate,2.0,Donald Trump,Donald Trump,,No,No,Good,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Rural,Small Cities/Rural,Maine,Other,,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Early in-person
120808.0,Joe Biden,Sara Gideon,1.49209889918,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,Omit,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,2.0,,,Omit,No,,,,,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120809.0,Joe Biden,Sara Gideon,2.00301336427,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,Yes,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,,Only Biden,,Unfavorable,Better today,,2.0,,,The coronavirus pandemic,No,,,,,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,Version 1,By mail
120810.0,Joe Biden,Sara Gideon,2.10819906136,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,2.0,,,The coronavirus pandemic,No,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Oppose,Telephone survey,Yes,Only Joe Biden does,No,Omit,Omit,Omit,,,Version 1,By mail
120811.0,Joe Biden,Sara Gideon,5.92182791371,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,1.0,Yes,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,,Only Biden,,Unfavorable,Better today,,2.0,,,Omit,No,,,,,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120812.0,Joe Biden,Sara Gideon,2.83007465964,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,2.0,,,Racial inequality,No,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120813.0,Joe Biden,Sara Gideon,8.97930080209,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,1.0,Yes,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,,Only Biden,,Unfavorable,Worse today,,2.0,,,Racial inequality,No,,,,,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Omit,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120814.0,Joe Biden,Sara Gideon,1.24511969477,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,2.0,,,Crime and safety,No,,,,,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120815.0,Joe Biden,Sara Gideon,1.62995013641,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,1.0,Yes,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,,,Only Biden,,Unfavorable,Worse today,,2.0,,,The coronavirus pandemic,No,,,,,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Male,White men,Suburbs,Suburbs,Maine,White suburban men,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120816.0,Donald Trump,Susan Collins,0.79998584114,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,,,Only Trump,,Favorable,About the same,,2.0,,,The economy,No,,,,,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,East,Male,White men,Suburbs,Suburbs,Maine,White suburban men,Oppose,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,By mail
120817.0,Joe Biden,Sara Gideon,2.05895880668,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,,Only Biden,,Unfavorable,Worse today,,2.0,,,The coronavirus pandemic,No,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Oppose,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120818.0,Joe Biden,Susan Collins,2.38302487857,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,1.0,,,Racial inequality,No,,,,,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,,,,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Male,White men,Suburbs,Suburbs,Maine,White suburban men,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120819.0,Joe Biden,Sara Gideon,1.49705524133,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,1.0,Yes,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,1.0,,,Health care policy,No,,,,,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,East,Male,White men,Suburbs,Suburbs,Maine,White suburban men,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120820.0,Joe Biden,Sara Gideon,0.90380431984,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,1.0,,,Racial inequality,No,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120821.0,Joe Biden,Sara Gideon,2.5993296477,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,,Only Biden,,Unfavorable,Worse today,,1.0,,,Omit,No,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120822.0,Joe Biden,Sara Gideon,0.6667411572,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,1.0,,,The coronavirus pandemic,No,,,,,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Male,White men,Suburbs,Suburbs,Maine,White suburban men,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120823.0,Joe Biden,Sara Gideon,0.90380431984,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,1.0,,,Health care policy,No,,,,,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Omit,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120824.0,Joe Biden,Sara Gideon,1.89108541445,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,,Only Biden,,Unfavorable,Omit,,1.0,,,Omit,No,,,,,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Omit,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120825.0,Joe Biden,Sara Gideon,1.10072922495,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,Yes,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,2.0,,,The economy,No,,,,,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Omit,White,White,State questionnaire,White,White,White,,,East,Male,White men,Suburbs,Suburbs,Maine,White suburban men,Oppose,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120826.0,Joe Biden,Sara Gideon,0.91853126262,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,,,Only Biden,,Unfavorable,Worse today,,2.0,,,Omit,No,,,,,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,,,,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Male,White men,Suburbs,Suburbs,Maine,White suburban men,Oppose,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120827.0,Donald Trump,Susan Collins,1.59996568642,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,,Only Trump,,Favorable,Better today,,2.0,,,The economy,No,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Oppose,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,By mail
120828.0,Joe Biden,Susan Collins,1.1705192739,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,,,Only Biden,,Unfavorable,Worse today,,4.0,,,The coronavirus pandemic,No,,,,,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,,,,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Male,White men,Rural,Small Cities/Rural,Maine,Other,Oppose,Telephone survey,Yes,Only Joe Biden does,No,In October,In the last month,Before that,,,Version 1,By mail
120829.0,Joe Biden,Lisa Savage,0.88960881512,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,,,Only Biden,,Unfavorable,Worse today,,4.0,,,The coronavirus pandemic,No,,,,,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Male,White men,Rural,Small Cities/Rural,Maine,Other,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
120830.0,Donald Trump,Susan Collins,1.64431921871,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,,,Only Trump,,Favorable,About the same,,2.0,,,The economy,No,,,,,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Oppose,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,By mail
120831.0,Joe Biden,Sara Gideon,4.29125754021,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,2.0,,,Crime and safety,No,,,,,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Oppose,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,Version 1,By mail
120832.0,Donald Trump,Susan Collins,2.02446751026,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,,,The Republican Party,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,,,Only Trump,,Favorable,About the same,,2.0,,,The coronavirus pandemic,No,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Oppose,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,By mail
120833.0,Joe Biden,Sara Gideon,1.35787860732,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,1.0,No,,,The Democratic Party,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,,Only Biden,,Unfavorable,About the same,,2.0,,,The coronavirus pandemic,No,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Female,White women,Suburbs,Suburbs,Maine,White suburban women,Support,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail
