ID,WEIGHT,PRSAL20,SENAL20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,CONTROLSEN,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVJONES,FAVPRES20,FAVSENAL20,FAVTRUMP,FAVTUBERVILLE,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTEMETHOD,WHNCLINC,WHTEVANG,ZIPCODE
149101.0,0.24968499266,Joe Biden,Doug Jones,Illegal,Illegal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,1.0,No,Very badly,Somewhat badly or very badly,The Democratic Party,Very confident or somewhat confident,Somewhat confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Against his opponent,4.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,Yes,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,81.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,36693.0
125281.0,0.25251905769,Joe Biden,Doug Jones,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,1.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Worse today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,81.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36693.0
136691.0,0.25251905769,Joe Biden,Doug Jones,Legal,Legal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,1.0,Yes,Very badly,Somewhat badly or very badly,The Democratic Party,Very confident or somewhat confident,Somewhat confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women with children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,81.0,Liberal Democrats,Liberal Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,36693.0
124854.0,0.25251905769,Joe Biden,Doug Jones,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,1.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,About the same,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,81.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36693.0
151012.0,0.25424810258,Joe Biden,Doug Jones,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,1.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Worse today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",The economy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,81.0,Liberal Democrats,Liberal Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36693.0
136809.0,0.25424810258,Joe Biden,Doug Jones,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 2,1.0,Yes,Very badly,Somewhat badly or very badly,The Democratic Party,Very confident or somewhat confident,Somewhat confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,Against his opponent,4.0,Joe Biden,Joe Biden,,,,,,,,No,No,Poor,Not so good or poor,No,Men with children,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,81.0,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,36693.0
125811.0,0.25424810258,Joe Biden,Doug Jones,,,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,1.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Worse today,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care policy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,81.0,Liberal Democrats,Liberal Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36693.0
125611.0,0.25424810258,Joe Biden,Doug Jones,Legal,Legal in most cases,30-44,30-59,30-34,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 1,1.0,Yes,Somewhat badly,Somewhat badly or very badly,The Democratic Party,Not very confident or not at all confident,Not very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,Against his opponent,4.0,Donald Trump,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,Yes,Men with children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,81.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,36693.0
114233.0,0.25466501638,Joe Biden,Doug Jones,,,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,Against his opponent,2.0,Joe Biden,Joe Biden,,,,,,,,,,Poor,Not so good or poor,No,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Non-white,,,,South,Female,Black women,,,Alabama,Other,Telephone survey,,,,,,,,,Version 2,By mail,,,37922.0
150066.0,0.25590976383,Joe Biden,Doug Jones,Legal,Legal in most cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 3,1.0,Yes,Very badly,Somewhat badly or very badly,The Democratic Party,Not very confident or not at all confident,Not very confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,Against his opponent,4.0,Joe Biden,Joe Biden,,,,,,,,Yes,No,Not so good,Not so good or poor,Yes,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,81.0,Liberal Democrats,Liberal Democrats,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,36693.0
149493.0,0.25590976383,Joe Biden,Doug Jones,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,Complete,,Call 3,1.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Worse today,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Omit,No,,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,All others,Moderate,81.0,Moderate/Liberal Republicans,Moderate Independents,Omit,Other,Other,State questionnaire,Other,Non-white,Other,,,South,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36693.0
125396.0,0.25799132523,Joe Biden,Doug Jones,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Better today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,81.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36693.0
149772.0,0.25799132523,Joe Biden,Doug Jones,Legal,Legal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,1.0,Yes,Very badly,Somewhat badly or very badly,Omit,Very confident or somewhat confident,Somewhat confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,Against his opponent,4.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,Yes,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,81.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,36693.0
137346.0,0.25799132523,Joe Biden,Doug Jones,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,1.0,Yes,Very badly,Somewhat badly or very badly,The Republican Party,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,Against his opponent,4.0,Joe Biden,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,81.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,36693.0
139477.0,0.27582660089,Joe Biden,Doug Jones,Illegal,Illegal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 2,1.0,Yes,Omit,Omit,Omit,Very confident or somewhat confident,Very confident,Election day,,,,,,,,,,,,,,For your candidate,4.0,Omit,Donald Trump,,,,,,,,No,No,Excellent,Excellent or good,Yes,Men with children,,,,,,,Conservative,79.0,,,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,36618.0
149013.0,0.2808224707,Joe Biden,Doug Jones,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Worse today,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,81.0,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,In the last week,In the last month,In the last week,,,Version 1,Election day,Yes,,36693.0
93293.0,0.28614368753,Joe Biden,Doug Jones,,,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,6.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,About the same,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,By mail,No,,35242.0
139179.0,0.28855211362,Joe Biden,Doug Jones,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,2.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Worse today,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,34.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,Alabama,White suburban men,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36054.0
127281.0,0.28855211362,Joe Biden,Doug Jones,,,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 1,2.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Omit,Unfavorable,Worse today,,2.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Omit,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,34.0,Liberal Democrats,Liberal Democrats,Omit,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36054.0
152194.0,0.28855211362,Joe Biden,Doug Jones,Illegal,Illegal in most cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,2.0,Yes,Very badly,Somewhat badly or very badly,The Democratic Party,Very confident or somewhat confident,Somewhat confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Against his opponent,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Good,Excellent or good,Yes,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,34.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Suburbs,Suburbs,Alabama,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,White Born-again/Evangelical Christians,36054.0
126871.0,0.28855211362,Joe Biden,Doug Jones,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,2.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Both of them,Only Jones,Favorable,Omit,Better today,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Racial inequality,No,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Conservative,34.0,Moderate/Liberal Republicans,Conservative Independents,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Suburbs,Suburbs,Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,In the last week,In the last month,In the last week,,,Version 1,Election day,No,,36054.0
138203.0,0.28855211362,Joe Biden,Doug Jones,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 2,2.0,Yes,Very badly,Somewhat badly or very badly,The Democratic Party,Very confident or somewhat confident,Very confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Against his opponent,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,Yes,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,34.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,South,Female,White women,Suburbs,Suburbs,Alabama,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,White Born-again/Evangelical Christians,36054.0
126492.0,0.28855211362,Joe Biden,Doug Jones,Illegal,Illegal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,2.0,Yes,Somewhat badly,Somewhat badly or very badly,The Democratic Party,Very confident or somewhat confident,Somewhat confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,Against his opponent,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,34.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Suburbs,Suburbs,Alabama,White suburban men,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,White Born-again/Evangelical Christians,36054.0
126046.0,0.28855211362,Joe Biden,Doug Jones,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,2.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Worse today,,2.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Omit,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,34.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36054.0
151084.0,0.28855211362,Joe Biden,Doug Jones,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,2.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Only Biden,Both,Unfavorable,Favorable,Better today,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,34.0,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,Alabama,White suburban men,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36054.0
125975.0,0.28855211362,Joe Biden,Doug Jones,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,2.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Both,Unfavorable,Favorable,Worse today,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,34.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Suburbs,Suburbs,Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36054.0
126809.0,0.29251268506,Joe Biden,Doug Jones,,,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 1,1.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,About the same,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care policy,No,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,All others,Moderate,80.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,Alabama,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,No,,36575.0
152470.0,0.29508225153,Joe Biden,Doug Jones,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,1.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,Better today,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,80.0,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,Alabama,White suburban men,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,Election day,Yes,,36575.0
126725.0,0.29508225153,Joe Biden,Doug Jones,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,1.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Favorable,Only Biden,Only Jones,Unfavorable,Unfavorable,About the same,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,80.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,Alabama,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,In October,In the last month,Before that,,,Version 1,Election day,Yes,,36575.0
