ID,WEIGHT,PRSCO20,SENCO20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTEMETHOD
77973.0,0.94722208598,Joe Biden,John Hickenlooper,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Better today,Against his opponent,3.0,Joe Biden,Omit,No,No,Poor,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77974.0,0.48890171974,Joe Biden,John Hickenlooper,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Worse today,For your candidate,3.0,Joe Biden,Health care policy,No,No,Poor,Not so good or poor,No,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77975.0,0.51488588993,Joe Biden,John Hickenlooper,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,Health care policy,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77976.0,0.61192664589,Joe Biden,John Hickenlooper,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,Health care policy,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77977.0,0.75673832109,Joe Biden,John Hickenlooper,Legal,Legal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,The coronavirus pandemic,No,No,Poor,Not so good or poor,Yes,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77978.0,0.51488588993,Joe Biden,John Hickenlooper,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,The coronavirus pandemic,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77979.0,1.20790877139,Joe Biden,John Hickenlooper,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,7.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,4.0,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77980.0,0.85527817245,Joe Biden,John Hickenlooper,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77981.0,0.48890171974,Joe Biden,John Hickenlooper,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,Health care policy,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Is a strong leader,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77982.0,0.85767675011,Joe Biden,John Hickenlooper,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,The coronavirus pandemic,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77983.0,0.92053840455,Joe Biden,John Hickenlooper,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,Racial inequality,No,No,Good,Excellent or good,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77984.0,1.01937806401,Joe Biden,John Hickenlooper,Illegal,Illegal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,Omit,3.0,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77985.0,0.85527817245,Joe Biden,John Hickenlooper,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,Racial inequality,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Is a strong leader,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77986.0,1.91952885992,Joe Biden,John Hickenlooper,Legal,Legal in all cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,2.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,Worse today,For your candidate,3.0,Joe Biden,Racial inequality,No,No,Poor,Not so good or poor,Yes,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,Early in-person
77987.0,1.06894782677,Joe Biden,John Hickenlooper,Legal,Legal in all cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Better today,For your candidate,3.0,Joe Biden,The coronavirus pandemic,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77988.0,1.49398851378,Joe Biden,John Hickenlooper,Legal,Legal in most cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Better today,Against his opponent,3.0,Joe Biden,The coronavirus pandemic,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77989.0,0.51488588993,Joe Biden,John Hickenlooper,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,Omit,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77990.0,0.68328315767,Joe Biden,John Hickenlooper,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Better today,Against his opponent,3.0,Joe Biden,Health care policy,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77991.0,1.42243220987,Joe Biden,John Hickenlooper,Legal,Legal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Better today,Against his opponent,3.0,Joe Biden,Racial inequality,No,No,Not so good,Not so good or poor,No,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77992.0,0.85397898808,Joe Biden,John Hickenlooper,Legal,Legal in most cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77993.0,0.75673832109,Joe Biden,John Hickenlooper,Legal,Legal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Better today,Against his opponent,3.0,Joe Biden,Racial inequality,No,No,Not so good,Not so good or poor,No,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77994.0,1.42243220987,Joe Biden,John Hickenlooper,Legal,Legal in all cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Worse today,Against his opponent,3.0,Joe Biden,Racial inequality,No,No,Poor,Not so good or poor,No,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77995.0,0.4113490322,Joe Biden,John Hickenlooper,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,The coronavirus pandemic,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77996.0,0.4113490322,Joe Biden,John Hickenlooper,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,Racial inequality,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77997.0,0.81430322205,Joe Biden,John Hickenlooper,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,4.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Better today,For your candidate,3.0,Joe Biden,Racial inequality,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77998.0,1.6105174571,Joe Biden,John Hickenlooper,Legal,Legal in all cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,2.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,Racial inequality,No,No,Good,Excellent or good,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
77999.0,0.51488588993,Joe Biden,John Hickenlooper,Legal,Legal in all cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,4.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,3.0,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
78000.0,0.81430322205,Joe Biden,John Hickenlooper,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Better today,Against his opponent,3.0,Joe Biden,The coronavirus pandemic,No,No,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
