ID,WEIGHT,PRSNH20,SENNH20,GOVNH20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,MARCHILD,MARRIED,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTE2016,VOTEMETHOD,WHNCLINC,WORK,WORKSEX,WRKWOMEN,WRKWOMEN4,ZIPCODE
132382.0,0.79381853217,Joe Biden,Jeanne Shaheen,Dan Feltes,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,2.0,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,4.0,Joe Biden,Joe Biden,,,,,,,,No,,,Yes,Good,Excellent or good,No,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,218.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Male,White men,Married men,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3275.0
128330.0,0.26884554855,Joe Biden,Jeanne Shaheen,Dan Feltes,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Good,Excellent or good,No,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,137.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3848.0
136425.0,1.25939018113,Joe Biden,Jeanne Shaheen,Dan Feltes,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Worse today,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Racial inequality,No,,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,285.0,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,Yes,Working men,All others,Working men,3281.0
128324.0,0.44227811315,Joe Biden,Jeanne Shaheen,Dan Feltes,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Worse today,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,121.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,White,White,State questionnaire,White,White,White,,,East,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,Yes,Working women,Working women,Working women,3244.0
136401.0,0.37966523994,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,Worse today,,2.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,179.0,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,East,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,Yes,Working women,Working women,Working women,3054.0
149732.0,0.29470637552,Joe Biden,Jeanne Shaheen,Dan Feltes,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,1.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,137.0,Moderate/Liberal Republicans,Conservative Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,No,Neither of them do,No,Before that,Before that,Before that,,,Version 1,,Election day,No,Yes,Working men,All others,Working men,3848.0
124239.0,0.31630929067,Joe Biden,Jeanne Shaheen,Dan Feltes,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Not so good,Not so good or poor,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,170.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Other,Election day,,,,,,3103.0
136384.0,1.18470503411,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Call 2,2.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,Yes,No,All others,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,191.0,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,East,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3062.0
140432.0,0.21627488695,Joe Biden,Jeanne Shaheen,Dan Feltes,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 2,1.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,Worse today,,1.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Racial inequality,No,,,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,69.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,East,Female,Black women,,Suburbs,Suburbs,New Hampshire,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,,,,,3820.0
132331.0,0.74040794477,Joe Biden,Jeanne Shaheen,Dan Feltes,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,2.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,,,,,,,No,Yes,Married with children,Yes,Poor,Not so good or poor,No,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,218.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,East,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3275.0
136374.0,0.86480974877,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Against his opponent,3.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,285.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3281.0
128257.0,0.20704512207,Joe Biden,Jeanne Shaheen,Dan Feltes,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,245.0,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,No,Non-working men,All others,Non-working men,3079.0
148500.0,0.17089503612,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Omit,1.0,Joe Biden,Joe Biden,,,,,,,,No,,,,Not so good,Not so good or poor,No,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,161.0,,,,White,White,National questionnaire,White,White,White,,,East,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,,,,,Version 2,Hillary Clinton,Election day,,Yes,Working women,Working women,Working women,3823.0
128250.0,0.22288530973,Joe Biden,Jeanne Shaheen,Dan Feltes,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Racial inequality,No,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,185.0,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,Yes,Working women,Working women,Working women,3057.0
132290.0,0.58822440067,Joe Biden,Jeanne Shaheen,Dan Feltes,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Better today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Health care policy,No,,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,218.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,East,Male,White men,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,Yes,Working men,All others,Working men,3275.0
136338.0,0.83813024693,Joe Biden,Jeanne Shaheen,Dan Feltes,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,About the same,,3.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Racial inequality,No,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,132.0,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Male,White men,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,Yes,Yes,Working men,All others,Working men,3431.0
149343.0,0.44227811315,Joe Biden,Jeanne Shaheen,Dan Feltes,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Against his opponent,3.0,Joe Biden,Joe Biden,,,,,,,,No,No,Married with children,Yes,Not so good,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,121.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,Didn't vote,Election day,,,,,,3244.0
74756.0,1.14427756138,Joe Biden,Jeanne Shaheen,Dan Feltes,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Against his opponent,1.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Poor,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,White suburban women,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,By mail,,,,,,3801.0
136325.0,1.26495010783,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,,3.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",The coronavirus pandemic,No,,,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,285.0,Liberal Democrats,Liberal Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,East,Male,Black men,,Suburbs,Suburbs,New Hampshire,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,Yes,Working men,All others,Working men,3281.0
150160.0,0.17144907794,Joe Biden,Jeanne Shaheen,Dan Feltes,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,1.0,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,1.0,,,,,,,,,,No,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,161.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 3,,Election day,,,,,,3823.0
128213.0,0.67911031298,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,2.0,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,3.0,Joe Biden,Joe Biden,,,,,,,,No,No,,Yes,Not so good,Not so good or poor,No,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,121.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3244.0
128210.0,0.26884554855,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,,,,,,,No,No,Married with children,Yes,Good,Excellent or good,No,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,137.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3848.0
146559.0,0.16833166837,Joe Biden,Jeanne Shaheen,Dan Feltes,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,231.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Female,White women,Non married women,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3593.0
136349.0,0.44752166833,Joe Biden,Jeanne Shaheen,Dan Feltes,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,1.0,No,Omit,Omit,Very confident or somewhat confident,Very confident,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,Yes,All others,No,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,179.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,East,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3054.0
136301.0,0.54584157366,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,3.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,132.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,East,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3431.0
137738.0,0.44892242871,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,All others,All others,Complete,Call 2,2.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,,2.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The economy,No,,,,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Liberal,193.0,Liberal Democrats,Liberal Democrats,Can unite the country,Other,American Indian,State questionnaire,Other,Non-white,American Indian,,,East,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,No,Non-working women,All others,Non-working women,3060.0
131785.0,0.61500189093,Joe Biden,Jeanne Shaheen,Dan Feltes,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Worse today,,3.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The coronavirus pandemic,No,,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,291.0,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Female,White women,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,Version 1,,Election day,No,No,Non-working women,All others,Non-working women,3287.0
128197.0,0.18887668412,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Worse today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,245.0,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,East,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Omit,Omit,No,Before that,Before that,Before that,,,Version 1,,Election day,No,,,,,3079.0
147461.0,0.45514678407,Joe Biden,Jeanne Shaheen,Dan Feltes,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 3,1.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,236.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Hillary Clinton,Election day,,,,,,3867.0
