ID,WEIGHT,PRSFL20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENWINGEN,BIDENWINGENB,CALL,CDNUM,CHILD12,CLIMATECHANGE,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,CUBAN,CUBANPR4,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PUERTORICAN,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,REL5,RELIGN18,RELWHITE,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,TRUMPWINGEN20,TRUMPWINGEN20B,VERSION,VOTE2016,VOTEMETHOD
57673.0,0.19470638653,Joe Biden,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Omit,Omit,,22.0,No,,Omit,Omit,Not very confident or not at all confident,Not at all confident,No,No,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Against his opponent,5.0,Omit,Omit,,No,,Omit,Omit,No,Women without children,,,,,,,,,,,No,,Black,Black,State questionnaire,Black,Non-white,Black,Omit,Omit,South,,,,Female,Black women,Suburbs,Suburbs,English,Florida,Other,Telephone survey,,,,,,,Omit,Omit,Omit,Omit,Version 2,,Early in-person
57674.0,0.42314253021,Joe Biden,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Optimistic,Excited or optimistic,,20.0,No,,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,No,No,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,No,No,Good,Excellent or good,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,None,None,None,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57675.0,0.19470638653,Joe Biden,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Omit,Omit,,20.0,Yes,,Omit,Omit,Very confident or somewhat confident,Somewhat confident,No,"Yes, Puerto Rican",Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Against his opponent,5.0,Omit,Omit,,Yes,,Omit,Omit,No,Men with children,,,,,,,,,,,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Omit,Omit,South,,,,Male,Latino men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,,,,,,,Omit,Omit,Omit,Omit,Version 2,,Early in-person
57676.0,0.55221500858,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,22.0,Yes,,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Yes,"Yes, Cuban",Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,Yes,No,Excellent,Excellent or good,No,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Scared,Concerned or scared,Version 2,,Early in-person
57677.0,0.42314253021,Joe Biden,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Excited,Excited or optimistic,,20.0,Yes,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No,No,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,No,No,Not so good,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,None,None,None,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Scared,Concerned or scared,Version 2,,Early in-person
57678.0,0.42314253021,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,22.0,Yes,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,,,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,No,Not so good,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,A minor problem,A minor problem or not a problem at all,South,,,,Female,Latino women,Suburbs,Suburbs,,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Optimistic,Excited or optimistic,Version 2,,Early in-person
57679.0,0.42314253021,Joe Biden,65+,60+,65-74,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Excited,Excited or optimistic,,27.0,No,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,No,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,No,Yes,Good,Excellent or good,Yes,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Not a problem at all,A minor problem or not a problem at all,South,Catholic,Catholic,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Excited,Excited or optimistic,Version 2,,Early in-person
57680.0,0.6388761966,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Optimistic,Excited or optimistic,,9.0,Yes,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No,"Yes, other Hispanic",Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,Yes,No,Excellent,Excellent or good,No,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Concerned,Concerned or scared,Version 2,,Early in-person
57681.0,0.6388761966,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Optimistic,Excited or optimistic,,9.0,Yes,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Yes,"Yes, Cuban",Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,Yes,No,Good,Excellent or good,Yes,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Catholic,Catholic,,Female,Latino women,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Scared,Concerned or scared,Version 2,,Early in-person
57682.0,0.6388761966,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,9.0,No,,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No,"Yes, Puerto Rican",Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,Yes,No,Excellent,Excellent or good,No,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Concerned,Concerned or scared,Version 2,,Early in-person
57683.0,0.92047073743,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Optimistic,Excited or optimistic,,9.0,Yes,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,"Yes, Puerto Rican",Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,Yes,No,Good,Excellent or good,No,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Concerned,Concerned or scared,Version 2,,Early in-person
57684.0,0.6388761966,Joe Biden,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Optimistic,Excited or optimistic,,9.0,No,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No,"Yes, Puerto Rican",Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,Yes,No,Good,Excellent or good,No,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Scared,Concerned or scared,Version 2,,Early in-person
57685.0,0.6388761966,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,9.0,No,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No,"Yes, other Hispanic",Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Against his opponent,2.0,Joe Biden,Joe Biden,,Yes,No,Good,Excellent or good,No,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Protestant,,Female,Latino women,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Excited,Excited or optimistic,Version 2,,Early in-person
57686.0,0.92047073743,Joe Biden,65+,60+,65-74,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Optimistic,Excited or optimistic,,9.0,Yes,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,"Yes, Puerto Rican",Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,Yes,No,Good,Excellent or good,No,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,A minor problem,A minor problem or not a problem at all,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Concerned,Concerned or scared,Version 2,,Early in-person
57687.0,0.6388761966,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,9.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,"Yes, Puerto Rican",Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,Yes,No,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Protestant,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57688.0,0.6388761966,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,9.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No,"Yes, Puerto Rican",Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Omit,Joe Biden,,Yes,No,Good,Excellent or good,No,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Yes,,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,None,None,,Female,Latino women,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57689.0,0.83375455209,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,9.0,No,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No,"Yes, Puerto Rican",Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Omit,Joe Biden,,Yes,No,Good,Excellent or good,No,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57690.0,0.29397487295,Joe Biden,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Excited,Excited or optimistic,,9.0,No,,Omit,Omit,Very confident or somewhat confident,Very confident,No,"Yes, other Hispanic",Absentee or early in-person,,,,,,,,,,,For your candidate,2.0,Omit,Joe Biden,,Yes,No,Good,Excellent or good,Yes,Men without children,,,,,,,,,,,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,,,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Omit,Omit,Scared,Concerned or scared,Version 2,,Early in-person
57691.0,0.6388761966,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,9.0,Yes,,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Yes,"Yes, Cuban",Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,Yes,No,Excellent,Excellent or good,No,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Omit,Omit,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Concerned,Concerned or scared,Version 2,,Early in-person
57692.0,0.42314253021,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,27.0,No,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Yes,"Yes, Cuban",Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,Yes,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Catholic,Catholic,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",Spanish,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Concerned,Concerned or scared,Version 2,,Early in-person
57693.0,0.2692863714,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,27.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Yes,"Yes, Cuban",Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,Yes,No,Poor,Not so good or poor,Yes,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57694.0,0.19482642904,Joe Biden,65+,60+,65-74,45+,60+,65+,,,,Complete,Excited,Excited or optimistic,,20.0,No,,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,No,No,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,No,Yes,Poor,Not so good or poor,No,Men without children,Independent/Something else,,,Independent men,Independent,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,No,,,,State questionnaire,,,,One of many important problems,The most important problem or one of many important problems,South,None,None,,Male,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57695.0,0.25863118723,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Optimistic,Excited or optimistic,,3.0,Yes,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,"Yes, Puerto Rican",Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Against his opponent,1.0,Joe Biden,Joe Biden,,Yes,No,Not so good,Not so good or poor,No,Men with children,,,,,,,,,,,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Concerned,Concerned or scared,Version 2,,Early in-person
57696.0,0.15127401175,Joe Biden,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Optimistic,Excited or optimistic,,3.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,No,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,None,None,None,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57697.0,1.03886550088,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Excited,Excited or optimistic,,5.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,No,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Against his opponent,1.0,Joe Biden,Joe Biden,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,No,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Protestant,,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57698.0,0.12471456907,Joe Biden,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Optimistic,Excited or optimistic,,3.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No,No,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,1.0,Joe Biden,Joe Biden,,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,None,None,None,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57699.0,0.23622864604,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Optimistic,Excited or optimistic,,2.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,"Yes, other Hispanic",Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,Yes,No,Good,Excellent or good,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,No,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Protestant,,Male,Latino men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
57700.0,0.24252531654,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Excited,Excited or optimistic,,8.0,Yes,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No,No,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,No,No,Poor,Not so good or poor,No,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,None,None,None,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Early in-person
