ID,WEIGHT,PRSWI20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,GOVTANGR16,GOVTANGR16B,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,POLICEEVENTS20,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,UNIONHH12,VERSION,VOTE2016,VOTEEXPERIENCE,VOTEEXPERIENCE2,VOTEMETHOD,WHNCLINC
152088.0,0.99625805534,Donald Trump,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Neither of them,Unfavorable,Better today,,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Liberal,,41.0,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Neither of them do,No,In October,In the last month,Before that,,,,Version 1,Donald Trump,,,Election day,No
152101.0,0.8131532315,Donald Trump,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,,6.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,11.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Neither of them do,No,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152104.0,0.35323998965,Donald Trump,,,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,8.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Neither of them,Unfavorable,Better today,,6.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Omit,No,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,,73.0,Moderate/Liberal Republicans,Moderate Independents,Omit,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,Male,Black men,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,Hillary Clinton,,,Election day,No
152145.0,0.8131532315,Donald Trump,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,,6.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,11.0,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152155.0,0.56497247983,Joe Biden,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Better today,,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,45.0,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,Hillary Clinton,,,Election day,No
152177.0,0.96408184123,Donald Trump,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 3,3.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,Only Trump,Favorable,About the same,,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,,,,,,Omit,Yes,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,41.0,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,Midwest,Male,Latino men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152185.0,0.21550165799,Joe Biden,,,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,8.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,,6.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,,,,,,,The economy,No,,,,,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Liberal,,73.0,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,Male,Black men,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Omit,,,Election day,No
152191.0,0.71116388668,Donald Trump,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,Worse today,,6.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,11.0,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152208.0,0.50076477575,Donald Trump,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",,,,,,Unfavorable,Only Trump,Favorable,About the same,,6.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,51.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152214.0,0.35323998965,Donald Trump,,,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,8.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Neither of them,Unfavorable,Omit,,6.0,Omit,Omit,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",The coronavirus pandemic,No,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Liberal,,73.0,Moderate/Liberal Republicans,Liberal Independents,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,Male,Black men,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,Omit,Omit,Omit,In September,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152240.0,0.48966238049,Joe Biden,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,,6.0,Angry,"Dissatisfied, but not angry or Angry",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,37.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,Hillary Clinton,,,Election day,No
152314.0,0.99625805534,Donald Trump,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,5.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Crime and safety,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,41.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152315.0,0.58495222603,Joe Biden,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Better today,,6.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,37.0,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,Hillary Clinton,,,Election day,No
152321.0,0.79389316466,Donald Trump,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,45.0,Moderate/Liberal Republicans,Conservative Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,In October,In the last month,Before that,,,,Version 1,Other,,,Election day,No
152370.0,1.02227141916,Joe Biden,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,2.0,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,,,3.0,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,18.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,White,White,National questionnaire,White,White,White,,,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,,,,,,,Version 1,,,,Election day,No
152394.0,0.91787652974,Joe Biden,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,6.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,37.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,In the last week,In the last month,In the last week,,,,Version 1,Donald Trump,,,Election day,No
152400.0,0.35938573035,Joe Biden,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Better today,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,102.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,Hillary Clinton,,,Election day,No
152408.0,1.02227141916,Joe Biden,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,2.0,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,,,3.0,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,18.0,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,White,White,National questionnaire,White,White,White,,,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,,,,,,,Version 1,,,,Election day,No
152424.0,0.78159387797,Donald Trump,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,6.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,51.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152430.0,0.79389316466,Donald Trump,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,5.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,45.0,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152473.0,0.8495586187,Donald Trump,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,6.0,Angry,"Dissatisfied, but not angry or Angry",,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Racial inequality,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,11.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Didn't vote,,,Election day,No
152476.0,0.6645663899,Donald Trump,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,Better today,,5.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,45.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,In the last week,In the last month,In the last week,,,,Version 1,Other,,,Election day,No
152504.0,0.39185767289,Joe Biden,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 3,1.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Worse today,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Racial inequality,Yes,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,81.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,Midwest,Male,Latino men,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,Hillary Clinton,,,Election day,No
152539.0,0.8131532315,Donald Trump,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,,6.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Conservative,,37.0,Moderate/Liberal Republicans,Conservative Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Didn't vote,,,Election day,No
152547.0,0.79389316466,Donald Trump,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,5.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Crime and safety,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,45.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
152549.0,0.39185767289,Joe Biden,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Complete,Call 3,1.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Worse today,,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care policy,No,,,,,,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Liberal,,81.0,Liberal Democrats,Liberal Democrats,Is a strong leader,Other,Other,State questionnaire,Other,Non-white,Other,,,Midwest,Male,All other races,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,Hillary Clinton,,,Election day,No
152590.0,0.62623389301,Donald Trump,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,Better today,,6.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,51.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,White suburban women,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Didn't vote,,,Election day,No
152600.0,0.8131532315,Donald Trump,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,,6.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Racial inequality,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,11.0,Independent/Something else,Conservative Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,Version 1,Donald Trump,,,Election day,No
