ExternalID,PRSCA20,HOUCA20,WEIGHT,ABORT2,ABORTION,ACASUPREME,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENWINGEN,BIDENWINGENB,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CHILD12,CLIMATECHANGE,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,COVIDHARDSHIP,COVIDHARDSHIP2,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEMASKS,FAIRJUSTICE20,FAVBIDEN2,FAVBLM,FAVHARRIS,FAVPENCE,FAVPRES20,FAVTRUMP,FAVVP20,FINSIT,FORCAND,GEOCODE,GOVTANGR16,GOVTANGR16B,HANDLECORONA20,HANDLEECON20,HEALTHBIDEN,HEALTHCAND20,HEALTHTRUMP,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,ISSVQUAL20,LATINO,LGBT,LIFE,MARCHILD,MARRIED,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,REL5,RELIGN18,RELWHITE,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,SUPREME16,SUPREME16B,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,TRUMPWINGEN20,TRUMPWINGEN20B,UNIONHH12,VERSION,VETVOTER,VOTE2016,VOTEEXPERIENCE,VOTEEXPERIENCE2,VOTEMETHOD,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4
114631.0,Joe Biden,A Democratic candidate,0.04897563401,,,Overturn it,65+,60+,65-74,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,,,,,,,25.0,,,,,,,,,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Personal choice,Treats all people fairly,Favorable,Unfavorable,,,Only Biden,Unfavorable,,,,4.0,,,,,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Crime and safety,My candidate's personal qualities,Yes,,,,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Female,Latino women,,Suburbs,Suburbs,English,California,Other,,,Telephone survey,,,,,,,,,,,,Version 1,,,,,Early in-person,No,,,,,,,
116462.0,Joe Biden,A Democratic candidate,0.23732019841,,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Excited,Excited or optimistic,,,,,,,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,For your candidate,4.0,Angry,"Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,,,English,California,,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,Yes,Working men,,,All others,Working men
116463.0,Joe Biden,A Democratic candidate,1.63436888272,,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,,,,,,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,For your candidate,5.0,Angry,"Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,Yes,,,,,Poor,Not so good or poor,No,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Male,Latino men,,,,English,California,Other,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working men,,,All others,Non-working men
116464.0,,A Republican candidate,0.15588388667,,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Omit,Omit,,,,,,36.0,,,,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,For your candidate,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Joe Biden,,,,,,,,,,,,Yes,,,,,Not so good,Not so good or poor,No,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,Other,White,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Male,Latino men,,Suburbs,Suburbs,English,California,Other,,,Telephone survey,,,,,,,,,Excited,Excited or optimistic,No,Version 2,,Donald Trump,,,By mail,,,No,Non-working men,,,All others,Non-working men
116465.0,Joe Biden,A Republican candidate,0.345423563,,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Optimistic,Excited or optimistic,,,,,,42.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,For your candidate,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Joe Biden,Joe Biden,,,,,,,,,,,,Yes,,,,,Not so good,Not so good or poor,No,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,Yes,Working women,,,Working women,Working women
116466.0,Joe Biden,A Democratic candidate,0.64412140164,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Optimistic,Excited or optimistic,,,,,,50.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,Against his opponent,5.0,Omit,Omit,Joe Biden,Omit,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,White,White,,,West,,,,Female,White women,,Suburbs,Suburbs,English,California,White suburban women,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working women,,,All others,Non-working women
116467.0,Donald Trump,A Republican candidate,0.16452639766,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Concerned,Concerned or scared,,,,,,33.0,,,,,,,,,Absentee or early in-person,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,Omit,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Excellent,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,Suburbs,Suburbs,English,California,White suburban men,,,Telephone survey,,,,,,,,,Optimistic,Excited or optimistic,No,Version 2,,Donald Trump,,,By mail,,,No,Non-working men,,,All others,Non-working men
116468.0,Donald Trump,A Republican candidate,7.757225223,,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Optimistic,Excited or optimistic,,,,,,10.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,For your candidate,2.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Joe Biden,,,,,,,,,,,,Yes,,,,,Not so good,Not so good or poor,Yes,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,Other,White,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,,,Telephone survey,,,,,,,,,Excited,Excited or optimistic,Yes,Version 2,,Donald Trump,,,By mail,,,Yes,Working women,,,Working women,Working women
116469.0,Joe Biden,A Democratic candidate,11.02652905386,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Optimistic,Excited or optimistic,,,,,,14.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,For your candidate,3.0,Angry,"Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,Suburbs,Suburbs,English,California,White suburban men,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,Yes,Version 2,,Hillary Clinton,,,By mail,,,Yes,Working men,,,All others,Working men
116470.0,Joe Biden,A Democratic candidate,4.83911517377,,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Excited,Excited or optimistic,,,,,,8.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,Against his opponent,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,Yes,,,,,Not so good,Not so good or poor,No,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Female,Latino women,,Suburbs,Suburbs,English,California,Other,,,Telephone survey,,,,,,,,,Concerned,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,Yes,Working women,,,Working women,Working women
116471.0,Joe Biden,A Democratic candidate,0.46046417243,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Excited,Excited or optimistic,,,,,,3.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,For your candidate,2.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Good,Excellent or good,Yes,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,White,White,,,West,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,,,Telephone survey,,,,,,,,,Concerned,Concerned or scared,Yes,Version 2,,Hillary Clinton,,,By mail,,,Yes,Working women,,,Working women,Working women
116472.0,Joe Biden,A Democratic candidate,0.85013161009,,,,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Excited,Excited or optimistic,,,,,,3.0,,,,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,For your candidate,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,No,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Black,Black,National questionnaire,Black,Non-white,Black,,,West,,,,Female,Black women,,Suburbs,Suburbs,English,California,Other,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working women,,,All others,Non-working women
116473.0,Joe Biden,A Democratic candidate,1.00108588767,,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Optimistic,Excited or optimistic,,,,,,37.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,Against his opponent,4.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,"Cities over 500,000","Cities over 50,000",English,California,Other,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working men,,,All others,Non-working men
116474.0,Donald Trump,A Democratic candidate,0.51462326649,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Concerned,Concerned or scared,,,,,,8.0,,,,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,For your candidate,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,,,West,,,,Female,White women,,Suburbs,Suburbs,English,California,White suburban women,,,Telephone survey,,,,,,,,,Excited,Excited or optimistic,No,Version 2,,Donald Trump,,,By mail,,,No,Non-working women,,,All others,Non-working women
116475.0,Donald Trump,A Republican candidate,0.631045821,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Concerned,Concerned or scared,,,,,,1.0,,,,,,,,,Absentee or early in-person,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,For your candidate,2.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,,,West,,,,Female,White women,,Suburbs,Suburbs,English,California,White suburban women,,,Telephone survey,,,,,,,,,Optimistic,Excited or optimistic,No,Version 2,,Donald Trump,,,By mail,,,No,Non-working women,,,All others,Non-working women
116476.0,,A Democratic candidate,0.1850769307,,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Optimistic,Excited or optimistic,,,,,,52.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,Omit,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Poor,Not so good or poor,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,,,,,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,Suburbs,Suburbs,English,California,White suburban men,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,,,,,All others,
116477.0,Other,A Republican candidate,1.18218374772,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Concerned,Concerned or scared,,,,,,24.0,,,,,,,,,Absentee or early in-person,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,Against his opponent,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,,,West,,,,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,English,California,Other,,,Telephone survey,,,,,,,,,Concerned,Concerned or scared,No,Version 2,,Other,,,By mail,,,No,Non-working women,,,All others,Non-working women
116478.0,Joe Biden,A Democratic candidate,0.83201160614,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Excited,Excited or optimistic,,,,,,32.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,Against his opponent,4.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,Yes,,,,,Omit,Omit,No,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Male,Latino men,,Suburbs,Suburbs,English,California,Other,,,Telephone survey,,,,,,,,,Optimistic,Excited or optimistic,No,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working men,,,All others,Non-working men
116479.0,Joe Biden,A Democratic candidate,0.8556066,,,,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Excited,Excited or optimistic,,,,,,15.0,,,,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,For your candidate,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,No,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Non-white,Black,,,West,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,Yes,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working women,,,All others,Non-working women
116480.0,Joe Biden,A Democratic candidate,0.42466623689,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Optimistic,Excited or optimistic,,,,,,49.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,For your candidate,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,No,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,Suburbs,Suburbs,English,California,White suburban men,,,Telephone survey,,,,,,,,,Concerned,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working men,,,All others,Non-working men
116481.0,Donald Trump,A Republican candidate,1.22322846,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Concerned,Concerned or scared,,,,,,33.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,For your candidate,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Good,Excellent or good,Yes,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,Suburbs,Suburbs,English,California,White suburban men,,,Telephone survey,,,,,,,,,Optimistic,Excited or optimistic,No,Version 2,,Donald Trump,,,By mail,,,Yes,Working men,,,All others,Working men
116482.0,Joe Biden,A Democratic candidate,0.33266391964,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Excited,Excited or optimistic,,,,,,9.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,Against his opponent,2.0,Angry,"Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Poor,Not so good or poor,No,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,,,Telephone survey,,,,,,,,,Concerned,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working men,,,All others,Non-working men
116483.0,Donald Trump,A Republican candidate,0.98183081297,,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Scared,Concerned or scared,,,,,,8.0,,,,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,Omit,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Omit,Omit,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,,,West,,,,Female,White women,,Suburbs,Suburbs,English,California,White suburban women,,,Telephone survey,,,,,,,,,Optimistic,Excited or optimistic,No,Version 2,,Donald Trump,,,By mail,,,Yes,Working women,,,Working women,Working women
116484.0,Joe Biden,A Democratic candidate,5.11509604633,,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Optimistic,Excited or optimistic,,,,,,27.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,Against his opponent,4.0,Angry,"Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,White,White,,,West,,,,Female,White women,,Suburbs,Suburbs,English,California,White suburban women,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,No,Non-working women,,,All others,Non-working women
116485.0,Joe Biden,A Democratic candidate,0.2662593889,,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Optimistic,Excited or optimistic,,,,,,11.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,Against his opponent,3.0,Angry,"Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,Yes,,,,,Poor,Not so good or poor,No,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Female,Latino women,,Suburbs,Suburbs,English,California,Other,,,Telephone survey,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Hillary Clinton,,,By mail,,,Yes,Working women,,,Working women,Working women
116486.0,Joe Biden,A Democratic candidate,2.46785337169,,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Optimistic,Excited or optimistic,,,,,,5.0,,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,For your candidate,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Good,Excellent or good,Yes,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,National questionnaire,Black,Non-white,Black,,,West,,,,Male,Black men,,Suburbs,Suburbs,English,California,Other,,,Telephone survey,,,,,,,,,Optimistic,Excited or optimistic,Yes,Version 2,,Hillary Clinton,,,By mail,,,Yes,Working men,,,All others,Working men
