ID,WEIGHT,PRSKY20,SENKY20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVMCGRATH,FAVMCONL,FAVPRES20,FAVSENKY20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,POLICEEVENTS20,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VETVOTER,VOTEMETHOD,WHNCLINC,WHTEVANG
136199.0,0.15424195017,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 1,5.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,Unfavorable,Favorable,Neither of them,Only McConnell,Unfavorable,Worse today,,1.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,80.0,Liberal Democrats,Liberal Democrats,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,Yes,Both of them do,Yes,In the last few days,In the last month,In the last week,,,Version 1,,Election day,No,
136408.0,0.15424195017,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Yes,Call 1,5.0,Yes,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,,,,,,,Yes,Yes,Excellent,Excellent or good,Yes,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,Isolated events,80.0,Liberal Democrats,Liberal Democrats,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Male,Latino men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Yes,Election day,,All others
136695.0,0.15424195017,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 2,5.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,For your candidate,1.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Isolated events,80.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,South,Male,White men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,No,Election day,,White Born-again/Evangelical Christians
136865.0,0.15424195017,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,5.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,For your candidate,1.0,Donald Trump,Joe Biden,,,,,,,,No,,Good,Excellent or good,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,Isolated events,80.0,,,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,All others
137192.0,0.15424195017,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Yes,Call 2,5.0,Yes,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,,,,,,,Yes,Yes,Excellent,Excellent or good,Yes,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,Isolated events,80.0,Liberal Democrats,Liberal Democrats,,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Male,Latino men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Yes,Election day,,All others
122577.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,No,Call 1,6.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Isolated events,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
122620.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,No,Call 1,6.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,A sign of broader problems,29.0,Liberal Democrats,Liberal Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others
122773.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,6.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,Only Biden,Neither,Unfavorable,Better today,,2.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Liberal,,29.0,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
132261.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,6.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,2.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
132399.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 2,6.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,Worse today,,2.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,29.0,Liberal Democrats,Liberal Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
132448.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 2,6.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,2.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Racial inequality,Yes,,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,All others,Liberal,,29.0,Moderate/Liberal Republicans,Liberal Independents,Cares about people like me,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
132585.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,6.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Poor,Not so good or poor,Yes,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,A sign of broader problems,29.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
132804.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 2,6.0,No,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,Yes,No,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,Isolated events,29.0,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
143888.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,6.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,Yes,Not so good,Not so good or poor,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,A sign of broader problems,29.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
143917.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,6.0,No,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,Against his opponent,2.0,Joe Biden,Joe Biden,,,,,,,,No,Yes,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,A sign of broader problems,29.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
143997.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,6.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,Only Biden,Neither,Unfavorable,Worse today,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Crime and safety,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,29.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
144104.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,6.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Against his opponent,2.0,Joe Biden,Joe Biden,,,,,,,,No,Yes,Not so good,Not so good or poor,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Liberal,Isolated events,29.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,No,Election day,,White Born-again/Evangelical Christians
144158.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,6.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Unfavorable,Neither of them,Only McGrath,Unfavorable,Worse today,,2.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,29.0,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
144197.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,6.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,,,,,,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,A sign of broader problems,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others
144200.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,6.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,,,,,,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,A sign of broader problems,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others
144203.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,6.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,,,,,,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,A sign of broader problems,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others
144225.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,6.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,,,,,,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,A sign of broader problems,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others
144249.0,0.15751197471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,6.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,,,,,,,,,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,A sign of broader problems,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others
123105.0,0.15843692293,Joe Biden,Amy McGrath,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 1,3.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",Racial inequality,No,,,,,,Republican,Black non-Democrat,All Republicans,Republican women,Republican,All others,,,70.0,,,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
123140.0,0.15854264874,Joe Biden,Amy McGrath,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,5.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,Worse today,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,101.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
123481.0,0.15854264874,Joe Biden,Amy McGrath,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,5.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,A sign of broader problems,101.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
132099.0,0.16066762208,Joe Biden,Amy McGrath,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 2,3.0,No,,,,,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,Better today,,4.0,,,,,,,,,,No,No,,,,Men without children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Non-white,Black,,,South,Male,Black men,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 4,No,Election day,,All others
144138.0,0.16066762208,Joe Biden,Amy McGrath,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,3.0,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,4.0,,,,,,,,,,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Non-white,Black,Not a problem at all,A minor problem or not a problem at all,South,Female,Black women,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 3,,Election day,,
121765.0,0.16294661508,Joe Biden,Amy McGrath,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,4.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,44.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
