id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,beatclin,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,latino,latinos,muslimba,nyrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
544895,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,John Kasich, ,Call 2,20, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Support,John Kasich, ,45+,65+,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,124,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Not vote for him, ,1.35942721366882,No, 
544896,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,4,Concerned,Concerned or scared,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,71,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Help the U.S. economy,.498466789722443,No,All others
544897,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 2,21, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs, , ,No,No,Oppose,Ted Cruz, ,45+,65+,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,151,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Probably vote for him,Not vote for him,Not vote for him, ,1.55690932273865,Yes, 
544900,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 2,19,Concerned,Concerned or scared,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,3, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Excited,Excited or optimistic,No,No, ,John Kasich,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,32,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,.980094373226166,No,White Born-again/Evangelical Christians
544902,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,19,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3, , , , , , , , , , , ,Omit,Excited,Excited or optimistic,No,No, ,John Kasich,Omit,45+,65+,Republican,All Republicans,Republican,Republican Men,Omit,Conservative,Conservative,Somewhat conservative,19,Omit,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Help the U.S. economy,.782111585140228,No,All others
544904,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 2,20,Optimistic,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,5, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Excited,Excited or optimistic,No,No, ,Ted Cruz,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,124,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Help the U.S. economy,1.5445568561554,No,White Born-again/Evangelical Christians
544906,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,21,Scared,Concerned or scared,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,151,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,1.64814758300781,No,All others
544907,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 2,4,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,.531266689300537,No,All others
544909,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,19,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,3, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,John Kasich,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,32,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.894453585147858,No,All others
544912,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,21,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,5, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,151,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,2.3633406162262,No,All others
544914,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,20,Concerned,Concerned or scared,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,5, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Excited,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,124,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Help the U.S. economy,1.08820748329163,No,All others
544917,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 2,21, , , , , , , , , ,5, , , ,Deported to the country they came from, , , , , , , , , , ,No,No, ,Donald Trump, ,45+,65+, , , , , , , , ,151, ,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,1.97841954231262, , 
544920,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Donald Trump, ,Call 2,19, , , , ,College graduate,College graduate,More than High school graduate,Non white college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Government spending, , ,Yes,Yes,Oppose,John Kasich, ,45+,18-64,Democrat,Latino Democrat,Democrat,Democratic Women, ,Moderate/Liberal,Liberal,Liberal,32,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Rural,Small Cities/Rural,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Not vote for him,Definitely vote for him,Not vote for him, ,1.21650815010071,No, 
544921,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 2,19,Concerned,Concerned or scared,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,3, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,19,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.85446834564209,Yes,White Born-again/Evangelical Christians
544922,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 2,20,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,5, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,124,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.95929372310638,No,All others
544924,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Ted Cruz, ,Call 2,21, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs, , ,No,No,Oppose,Ted Cruz, ,45+,65+,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,151,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,1.38573169708252,Yes, 
544932,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,19,Scared,Concerned or scared,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,19,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.85446834564209,No,All others
544933,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , ,Call 2,19,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,3, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Scared,Concerned or scared,No,No, ,Ted Cruz,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,32,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,1.6695876121521,Yes,All others
544934,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,John Kasich, ,Call 2,27, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending, , ,No,No,Support,John Kasich, ,45+,65+,Independent/Something else,White Independent,Something else,Independent Men, ,Conservative,Conservative,Very conservative,92,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Probably vote for him,Definitely vote for him,Not vote for him, ,1.74742102622986,Yes, 
544935,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,John Kasich, ,Call 2,20, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Oppose,John Kasich, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women, ,Moderate/Liberal,Moderate,Moderate,124,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Not vote for him, ,1.38864934444427,No, 
544938,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,White 45-64,Complete, ,No,Call 2,19,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,3, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Government spending,Scared,Concerned or scared,Yes,Yes, ,Ted Cruz,Be from outside the political establishment,45+,18-64,Independent/Something else,Latino Independent,Something else,Independent Men,Energized the Republican Party,Conservative,Conservative,Very conservative,19,Shares my values,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Help the U.S. economy,1.45989000797272,No,All others
544941,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 2,27, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism, , ,No,No,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,92,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him, ,.953933000564575,No, 
544943,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,19,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,3, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Scared,Concerned or scared,No,No, ,Ted Cruz,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Something else,Independent Women,Divided the Republican Party,Conservative,Conservative,Very conservative,32,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,1.82944464683533,Yes,All others
544944,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No,Call 2,20,Scared,Concerned or scared,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,5, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Concerned,Concerned or scared,No,No, ,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,124,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Help the U.S. economy,1.02102267742157,No,All others
544948,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,John Kasich, ,Call 2,27, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Oppose,John Kasich, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,92,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, , ,Version 1,Not vote for him,Definitely vote for him,Not vote for him, ,2.00548005104065,No, 
544949,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 2,19,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,19,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.936280727386475,Yes,White Born-again/Evangelical Christians
544950,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete, , ,Call 2,20, , , , , , , , , ,5, , , ,Offered a chance to apply for legal status, , , , , , , , , , ,No,No, ,Donald Trump, ,45+,18-64, , , , , , , , ,124, ,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump, , ,Version 1,Not vote for him,Definitely vote for him,Probably vote for him, ,1.60815620422363, , 
544952,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,24,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,94,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,1.27356541156769,No,All others
544954,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,19,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Omit,Concerned,Concerned or scared,No,No, ,Ted Cruz,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Omit,Conservative,Conservative,Very conservative,32,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,1.77944898605347,Yes,All others
544955,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,19,Concerned,Concerned or scared,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,19,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,.856996059417725,Yes,All others
544956,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 2,27, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,92,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,1.2300500869751,No, 
544960,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,John Kasich, ,Call 2,24, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,Who the delegates think would be the best nominee,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism, , ,No,No,Support,John Kasich, ,45+,65+,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,94,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Not vote for him,Definitely vote for him,Not vote for him, ,1.29232358932495,No, 
544961,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 2,20, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women, ,Conservative,Conservative,Somewhat conservative,124,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,1.64272499084473,No, 
