ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,MADPRS16,MARRIED,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,SANDERSLIB,SCOTUSDEM16,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,WEIGHT,WHNCLINC
400096.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,8.0,About right,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,33.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Omit,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.3252147436142,No
400077.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,8.0,Not liberal enough,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,83.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,About right,Hillary Clinton,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.967127799987793,No
400068.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,3.0,Omit,Omit,College graduate,College graduate,More than High school graduate,White college degree,2.0,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,,,,,,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,Yes,Omit,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,46.0,Omit,Can win in November,White,White,State questionnaire,White,White,East,Omit,Omit,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.20846843719482,No
400057.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,8.0,Not liberal enough,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Hillary Clinton,Yes,Change to more liberal policies,Have experience in politics,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,33.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,About right,Hillary Clinton,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.1290545463562,No
416248.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,2.0,Too liberal,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Hillary Clinton,Yes,Change to less liberal policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,44.0,Yes,Can win in November,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.25063419342041,No
400048.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 1,3.0,Too liberal,Favors the wealthy,High school or less,No college degree,High school graduate or less,Non white no college degree,4.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,Hillary Clinton,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,64.0,Yes,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Too liberal,Hillary Clinton,Female,Latino women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,1.16378009319305,No
404089.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 1,5.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,Hillary Clinton,Yes,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,110.0,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Too liberal,Hillary Clinton,Male,Latino men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.25440692901611,No
400016.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 1,8.0,About right,Is fair to most Americans,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,Hillary Clinton,Yes,Change to less liberal policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,83.0,Yes,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Omit,Hillary Clinton,Female,Latino women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.967127799987793,No
399997.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 1,3.0,Not liberal enough,Favors the wealthy,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,Hillary Clinton,No,Change to less liberal policies,Be from outside the political establishment,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,64.0,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Too liberal,Hillary Clinton,Female,Latino women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.1606867313385,No
399972.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,3.0,About right,Favors the wealthy,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,64.0,Omit,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Male,White men,,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.3023396730423,Yes
416165.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,6.0,About right,Is fair to most Americans,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,No,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,24.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.26350748538971,No
399965.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,8.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Hillary Clinton,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,83.0,Yes,Can win in November,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.96970522403717,No
399959.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,Yes,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,59.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.668575823307037,No
403990.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,5.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,No,Change to less liberal policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,110.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,1.11796748638153,No
403980.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,9.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,115.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,About right,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.61014401912689,No
416123.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,8.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,83.0,No,Has the right experience,White,White,State questionnaire,White,White,East,About right,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,1.0851583480835,No
399922.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,4.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,59.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.701243162155151,No
416116.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Complete,Call 3,6.0,Too liberal,Favors the wealthy,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Hillary Clinton,Yes,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,24.0,Yes,Can win in November,Other,Asian,State questionnaire,Asian,Non-white,East,Not liberal enough,Hillary Clinton,Female,All other races,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,1.26350748538971,No
403963.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,Call 1,8.0,,,,,,,1.0,,,,,,,,,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,,Hillary Clinton,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,,,,,,,,,84.0,,,White,White,State questionnaire,White,White,East,,Hillary Clinton,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.11691129207611,
399902.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 1,3.0,About right,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,Hillary Clinton,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,64.0,No,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Too liberal,Hillary Clinton,Male,Latino men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.3023396730423,No
399896.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,8.0,Not liberal enough,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,83.0,Yes,Can win in November,White,White,State questionnaire,White,White,East,Too liberal,Omit,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,1.0851583480835,No
416089.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,8.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,83.0,Yes,Can win in November,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,1.0851583480835,No
403910.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,8.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,84.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.25322186946869,No
416037.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,6.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,24.0,Yes,Can win in November,White,White,State questionnaire,White,White,East,About right,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.41770899295807,No
399828.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,3.0,About right,Is fair to most Americans,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,46.0,Yes,Can win in November,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.20846843719482,No
416015.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,,,,Complete,Call 3,6.0,About right,Is fair to most Americans,Postgraduate study,College graduate,More than High school graduate,,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999",,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,,,Independent,,Moderate,Moderate or conservative,Moderate,24.0,Yes,Can win in November,,,State questionnaire,,,East,About right,Hillary Clinton,Male,,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.28583693504334,No
411953.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,About right,Favors the wealthy,,,,,5.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,Hillary Clinton,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,44.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.19555127620697,
399803.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 1,3.0,About right,Favors the wealthy,High school or less,No college degree,High school graduate or less,Non white no college degree,4.0,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,Hillary Clinton,Yes,Change to less liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,64.0,No,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Too liberal,Hillary Clinton,Female,Latino women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.16378009319305,No
403851.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,8.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Hillary Clinton,No,Change to less liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,84.0,Yes,Can win in November,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.11988794803619,No
403846.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,5.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,Hillary Clinton,No,Change to less liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,110.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.11796748638153,No
