id,backside,brnagain,call,cdnum,contact1,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,iapartyi,iarprs16,issrep16,outsider,party,partysex,phil2r,phil3x,phil4c,precinct,prevcauc,qlt16rep,qrace4,qtype,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timeia16,timeprif,timeprim,timepriw,trumpvot,version,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
66394,Complete,Yes,Call 3,1,Yes,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,61,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.50246524810791, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
66471,Complete,Yes,Call 3,1,No,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Have experience in politics,Republican,Republican Women,Conservative,Conservative,Very conservative,61,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.53491377830505, ,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
66490,Complete,Yes,Call 2,3,No,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Immigration,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,15,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,2.01708006858826, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64
66504,Complete,Yes,Call 2,3,Yes,Postgraduate study,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Terrorism,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,15,"Yes, I attended a caucus before",Tells it like it is,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.14978504180908, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66526,Complete,No,Call 3,3,Yes,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Immigration,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,109,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.759883999824524, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
66538,Complete,Yes,Call 3,3,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,109,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.674910724163055, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66554,Complete,Yes,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Terrorism,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,109,"No, this is my first caucus",Tells it like it is,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.719313621520996, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
66568,Complete,Yes,Call 3,3,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,109,"Yes, I attended a caucus before",Can bring needed change,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.759883999824524, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
66577,Complete,Yes,Call 3,3,Yes,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,88,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.03550291061401, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66581,Complete,Yes,Call 2,3,Omit,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Moderate/Liberal,Liberal,Liberal,15,"No, this is my first caucus",Tells it like it is,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,2.13084650039673, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
66657,Complete,Yes,Call 3,1,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Terrorism,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,40,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.07533431053162, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
66661,Complete,Yes,Call 2,2,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,44,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,1.24460279941559, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
66668,Complete,No,Call 3,1,No,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,40,"Yes, I attended a caucus before",Tells it like it is,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.14608132839203, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66700,Complete,Yes,Call 3,1,No,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Omit,Omit,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,40,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.21072208881378, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
66715,Complete,Yes,Call 3,1,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,40,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.13598477840424, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
66727,Complete,Yes,Call 3,2,No,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,16,"No, this is my first caucus",Can bring needed change,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.445736438035965, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66743,Complete,Yes,Call 3,3,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,73,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.03476667404175, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
66746,Complete,Yes,Call 3,1,Yes,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Omit,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,40,"No, this is my first caucus",Shares my values,Other,State questionnaire,Non-white,Midwest,Female,All other races,Rural,Small Cities/Rural, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.16051852703094, ,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All Others
66758,Complete,Yes,Call 3,1,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,40,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.07533431053162, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66774,Complete,Yes,Call 3,1,Yes,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Immigration,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,40,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.14608132839203, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66791,Complete, ,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Immigration,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,73,"Yes, I attended a caucus before",Can bring needed change,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.919054865837097, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66797,Complete,No,Call 3,2,No,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,16,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.475061774253845, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
66998,Complete,Yes,Call 3,4,No,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Terrorism,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,5,"Yes, I attended a caucus before",Tells it like it is,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.13394594192505, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
67052,Complete, ,Call 3,3,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,108,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.588687837123871, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
67078,Complete,Yes,Call 3,2,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Terrorism,Omit,Republican,Republican Women,Conservative,Conservative,Very conservative,16,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.445736438035965, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
67079,Complete,Yes,Call 3,1,Yes,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,53,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.864307522773743, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67087,Complete,No,Call 3,3,No,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Omit,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,110,"No, this is my first caucus",Can bring needed change,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.24868786334991, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64
67100,Complete,Yes,Call 3,1,No,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Immigration,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,53,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.767657220363617, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
67104,Complete,Yes,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,108,"Yes, I attended a caucus before",Can bring needed change,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.557257652282715, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
67111,Complete, ,Call 3,3,No,High school or less,No college degree,High school graduate or less,White no college degree,5,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,15,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,2.27103638648987, , ,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67133,Complete,Yes,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,110,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.24868786334991, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64
67150,Complete,Yes,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,15,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,2.01708006858826, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64
67155,Complete,Yes,Call 3,3,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Immigration,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,64,"Yes, I attended a caucus before",Can bring needed change,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,2.01708006858826, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64
67162,Complete,No,Call 3,3,No,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,83,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,.827684700489044, ,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
67166,Complete,No,Call 3,3,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,110,"No, this is my first caucus",Tells it like it is,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.33083987236023, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
67168,Complete,No,Call 3,1,No,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Terrorism,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,9,"No, this is my first caucus",Can bring needed change,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.18428409099579, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
67178,Complete,Yes,Call 3,1,No,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,53,"Yes, I attended a caucus before",Tells it like it is,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.81095427274704, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67180,Complete,Yes,Call 3,3,Yes,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,82,"No, this is my first caucus",Can win in November,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,.496935486793518, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67215,Complete,Yes,Call 3,3,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,82,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.441366165876389, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64
67218,Complete,Yes,Call 3,2,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,16,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.470876663923264, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
67225,Complete,Yes,Call 3,4,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,35,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.63443785905838, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64
67228,Complete,Yes,Call 3,3,Yes,College graduate,College graduate,More than High school graduate,White college degree,3,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Republican,Ben Carson,Terrorism,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,108,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.588687837123871, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
67236,Complete,No,Call 3,3,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Terrorism,Be from outside the political establishment,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,78,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.407236486673355, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
67376,Complete,Yes,Call 3,2,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,45,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.963244199752808, ,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
67391,Complete,Yes,Call 3,2,No,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Economy/Jobs,Be from outside the political establishment,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,16,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.475061774253845, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
67401,Complete,Yes,Call 3,2,No,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Ben Carson,Government spending,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,45,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.963244199752808, ,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
67448,Complete,Yes,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry",Republican,Ben Carson,Immigration,Be from outside the political establishment,Republican,Republican Men,Conservative,Conservative,Very conservative,41,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.11364006996155, ,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
