id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,attend,attend2,backside,betrayed,brnagain,call,cdnum,cicrep16,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichho,morprs16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,version,votenovc,votenovk,votenovt,weight,whnclinc,whtevang
505750,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,No, ,Call 3,5,John Kasich, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, ,Donald Trump,John Kasich, , , , , , , , , , ,Terrorism, ,John Kasich, ,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,76,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Definitely vote for him,Definitely vote for him,.888074517250061, , 
505823,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Complete,Yes, ,Call 3,8,John Kasich, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Ted Cruz,John Kasich, , , , , , , , , , ,Terrorism, ,John Kasich, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,160,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Not vote for him,.895488560199738, , 
505835,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 3,5,John Kasich, ,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Would not have voted,John Kasich, , , , , , , , , , ,Government spending, ,John Kasich, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,76,No,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Probably vote for him,Not vote for him,.827297627925873, , 
505916,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,No, ,Call 3,6,John Kasich, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Would not have voted,John Kasich, , , , , , , , , , ,Government spending, ,John Kasich, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,48,Yes,Tells it like it is,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Not vote for him,.491590797901154, , 
506377,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,Yes, ,Call 3,5,John Kasich, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Would not have voted,John Kasich, , , , , , , , , , ,Immigration, ,John Kasich, ,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,44,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Definitely vote for him,Not vote for him,.49630218744278, , 
506545,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,Yes, ,Call 3,1,John Kasich, ,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Ted Cruz,John Kasich, , , , , , , , , , ,Government spending, ,John Kasich, ,Omit,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,141,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Not vote for him,.865391552448273, , 
506618,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 3,2,John Kasich, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, ,Ted Cruz,John Kasich, , , , , , , , , , ,Economy/Jobs, ,John Kasich, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,110,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.862648010253906, , 
506663,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,No, ,Call 3,2,John Kasich, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Would not have voted,John Kasich, , , , , , , , , , ,Government spending, ,John Kasich, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,110,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Definitely vote for him,Not vote for him,.803611218929291, , 
506680,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,No, ,Call 3,2,John Kasich, ,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Would not have voted,John Kasich, , , , , , , , , , ,Immigration, ,John Kasich, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Liberal,Liberal,114,No,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Not vote for him,Not vote for him,1.0508326292038, , 
506685,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Complete,Yes, ,Call 3,2,John Kasich, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Would not have voted,John Kasich, , , , , , , , , , ,Economy/Jobs, ,John Kasich, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,114,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Definitely vote for him,Probably vote for him,1.00271844863892, , 
492731,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Not complete,Yes, ,Call 1,7, , ,Very worried,Worried, , , , ,5, ,Ted Cruz,Would not have voted, , , , , , , , , , , , ,Marco Rubio, ,Have experience in politics,45+,18-64, , , , , , , ,155, , ,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2, , , ,2.20931696891785, , 
492976,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 1,8,Marco Rubio, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Would not have voted,John Kasich, , , , , , , , , , ,Government spending, ,Marco Rubio, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,92,No,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Probably vote for him,Not vote for him,3.04460668563843, , 
493851,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 1,7,Marco Rubio, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, ,Ted Cruz,John Kasich, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,65,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Probably vote for him,Not vote for him,2.06905770301819, , 
494520,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Complete,No, ,Call 1,2,Marco Rubio, ,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,Ted Cruz,John Kasich, , , , , , , , , , ,Government spending, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,69,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.994385302066803, , 
495284,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29, , ,Complete,No, ,Call 1,5,Marco Rubio, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, ,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,76,Yes,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.46936345100403, , 
495672,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,No, ,Call 1,2,Marco Rubio, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, ,Ted Cruz,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,110,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Probably vote for him,Not vote for him,.343042254447937, , 
495783,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Omit, ,Call 1,2,Marco Rubio, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Omit,Omit, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,110,Yes,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Omit,Omit,Omit,.323014378547668, , 
495788,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 1,2,Marco Rubio, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, ,Would not have voted,Would not have voted, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,114,Yes,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Not vote for him,Not vote for him,.417876094579697, , 
496645,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 1,3,Marco Rubio, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,Ted Cruz,Donald Trump, , , , , , , , , , ,Immigration, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,103,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.12695395946503, , 
499035,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,No, ,Call 2,3,Ted Cruz, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, ,Ted Cruz,John Kasich, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,103,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,1.15435469150543, , 
499153,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29, , ,Complete,No, ,Call 2,4,Marco Rubio, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, ,Would not have voted,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,5,No,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Probably vote for him,Not vote for him,1.58616721630096, , 
499319,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Complete,Yes, ,Call 2,6,Marco Rubio, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Would not have voted,Would not have voted, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Have experience in politics,45+,18-64,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,40,Yes,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Not vote for him,Not vote for him,1.95600461959839, , 
499448,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29, , ,Complete,Yes, ,Call 2,2,Marco Rubio, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Ted Cruz,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,69,No,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.43879544734955, , 
499611,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 2,7,Marco Rubio, ,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Would not have voted,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,65,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Probably vote for him,Not vote for him,1.98902106285095, , 
499647,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others, , ,Complete,No, ,Call 2,6,Marco Rubio, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4, ,Ted Cruz,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,40,Yes,Shares my values,Other,Asian,State questionnaire,Asian,Non-white, ,Midwest,Male,All other races,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Probably vote for him,Probably vote for him,1.90957522392273, , 
499652,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Complete,Yes, ,Call 2,2,Marco Rubio, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,69,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Not vote for him,Probably vote for him,.994385302066803, , 
499763,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Yes, ,Call 2,2,Marco Rubio, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Donald Trump,John Kasich, , , , , , , , , , ,Government spending, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,113,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Not vote for him,.515658318996429, , 
499784,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 2,2,Marco Rubio, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Government spending, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,113,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Omit,Definitely vote for him,.547630727291107, , 
499785,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,No, ,Call 2,5,Marco Rubio, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Ted Cruz,John Kasich, , , , , , , , , , ,Omit, ,Marco Rubio, ,Omit,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,58,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Probably vote for him,Probably vote for him,1.03529286384583, , 
499799,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 2,2,Marco Rubio, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Ted Cruz,John Kasich, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,123,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.471194207668304, , 
499955,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others, , ,Complete,No, ,Call 2,1,Marco Rubio, ,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1, ,Ted Cruz,John Kasich, , , , , , , , , , ,Government spending, ,Marco Rubio, ,Have experience in politics,18-44,18-64,Independent/Something else,All Other,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,145,No,Tells it like it is,Other,Asian,State questionnaire,Asian,Non-white, ,Midwest,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Not vote for him,Probably vote for him,.957439839839935, , 
500513,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29, , ,Complete,Yes, ,Call 2,2,Marco Rubio, ,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, ,Ted Cruz,John Kasich, , , , , , , , , , ,Immigration, ,Marco Rubio, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,114,No,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Probably vote for him,Not vote for him,.664833068847656, , 
501002,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,Yes, ,Call 2,2,Marco Rubio, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, ,Would not have voted,Would not have voted, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,110,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Probably vote for him,Not vote for him,.351382970809937, , 
504661,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Complete,Yes, ,Call 3,2,Marco Rubio, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Would not have voted,Would not have voted, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Be from outside the political establishment,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,71,No,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Not vote for him,Not vote for him,1.33524906635284, , 
505058,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 3,2,Marco Rubio, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Would not have voted,John Kasich, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Have experience in politics,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,69,No,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Definitely vote for him,Probably vote for him,.970781743526459, , 
505229,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,No, ,Call 3,6,John Kasich, ,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,4, ,Ted Cruz,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,40,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Omit,Omit,Omit,1.90957522392273, , 
505604,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29, , ,Not complete,No, ,Call 3,2, , ,Somewhat worried,Worried, , , , ,1, ,Ted Cruz,John Kasich, , , , , , , , , , , , ,Marco Rubio, ,Have experience in politics,18-44,18-64, , , , , , , ,113, , ,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2, , , ,.811643421649933, , 
505636,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Omit, ,Call 3,2,Omit, ,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, ,Ted Cruz,John Kasich, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,113,Omit,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Omit,Omit,Not vote for him,.547630727291107, , 
505666,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,Yes, ,Call 3,2,John Kasich, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Would not have voted,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio, ,Have experience in politics,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,113,Yes,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Not vote for him,Not vote for him,.547630727291107, , 
505698,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,Omit, ,Call 3,7,Ted Cruz, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Ted Cruz,Omit, , , , , , , , , , ,Terrorism, ,Marco Rubio, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,77,No,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Not vote for him,Not vote for him,Not vote for him,2.46707510948181, , 
