id,backside,brnagain,call,cdnum,cruzhone,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,msrprs16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,satcruz,satrubio,sattrump,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,version,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
444617,Complete,Yes,Call 2,3,Yes, , , , ,College graduate,College graduate,More than High school graduate,Non white college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,96,Shares my values,Black,Black,State questionnaire,Black,Non-white,South,No,Satisfied,Dissatisfied,Satisfied,Male,Black men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump,Version 1,2.06054258346558,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
444630,Complete,Yes,Call 2,3,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,96,Can bring needed change,White,White,State questionnaire,White,White,South,Yes,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,Just today,Last few days,In the last month,This week, ,Yes,Not Donald Trump,Version 1,1.21190667152405,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444647,Complete,Yes,Call 2,3,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,96,Shares my values,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Yes,Not Donald Trump,Version 1,1.21190667152405,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444653,Complete,Yes,Call 2,3, ,I like my candidate but with reservations,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Ted Cruz,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,96,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.81189858913422,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
444654,Complete,Yes,Call 2,3, ,I like my candidate but with reservations,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Ted Cruz,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,96,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.81189858913422,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
444804,Complete,Yes,Call 3,4, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Ted Cruz,Marco Rubio, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,21,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.99298769235611,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
444806,Complete,Yes,Call 3,1,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,14,Shares my values,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Satisfied,Female,White women, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump,Version 1,.865721166133881,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
444813,Not complete,Yes,Call 3,4, ,I like my candidate but with reservations, ,Very worried,Worried, , , , ,2, , , , , , , , , , , , , ,Ted Cruz, ,Omit, , , , , , , ,21, ,White,White,State questionnaire,White,White,South, , , , ,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,1.02137207984924, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
444817,Complete,Yes,Call 3,1, ,I like my candidate but with reservations,Omit,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3,Ted Cruz,Donald Trump, , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,14,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,.965405941009521,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444824,Complete,Yes,Call 3,1, ,I strongly favor my candidate,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3,Ted Cruz,Marco Rubio, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Government spending,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,91,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.58930397033691,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
444828,Complete,Yes,Call 3,1,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Ted Cruz,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,14,Shares my values,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump,Version 1,.767945647239685,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
444831,Not complete,Yes,Call 3,2, ,I like my candidate but with reservations, ,Very worried,Worried, , , , ,1, , , , , , , , , , , , , ,Ted Cruz, ,Omit, , , , , , , ,115, ,White,White,State questionnaire,White,White,South, , , , ,Female,White women, , ,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.72074431180954, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
444842,Complete,Yes,Call 3,1,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,14,Can win in November,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Yes,Not Donald Trump,Version 1,.767945647239685,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
444845,Complete,Yes,Call 3,1,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,91,Can bring needed change,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump,Version 1,.853390753269196,Yes,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
444849,Complete,Yes,Call 3,2,Yes, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,1, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,115,Can bring needed change,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Satisfied,Female,White women, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Not Donald Trump,Version 1,.663766264915466,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
444854,Complete,Yes,Call 3,1, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Ted Cruz,Would not have voted, , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Ted Cruz, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,14,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,.93930572271347,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444855,Complete,Yes,Call 3,1, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Ted Cruz,Marco Rubio, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,91,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,.810315012931824,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
444870,Complete,Yes,Call 3,1,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,14,Shares my values,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Yes,Not Donald Trump,Version 1,.989238500595093,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
444879,Complete,Yes,Call 3,1, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Ted Cruz,Marco Rubio, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,91,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,.810315012931824,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444886,Complete,Yes,Call 3,1, ,I like my candidate but with reservations,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Ted Cruz,Marco Rubio, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz, ,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,14,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.93930572271347,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
444909,Complete,Yes,Call 3,1,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,14,Shares my values,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump,Version 1,.877512812614441,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
444910,Complete,Yes,Call 3,1,Yes, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,91,Shares my values,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Dissatisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump,Version 1,.757007837295532,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444914,Complete,Yes,Call 3,2, ,I like my candidate but with reservations,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Ted Cruz,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,75,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.53145933151245,No,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
444916,Not complete,Yes,Call 3,4, , , , , , , , , ,2, , , , ,Offered a chance to apply for legal status, , , , , , , , ,Ted Cruz, , , , , , , , , ,21, ,White,White,State questionnaire,White,White,South, ,Satisfied,Satisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, , ,Not Donald Trump,Version 1,1.04577422142029, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
444920,Complete,Yes,Call 3,1, ,I like my candidate but with reservations,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Ted Cruz,Would not have voted, , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,91,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.832831025123596,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444924,Complete,Yes,Call 3,2, ,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Ted Cruz,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,115,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.720185041427612,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
444926,Complete,No,Call 3,1,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,14,Can win in November,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,Just today,Last few days,In the last month,This week, ,Yes,Not Donald Trump,Version 1,.877512812614441,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444927,Complete,Yes,Call 3,4,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,79,Can bring needed change,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump,Version 1,2.09467720985413,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444933,Complete,Yes,Call 3,1,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,91,Shares my values,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump,Version 1,.853390753269196,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
444940,Complete,Yes,Call 3,4, ,I like my candidate but with reservations,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2,Ted Cruz,Marco Rubio, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,21,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.99298769235611,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444942,Complete,Yes,Call 3,1,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,14,Shares my values,White,White,State questionnaire,White,White,South,No,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump,Version 1,.877512812614441,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444952,Complete,Yes,Call 3,2, ,I like my candidate but with reservations,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,Ted Cruz,Marco Rubio, , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,115,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.72074431180954,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
444954,Complete,Yes,Call 3,4,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,79,Can bring needed change,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Dissatisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump,Version 1,2.09467720985413,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
444962,Complete,Yes,Call 3,1, ,I strongly favor my candidate,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Ted Cruz,Marco Rubio, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,91,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.810315012931824,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
444963,Complete,Yes,Call 3,2,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Omit,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Omit, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,75,Shares my values,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Dissatisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump,Version 1,1.18683767318726,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444972,Complete,Yes,Call 3,1, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Ted Cruz,Would not have voted, , , , , , , , , , ,Omit,Ted Cruz, ,Omit,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,14,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,.966155648231506,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
