id,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,varprs16,version,vetvoter,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
400231,Complete, ,Yes,Call 1,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,56,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Marco Rubio,Version 1, ,1.16066241264343,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400232,Complete,Yes,Yes,Call 1,9,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,Independent/Something else,Black Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,2,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,2.61907625198364, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
400237,Complete, ,No,Call 1,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,104,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,.950008988380432,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
400242,Complete, ,Yes,Call 1,10, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,62,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,.421428859233856,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400246,Complete, ,Yes,Call 1,7, , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,41,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Female,Latino women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,John Kasich,Version 1, ,.640098512172699,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44
400253,Complete,Yes,Yes,Call 1,9,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,72,Omit,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Ted Cruz,Version 2,No,1.12893533706665, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
400263,Complete, ,No,Call 1,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,56,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.82025015354156,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400264,Complete,Yes,No,Call 1,7,John Kasich,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,John Kasich,Economy/Jobs, ,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,44,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,John Kasich,Version 2,No,.655666470527649, ,All others, , , , , , , , 
400268,Complete,Yes,No,Call 1,10,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Ted Cruz,Immigration, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,62,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Ted Cruz,Version 2,No,.431087106466293, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400272,Complete, ,No,Call 1,11, , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Economy/Jobs,Oppose, ,Democrat,All Other,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,32,Shares my values,Other,Other,State questionnaire,Other,Non-white,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,All other races, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Marco Rubio,Version 1, ,1.55783331394196,No,All others,65+,60+,65 or over,45+,50+,60+,65+,All others
400282,Complete,Yes,Yes,Call 1,7,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Immigration, ,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,41,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Donald Trump,Donald Trump,Version 2,Yes,1.03432750701904, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400289,Complete,No,Yes,Call 1,9,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,2,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Donald Trump,Version 2,No,1.07044398784637, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400295,Complete, ,No,Call 1,9, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,72,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,1.03612470626831,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
400297,Complete, ,Yes,Call 1,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , , ,Terrorism,Support, ,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,56,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.7536803483963, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400317,Complete,Yes,No,Call 1,7,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,John Kasich,Economy/Jobs, ,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,41,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,John Kasich,Donald Trump,Version 2,No,1.02606332302094, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400321,Complete, ,No,Call 1,11, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,Oppose, ,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,32,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,John Kasich,Version 1, ,.836807787418365,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
400325,Complete, ,Yes,Call 1,10, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Oppose, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,62,Tells it like it is,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,John Kasich,Version 1, ,.555961489677429,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
400330,Not complete, , ,Call 1,1, , , , , , , ,4, , ,Offered a chance to apply for legal status, , , , , , , , , , , , , , , , , , ,56, ,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied, ,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,2.54810309410095, , ,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
400331,Complete,Yes,Yes,Call 1,9,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,72,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.966610193252563, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400334,Complete,Yes,No,Call 1,7,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,44,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Ted Cruz,Version 2,No,1.48691868782043, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
400352,Complete, ,No,Call 1,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,41,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.04571449756622,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400356,Complete, ,Yes,Call 1,9, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Immigration,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,2,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,South,Dissatisfied,Satisfied,Satisfied,Donald Trump,Female,All other races, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.05104732513428,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
400358,Complete,Yes,No,Call 1,10,John Kasich,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,John Kasich,Terrorism, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,62,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,John Kasich,Version 2,Yes,.616339921951294, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400365,Complete, ,Yes,Call 1,9, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,Oppose, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,72,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,John Kasich,Version 1, ,1.30088126659393,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
400367,Complete, ,No,Call 1,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,56,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,John Kasich,Version 1, ,.93561714887619,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400370,Complete,Yes,Yes,Call 1,11,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1, , , , , , , , , , ,Ted Cruz,Immigration, ,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,32,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Omit,Ted Cruz,Version 2,No,1.51768922805786, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400380,Complete, ,No,Call 1,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,41,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.19977307319641,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400392,Complete, ,Yes,Call 1,10, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,62,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,John Kasich,Version 1, ,.535629034042358,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
400399,Complete, ,Yes,Call 1,7, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,44,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Donald Trump,Version 1, ,1.28301203250885,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
400404,Complete, ,No,Call 1,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Terrorism,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,56,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,John Kasich,Version 1, ,.93561714887619,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400407,Complete,Yes,No,Call 1,7,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,41,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,Yes,.767591774463654, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
400422,Complete,Omit,Yes,Call 1,10,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,62,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.478280454874039, ,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
400423,Complete,No,No,Call 1,11,Marco Rubio,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,32,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,1.26453268527985, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400424,Complete, ,Yes,Call 1,9, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,2,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Marco Rubio,Version 1, ,.973505675792694,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
400433,Complete, ,No,Call 1,9, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,72,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.64096391201019,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
400436,Not complete, , ,Call 1,1, , , , , , , ,4, , ,Offered a chance to apply for legal status, , , , , , , , , , , , , , , , , , ,56, ,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied, ,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,1.95170652866364, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
400453,Complete, ,No,Call 1,10, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,62,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Marco Rubio,Version 1, ,.727111518383026,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
400459,Complete, ,No,Call 1,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,41,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Omit,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Ben Carson,Version 1, ,.640098512172699,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400464,Complete,Yes,No,Call 1,7,Marco Rubio,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,John Kasich,Economy/Jobs, ,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,44,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.860419571399689, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
