ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CHILD12,CTDPRS16,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GUNPLCYDEM16NY,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,LATINO,OBAMAPLCY,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYUNITYDEM,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,VOTENOVCLINTON,VOTENOVSANDERS,WALLST16,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
582974.0,Complete,Hillary Clinton,Call 3,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Bernie Sanders,Income inequality,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,22.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Omit,Hurt the U.S. economy,0.767967820167542,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582970.0,Not complete,,Call 3,1.0,,Hillary Clinton,,,,,2.0,,,,,,,,,,,No,Generally continue Barack Obama's policies,,,,,,,,,,,26.0,,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,,1.2961106300354,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
582967.0,Complete,Hillary Clinton,Call 3,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Income inequality,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,22.0,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,0.767967820167542,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
581035.0,Complete,Hillary Clinton,Call 2,1.0,Yes,Hillary Clinton,College graduate,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,,,,,,,,Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,76.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,0.878128051757813,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
581033.0,Complete,Hillary Clinton,Call 2,5.0,Yes,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Bernie Sanders,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Income inequality,No,Generally continue Barack Obama's policies,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,74.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,1.18279099464417,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
582960.0,Complete,Hillary Clinton,Call 3,3.0,No,Hillary Clinton,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,22.0,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.860812783241272,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582959.0,Complete,Hillary Clinton,Call 3,5.0,No,Hillary Clinton,High school or less,No college degree,High school graduate or less,Non white no college degree,4.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Bernie Sanders,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,71.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.986544013023376,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44
579095.0,Complete,Hillary Clinton,Call 1,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Omit,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,34.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,0.860886454582214,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
581025.0,Complete,Hillary Clinton,Call 2,1.0,Yes,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,76.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,0.878128051757813,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
582955.0,Complete,Hillary Clinton,Call 3,3.0,No,Hillary Clinton,College graduate,College graduate,More than High school graduate,White college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Omit,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,22.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Omit,Omit,Hurt the U.S. economy,0.824046552181244,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
581023.0,Complete,Hillary Clinton,Call 2,3.0,Yes,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,3.0,Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Omit,No,Change to less liberal policies,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,3.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Not vote for her,Not vote for him,Hurt the U.S. economy,1.41872823238373,Yes,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582953.0,Complete,Hillary Clinton,Call 3,5.0,Yes,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Hillary Clinton,Health care,No,Generally continue Barack Obama's policies,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,45.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.510716021060944,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
582952.0,Complete,Hillary Clinton,Call 3,5.0,No,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Economy/Jobs,No,Change to more liberal policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,71.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,Probably vote for her,Probably vote for him,Help the U.S. economy,0.986544013023376,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
581018.0,Complete,Hillary Clinton,Call 2,1.0,No,Hillary Clinton,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,59.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.879270493984222,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582948.0,Complete,Hillary Clinton,Call 3,5.0,Yes,Hillary Clinton,College graduate,College graduate,More than High school graduate,White college degree,4.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,No,Generally continue Barack Obama's policies,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,45.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.506053864955902,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582945.0,Complete,Hillary Clinton,Call 3,5.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Health care,No,Change to more liberal policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,45.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.451472282409668,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
581013.0,Complete,Hillary Clinton,Call 2,5.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Health care,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,74.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Omit,1.10229885578156,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
581012.0,Complete,Hillary Clinton,Call 2,1.0,No,Hillary Clinton,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Income inequality,No,Change to more liberal policies,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Energized the Democratic Party,White Independent,Very liberal,Liberal,Liberal,76.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.783415555953979,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
581011.0,Complete,Hillary Clinton,Call 2,1.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Health care,No,Change to less liberal policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,59.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Omit,0.879270493984222,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582933.0,Complete,Hillary Clinton,Call 3,5.0,No,Hillary Clinton,College graduate,College graduate,More than High school graduate,White college degree,4.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Income inequality,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,45.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.506053864955902,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
579070.0,Complete,Bernie Sanders,Call 1,3.0,Yes,Hillary Clinton,College graduate,College graduate,More than High school graduate,White college degree,1.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,34.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,1.00801849365234,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
581000.0,Complete,Hillary Clinton,Call 2,1.0,No,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Bernie Sanders,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Terrorism,No,Change to more liberal policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,59.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Probably vote for her,Not vote for him,Hurt the U.S. economy,0.985571563243866,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582929.0,Complete,Hillary Clinton,Call 3,1.0,No,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Health care,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,31.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,1.70430970191956,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580997.0,Complete,Hillary Clinton,Call 2,3.0,No,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Bernie Sanders,Economy/Jobs,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,85.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,0.648181080818176,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
582925.0,Complete,Hillary Clinton,Call 3,1.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,31.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Help the U.S. economy,1.58832669258118,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580992.0,Complete,Hillary Clinton,Call 2,1.0,No,Hillary Clinton,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Economy/Jobs,No,Change to less liberal policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,59.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,Definitely vote for her,Not vote for him,Hurt the U.S. economy,0.918500661849976,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580988.0,Complete,Hillary Clinton,Call 2,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Income inequality,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,41.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Help the U.S. economy,1.81560623645782,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580981.0,Complete,Hillary Clinton,Call 2,1.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Bernie Sanders,Income inequality,No,Change to less liberal policies,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Energized the Democratic Party,White Independent,Moderate,Moderate or conservative,Moderate,59.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Probably vote for her,Omit,Hurt the U.S. economy,0.879270493984222,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580980.0,Complete,Hillary Clinton,Call 2,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,Economy/Jobs,No,Omit,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Divided the Democratic Party,White Independent,Somewhat liberal,Liberal,Liberal,41.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Probably vote for her,Probably vote for him,Help the U.S. economy,1.89661264419556,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582910.0,Complete,Hillary Clinton,Call 3,2.0,No,Hillary Clinton,College graduate,College graduate,More than High school graduate,White college degree,3.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Omit,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,51.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Omit,0.847007691860199,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580978.0,Complete,Hillary Clinton,Call 2,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,85.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Help the U.S. economy,0.705179214477539,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582906.0,Complete,Hillary Clinton,Call 3,2.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Income inequality,No,Omit,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Omit,White Independent,Moderate,Moderate or conservative,Moderate,51.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Probably vote for her,Not vote for him,Hurt the U.S. economy,0.847007691860199,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580971.0,Complete,Hillary Clinton,Call 2,1.0,No,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Change to more liberal policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,59.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Omit,Hurt the U.S. economy,1.02954459190369,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580970.0,Complete,Hillary Clinton,Call 2,1.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Bernie Sanders,Income inequality,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,76.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Hurt the U.S. economy,0.818368971347809,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
