id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,gunowner,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,issvqual,life,married,muslimba,nhrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,regnhrep,satcruz,satrubio,sattrump,sex,sexbyrac,sexwed,sizeplac,sizeplc3,stanum,telepoll,terrworr,terworr2,timenh16,timeprif,timeprim,timepriw,trumpvot,version,weight,whnclinc,whtevang
110913,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,A minor factor,A factor,Not important,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , , , ,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,My candidate's leadership/personal qualities, ,Yes,Support,Jeb Bush, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,60,Yes,Can bring needed change,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.946290493011475,No,All others
110917,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, , , , ,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending, ,Worse than life today, , ,Ted Cruz,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,64, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Dissatisfied,Dissatisfied,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,.421004563570023,No,All others
110919,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete, , , , , ,Call 1,2, , , , , , , , ,2, , , , , , , , , , , , , , , ,Better than life today, , ,Ted Cruz,Have experience in politics,18-44,18-64, , , , , , , ,74, , ,White,White,State questionnaire,White,White,East,Not registered, , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 2,2.28570055961609, , 
110924,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,No,Call 1,1,I strongly favor my candidate,John Kasich,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Falling behind financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Jeb Bush, , , , , ,Jeb Bush, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,60,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.30873668193817,No,All others
110925,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,No,Call 1,1,I strongly favor my candidate,John Kasich,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Falling behind financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Jeb Bush, , , , , ,Jeb Bush, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,60,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.30873668193817,No,All others
110929,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,No,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,John Kasich,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,7, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,1.27724766731262,No,All others
110932,45-65,30-59,50-59,45+,2,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete, ,A minor factor,A factor,Not important,No,Call 1,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,Economy/Jobs,My candidate's positions on the issues, ,No,Support,Ben Carson, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,74,Yes,Can win in November,Black,Black,State questionnaire,Black,Non-white,East, , , , ,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.24867641925812,No,All others
110939,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,No,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Omit, ,About the same, , ,Jeb Bush,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,74, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Dissatisfied,Dissatisfied,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,2.90895891189575,Yes,All others
110943,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,Yes,Call 1,1,I strongly favor my candidate,Jeb Bush,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Jeb Bush, , , , , ,Jeb Bush, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,7,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.81627821922302,No,White Born-again/Evangelical Christians
110944,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,No,Call 1,1,I strongly favor my candidate,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,No, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,.392218768596649,No,All others
110952,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,No,Call 1,2,I strongly favor my candidate,John Kasich,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,2,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Ted Cruz, , , , , ,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,74,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.99971735477448,No,All others
110953,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,One of several important factors,A factor,Important,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,My candidate's positions on the issues, ,Yes,Support,Ted Cruz, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,7,Yes,Can bring needed change,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.14061224460602,No,All others
110958,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,No,Call 1,1,I like my candidate but with reservations,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2,Falling behind financially, , ,No, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Jeb Bush, , , , , ,Jeb Bush, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.541914463043213,Yes,All others
110961,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete, , , , ,No,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,Non white no college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,Economy/Jobs, ,Worse than life today, , ,Jeb Bush,Have experience in politics,18-44,18-64,Independent/Something else,Latino Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,74, ,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Registered as Republican,Dissatisfied,Dissatisfied,Dissatisfied,Female,Latino women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 2,1.90119218826294,No,All others
110963,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, , , , ,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,7, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Donald Trump,Version 2,1.09995186328888,No,All others
110969,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 1,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending, ,Worse than life today, , ,Ted Cruz,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,64, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Satisfied,Satisfied,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.421004563570023,Yes,All others
110973,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,A minor factor,A factor,Not important,No,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , ,Deported to the country they came from, , , , , , , , ,Government spending,My candidate's positions on the issues, ,Yes,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,7,Yes,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.06643176078796,No,All others
110974,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, , , ,No,Call 1,1,I like my candidate but with reservations,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,67,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.52982974052429,No,All others
110975,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,A minor factor,A factor,Not important,No,Call 1,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Omit,My candidate's leadership/personal qualities, ,Yes,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,74,Yes,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,1.92003154754639,No,All others
110977,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,Yes,Call 1,1,I like my candidate but with reservations,Jeb Bush,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,No, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Jeb Bush, , , , , ,Jeb Bush, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,66,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.777382612228394,No,White Born-again/Evangelical Christians
110985,18-29,18-29,25-29,18-44,1,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes, , , ,No,Call 1,2,I strongly favor my candidate,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Jeb Bush, , , , , ,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,74,Yes, ,Black,Black,State questionnaire,Black,Non-white,East,Registered as Republican, , , ,Female,Black women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,3.51167678833008,No,All others
110987,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,Yes,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs, ,About the same, , ,Marco Rubio,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,64, ,Can win in November,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Satisfied,Dissatisfied,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,.52136766910553,No,White Born-again/Evangelical Christians
110988,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,One of several important factors,A factor,Important,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , ,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,My candidate's positions on the issues, ,Yes,Oppose,John Kasich, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,7,Yes,Can bring needed change,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.54125642776489,No,All others
110991,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,One of several important factors,A factor,Important,No,Call 1,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,My candidate's positions on the issues, ,Yes,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,67,Yes,Tells it like it is,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.49693357944489,No,All others
110994,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, , , ,No,Call 1,1,I strongly favor my candidate,Jeb Bush,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2,Holding steady financially, , ,No, ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Jeb Bush, , , , , ,Jeb Bush, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,66,No, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.14083921909332,Yes,All others
111002,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,One of several important factors,A factor,Important,Yes,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , ,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,My candidate's positions on the issues, ,Yes,Oppose,Marco Rubio, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,64,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.412715584039688,No,White Born-again/Evangelical Christians
111004,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, , , ,No,Call 1,1,I like my candidate but with reservations,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Marco Rubio, , , , , ,Donald Trump, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,67,No, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.37179517745972,No,All others
111011,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, , , ,No,Call 1,2,I like my candidate but with reservations,Chris Christie,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Falling behind financially, , ,No, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Chris Christie, , , , , ,Chris Christie, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,74,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.46628701686859,No,All others
111012,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Yes,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending, ,Better than life today, , ,Jeb Bush,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,7, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Satisfied,Dissatisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 2,1.00058138370514,No,White Born-again/Evangelical Christians
111013,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, , , ,No,Call 1,2,I like my candidate but with reservations,Chris Christie,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Falling behind financially, , ,No, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Chris Christie, , , , , ,Chris Christie, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,74,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.46628701686859,No,All others
111015,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending, ,About the same, , ,Jeb Bush,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,66, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Dissatisfied,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.733918130397797,Yes,All others
111020,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No, , , ,Yes,Call 1,1,I strongly favor my candidate,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Getting ahead financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Marco Rubio, , , , , ,Marco Rubio, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.459663033485413,No,White Born-again/Evangelical Christians
111023,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,One of several important factors,A factor,Important,Yes,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,My candidate's positions on the issues, ,Yes,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,67,Yes,Tells it like it is,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.49693357944489,No,White Born-again/Evangelical Christians
