ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CLINBUSINESS,CLINHONEST,CLINREALISTIC,CLINTONLIB,CUBAN3,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,FLDPRS16,GENDISS,GENDISS2,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,REL5,RELIGN10,RELWHITE,SANDBUSINESS,SANDERSLIB,SANDHONEST,SANDREALISTIC,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,WEIGHT,WHNCLINC
494045.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,Latino 65+,Complete,Hillary Clinton,Call 1,9.0,,,Realistic,Not liberal enough,No,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Bernie Sanders,One of several important factors,The single most important factor or one of several important factors,2.0,,,,,,,,Terrorism,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,Moderate or conservative,Moderate,79.0,Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,Jewish,Jewish,,,About right,,Realistic,Satisifed,Satisifed,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,,,,Version 2,0.962485074996948,
494048.0,65+,60+,65 or over,45+,50+,60+,65+,,,,Not complete,,Call 1,1.0,,,Realistic,,No,,,,,,,Hillary Clinton,One of several important factors,The single most important factor or one of several important factors,1.0,,,,,,,,,,,,45+,65+,,,,,,,,,46.0,,,,State questionnaire,,,Stayed about the same,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,,,,Not realistic,,,Male,,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,,,,Version 2,1.07080435752869,
494050.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,10.0,About right,Yes,,,No,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,4.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,61.0,Has the right experience,White,White,State questionnaire,White,White,,,,,South,None,None,None,About right,,Yes,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.682675063610077,No
494065.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 1,26.0,,,Realistic,About right,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Hillary Clinton,Not an important factor,Not an important factor,5.0,,,,,,,,Economy/Jobs,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,75.0,Honest and trustworthy,White,White,State questionnaire,White,White,Omit,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,About right,,Realistic,Satisifed,Satisifed,Female,White women,Married women,Rural,Small Cities/Rural,English,Florida,Election day exit poll,,,,,Version 2,0.343253523111343,
494073.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Hillary Clinton,Call 1,24.0,,,Realistic,About right,No,,,College graduate,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,Not an important factor,Not an important factor,5.0,,,,,,,,Economy/Jobs,Yes,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,25.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Something else,Other,,,Too liberal,,Not realistic,Satisifed,Dissatisfied,Female,Black women,Married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,,,,Version 2,0.981805920600891,
494077.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,White 65+,Complete,,Call 1,10.0,About right,Yes,,,"Yes, Cuban",Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Hillary Clinton,,,4.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,61.0,Has the right experience,Other,White,State questionnaire,Hispanic/Latino,Non-white,,,,,South,Catholic,Catholic,,About right,,Yes,,,,Female,Latino women,,Suburbs,Suburbs,English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.611656188964844,No
494087.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,10.0,About right,Yes,,,No,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,4.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,98.0,Has the right experience,White,White,State questionnaire,White,White,,,,,South,None,None,None,Too anti-business,,Yes,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.954327166080475,No
494101.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,All others,Complete,,Call 1,26.0,Too pro-business,No,,,"Yes, other Hispanic",Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,,,5.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,75.0,Honest and trustworthy,Other,Other,State questionnaire,Hispanic/Latino,Non-white,,,,,South,None,None,,About right,,Yes,,,,Male,Latino men,,Rural,Small Cities/Rural,English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.254994958639145,No
494104.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 65+,Complete,Hillary Clinton,Call 1,9.0,,,Realistic,About right,"Yes, other Hispanic",,,High school or less,No college degree,High school graduate or less,Non white no college degree,Hillary Clinton,Not an important factor,Not an important factor,2.0,,,,,,,,Economy/Jobs,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Moderate,Moderate or conservative,Moderate,79.0,Cares about people like me,Other,Other,State questionnaire,Hispanic/Latino,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Protestant/Other Non-Catholic Christian,Protestant,,,About right,,Realistic,Satisifed,Dissatisfied,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,,,,Version 2,1.30198073387146,
494105.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,Call 1,1.0,About right,Yes,,,"Yes, other Hispanic",Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,,,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,46.0,Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,South,Catholic,Catholic,,About right,,Yes,,,,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.32882606983185,No
494107.0,,,,,,,,,,,Complete,,Call 1,15.0,About right,Yes,,,No,Not at all worried,Not worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,,,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Health care,,Generally continue Barack Obama's policies,Have experience in politics,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,49.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,Something else,Other,,Too pro-business,,Yes,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.387539505958557,No
494113.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 1,10.0,,,Realistic,,No,,,,,,,Hillary Clinton,Not an important factor,Not an important factor,4.0,,,,,,,,,,,,45+,65+,,,,,,,,,61.0,,White,White,State questionnaire,White,White,Stayed about the same,,,,South,Catholic,Catholic,Catholic,,,,Realistic,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,,,,,Version 2,0.682675063610077,
494132.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Hillary Clinton,Call 1,10.0,,,Realistic,About right,No,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,Not an important factor,Not an important factor,4.0,,,,,,,,Economy/Jobs,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,Moderate or conservative,Moderate,98.0,Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,None,None,,,Too liberal,,Not realistic,Satisifed,Satisifed,Female,All other races,Married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,,,,Version 2,0.920008361339569,
494140.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Hillary Clinton,Call 1,26.0,,,Realistic,About right,"Yes, Cuban",,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Hillary Clinton,One of several important factors,The single most important factor or one of several important factors,5.0,,,,,,,,Economy/Jobs,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,75.0,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,None,None,,,Too liberal,,Not realistic,Satisifed,Satisifed,Female,Latino women,Married women,Rural,Small Cities/Rural,English,Florida,Election day exit poll,,,,,Version 2,0.369331330060959,
494152.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Hillary Clinton,Call 1,24.0,,,Omit,Omit,No,,,College graduate,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,The single most important factor,The single most important factor or one of several important factors,5.0,,,,,,,,Omit,Yes,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,25.0,Omit,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Omit,Omit,Omit,South,,,,,Omit,,Omit,Omit,Omit,Male,Black men,Married men,Suburbs,Suburbs,English,Florida,Election day exit poll,,,,,Version 2,1.17905342578888,
494154.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,All others,All others,Complete,,Call 1,15.0,About right,Omit,,,No,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,,,3.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Income inequality,,Change to less liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,49.0,Can win in November,Other,Asian,State questionnaire,Asian,Non-white,,,,,South,Something else,Other,,Too anti-business,,Yes,,,,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.605265438556671,No
494165.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Hillary Clinton,Call 1,10.0,,,Realistic,About right,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Hillary Clinton,Not an important factor,Not an important factor,4.0,,,,,,,,Income inequality,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,61.0,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Catholic,Catholic,Catholic,,About right,,Not realistic,Satisifed,Satisifed,Female,White women,Married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,,,,Version 2,0.611656188964844,
494174.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,Call 1,10.0,About right,Yes,,,"Yes, other Hispanic",Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Hillary Clinton,,,4.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,98.0,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,South,Catholic,Catholic,,About right,,No,,,,Female,Latino women,,Suburbs,Suburbs,English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.85504823923111,No
494176.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,26.0,About right,Yes,,,No,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Bernie Sanders,,,5.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,75.0,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,About right,,Yes,,,,Male,White men,,Rural,Small Cities/Rural,English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.288887768983841,No
494189.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,10.0,About right,Yes,,,No,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,Hillary Clinton,,,4.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,61.0,Can win in November,White,White,State questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,Too anti-business,,Yes,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.682675063610077,No
494197.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,15.0,About right,Yes,,,No,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Hillary Clinton,,,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Health care,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,49.0,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,About right,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.542299509048462,No
494202.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Hillary Clinton,Call 1,1.0,,,Realistic,About right,No,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Hillary Clinton,Omit,Omit,1.0,,,,,,,,Health care,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,46.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Protestant/Other Non-Catholic Christian,Other christian,,,Too liberal,,Not realistic,Satisifed,Dissatisfied,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,,,,Version 2,0.995257496833801,
494217.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,,Call 1,8.0,About right,Yes,,,No,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,,,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Terrorism,,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,9.0,Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,,,,,South,Catholic,Catholic,,About right,,No,,,,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.727801382541656,No
494218.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,26.0,,,Realistic,Not liberal enough,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Hillary Clinton,Not an important factor,Not an important factor,5.0,,,,,,,,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,75.0,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,None,None,None,,Too liberal,,Not realistic,Satisifed,Satisifed,Male,White men,Married men,Rural,Small Cities/Rural,English,Florida,Election day exit poll,,,,,Version 2,0.412214070558548,
494239.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Not complete,,Call 1,1.0,,,Realistic,,No,,,,,,,Hillary Clinton,Not an important factor,Not an important factor,1.0,,,,,,,,,,,,45+,18-64,,,,,,,,,46.0,,Black,Black,State questionnaire,Black,Non-white,Gotten worse,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,Realistic,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,,,,Version 2,0.995257496833801,
494240.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Bernie Sanders,Call 1,10.0,,,Realistic,Not liberal enough,"Yes, other Hispanic",,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,Not an important factor,Not an important factor,4.0,,,,,,,,Terrorism,Yes,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,61.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Gotten better,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,Catholic,Catholic,,,About right,,Realistic,Satisifed,Satisifed,Female,Latino women,Married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,,,,Version 2,0.785132765769959,
494247.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,15.0,About right,Yes,,,No,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,3.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,49.0,Can win in November,White,White,State questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,Too anti-business,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.542299509048462,No
494254.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,8.0,About right,Yes,,,No,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,Hillary Clinton,,,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Health care,,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,9.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,Something else,Other,,About right,,Yes,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.679037094116211,No
494260.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 1,26.0,,,Realistic,Not liberal enough,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Hillary Clinton,Not an important factor,Not an important factor,5.0,,,,,,,,Economy/Jobs,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,75.0,Has the right experience,White,White,State questionnaire,White,White,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Too liberal,,Not realistic,Satisifed,Dissatisfied,Male,White men,Married men,Rural,Small Cities/Rural,English,Florida,Election day exit poll,,,,,Version 2,0.383108377456665,
494271.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 1,6.0,,,,,No,Somewhat worried,Worried,,,,,Hillary Clinton,,,1.0,,,,,,,,,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,,,,,,,,,100.0,,White,White,State questionnaire,White,White,,,,,South,,,,,,,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.735638320446014,
494280.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 1,10.0,,,Realistic,About right,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Hillary Clinton,Not an important factor,Not an important factor,4.0,,,,,,,,Economy/Jobs,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,61.0,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Not liberal enough,,Not realistic,Satisifed,Dissatisfied,Female,White women,Non married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,,,,Version 2,0.611656188964844,
494285.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,8.0,Too anti-business,No,,,No,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Bernie Sanders,,,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,9.0,Has the right experience,White,White,State questionnaire,White,White,,,,,South,None,None,None,About right,,Yes,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.530043363571167,No
494301.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,26.0,About right,Yes,,,No,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,5.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,,Omit,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,75.0,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,About right,,Yes,,,,Male,White men,,Rural,Small Cities/Rural,English,Florida,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.383108377456665,No
494306.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,15.0,About right,Yes,,,No,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,49.0,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,Too anti-business,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.542299509048462,No
