ID,BACKSIDE,CALL,CDNUM,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME16CAU,INCWHITE,ISSDEM16,LATINO,NVDPRS16,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYIA,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEMNV,QLT16DEMCAU,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMEIA16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNIONHH12,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
130641.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Terrorism,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,6.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.705750703811646,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89183.0
130638.0,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and non white",Health care,Yes,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,55.0,"Yes, I attended a caucus before",Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.843477249145508,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59,89109.0
130637.0,Complete,Call 2,1.0,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Terrorism,Yes,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.0873658657074,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44,89119.0
130636.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Terrorism,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,12.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.743165612220764,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89123.0
130635.0,Complete,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Terrorism,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.05281794071198,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89119.0
130633.0,Complete,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,83.0,"Yes, I attended a caucus before",Can win in November,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Rural,Small Cities/Rural,,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Version 1,1.72649037837982,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89815.0
130632.0,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Economy/Jobs,Yes,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.0873658657074,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44,89119.0
130629.0,Complete,Call 1,3.0,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Omit,No,Hillary Clinton,Omit,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,11.0,"Yes, I attended a caucus before",Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,No,Version 1,1.40116727352142,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59,89183.0
130628.0,Complete,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Omit,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,67.0,"No, this is my first caucus",Omit,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.28622043132782,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,89119.0
130626.0,Complete,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,83.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.66927433013916,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89815.0
130624.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Health care,No,Hillary Clinton,Change to more liberal policies,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Somewhat liberal,Liberal,Liberal,11.0,"No, this is my first caucus",Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,No,Version 1,1.41136074066162,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29,89183.0
130621.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,11.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.18789553642273,Yes,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89183.0
130619.0,Complete,Call 1,3.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,11.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.22687602043152,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89183.0
130616.0,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,58.0,"Yes, I attended a caucus before",Cares about people like me,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.552120447158813,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89103.0
130610.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Terrorism,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,11.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.14852869510651,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89183.0
130609.0,Complete,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and non white",Income inequality,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,96.0,"Yes, I attended a caucus before",Can win in November,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Hillary Clinton,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Omit,Omit,Omit,Omit,No,Version 1,2.89307594299316,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,All others,89503.0
130604.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,11.0,"No, this is my first caucus",Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.40314960479736,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,89183.0
130602.0,Complete,Call 2,3.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Income inequality,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,12.0,"Yes, I attended a caucus before",Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.937713503837585,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,89123.0
130600.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,11.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.18621730804443,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89183.0
130599.0,Complete,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Omit,,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,96.0,"Yes, I attended a caucus before",Can win in November,White,White,State questionnaire,White,White,White,West,Omit,Female,White women,"Cities 50,000-500,000","Cities over 50,000",,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,No,Version 1,2.89307594299316,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89503.0
130596.0,Complete,Call 2,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,96.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Hillary Clinton,,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,2.91662740707397,Yes,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44,89503.0
130595.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Health care,Yes,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,11.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.14852869510651,No,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+,89183.0
130592.0,Complete,Call 1,3.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,11.0,"Yes, I attended a caucus before",Can win in November,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.22687602043152,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89183.0
130589.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,58.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,0.533823192119598,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89103.0
130588.0,Complete,Call 1,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,1.0,"Yes, I attended a caucus before",Can win in November,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,2.05739808082581,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89406.0
130585.0,Complete,Call 1,2.0,,,,,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,1.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,2.05449151992798,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89406.0
130583.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Economy/Jobs,No,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,58.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,,Version 1,0.552120447158813,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89103.0
130582.0,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,56.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.549296319484711,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89121.0
130580.0,Complete,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Income inequality,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,96.0,"Yes, I attended a caucus before",Can win in November,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,2.99223875999451,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89503.0
130578.0,Complete,Call 1,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,1.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,2.12491106987,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89406.0
130577.0,Complete,Call 1,1.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,,,,,,,Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,58.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.552120447158813,,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89103.0
130576.0,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Terrorism,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,56.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,Yes,Version 1,0.549296319484711,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89121.0
130575.0,Complete,Call 1,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,1.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.98921597003937,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89406.0
130574.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,58.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.552120447158813,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89103.0
130573.0,Complete,Call 2,1.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,56.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.549296319484711,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89121.0
130572.0,Complete,Call 1,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Income inequality,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,1.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.98921597003937,Yes,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89406.0
130569.0,Complete,Call 1,2.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,,Omit,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,1.0,"Yes, I attended a caucus before",Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Male,Black men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,2.43021154403687,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,89406.0
130567.0,Complete,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,56.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.549296319484711,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89121.0
