id,backside,betrayed,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,hrctrump,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,novtrump,party,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumpvot,trumpwin,trumpw_1,version,weight,whnclinc,whtevang,wvrprs16,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
627858,Complete,Yes,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Somewhat likely,Independent/Something else,Independent,Independent Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,2,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,Version 1,1.97759163379669,No,All others,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,White 60+
627885,Complete,Yes,No,Call 1,2,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Not too likely,Republican,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,42,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,1.2917867898941,No,All others,John Kasich,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
627886,Complete,Yes,Yes,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Not too likely,Republican,Republican,Republican Women,Will still be divided in November,Moderate/Liberal,Liberal,Liberal,42,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Omit,Omit,Version 1,1.2917867898941,No,White Born-again/Evangelical Christians,John Kasich,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
627889,Complete,Yes,Yes,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Not at all likely,Independent/Something else,Independent,Independent Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,42,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,1.2917867898941,No,White Born-again/Evangelical Christians,John Kasich,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
628004,Complete,No,Yes,Call 1,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,64,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.56024956703186,No,White Born-again/Evangelical Christians,John Kasich,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
628049,Complete,No,No,Call 1,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,82,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.02318727970123,Yes,All others,John Kasich,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
628146,Complete,Yes,Yes,Call 1,2,High school or less,No college degree,High school graduate or less,White no college degree,3,Omit,Omit,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Independent/Something else,Independent,Independent Men,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,92,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Omit,Omit,Version 1,1.16094481945038,No,White Born-again/Evangelical Christians,John Kasich,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
628155,Complete,Yes,Yes,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Vote for Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Not at all likely,Independent/Something else,Independent,Independent Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,92,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Not Donald Trump,Scared,Concerned or scared,Version 1,1.16094481945038,No,White Born-again/Evangelical Christians,John Kasich,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
628161,Complete,Yes,Yes,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Not at all likely,Democrat,Democrat,Democratic Women,Will still be divided in November,Moderate/Liberal,Liberal,Liberal,92,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,1.08826947212219,No,White Born-again/Evangelical Christians,John Kasich,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
628197,Complete,Yes,No,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Somewhat likely,Republican,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Very conservative,72,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.05237698554993,Yes,All others,John Kasich,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
628206,Complete,Yes,Yes,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,72,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,.986497938632965,No,White Born-again/Evangelical Christians,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,White 60+
628717,Complete,No,No,Call 2,1,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Not vote for either candidates,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Not at all likely,Independent/Something else,Independent,Independent Women,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,78,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,1.21043169498444,No,All others,John Kasich,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
628915,Complete,No,Yes,Call 2,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Not too likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,92,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Takes away U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.16094481945038,No,White Born-again/Evangelical Christians,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,White 60+
628916,Complete,No,Yes,Call 2,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Not too likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,92,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Takes away U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.16094481945038,No,White Born-again/Evangelical Christians,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629030,Complete,Yes,Yes,Call 2,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Not too likely,Independent/Something else,Independent,Independent Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,72,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.05237698554993,No,White Born-again/Evangelical Christians,John Kasich,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
629376,Complete,Yes,No,Call 3,2,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Not vote for either candidates,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Not at all likely,Republican,Republican,Republican Women,Will still be divided in November,Moderate/Liberal,Liberal,Liberal,2,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Has no effect on U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,1.85379409790039,No,All others,John Kasich,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
629403,Complete,No,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Somewhat likely,Republican,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Very conservative,78,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,1.21043169498444,No,White Born-again/Evangelical Christians,John Kasich,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629468,Complete,Yes,Yes,Call 3,2,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Very likely,Independent/Something else,Independent,Independent Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,22,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,Version 1,1.63981330394745,No,White Born-again/Evangelical Christians,John Kasich,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
629508,Complete,No,No,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Independent/Something else,Independent,Independent Women,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,67,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Creates more U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,Version 1,2.86710858345032,No,All others,John Kasich,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
629741,Complete,Yes,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Somewhat conservative,16,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,1.64716756343842,Yes,All others,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629774,Complete,No,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,72,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,Version 1,.986497938632965,No,White Born-again/Evangelical Christians,John Kasich,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629775,Complete,No,Yes,Call 3,3,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,16,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,Version 1,1.75716638565063,No,White Born-again/Evangelical Christians,John Kasich,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
629819,Complete,No,Yes,Call 3,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,1,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Has no effect on U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,Version 1,.785018503665924,No,White Born-again/Evangelical Christians,John Kasich,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
629831,Complete,Omit, ,Call 3,1,High school or less,No college degree,High school graduate or less,Non white no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Hillary Clinton, , , , , , , ,Economy/Jobs,Very likely,Republican,Republican,Republican Women,Omit,Moderate/Liberal,Moderate,Moderate,82,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,East,Female,Black women,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Omit,Omit,Omit,Omit,Omit,Not Donald Trump,Scared,Concerned or scared,Version 1,.959135591983795,No,All others,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
629866,Complete,Yes, ,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,82,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,Version 1,.959135591983795,No,All others,John Kasich,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
629890,Complete,Yes,No,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,82,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,.959135591983795,No,All others,John Kasich,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629891,Complete,No,Yes,Call 3,2,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Not too likely,Republican,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Somewhat conservative,42,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.2917867898941,No,White Born-again/Evangelical Christians,John Kasich,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
629918,Complete,No,Yes,Call 3,2,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Not at all likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,92,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Not Donald Trump,Scared,Concerned or scared,Version 1,1.08826947212219,Yes,White Born-again/Evangelical Christians,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629923,Complete,Yes,Yes,Call 3,2,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Not too likely,Independent/Something else,Independent,Independent Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,92,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.08826947212219,No,White Born-again/Evangelical Christians,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629925,Complete,Yes,Yes,Call 3,2,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Not at all likely,Independent/Something else,Independent,Independent Men,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,92,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.16094481945038,Yes,White Born-again/Evangelical Christians,John Kasich,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629928,Complete,No,Yes,Call 3,2,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,92,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.08826947212219,No,White Born-again/Evangelical Christians,John Kasich,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
627679,Complete,Yes,Yes,Call 1,2,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,33,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Creates more U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,3.33948802947998,Yes,White Born-again/Evangelical Christians,Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
627681,Not complete,No, ,Call 1,2, , , , ,3, , ,Vote for Donald Trump, , , , , , , , , , , , , , , , ,33, ,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,3.33948802947998, , ,Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
627682,Complete,Yes,Yes,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Very likely,Independent/Something else,Independent,Independent Women,Will still be divided in November,Conservative,Conservative,Very conservative,33,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,3.33948802947998,No,White Born-again/Evangelical Christians,Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,White 60+
627695,Complete,Yes,Yes,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Very likely,Republican,Republican,Republican Women,Omit,Moderate/Liberal,Moderate,Moderate,67,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,1.01386249065399,Yes,White Born-again/Evangelical Christians,Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
