ID,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINBUSINESS,CLINHONEST,CLINREALISTIC,CLINTONLIB,ECONDEM16,ECONDEMCLIN,ECONDEMSANDERS,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,ISSDEM16,MARRIED,MSDPRS16,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDBUSINESS,SANDERSLIB,SANDHONEST,SANDREALISTIC,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
445806.0,,,Complete,Call 3,1.0,About right,No,,,,,,Is fair to most Americans,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,,Hillary Clinton,Change to more liberal policies,Be from outside the political establishment,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,112.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,Yes,,Male,Black men,,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This month,,Version 1,0.951435506343842,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29,39339.0
443191.0,,,Complete,Call 2,1.0,About right,Yes,,,,,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,14.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too anti-business,,Yes,,Female,Black women,,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.55649733543396,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,38672.0
441940.0,,,Complete,Call 1,1.0,Too pro-business,Yes,,,,,,Favors the wealthy,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Income inequality,,Hillary Clinton,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,14.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,Male,White men,,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This month,,Version 1,1.47592866420746,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,38672.0
443518.0,,,Complete,Call 2,2.0,Too pro-business,No,,,,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,33.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,About right,,Yes,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.60160630941391,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29,39213.0
443866.0,A few times a month,Occasionally,Complete,Call 2,2.0,,,Realistic,About right,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Health care,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,62.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Not liberal enough,,Omit,Male,Black men,Married men,Suburbs,Suburbs, Mississippi,Election day exit poll,,,,,Creates more U.S. jobs,Version 2,0.434327065944672,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,39046.0
445796.0,Once a week,Weekly,Complete,Call 3,3.0,,,Realistic,About right,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,,,,,,,,,,Economy/Jobs,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,100.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Not liberal enough,,Realistic,Female,Black women,Married women,Suburbs,Suburbs, Mississippi,Election day exit poll,,,,,Creates more U.S. jobs,Version 2,0.747145116329193,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,39047.0
445795.0,,,Complete,Call 3,2.0,About right,Yes,,,,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,23.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too anti-business,,Yes,,Male,Black men,,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,1.37382757663727,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,38901.0
445384.0,More than once a week,Weekly,Complete,Call 3,2.0,,,Realistic,About right,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Income inequality,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,33.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Election day exit poll,,,,,Takes away U.S. jobs,Version 2,1.10721743106842,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,39213.0
441930.0,,,Complete,Call 1,1.0,Too pro-business,No,,,,,,Is fair to most Americans,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Health care,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,14.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,Male,White men,,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.591049790382385,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,38672.0
445785.0,A few times a month,Occasionally,Complete,Call 3,1.0,,,Realistic,Not liberal enough,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,112.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,About right,,Not realistic,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,,Takes away U.S. jobs,Version 2,0.914579033851624,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29,39339.0
445375.0,,,Complete,Call 3,3.0,About right,Yes,,,,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Income inequality,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,88.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,No,,Female,Black women,,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,3.18112397193909,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59,39666.0
445780.0,,,Complete,Call 3,2.0,About right,Yes,,,,,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Terrorism,,Hillary Clinton,Change to less liberal policies,Have experience in politics,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,23.0,,Has the right experience,Other,American Indian,State questionnaire,Other,Non-white,,,,,South,Too pro-business,,No,,Male,All other races,,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,3.50248575210571,No,45-65,30-59,50-59,45+,50+,45-59,50-64,All others,38901.0
445779.0,A few times a year,Occasionally,Complete,Call 3,3.0,,,Realistic,About right,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,Yes,Hillary Clinton,,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,100.0,Yes,Can win in November,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Too liberal,,Not realistic,Male,Black men,Married men,Suburbs,Suburbs, Mississippi,Election day exit poll,,,,,Creates more U.S. jobs,Version 2,0.777254223823547,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44,39047.0
443846.0,,,Complete,Call 2,2.0,About right,Yes,,,,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Income inequality,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,62.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,No,,Female,Black women,,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.417502224445343,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,39046.0
445366.0,,,Complete,Call 3,2.0,About right,Yes,,,,,,Is fair to most Americans,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,36.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,No,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Election day exit poll,Just today,Last few days,In the last month,This month,,Version 1,1.09911394119263,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44,39212.0
443492.0,More than once a week,Weekly,Complete,Call 2,2.0,,,Realistic,About right,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Health care,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,11.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Not liberal enough,,Omit,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,,Creates more U.S. jobs,Version 2,1.22762095928192,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,38614.0
443832.0,More than once a week,Weekly,Complete,Call 2,2.0,,,Realistic,Too liberal,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,No,Hillary Clinton,,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,62.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,,About right,,Realistic,Male,Black men,Non married men,Suburbs,Suburbs, Mississippi,Election day exit poll,,,,,Creates more U.S. jobs,Version 2,0.43500491976738,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29,39046.0
445762.0,A few times a month,Occasionally,Complete,Call 3,2.0,,,Realistic,Too liberal,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,No,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,23.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Too liberal,,Realistic,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,,Creates more U.S. jobs,Version 2,1.37382757663727,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44,38901.0
445759.0,,,Complete,Call 3,1.0,Too pro-business,No,,,,,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Income inequality,,Bernie Sanders,Change to less liberal policies,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,112.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,Too anti-business,,Yes,,Male,White men,,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.969850838184357,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,39339.0
443824.0,,,Complete,Call 2,2.0,About right,Yes,,,,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Health care,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,33.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,Yes,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,1.1190060377121,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,39213.0
445754.0,,,Complete,Call 3,3.0,Too anti-business,Omit,,,,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Income inequality,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,100.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,About right,,Yes,,Female,Black women,,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,,Version 1,0.747145116329193,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59,39047.0
443814.0,,,Complete,Call 2,2.0,About right,Yes,,,,,,Is fair to most Americans,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,62.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,No,,Female,Black women,,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.418153822422028,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29,39046.0
445744.0,More than once a week,Weekly,Complete,Call 3,2.0,,,Realistic,About right,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Income inequality,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,23.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Not liberal enough,,Not realistic,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,,Creates more U.S. jobs,Version 2,1.32060849666595,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,38901.0
445335.0,,,Complete,Call 3,2.0,About right,Yes,,,,,,Favors the wealthy,Not at all worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,62.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,Yes,,Female,Black women,,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.417502224445343,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,39046.0
443131.0,,,Complete,Call 1,3.0,About right,No,,,,,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,100.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,Too anti-business,,No,,Female,White women,,Suburbs,Suburbs, Mississippi,Election day exit poll,Just today,Last few days,In the last month,This month,,Version 1,1.9703094959259,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,39047.0
445736.0,,,Complete,Call 3,1.0,About right,Yes,,,,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,,Hillary Clinton,Change to more liberal policies,Be from outside the political establishment,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,112.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,About right,,Yes,,Female,Black women,,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.922876298427582,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,39339.0
443122.0,,,Complete,Call 1,1.0,Too pro-business,No,,,,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,16.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,Female,White women,,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.496548146009445,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29,38632.0
445320.0,,,Complete,Call 3,3.0,About right,Yes,,,,,,Is fair to most Americans,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Health care,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,88.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,No,,Male,Black men,,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,,Version 1,3.34455418586731,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,39666.0
443796.0,,,Complete,Call 2,2.0,About right,Yes,,,,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,62.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,No,,Female,Black women,,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,0.42194738984108,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,39046.0
445723.0,A few times a month,Occasionally,Complete,Call 3,1.0,,,Realistic,Not liberal enough,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,112.0,No,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,,Takes away U.S. jobs,Version 2,0.611430704593658,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29,39339.0
443111.0,A few times a year,Occasionally,Complete,Call 1,1.0,,,Realistic,About right,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,Yes,Hillary Clinton,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Too liberal,,Not realistic,Male,White men,Married men,Suburbs,Suburbs, Mississippi,Election day exit poll,,,,,Creates more U.S. jobs,Version 2,1.28790402412415,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,38632.0
