id,attend,attend2,backside,betrayed,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,inrprs16,issrep16,kasichwi,kasich_1,outsider,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,repfair,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,unfairre,version,votenovc,votenovk,votenovt,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
598295, , ,Complete,Yes,No,Call 1,7, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Donald Trump,Government spending, , , ,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, , , ,Version 1,Not vote for him,Definitely vote for him,Definitely vote for him,.792805731296539,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
598305, , ,Complete,No,No,Call 1,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,92,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.441738486289978,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
598318, , ,Complete,Omit,No,Call 1,6, , , , , , , , , ,2,Omit,Angry,"Dissatisfied, but not angry or Angry",Omit, , , , , , , ,Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, , , , ,37,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,1.08484935760498, ,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
598339, , ,Complete,No,Yes,Call 1,5, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,25,Shares my values,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,Rural,Small Cities/Rural,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Probably vote for him,Omit,.974151432514191,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
598340, , ,Complete,Yes,No,Call 1,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,92,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,.441738486289978,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
598341, , ,Complete,No,Yes,Call 1,7, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,3,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,69,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.707722306251526,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
598347, , ,Not complete, ,Yes,Call 1,7, , , , , , , , , ,3, , , , , , , , , , , ,Donald Trump, , , , , , , , , , , , ,69, ,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.732586920261383, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
598371, , ,Complete,No,No,Call 1,7, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,69,Shares my values,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Not vote for him,Probably vote for him,.707722306251526,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
598372, , ,Complete,No,Yes,Call 1,5, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Immigration, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,25,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.00837659835815,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
598391, , ,Complete,Omit, ,Call 1,5, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Democrat,White Democrat,Democrat,Democratic Women, ,Conservative,Conservative,Somewhat conservative,30,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Probably vote for him,.980357110500336,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
598405, , ,Complete,Yes,No,Call 1,7, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Immigration, , , ,Independent/Something else,White Independent,Independent,Independent Men, ,Moderate/Liberal,Moderate,Moderate,69,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.732586920261383,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
598406, , ,Complete,Yes,No,Call 1,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Donald Trump,Immigration, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,92,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,.441738486289978,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
598414, , ,Complete,No,Yes,Call 1,7, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,69,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,.732586920261383,Yes,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
598418, , ,Complete,Yes,No,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Very conservative,92,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,.441738486289978,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
598430, , ,Complete,No,No,Call 1,2, , , , , , , , , ,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Immigration, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,92,Can win in November,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Not vote for him,Definitely vote for him,.426745504140854,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
598432, , ,Complete,Yes,Yes,Call 1,7, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,69,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,.732586920261383,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
598436, , ,Not complete, ,Yes,Call 1,2, , , , , , , , , ,2, , , , , , , , , , , ,Donald Trump, , , , , , , , , , , , ,108, ,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.08814668655396, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
598441, , ,Complete,No,Yes,Call 1,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,92,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Definitely vote for him,Definitely vote for him,.441738486289978,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
598451, , ,Complete,Yes,Yes,Call 1,7, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Immigration, , , ,Independent/Something else,White Independent,Independent,Independent Women, ,Conservative,Conservative,Somewhat conservative,69,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, , , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,.707722306251526,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
598457, , ,Complete,No,Yes,Call 1,5, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,58,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,1.16242861747742,Yes,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
598460, , ,Complete,Yes,Yes,Call 1,7, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,69,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.732586920261383,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
598470, , ,Complete,Yes,Yes,Call 1,6, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,37,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,1.08484935760498,No,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
598473, , ,Complete,Yes,Yes,Call 1,7, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,69,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Definitely vote for him,Definitely vote for him,.732586920261383,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
598475, , ,Complete,Yes,Yes,Call 1,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Immigration, , , ,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Very conservative,108,Shares my values,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,1.08814668655396,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
598482, , ,Complete,Yes,Yes,Call 1,7, , , , ,Some college/assoc. degree,No college degree,More than High school graduate, , ,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999", ,Donald Trump,Government spending, , , ,Republican, ,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,69,Tells it like it is, , ,State questionnaire, , ,Midwest,Unfair,Male, ,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.698626518249512, ,All others,45-65,60+,60-64,45+,50+,60+,50-64, 
598494, , ,Complete,Yes,No,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,108,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,1.08814668655396,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
598505, , ,Complete,Yes,Yes,Call 1,5, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,Omit,Omit,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,30,Can win in November,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.01480031013489,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
598507, , ,Complete,Yes, ,Call 1,7, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,69,Can win in November,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, , , ,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,.732586920261383,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
598518, , ,Complete,Yes,Yes,Call 1,7, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Immigration, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,69,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,.732586920261383,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
598521, , ,Complete,No,No,Call 1,5, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,4,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,30,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,1.01480031013489,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
598523, , ,Complete,Yes,Yes,Call 1,7, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,3,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,69,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,.707722306251526,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
598524, , ,Complete,Yes,Yes,Call 1,6, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Omit, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,37,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,1.08484935760498,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
598525, , ,Complete,Yes,Yes,Call 1,5, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,25,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Not vote for him,Definitely vote for him,1.00837659835815,Yes,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
598528, , ,Complete,No,Yes,Call 1,9, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,82,Shares my values,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,.917181193828583,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
