ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CLINHONEST,CLINREALISTIC,CLINTONWIN,CLINTONWIN2,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INDPRS16,INSPIRES16D,ISSDEM16,LATINO,MARRIED,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYUNITYDEM,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,READYWOMAN,READYWOMAN2,REGION,SANDERSWIN,SANDERSWIN2,SANDHONEST,SANDREALISTIC,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,UNFAIRCLINTON,UNFAIRSANDERS,UNIONHH12,VERSION,VOTENOVCLINTON,VOTENOVSANDERS,WALLST16,WEIGHT,WHNCLINC,WINNOMDEM16,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
601377.0,Complete,,Call 3,7.0,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,66.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Female,Black women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,0.853070557117462,,Hillary Clinton,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,46203.0
601373.0,Complete,,Call 3,7.0,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,66.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Probably not ready,Probably not ready or definitely not ready,Midwest,Concerned,Concerned or scared,,Realistic,Female,Black women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Help the U.S. economy,0.658487856388092,,Hillary Clinton,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44,46203.0
599440.0,Complete,,Call 2,2.0,,Realistic,Excited,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,92.0,Can win in November,White,White,State questionnaire,White,White,White,Definitely ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Female,White women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Help the U.S. economy,0.564269185066223,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,46530.0
599986.0,Complete,,Call 2,2.0,,Realistic,Optimistic,Excited or optimistic,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,,,,,,Hillary Clinton,,Terrorism,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,24.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Male,White men,,Rural,Small Cities/Rural,Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Omit,1.78863668441772,,Hillary Clinton,65+,60+,65 or over,45+,50+,60+,65+,White 60+,46975.0
601365.0,Complete,,Call 3,7.0,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,,,Hillary Clinton,,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,66.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Probably ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Realistic,Female,Black women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,0.658487856388092,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,46203.0
599426.0,Complete,,Call 2,7.0,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,72.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Male,Black men,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Help the U.S. economy,0.990572094917297,,Hillary Clinton,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,46217.0
599975.0,Complete,,Call 2,9.0,,Realistic,Excited,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,5.0,,,,,,,,Hillary Clinton,,Health care,No,,,Independent/Something else,Black non-Democrat,Black Independent,Independent,Energized the Democratic Party,All others,Moderate,Moderate or conservative,Moderate,83.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Not realistic,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Help the U.S. economy,1.45951294898987,,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59,47403.0
599973.0,Complete,,Call 2,7.0,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Conservative,Moderate or conservative,Conservative,66.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Male,Black men,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Help the U.S. economy,0.748787820339203,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,46203.0
599972.0,Complete,,Call 2,8.0,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,,,,,,,,Hillary Clinton,,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,104.0,Has the right experience,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Scared,Concerned or scared,,Not realistic,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,2.82015085220337,,Hillary Clinton,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,47711.0
599419.0,Complete,,Call 2,2.0,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,,,,,,Hillary Clinton,,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,92.0,Has the right experience,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Female,White women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,0.731010317802429,,Hillary Clinton,65+,60+,65 or over,45+,50+,60+,65+,White 60+,46530.0
601347.0,Complete,,Call 3,1.0,,Realistic,Excited,Excited or optimistic,Omit,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,,,,,,,,Hillary Clinton,,Terrorism,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Omit,White Democrat,Moderate,Moderate or conservative,Moderate,55.0,Has the right experience,White,White,State questionnaire,White,White,White,Definitely ready,Definitely ready or probably ready,Midwest,Scared,Concerned or scared,,Not realistic,Female,White women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Omit,0.795231521129608,,Hillary Clinton,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,46350.0
601337.0,Not complete,,Call 3,7.0,,Realistic,,,,,,,,,3.0,,,,,,,,Hillary Clinton,,,,,,,,,,Energized the Democratic Party,,,,,66.0,,Black,Black,State questionnaire,Black,Non-white,Black,Probably ready,Definitely ready or probably ready,Midwest,,,,Realistic,Male,Black men,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,,,,Version 2,,,Help the U.S. economy,0.748787820339203,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,46203.0
599399.0,Complete,,Call 2,7.0,,Realistic,Optimistic,Excited or optimistic,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,,,,,,Hillary Clinton,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Conservative,Moderate or conservative,Conservative,72.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Scared,Concerned or scared,,Not realistic,Male,Black men,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Hurt the U.S. economy,0.764625728130341,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,46217.0
599396.0,Complete,,Call 2,5.0,,Realistic,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,30.0,Cares about people like me,White,White,State questionnaire,White,White,White,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Female,White women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Hurt the U.S. economy,1.61636710166931,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,46062.0
599383.0,Complete,,Call 2,5.0,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Hillary Clinton,,Terrorism,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,30.0,Can win in November,White,White,State questionnaire,White,White,White,Definitely ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Female,White women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Help the U.S. economy,1.61636710166931,,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,46062.0
599381.0,Complete,,Call 2,3.0,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,3.0,Omit,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Female,White women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Help the U.S. economy,1.00932490825653,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,46774.0
599375.0,Complete,,Call 2,7.0,,Realistic,Excited,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,69.0,Has the right experience,White,White,State questionnaire,White,White,White,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Female,White women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Help the U.S. economy,0.612652182579041,,Hillary Clinton,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,46259.0
599352.0,Complete,,Call 2,7.0,,Realistic,Concerned,Concerned or scared,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Republican,Non-black non-Democrat,All Republicans,Republican,Divided the Democratic Party,White Republican,Moderate,Moderate or conservative,Moderate,61.0,Cares about people like me,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Male,White men,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,0.775722086429596,,Hillary Clinton,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29,46202.0
599350.0,Not complete,,Call 2,7.0,,Realistic,,,,,,,,,3.0,,,,,,,,Hillary Clinton,,,No,,,,,,,Energized the Democratic Party,,,,,61.0,,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,,,,Not realistic,Male,Black men,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,,,,Version 2,,,Help the U.S. economy,0.887563109397888,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,46202.0
599349.0,Complete,,Call 2,6.0,,Realistic,Optimistic,Excited or optimistic,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,,,,,,Hillary Clinton,,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,37.0,Can win in November,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Male,White men,,Rural,Small Cities/Rural,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,2.0162398815155,,Hillary Clinton,65+,60+,65 or over,45+,50+,60+,65+,White 60+,47356.0
599344.0,Complete,,Call 2,7.0,,Realistic,Excited,Excited or optimistic,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,61.0,Can win in November,White,White,State questionnaire,White,White,White,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Male,White men,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,0.960636079311371,,Hillary Clinton,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44,46202.0
601371.0,Complete,,Call 3,1.0,,Realistic,Optimistic,Excited or optimistic,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,,,,,,,Hillary Clinton,,Health care,No,,,Independent/Something else,Non-black non-Democrat,All Other,Independent,Energized the Democratic Party,All others,Somewhat liberal,Liberal,Liberal,48.0,Has the right experience,Other,Other,State questionnaire,Other,Non-white,Other,Probably ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Female,All other races,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,1.25131452083588,,Hillary Clinton,65+,60+,65 or over,45+,50+,60+,65+,All others,46402.0
601263.0,Complete,,Call 3,1.0,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Very liberal,Liberal,Liberal,48.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Female,Black women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Help the U.S. economy,0.892420649528503,,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59,46402.0
601353.0,Complete,,Call 3,1.0,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,,,,,,Hillary Clinton,,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,48.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Female,Black women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,Yes,No,,Version 2,,,Hurt the U.S. economy,0.892420649528503,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,46402.0
601255.0,Complete,,Call 3,9.0,,Realistic,Optimistic,Excited or optimistic,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,,,,,,,,Hillary Clinton,,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,83.0,Cares about people like me,White,White,State questionnaire,White,White,White,Definitely ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,1.79629898071289,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,47403.0
601246.0,Complete,,Call 3,1.0,,Not realistic,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,,,,,,,Hillary Clinton,,Economy/Jobs,Yes,,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,48.0,Cares about people like me,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Probably ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Female,Latino women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,Omit,,Version 2,,,Hurt the U.S. economy,0.711566805839539,,Hillary Clinton,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29,46402.0
601237.0,Complete,,Call 3,1.0,,Realistic,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Non-black Democrat,All Other,Democrat,Energized the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,55.0,Has the right experience,Other,American Indian,State questionnaire,Other,Non-white,American Indian,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Male,All other races,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Hurt the U.S. economy,0.904283463954926,,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,All others,46350.0
601330.0,Complete,,Call 3,7.0,,Realistic,Excited,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,,,,,,,,Hillary Clinton,,Terrorism,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,66.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Scared,Concerned or scared,,Not realistic,Female,Black women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,0.853070557117462,,Hillary Clinton,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,46203.0
601181.0,Complete,,Call 3,9.0,,Not realistic,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5.0,,,,,,,,Hillary Clinton,,Terrorism,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Divided the Democratic Party,White Independent,Moderate,Moderate or conservative,Moderate,83.0,Can win in November,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Omit,2.04646730422974,,Hillary Clinton,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,47403.0
600818.0,Complete,,Call 3,7.0,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Hillary Clinton,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,70.0,Has the right experience,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Female,White women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,0.269593268632889,,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,46250.0
600320.0,Complete,,Call 3,7.0,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,,,,,,Hillary Clinton,,Terrorism,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,72.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Probably ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Realistic,Female,Black women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,0.672415733337402,,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59,46217.0
601170.0,Complete,,Call 3,1.0,,Not realistic,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,,,,,,,,Hillary Clinton,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Very liberal,Liberal,Liberal,48.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Probably ready,Definitely ready or probably ready,Midwest,Excited,Excited or optimistic,,Not realistic,Female,Black women,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Hurt the U.S. economy,0.892420649528503,,Hillary Clinton,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44,46402.0
600508.0,Complete,,Call 3,3.0,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,,,,,,Hillary Clinton,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,1.0,Has the right experience,White,White,State questionnaire,White,White,White,Probably ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Realistic,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,4.5301685333252,,Hillary Clinton,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,46805.0
601356.0,Complete,,Call 3,7.0,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,,,,,,Hillary Clinton,,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,66.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Realistic,Female,Black women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Hurt the U.S. economy,0.853070557117462,,Hillary Clinton,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,46203.0
599227.0,Complete,,Call 1,8.0,,Realistic,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,,,,,,Hillary Clinton,,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,98.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Male,Black men,,Suburbs,Suburbs,Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,3.72619318962097,,Hillary Clinton,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29,47848.0
600026.0,Complete,,Call 2,7.0,,Realistic,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,,,Hillary Clinton,,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Very liberal,Liberal,Liberal,66.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Definitely ready,Definitely ready or probably ready,Midwest,Concerned,Concerned or scared,,Not realistic,Male,Black men,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,Yes,,Version 2,,,Hurt the U.S. economy,0.748787820339203,,Hillary Clinton,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44,46203.0
599203.0,Complete,,Call 1,9.0,,Realistic,Optimistic,Excited or optimistic,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,,,,,,,,Hillary Clinton,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,83.0,Can win in November,White,White,State questionnaire,White,White,White,Definitely ready,Definitely ready or probably ready,Midwest,Optimistic,Excited or optimistic,,Not realistic,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,,,,,,No,No,,Version 2,,,Hurt the U.S. economy,1.57967448234558,,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,47403.0
