id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,marprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rel5,relign10,relwhite,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang,wprotbrn,wprotb_1
402464,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,6,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,98,Can bring needed change,White,White,State questionnaire,White,White,East,Jewish,Jewish,Jewish,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,.691596508026123,No,All others,No,All others
402468,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ben Carson,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,51,Can bring needed change,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.81060266494751,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
402474,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,5,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,45+,18-64,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,47,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.317781388759613,No,All others,No,White Protestant non-evangelical
402497,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Marco Rubio,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,51,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,1.03834402561188,No,All others,No,All others
402508,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,5,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,47,Shares my values,White,White,State questionnaire,White,White,East,Jewish,Jewish,Jewish,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz,Version 1,No,.317781388759613,No,All others,No,All others
402510,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,6,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Omit,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,98,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,.691596508026123,No,All others,No,All others
402537,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,51,Shares my values,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Marco Rubio,Version 1,Yes,1.41549718379974,No,All others,No,All others
402543,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,No,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Government spending,John Kasich,Have experience in politics,18-44,18-64,Independent/Something else,Latino Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,47,Tells it like it is,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,None,None, ,Male,Latino men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.317781388759613,No,All others,No, 
402565,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Marco Rubio,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,51,Can win in November,White,White,State questionnaire,White,White,East,None,None,None,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,1.25336337089539,No,All others,No,All others
402580,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,6,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,98,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,.834811687469482,No,All others,No,All others
402583,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,5,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Ben Carson,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,47,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Omit,Version 1,No,.435452371835709,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
402603,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 1,1,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Ted Cruz,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,51,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz,Version 1,No,.748128950595856,Yes,All others,No,All others
402633,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Yes,Call 1,6,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Terrorism,Ben Carson,Be from outside the political establishment,45+,18-64,Independent/Something else,All Other,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,98,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,East,Protestant/Other Non-Catholic Christian,Protestant, ,Female,All other races,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,1.17676067352295,No,All others,No, 
402636,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,John Kasich,Omit,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,51,Can win in November,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,Yes,1.30806422233582,No,All others, , 
402679,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,No,Call 1,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Terrorism,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,Black Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,51,Tells it like it is,Black,Black,State questionnaire,Black,Non-white,East,Protestant/Other Non-Catholic Christian,Mormon, ,Male,Black men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Marco Rubio,Version 1,No,1.84229600429535,No,All others,No, 
402720,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,51,Can bring needed change,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,1.77015423774719,No,All others,No,White Protestant non-evangelical
402749,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 1,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Terrorism,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,51,Tells it like it is,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,1.57893705368042,No,All others,No,White Protestant non-evangelical
402763,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,5,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Marco Rubio,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,102,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.45558571815491,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
402779,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,1,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,51,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Omit,Version 1,No,.670688211917877,No,White Born-again/Evangelical Christians,No,All others
402790,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,5,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,John Kasich,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,102,Can bring needed change,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.76789975166321,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
402803,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,2,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,44,Shares my values,White,White,State questionnaire,White,White,East,None,None,None,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.39335250854492,No,All others,No,All others
402810,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Ben Carson,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,51,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,.67154061794281,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
402829,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Marco Rubio,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,102,Can win in November,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.609802722930908,No,All others,No,White Protestant non-evangelical
402831,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,44,Tells it like it is,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.23473262786865,No,All others,No,White Protestant non-evangelical
402838,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Call 1,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,51,Can win in November,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,1.57893705368042,No,All others, , 
402858,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 1,2,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,44,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.945273041725159,No,All others,No,White Protestant non-evangelical
402863,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,5,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,John Kasich,Have experience in politics,45+,65+,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,102,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,.894015312194824,No,All others,No,White Protestant non-evangelical
402895,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,5,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,102,Shares my values,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.30008566379547,No,All others,No,All others
402921,30-44,30-59,40-44,18-44,18-49,30-44,40-49, , , ,Complete,No,Call 1,2,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate, ,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999", ,Economy/Jobs,John Kasich,Have experience in politics,18-44,18-64,Independent/Something else, ,Something else,Independent Men,Moderate/Liberal,Liberal,Liberal,44,Shares my values, , ,State questionnaire, , ,East,None,None, ,Male, ,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.907921671867371,No,All others,No, 
402922,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,102,Tells it like it is,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.930636942386627,No,All others,No,White Protestant non-evangelical
402946,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,2,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Liberal,Liberal,44,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.14101934432983,No,All others,No,White Protestant non-evangelical
402950,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,5,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,102,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Marco Rubio,Version 1,Yes,.770982563495636,No,All others,No,All others
402975,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 1,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ben Carson,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,44,Shares my values,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Omit,Version 1,No,.485289037227631,No,All others,No,All others
