id,backside,betrayed,brnagain,call,cdnum,cicrep16,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,ilrprs16,ilrsen16,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichho,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovk,votenovt,weight,whnclinc,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
496502,Complete,Yes, ,Call 1,2,Ted Cruz, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , ,Ted Cruz,Mark Kirk, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.685431599617004, ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
506314,Complete, ,No,Call 3,2, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Getting ahead financially,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.685431599617004,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
506372,Complete, ,Yes,Call 3,2, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,36,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,.685431599617004,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496436,Complete, ,No,Call 1,14, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,33,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.702927827835083,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
501615,Complete,Yes, ,Call 2,14,Ted Cruz, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Ted Cruz,Mark Kirk, , , , , , , , ,Terrorism, , ,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,33,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,.702927827835083, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501652,Complete,Omit, ,Call 2,14,Ted Cruz, ,Omit,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , ,Ted Cruz,Mark Kirk, , , , , , , , ,Economy/Jobs, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,33,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Omit, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,.702927827835083, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501904,Complete, ,No,Call 2,1, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Getting ahead financially,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Ted Cruz,James Marter,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Oppose, ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,148,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.70400071144104,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
495384,Complete, ,Yes,Call 1,15, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,23,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.705411434173584,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495440,Complete, ,Yes,Call 1,15, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,23,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,.705411434173584,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
495472,Complete, ,Yes,Call 1,15, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,23,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Illinois,Election day exit poll,Omit,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.705411434173584,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495709,Complete,Yes, ,Call 1,15,Ted Cruz, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, , , ,Ted Cruz,Mark Kirk, , , , , , , , ,Terrorism, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,23,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.705411434173584, ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
501825,Complete, ,Yes,Call 2,15, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,23,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,.705411434173584,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
501882,Complete, ,Yes,Call 2,15, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,23,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,.705411434173584,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496546,Complete, ,No,Call 1,2, ,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Falling behind financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.709819436073303,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
496466,Complete, ,Yes,Call 1,12, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,72,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.710863053798676,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496672,Complete, ,No,Call 1,12, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,72,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.710863053798676,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
506563,Complete, ,No,Call 3,12, ,No, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Oppose, ,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,72,Omit,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.710863053798676,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
495943,Complete,Yes, ,Call 1,15,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , ,Ted Cruz,James Marter, , , , , , , , ,Terrorism, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,7,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.711268782615662, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496250,Complete,Yes, ,Call 1,15,Ted Cruz, ,Very worried,Worried, , , , ,5, , , ,Ted Cruz,James Marter, , , , , , , , ,Government spending, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,7,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,.711268782615662, ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
505189,Complete,Yes, ,Call 3,15,Ted Cruz, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, , , ,Ted Cruz,James Marter, , , , , , , , ,Terrorism, , ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,7,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.711268782615662, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
505272,Complete,No, ,Call 3,15,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , ,Ted Cruz,James Marter, , , , , , , , ,Terrorism, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,7,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,.711268782615662, ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
495710,Complete,Yes, ,Call 1,3,Ted Cruz, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , ,Ted Cruz,James Marter, , , , , , , , ,Government spending, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,160,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.717026889324188, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
505150,Complete, ,No,Call 3,14, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz, ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Omit, ,Independent/Something else,White Independent,Something else,Independent Men, , , ,33,Omit,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.717272222042084,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
495047,Complete,Yes, ,Call 1,13,Omit, ,Very worried,Worried, , , , ,4, , , ,Ted Cruz,James Marter, , , , , , , , ,Government spending, , ,Omit,Democrat,White Democrat,Democrat,Democratic Women, , , ,81,Omit,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Omit, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Not vote for him,Not vote for him,.726791143417358, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501342,Complete,Yes, ,Call 2,13,Ted Cruz, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Ted Cruz,James Marter, , , , , , , , ,Government spending, , ,Omit,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,81,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Omit, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Omit,Omit,.726791143417358, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495320,Complete, ,No,Call 1,16, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,97,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.727801442146301,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
495388,Complete,No, ,Call 1,16,Ted Cruz, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Ted Cruz,Mark Kirk, , , , , , , , ,Terrorism, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,97,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,.727801442146301, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
502237,Complete,No, ,Call 2,16,Ted Cruz, ,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , ,Ted Cruz,Mark Kirk, , , , , , , , ,Immigration, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,97,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.727801442146301, ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
505664,Complete, ,No,Call 3,16, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,No,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,97,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.727801442146301,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
505704,Complete, ,Yes,Call 3,16, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Falling behind financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Omit,Omit, ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,97,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.727801442146301,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
505774,Complete, ,Yes,Call 3,16, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Falling behind financially,Omit,Omit,Ted Cruz,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,No,Support, ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,97,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.727801442146301,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
496463,Complete, , ,Call 1,14, ,Omit, , , , , , ,3,Holding steady financially,Omit,Omit,Ted Cruz,Mark Kirk,Offered a chance to apply for legal status, , , , , , , ,Terrorism,Omit,Oppose, , , , , , , , ,33,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,Omit,Not Donald Trump, ,Version 1, , , ,.727938234806061, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501895,Complete, ,Yes,Call 2,14, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Falling behind financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Omit,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,33,Can win in November,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Omit,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.727938234806061,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
494168,Complete, ,No,Call 1,10, ,Yes, , ,College graduate,College graduate,More than High school graduate,Non white college degree,3,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,James Marter,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Immigration,Yes,Support, ,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,45,Shares my values,Other,Other,State questionnaire,Other,Non-white,Midwest,Male,All other races,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.728378653526306,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
505183,Complete, ,No,Call 3,9, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,126,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,.729200482368469,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
505184,Complete, ,No,Call 3,9, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Ted Cruz,Mark Kirk,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,126,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,.729200482368469,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495756,Complete,No, ,Call 1,15,Ted Cruz, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, , , ,Ted Cruz,Mark Kirk, , , , , , , , ,Government spending, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,23,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.730510234832764, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
