ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINBUSINESS,CLINHONEST,CLINREALISTIC,CLINTONLIB,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GENDISS,GENDISS2,GEOCODE,GETAHEAD,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,ISSDEM16,MARRIED,NCDPRS16,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDBUSINESS,SANDERSLIB,SANDHONEST,SANDREALISTIC,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
492929.0,Complete,Hillary Clinton,Call 1,7.0,,,,Realistic,About right,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Not an important factor,Not an important factor,1.0,Falling behind financially,,,,,,,,Income inequality,No,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,4.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Too liberal,,Not realistic,Satisifed,Dissatisfied,Male,Black men,Non married men,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,1.21708488464355,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
496975.0,Complete,,Call 2,6.0,Hillary Clinton,About right,Yes,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,4.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Income inequality,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,36.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,About right,,Yes,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Version 1,0.59319806098938,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
496973.0,Complete,Hillary Clinton,Call 2,6.0,,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,,,,,,,,Economy/Jobs,Yes,Hillary Clinton,,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,36.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,Too liberal,,Not realistic,Satisifed,Dissatisfied,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.59319806098938,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
496971.0,Complete,,Call 2,6.0,Hillary Clinton,About right,Yes,,,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,36.0,,Can win in November,White,White,State questionnaire,White,White,,,,,South,Too anti-business,,Yes,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Version 1,1.20679938793182,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
492919.0,Complete,,Call 1,4.0,Hillary Clinton,About right,Yes,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,99.0,,Can win in November,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,1.6176141500473,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
496966.0,Complete,,Call 2,3.0,Hillary Clinton,Too pro-business,No,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Health care,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,72.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too anti-business,,Yes,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,1.16060864925385,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
492915.0,Complete,Hillary Clinton,Call 1,13.0,,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,One of several important factors,The single most important factor or one of several important factors,2.0,Holding steady financially,,,,,,,,Income inequality,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,96.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.271620064973831,,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
492909.0,Complete,Hillary Clinton,Call 1,10.0,,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,White college degree,One of several important factors,The single most important factor or one of several important factors,5.0,Holding steady financially,,,,,,,,Health care,No,Hillary Clinton,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,5.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,1.06021583080292,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
492907.0,Complete,Hillary Clinton,Call 1,13.0,,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Economy/Jobs,No,Hillary Clinton,,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,98.0,Yes,Can win in November,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,Too liberal,,Realistic,Satisifed,Satisifed,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.416709899902344,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
492903.0,Complete,Omit,Call 1,7.0,,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,1.0,Holding steady financially,,,,,,,,Economy/Jobs,No,Hillary Clinton,,,,,,,,Moderate,Moderate or conservative,Moderate,83.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Omit,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,Omit,,Omit,Satisifed,Omit,Female,Black women,Non married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,Version 2,1.10528934001923,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
492900.0,Not complete,,Call 1,4.0,,,,Realistic,,,,,,,,One of several important factors,The single most important factor or one of several important factors,2.0,Falling behind financially,,,,,,,,,,Hillary Clinton,,,,,,,,,,,99.0,Yes,,,,State questionnaire,,,Gotten worse,,,,South,,,,Not realistic,,,Male,,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,1.31157577037811,,45-65,30-59,45-49,45+,17-49,45-59,40-49,
506165.0,Complete,,Call 3,13.0,Hillary Clinton,About right,Yes,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,96.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,About right,,Yes,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.271620064973831,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
492895.0,Complete,Hillary Clinton,Call 1,2.0,,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Economy/Jobs,Yes,Hillary Clinton,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,102.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Not liberal enough,,Not realistic,Satisifed,Dissatisfied,Male,White men,Married men,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,0.949850976467133,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
505033.0,Complete,,Call 3,6.0,Hillary Clinton,Too pro-business,Yes,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,4.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Terrorism,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,37.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too anti-business,,Yes,,,,Male,Black men,,Suburbs,Suburbs, North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.474258691072464,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
492878.0,Complete,Hillary Clinton,Call 1,10.0,,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,5.0,Getting ahead financially,,,,,,,,Health care,,Hillary Clinton,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,5.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,,Not liberal enough,,Not realistic,Satisifed,Dissatisfied,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,1.17928409576416,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
492875.0,Complete,,Call 1,13.0,Hillary Clinton,Too pro-business,No,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,,Hillary Clinton,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,98.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Too anti-business,,Yes,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,1.05268847942352,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
492872.0,Not complete,,Call 1,4.0,,,,,,Not at all worried,Not worried,,,,,,,2.0,,,,,,,,,,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,,,,,,,,,99.0,,,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,0.662548303604126,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
492863.0,Complete,,Call 1,13.0,Hillary Clinton,About right,No,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,,Hillary Clinton,Change to less liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,96.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,No,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.719893157482147,Yes,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
492854.0,Not complete,,Call 1,4.0,,,,Realistic,,,,,,,,The single most important factor,The single most important factor or one of several important factors,2.0,Holding steady financially,,,,,,,,,,Hillary Clinton,,,,,,,,,,,99.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,,,,South,,,,Not realistic,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.640337467193604,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
504999.0,Complete,,Call 3,6.0,Hillary Clinton,About right,Omit,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,,,,4.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000",,Health care,,Hillary Clinton,Generally continue Barack Obama's policies,Omit,Democrat,,,Democrat,,,,,37.0,,Has the right experience,,,State questionnaire,,,,,,,South,Omit,,Omit,,,,Female,,,Suburbs,Suburbs, North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,0.823742806911469,,65+,60+,65 or over,45+,50+,60+,65+,
492829.0,Complete,Hillary Clinton,Call 1,13.0,,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Economy/Jobs,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,96.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,Too liberal,,Not realistic,Satisifed,Dissatisfied,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.271620064973831,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
492828.0,Complete,,Call 1,10.0,Hillary Clinton,About right,Yes,,,Omit,Omit,Postgraduate study,College graduate,More than High school graduate,,,,5.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999",,Health care,,Hillary Clinton,Omit,Omit,Democrat,,,Democrat,,Very liberal,Liberal,Liberal,5.0,,Can win in November,,,State questionnaire,,,,,,,South,Too anti-business,,Yes,,,,,,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Omit,Omit,Omit,Omit,Omit,Version 1,0.953597724437714,No,,,,,,,,
492819.0,Complete,,Call 1,7.0,Hillary Clinton,Omit,Yes,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,,Hillary Clinton,Change to more liberal policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,83.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,No,,,,Male,Black men,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.2898530960083,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
492801.0,Complete,,Call 1,10.0,Hillary Clinton,About right,Yes,,,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,5.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,,Hillary Clinton,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,5.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,1.06021583080292,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
492793.0,Complete,Hillary Clinton,Call 1,13.0,,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Health care,Yes,Hillary Clinton,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,96.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.271620064973831,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
492791.0,Complete,Omit,Call 1,7.0,,,,Omit,Omit,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Omit,Omit,1.0,Omit,,,,,,,,Omit,Yes,Hillary Clinton,,,,,,,,,,,83.0,No,Omit,Black,Black,State questionnaire,Black,Non-white,Omit,Omit,Omit,Omit,South,,About right,,Omit,Omit,Omit,Male,Black men,Married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,Version 2,1.22941958904266,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
492777.0,Complete,,Call 1,4.0,Hillary Clinton,About right,Yes,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,99.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,South,Too pro-business,,Yes,,,,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.54182410240173,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
492767.0,Not complete,,Call 1,10.0,,,,,,Not at all worried,Not worried,,,,,,,5.0,,,,,,,,,,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,,,,,,,,,5.0,,,White,White,State questionnaire,White,White,,,,,South,,,,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,1.17928409576416,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
492755.0,Complete,Hillary Clinton,Call 1,13.0,,,,Realistic,Not liberal enough,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Economy/Jobs,Yes,Hillary Clinton,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,96.0,Yes,Can win in November,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.782319068908691,,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
492751.0,Complete,,Call 1,7.0,Hillary Clinton,About right,Yes,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Terrorism,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,83.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too anti-business,,Yes,,,,Female,Black women,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Version 1,1.15962111949921,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
492746.0,Complete,,Call 1,10.0,Hillary Clinton,About right,Yes,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,5.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Income inequality,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,5.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.06021583080292,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
492745.0,Complete,Hillary Clinton,Call 1,4.0,,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Economy/Jobs,Yes,Hillary Clinton,,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,99.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,,About right,,Not realistic,Satisifed,Dissatisfied,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.640337467193604,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
492734.0,Complete,Hillary Clinton,Call 1,9.0,,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,3.0,Getting ahead financially,,,,,,,,Economy/Jobs,Yes,Hillary Clinton,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,65.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,Too liberal,,Not realistic,Satisifed,Dissatisfied,Male,White men,Married men,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.85004723072052,,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
504871.0,Complete,,Call 3,6.0,Hillary Clinton,About right,Yes,,,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,,,4.0,,,,,,,,,Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,37.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,Too pro-business,,Yes,,,,Male,Black men,,Suburbs,Suburbs, North Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,0.441163748502731,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29
492719.0,Complete,,Call 1,13.0,Hillary Clinton,Omit,Omit,,,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Income inequality,,Hillary Clinton,Change to less liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,96.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Omit,,Omit,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,0.782319068908691,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
492716.0,Complete,,Call 1,6.0,Hillary Clinton,About right,Yes,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,4.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,2.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,Too anti-business,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Version 1,1.50706946849823,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
492713.0,Not complete,,Call 1,4.0,,,,Realistic,,,,,,,,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,,,Hillary Clinton,,,,,,,,,,,99.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Gotten better,,,,South,,,,Not realistic,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.640337467193604,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
